chrom	start	end	log2_gpseq_score
chr9:22	9.6e+07	9.7e+07	0.719111614546111
chr9:22	96100000	97100000	0.715211372167998
chr9:22	96200000	97200000	0.71830996826901
chr9:22	96300000	97300000	0.716162353661735
chr9:22	96400000	97400000	0.688497071008837
chr9:22	96500000	97500000	0.684059779040735
chr9:22	96600000	97600000	0.686113166340908
chr9:22	96700000	97700000	0.648723916194355
chr9:22	96800000	97800000	0.626975245914585
chr9:22	96900000	97900000	0.627058626369032
chr9:22	9.7e+07	9.8e+07	0.611263288436189
chr9:22	97100000	98100000	0.609390815112968
chr9:22	97200000	98200000	0.624199747107488
chr9:22	97300000	98300000	0.619348759475262
chr9:22	97400000	98400000	0.622915570573033
chr9:22	97500000	98500000	0.619768429760056
chr9:22	97600000	98600000	0.632997094503642
chr9:22	97700000	98700000	0.631601130787142
chr9:22	97800000	98800000	0.622713261708618
chr9:22	97900000	98900000	0.633856453247094
chr9:22	9.8e+07	9.9e+07	0.640587925620376
chr9:22	98100000	99100000	0.641331128391015
chr9:22	98200000	99200000	0.632590405080999
chr9:22	98300000	99300000	0.632607150406919
chr9:22	98400000	99400000	0.626076464005557
chr9:22	98500000	99500000	0.638317927150133
chr9:22	98600000	99600000	0.623356881832688
chr9:22	98700000	99700000	0.623625054682368
chr9:22	98800000	99800000	0.636314474536746
chr9:22	98900000	99900000	0.604969316424068
chr9:22	9.9e+07	1e+08	0.60252757695966
chr9:22	99100000	100100000	0.595385503324277
chr9:22	99200000	100200000	0.586850404844414
chr9:22	99300000	100300000	0.605714233266833
chr9:22	99400000	100400000	0.588032971454457
chr9:22	99500000	100500000	0.549197719001453
chr9:22	99600000	100600000	0.562588330142486
chr9:22	99700000	100700000	0.572323773256888
chr9:22	99800000	100800000	0.559797645268235
chr9:22	99900000	100900000	0.562877531207764
chr9:22	1e+08	1.01e+08	0.558583950684132
chr9:22	100100000	101100000	0.545879982436785
chr9:22	100200000	101200000	0.527355246732097
chr9:22	100300000	101300000	0.513615678472111
chr9:22	100400000	101400000	0.525630629009388
chr9:22	100500000	101500000	0.549014061539687
chr9:22	100600000	101600000	0.519187165384877
chr9:22	100700000	101700000	0.495426135190988
chr9:22	100800000	101800000	0.50197990999093
chr9:22	100900000	101900000	0.476492800914134
chr9:22	1.01e+08	1.02e+08	0.431965677922637
chr9:22	101100000	102100000	0.414480120706929
chr9:22	101200000	102200000	0.393722718489581
chr9:22	101300000	102300000	0.376571912916672
chr9:22	101400000	102400000	0.355457777050217
chr9:22	101500000	102500000	0.316391145896354
chr9:22	101600000	102600000	0.312580387326175
chr9:22	101700000	102700000	0.288272319301033
chr9:22	101800000	102800000	0.255212459060334
chr9:22	101900000	102900000	0.258516110417788
chr9:22	1.02e+08	1.03e+08	0.276172954150526
chr9:22	102100000	103100000	0.255312363298427
chr9:22	102200000	103200000	0.263686057351986
chr9:22	102300000	103300000	0.256410587349528
chr9:22	102400000	103400000	0.241142716015108
chr9:22	102500000	103500000	0.22603025315706
chr9:22	102600000	103600000	0.211103653038873
chr9:22	102700000	103700000	0.213445429978374
chr9:22	102800000	103800000	0.218051088546876
chr9:22	102900000	103900000	0.204481837304867
chr9:22	1.03e+08	1.04e+08	0.204427627437843
chr9:22	103100000	104100000	0.209837453092978
chr9:22	103200000	104200000	0.192368287227583
chr9:22	103300000	104300000	0.187915190082316
chr9:22	103400000	104400000	0.186634580906234
chr9:22	103500000	104500000	0.193510530290976
chr9:22	103600000	104600000	0.182579098683069
chr9:22	103700000	104700000	0.195622346069065
chr9:22	103800000	104800000	0.183220951114238
chr9:22	103900000	104900000	0.174968183191672
chr9:22	1.04e+08	1.05e+08	0.164279341640302
chr9:22	104100000	105100000	0.154963262903834
chr9:22	104200000	105200000	0.172764889523075
chr9:22	104300000	105300000	0.170481693878537
chr9:22	104400000	105400000	0.179139707910776
chr9:22	104500000	105500000	0.188473950593773
chr9:22	104600000	105600000	0.20152353746823
chr9:22	104700000	105700000	0.196942474992073
chr9:22	104800000	105800000	0.190519351524715
chr9:22	104900000	105900000	0.208211112463981
chr9:22	1.05e+08	1.06e+08	0.197805384939338
chr9:22	105100000	106100000	0.198473616720649
chr9:22	105200000	106200000	0.186597239203456
chr9:22	105300000	106300000	0.171664033658267
chr9:22	105400000	106400000	0.172344580486597
chr9:22	105500000	106500000	0.16316174432196
chr9:22	105600000	106600000	0.143987114252598
chr9:22	105700000	106700000	0.138741801346681
chr9:22	105800000	106800000	0.131142495108696
chr9:22	105900000	106900000	0.131173514527768
chr9:22	1.06e+08	1.07e+08	0.122487117998006
chr9:22	106100000	107100000	0.137175726233472
chr9:22	106200000	107200000	0.116457119089211
chr9:22	106300000	107300000	0.123931250024797
chr9:22	106400000	107400000	0.100528856962723
chr9:22	106500000	107500000	0.0959909487983634
chr9:22	106600000	107600000	0.12711880600456
chr9:22	106700000	107700000	0.13831344582438
chr9:22	106800000	107800000	0.154830142657941
chr9:22	106900000	107900000	0.175455848134215
chr9:22	1.07e+08	1.08e+08	0.201948528341934
chr9:22	107100000	108100000	0.199000425788802
chr9:22	107200000	108200000	0.220593090758205
chr9:22	107300000	108300000	0.235469011953524
chr9:22	107400000	108400000	0.245407343687408
chr9:22	107500000	108500000	0.257422700414473
chr9:22	107600000	108600000	0.255943851058981
chr9:22	107700000	108700000	0.260213486628797
chr9:22	107800000	108800000	0.259339524632312
chr9:22	107900000	108900000	0.263994117618118
chr9:22	1.08e+08	1.09e+08	0.257931430286863
chr9:22	108100000	109100000	0.267847712427345
chr9:22	108200000	109200000	0.279525514973013
chr9:22	108300000	109300000	0.2921228759731
chr9:22	108400000	109400000	0.309865530692852
chr9:22	108500000	109500000	0.305216805797652
chr9:22	108600000	109600000	0.302760299745272
chr9:22	108700000	109700000	0.285597173848934
chr9:22	108800000	109800000	0.289394668927576
chr9:22	108900000	109900000	0.266902366057457
chr9:22	1.09e+08	1.1e+08	0.273743959766693
chr9:22	109100000	110100000	0.258409656271987
chr9:22	109200000	110200000	0.264527368761288
chr9:22	109300000	110300000	0.250673694299315
chr9:22	109400000	110400000	0.249505478983193
chr9:22	109500000	110500000	0.255707625682575
chr9:22	109600000	110600000	0.270633003634303
chr9:22	109700000	110700000	0.289477414647076
chr9:22	109800000	110800000	0.289640174288498
chr9:22	109900000	110900000	0.285809281039193
chr9:22	1.1e+08	1.11e+08	0.280646971041076
chr9:22	110100000	111100000	0.305121104039219
chr9:22	110200000	111200000	0.304151785706706
chr9:22	110300000	111300000	0.314175677076751
chr9:22	110400000	111400000	0.30456552248627
chr9:22	110500000	111500000	0.304994180263721
chr9:22	110600000	111600000	0.29188396812175
chr9:22	110700000	111700000	0.289937531499806
chr9:22	110800000	111800000	0.295479606153181
chr9:22	110900000	111900000	0.304466563704885
chr9:22	1.11e+08	1.12e+08	0.308208662174218
chr9:22	111100000	112100000	0.306376576268828
chr9:22	111200000	112200000	0.311704440682428
chr9:22	111300000	112300000	0.308188084333542
chr9:22	111400000	112400000	0.307572983662159
chr9:22	111500000	112500000	0.296820846743054
chr9:22	111600000	112600000	0.298894576634103
chr9:22	111700000	112700000	0.302808215706232
chr9:22	111800000	112800000	0.296852814067164
chr9:22	111900000	112900000	0.285992422953356
chr9:22	1.12e+08	1.13e+08	0.276181380871722
chr9:22	112100000	113100000	0.265976151899012
chr9:22	112200000	113200000	0.239105376173899
chr9:22	112300000	113300000	0.229545261635454
chr9:22	112400000	113400000	0.226865129534759
chr9:22	112500000	113500000	0.229142895352179
chr9:22	112600000	113600000	0.224837350525343
chr9:22	112700000	113700000	0.214890083263516
chr9:22	112800000	113800000	0.205811797800773
chr9:22	112900000	113900000	0.211931661955478
chr9:22	1.13e+08	1.14e+08	0.205233817979559
chr9:22	113100000	114100000	0.220356767238654
chr9:22	113200000	114200000	0.23546507689624
chr9:22	113300000	114300000	0.22764625998675
chr9:22	113400000	114400000	0.263311143922172
chr9:22	113500000	114500000	0.26484211200308
chr9:22	113600000	114600000	0.264449458149318
chr9:22	113700000	114700000	0.267291259244184
chr9:22	113800000	114800000	0.294444258586283
chr9:22	113900000	114900000	0.305186620891475
chr9:22	1.14e+08	1.15e+08	0.313246839133639
chr9:22	114100000	115100000	0.317772645830492
chr9:22	114200000	115200000	0.331705284066577
chr9:22	114300000	115300000	0.34602501579775
chr9:22	114400000	115400000	0.341375140383465
chr9:22	114500000	115500000	0.348216539009507
chr9:22	114600000	115600000	0.35252229447989
chr9:22	114700000	115700000	0.354208146281874
chr9:22	114800000	115800000	0.335397455666244
chr9:22	114900000	115900000	0.340579665328931
chr9:22	1.15e+08	1.16e+08	0.352218263652515
chr9:22	115100000	116100000	0.363438780316102
chr9:22	115200000	116200000	0.374560304209011
chr9:22	115300000	116300000	0.40956153589369
chr9:22	115400000	116400000	0.429270195675796
chr9:22	115500000	116500000	0.443441316883887
chr9:22	115600000	116600000	0.454271169619057
chr9:22	115700000	116700000	0.47454686668248
chr9:22	115800000	116800000	0.484216317990159
chr9:22	115900000	116900000	0.492531522744883
chr9:22	1.16e+08	1.17e+08	0.496483466867198
chr9:22	116100000	117100000	0.51074532726055
chr9:22	116200000	117200000	0.504442633259912
chr9:22	116300000	117300000	0.480065389820157
chr9:22	116400000	117400000	0.475185002671276
chr9:22	116500000	117500000	0.460956893728527
chr9:22	116600000	117600000	0.427525813771023
chr9:22	116700000	117700000	0.415228815207055
chr9:22	116800000	117800000	0.402778429886719
chr9:22	116900000	117900000	0.386775124743454
chr9:22	1.17e+08	1.18e+08	0.36879270842368
chr9:22	117100000	118100000	0.336996216865556
chr9:22	117200000	118200000	0.319261536646195
chr9:22	117300000	118300000	0.324080087350529
chr9:22	117400000	118400000	0.292522977690804
chr9:22	117500000	118500000	0.291321257801212
chr9:22	117600000	118600000	0.307999689157875
chr9:22	117700000	118700000	0.302996054743033
chr9:22	117800000	118800000	0.30150561160504
chr9:22	117900000	118900000	0.301682421036949
chr9:22	1.18e+08	1.19e+08	0.283163900102737
chr9:22	118100000	119100000	0.292619606707553
chr9:22	118200000	119200000	0.295025569798282
chr9:22	118300000	119300000	0.275416726860693
chr9:22	118400000	119400000	0.278912919867576
chr9:22	118500000	119500000	0.270997437341816
chr9:22	118600000	119600000	0.253130367438031
chr9:22	118700000	119700000	0.263592588823315
chr9:22	118800000	119800000	0.269944414466733
chr9:22	118900000	119900000	0.259596781843085
chr9:22	1.19e+08	1.2e+08	0.262954304475677
chr9:22	119100000	120100000	0.263598903146307
chr9:22	119200000	120200000	0.24013203117044
chr9:22	119300000	120300000	0.240545258631809
chr9:22	119400000	120400000	0.238982939286464
chr9:22	119500000	120500000	0.239074079299514
chr9:22	119600000	120600000	0.237485534438455
chr9:22	119700000	120700000	0.225584313401657
chr9:22	119800000	120800000	0.21177903966681
chr9:22	119900000	120900000	0.212498421424329
chr9:22	1.2e+08	1.21e+08	0.198618884621486
chr9:22	120100000	121100000	0.193050673447348
chr9:22	120200000	121200000	0.213499388738438
chr9:22	120300000	121300000	0.218022456686536
chr9:22	120400000	121400000	0.211990121384862
chr9:22	120500000	121500000	0.202825898018698
chr9:22	120600000	121600000	0.228684550085574
chr9:22	120700000	121700000	0.233131974516602
chr9:22	120800000	121800000	0.252469589665758
chr9:22	120900000	121900000	0.253124175371649
chr9:22	1.21e+08	1.22e+08	0.277974083796999
chr9:22	121100000	122100000	0.268578366144021
chr9:22	121200000	122200000	0.264429520392982
chr9:22	121300000	122300000	0.271053763164324
chr9:22	121400000	122400000	0.282093720589841
chr9:22	121500000	122500000	0.304000087087228
chr9:22	121600000	122600000	0.300339806627215
chr9:22	121700000	122700000	0.278864425546051
chr9:22	121800000	122800000	0.271067901564138
chr9:22	121900000	122900000	0.27664216153675
chr9:22	1.22e+08	1.23e+08	0.277109876634772
chr9:22	122100000	123100000	0.299422963726883
chr9:22	122200000	123200000	0.311168436402536
chr9:22	122300000	123300000	0.307522620468159
chr9:22	122400000	123400000	0.314815536139468
chr9:22	122500000	123500000	0.308261930336903
chr9:22	122600000	123600000	0.310650022008051
chr9:22	122700000	123700000	0.336246815080365
chr9:22	122800000	123800000	0.347832989145754
chr9:22	122900000	123900000	0.346356228944257
chr9:22	1.23e+08	1.24e+08	0.354153852052467
chr9:22	123100000	124100000	0.360553706840446
chr9:22	123200000	124200000	0.366095820383895
chr9:22	123300000	124300000	0.393452202942475
chr9:22	123400000	124400000	0.433012260230198
chr9:22	123500000	124500000	0.466823724129024
chr9:22	123600000	124600000	0.482026083000919
chr9:22	123700000	124700000	0.494353282981713
chr9:22	123800000	124800000	0.503685565265211
chr9:22	123900000	124900000	0.525164750061763
chr9:22	1.24e+08	1.25e+08	0.548312056465284
chr9:22	124100000	125100000	0.555533455694913
chr9:22	124200000	125200000	0.564559771954388
chr9:22	124300000	125300000	0.569737927631764
chr9:22	124400000	125400000	0.543695714568058
chr9:22	124500000	125500000	0.532179433953906
chr9:22	124600000	125600000	0.522802347588954
chr9:22	124700000	125700000	0.512186595368303
chr9:22	124800000	125800000	0.505999715441012
chr9:22	124900000	125900000	0.487349378636624
chr9:22	1.25e+08	1.26e+08	0.458645142864438
chr9:22	125100000	126100000	0.437224059359975
chr9:22	125200000	126200000	0.440258969842687
chr9:22	125300000	126300000	0.442779277903911
chr9:22	125400000	126400000	0.47238376651152
chr9:22	125500000	126500000	0.486890436792706
chr9:22	125600000	126600000	0.487225258015985
chr9:22	125700000	126700000	0.494768635290936
chr9:22	125800000	126800000	0.523414590213859
chr9:22	125900000	126900000	0.559242468432916
chr9:22	1.26e+08	1.27e+08	0.592503950736295
chr9:22	126100000	127100000	0.630728959125869
chr9:22	126200000	127200000	0.662603679669552
chr9:22	126300000	127300000	0.674078027674618
chr9:22	126400000	127400000	0.64746307303717
chr9:22	126500000	127500000	0.626060627970411
chr9:22	126600000	127600000	0.63884202363162
chr9:22	126700000	127700000	0.664788256201192
chr9:22	126800000	127800000	0.649324905644701
chr9:22	126900000	127900000	0.640226173688938
chr9:22	1.27e+08	1.28e+08	0.621460003060129
chr9:22	127100000	128100000	0.627701207402028
chr9:22	127200000	128200000	0.626279908694694
chr9:22	127300000	128300000	0.611875495586668
chr9:22	127400000	128400000	0.616501351858692
chr9:22	127500000	128500000	0.648659886203279
chr9:22	127600000	128600000	0.634195086171835
chr9:22	127700000	128700000	0.611539918104956
chr9:22	127800000	128800000	0.637642629256798
chr9:22	127900000	128900000	0.676702097942585
chr9:22	1.28e+08	1.29e+08	0.692061747517672
chr9:22	128100000	129100000	0.702295428126272
chr9:22	128200000	129200000	0.667919654355296
chr9:22	128300000	129300000	0.683282803428359
chr9:22	128400000	129400000	0.711262806165623
chr9:22	128500000	129500000	0.741960970182119
chr9:22	128600000	129600000	0.765864458796476
chr9:22	128700000	129700000	0.798917212788958
chr9:22	128800000	129800000	0.806703651604842
chr9:22	128900000	129900000	0.787703003044259
chr9:22	1.29e+08	1.3e+08	0.805992864901087
chr9:22	129100000	130100000	0.798237795944886
chr9:22	129200000	130200000	0.847155663817108
chr9:22	129300000	130300000	0.863613378778069
chr9:22	129400000	130400000	0.884409207759297
chr9:22	129500000	130500000	0.890468562360761
chr9:22	129600000	130600000	0.908203903613283
chr9:22	129700000	130700000	0.927038666670551
chr9:22	129800000	130800000	0.927538654420929
chr9:22	129900000	130900000	0.928870210734222
chr9:22	1.3e+08	1.31e+08	0.941794278151316
chr9:22	130100000	131100000	0.97033407140817
chr9:22	130200000	131200000	0.953584609856076
chr9:22	130300000	131300000	0.940790943235131
chr9:22	130400000	131400000	0.936899493329313
chr9:22	130500000	131500000	0.91334288483618
chr9:22	130600000	131600000	0.934493408624789
chr9:22	130700000	131700000	0.938434127768714
chr9:22	130800000	131800000	0.945859180884701
chr9:22	130900000	131900000	0.98066316019515
chr9:22	1.31e+08	1.32e+08	0.973532444381735
chr9:22	131100000	132100000	0.968496412422954
chr9:22	131200000	132200000	0.994751910194606
chr9:22	131300000	132300000	0.984019863557655
chr9:22	131400000	132400000	0.998934413789555
chr9:22	131500000	132500000	0.996797273544774
chr9:22	131600000	132600000	0.991538562515895
chr9:22	131700000	132700000	0.971065016252034
chr9:22	131800000	132800000	0.963383523723919
chr9:22	131900000	132900000	0.922217332500474
chr9:22	1.32e+08	1.33e+08	0.92541922362015
chr9:22	132100000	133100000	0.929999318877526
chr9:22	132200000	133200000	0.923064731860861
chr9:22	132300000	133300000	0.942574973925794
chr9:22	132400000	133400000	0.919353822745858
chr9:22	132500000	133500000	0.938261422012565
chr9:22	132600000	133600000	0.910046569214657
chr9:22	132700000	133700000	0.918216884610279
chr9:22	132800000	133800000	0.927656399316757
chr9:22	132900000	133900000	0.957316802636312
chr9:22	1.33e+08	1.34e+08	0.930142037302888
chr9:22	133100000	134100000	0.931329020953654
chr9:22	133200000	134200000	0.926574946526355
chr9:22	133300000	134300000	0.923948609819854
chr9:22	133400000	134400000	0.918246284821743
chr9:22	133500000	134500000	0.904180990373528
chr9:22	133600000	134600000	0.942036449304361
chr9:22	133700000	134700000	0.943408065128524
chr9:22	133800000	134800000	0.893867880268093
chr9:22	133900000	134900000	0.871756414303283
chr9:22	1.34e+08	1.35e+08	0.871052112323527
chr9:22	134100000	135100000	0.81964670118574
chr9:22	134200000	135200000	0.804382599243788
chr9:22	134300000	135300000	0.783133079563659
chr9:22	134400000	135400000	0.767674348374387
chr9:22	134500000	135500000	0.736893674001313
chr9:22	134600000	135600000	0.695155098201451
chr9:22	134700000	135700000	0.707555559206375
chr9:22	134800000	135800000	0.741043897842772
chr9:22	134900000	135900000	0.735470682854355
chr9:22	1.35e+08	1.36e+08	0.716003729287375
chr9:22	135100000	136100000	0.729689370411031
chr9:22	135200000	136200000	0.727897650984406
chr9:22	135300000	136300000	0.724718652188378
chr9:22	135400000	136400000	0.719113299725824
chr9:22	135500000	136500000	0.734804837733802
chr9:22	135600000	136600000	0.709812567687716
chr9:22	135700000	136700000	0.668383620945933
chr9:22	135800000	136800000	0.676933651520817
chr9:22	135900000	136900000	0.683195622064627
chr9:22	1.36e+08	1.37e+08	0.674035697109479
chr9:22	136100000	137100000	0.677170757652937
chr9:22	136200000	137200000	0.66371785366682
chr9:22	136300000	137300000	0.670476548027661
chr9:22	136400000	137400000	0.6811266487869
chr9:22	136500000	137500000	0.675836183405684
chr9:22	136600000	137600000	0.689385692322179
chr9:22	136700000	137700000	0.700017944232594
chr9:22	136800000	137800000	0.68376949976759
chr9:22	136900000	137900000	0.677539215148048
chr9:22	1.37e+08	1.38e+08	0.679863697503296
chr9:22	137100000	138100000	0.701104843006546
chr9:22	137200000	138200000	0.709437538355329
chr9:22	137300000	138300000	0.718418122061984
chr9:22	137400000	138400000	0.705820673036486
chr9:22	137500000	138500000	0.701075138426488
chr9:22	137600000	138600000	0.68058757157354
chr9:22	137700000	138700000	0.663719686581651
chr9:22	137800000	138800000	0.633160049776139
chr9:22	137900000	138900000	0.607226940548538
chr9:22	1.38e+08	1.39e+08	0.598491659074135
chr9:22	138100000	139100000	0.582383673900696
chr9:22	138200000	139200000	0.577862814582754
chr9:22	138300000	139300000	0.56256188754938
chr9:22	138400000	139400000	0.560569454391735
chr9:22	138500000	139500000	0.572621622299738
chr9:22	138600000	139600000	0.580648714038653
chr9:22	138700000	139700000	0.622594729047683
chr9:22	138800000	139800000	0.687155674779515
chr9:22	138900000	139900000	0.700504913667417
chr9:22	1.39e+08	1.4e+08	0.723251820436152
chr9:22	139100000	140100000	0.730001054045826
chr9:22	139200000	140200000	0.749502700037096
chr9:22	139300000	140300000	0.756437280571782
chr9:22	139400000	140400000	0.758299760360148
chr9:22	139500000	140500000	0.758693588658226
chr9:22	139600000	140600000	0.771495003928475
chr9:22	139700000	140700000	0.762228993906727
chr9:22	139800000	140800000	0.754382842127468
chr9:22	139900000	140900000	0.780792387441597
chr9:22	1.4e+08	1.41e+08	0.771832853758688
chr9:22	140100000	141100000	0.778288521743429
chr9:22	140200000	141200000	0.77033400673848
chr9:22	140300000	141300000	0.765771753559004
chr9:22	140400000	141400000	0.772346865793713
chr9:22	140500000	141500000	0.777887422690968
chr9:22	140600000	141600000	0.787323999963671
chr9:22	140700000	141700000	0.782661916475029
chr9:22	140800000	141800000	0.787705121989208
chr9:22	140900000	141900000	0.772138137662066
chr9:22	1.41e+08	1.42e+08	0.768975750590275
chr9:22	141100000	142100000	0.744760118559025
chr9:22	141200000	142200000	0.72285131711005
chr9:22	141300000	142300000	0.712065954383227
chr9:22	141400000	142400000	0.697207298706271
chr9:22	141500000	142500000	0.680988898516525
chr9:22	141600000	142600000	0.634667967345157
chr9:22	141700000	142700000	0.61792209056262
chr9:22	141800000	142800000	0.588429276165077
chr9:22	141900000	142900000	0.546915713526618
chr9:22	1.42e+08	1.43e+08	0.517878104677516
chr9:22	142100000	143100000	0.485703986983197
chr9:22	142200000	143200000	0.472341142591168
chr9:22	142300000	143300000	0.470275937160613
chr9:22	142400000	143400000	0.455188468259188
chr9:22	142500000	143500000	0.429730735324301
chr9:22	142600000	143600000	0.40791325737708
chr9:22	142700000	143700000	0.403058185568551
chr9:22	142800000	143800000	0.403080567932808
chr9:22	142900000	143900000	0.418002059439864
chr9:22	1.43e+08	1.44e+08	0.414258268436978
chr9:22	143100000	144100000	0.434747394840441
chr9:22	143200000	144200000	0.416650082073801
chr9:22	143300000	144300000	0.385281862808307
chr9:22	143400000	144400000	0.370440610911379
chr9:22	143500000	144500000	0.382175870866635
chr9:22	143600000	144600000	0.398606503420758
chr9:22	143700000	144700000	0.397606742413657
chr9:22	143800000	144800000	0.383073126014854
chr9:22	143900000	144900000	0.372168033840778
chr9:22	1.44e+08	1.45e+08	0.385077501751463
chr9:22	144100000	145100000	0.38000017163512
chr9:22	144200000	145200000	0.390751213139374
chr9:22	144300000	145300000	0.425369497286915
chr9:22	144400000	145400000	0.443738689668546
chr9:22	144500000	145500000	0.438861283996531
chr9:22	144600000	145600000	0.434961262571068
chr9:22	144700000	145700000	0.446829325682959
chr9:22	144800000	145800000	0.464017913561435
chr9:22	144900000	145900000	0.489490777687586
chr9:22	1.45e+08	1.46e+08	0.502168371248495
chr9:22	145100000	146100000	0.515667254349915
chr9:22	145200000	146200000	0.529499540340872
chr9:22	145300000	146300000	0.530577539153074
chr9:22	145400000	146400000	0.529863014213116
chr9:22	145500000	146500000	0.533587500781511
chr9:22	145600000	146600000	0.567683643760201
chr9:22	145700000	146700000	0.591082055937355
chr9:22	145800000	146800000	0.648442546564145
chr9:22	145900000	146900000	0.658448322029606
chr9:22	1.46e+08	1.47e+08	0.678595339243715
chr9:22	146100000	147100000	0.675632041706576
chr9:22	146200000	147200000	0.698759117806762
chr9:22	146300000	147300000	0.718847209249408
chr9:22	146400000	147400000	0.749708100086668
chr9:22	146500000	147500000	0.799691509761463
chr9:22	146600000	147600000	0.810323656358152
chr9:22	146700000	147700000	0.813372409280406
chr9:22	146800000	147800000	0.792886990761692
chr9:22	146900000	147900000	0.807684765487526
chr9:22	1.47e+08	1.48e+08	0.802351721769569
chr9:22	147100000	148100000	0.816056990156749
chr9:22	147200000	148200000	0.816695055823203
chr9:22	147300000	148300000	0.825429169757301
chr9:22	147400000	148400000	0.822443248772394
chr9:22	147500000	148500000	0.828964281343811
chr9:22	147600000	148600000	0.842640435611983
chr9:22	147700000	148700000	0.871939523659635
chr9:22	147800000	148800000	0.874078347144917
chr9:22	147900000	148900000	0.875830559124826
chr9:22	1.48e+08	1.49e+08	0.850713184279598
chr9:22	148100000	149100000	0.866296664925082
chr9:22	148200000	149200000	0.865277472244325
chr9:22	148300000	149300000	0.886435634340483
chr9:22	148400000	149400000	0.904850895776916
chr9:22	148500000	149500000	0.919523399483143
chr9:22	148600000	149600000	0.898676184281721
chr9:22	148700000	149700000	0.886047928071882
chr9:22	148800000	149800000	0.893659664323771
chr9:22	148900000	149900000	0.903705609013032
chr9:22	1.49e+08	1.5e+08	0.94869349194601
chr9:22	149100000	150100000	0.941671909209557
chr9:22	149200000	150200000	0.934462496023374
chr9:22	149300000	150300000	0.894516616484587
chr9:22	149400000	150400000	0.879564171629002
chr9:22	149500000	150500000	0.875311810132327
chr9:22	149600000	150600000	0.867155214774379
chr9:22	149700000	150700000	0.85856346741014
chr9:22	149800000	150800000	0.839696607720427
chr9:22	149900000	150900000	0.813418244441241
chr9:22	1.5e+08	1.51e+08	0.788266568715681
chr9:22	150100000	151100000	0.761531763308443
chr9:22	150200000	151200000	0.780112280719776
chr9:22	150300000	151300000	0.794145838733501
chr9:22	150400000	151400000	0.795604719132512
chr9:22	150500000	151500000	0.780131333306117
chr9:22	150600000	151600000	0.783796885414652
chr9:22	150700000	151700000	0.781998667872777
chr9:22	150800000	151800000	0.804070696096853
chr9:22	150900000	151900000	0.826203010917156
chr9:22	1.51e+08	1.52e+08	0.836842252136745
chr9:22	151100000	152100000	0.848386353202983
chr9:22	151200000	152200000	0.842615335425123
chr9:22	151300000	152300000	0.855702425423643
chr9:22	151400000	152400000	0.888780287642285
chr9:22	151500000	152500000	0.887263136030713
chr9:22	151600000	152600000	0.925746604077922
chr9:22	151700000	152700000	0.901448590823257
chr9:22	151800000	152800000	0.896275044872706
chr9:22	151900000	152900000	0.89122342406709
chr9:22	1.52e+08	1.53e+08	0.890440907274403
chr9:22	152100000	153100000	0.894683357727686
chr9:22	152200000	153200000	0.868195404207197
chr9:22	152300000	153300000	0.869118428477056
chr9:22	152400000	153400000	0.840460630954061
chr9:22	152500000	153500000	0.834352961346093
chr9:22	152600000	153600000	0.827923574563309
chr9:22	152700000	153700000	0.820649038570064
chr9:22	152800000	153800000	0.818876443270354
chr9:22	152900000	153900000	0.822644133616881
chr9:22	1.53e+08	1.54e+08	0.82208539443357
chr9:22	153100000	154100000	0.793439660334927
chr9:22	153200000	154200000	0.808786728710387
chr9:22	153300000	154300000	0.802828532635018
chr9:22	153400000	154400000	0.794842464025193
chr9:22	153500000	154500000	0.785804908964329
chr9:22	153600000	154600000	0.779816364395687
chr9:22	153700000	154700000	0.788196900922779
chr9:22	153800000	154800000	0.758524738680316
chr9:22	153900000	154900000	0.758292744190517
chr9:22	1.54e+08	1.55e+08	0.754004027491612
chr9:22	154100000	155100000	0.782352386216513
chr9:22	154200000	155200000	0.779734964269711
chr9:22	154300000	155300000	0.775633185749907
chr9:22	154400000	155400000	0.786953165365229
chr9:22	154500000	155500000	0.825463729516357
chr9:22	154600000	155600000	0.812570726012519
chr9:22	154700000	155700000	0.815260824693063
chr9:22	154800000	155800000	0.816050503480892
chr9:22	154900000	155900000	0.809548217036927
chr9:22	1.55e+08	1.56e+08	0.798791611801532
chr9:22	155100000	156100000	0.794246809187928
chr9:22	155200000	156200000	0.780779805888069
chr9:22	155300000	156300000	0.771880156838592
chr18	1e+05	1100000	0.512396163955756
chr18	2e+05	1200000	0.49483009897111
chr18	3e+05	1300000	0.493442482627671
chr18	4e+05	1400000	0.463180399263729
chr18	5e+05	1500000	0.457456122748923
chr18	6e+05	1600000	0.457252780733942
chr18	7e+05	1700000	0.457178580032984
chr18	8e+05	1800000	0.440970641230209
chr18	9e+05	1900000	0.430215441736344
chr18	1e+06	2e+06	0.385957917941264
chr18	1100000	2100000	0.3690147818534
chr18	1200000	2200000	0.39739280428548
chr18	1300000	2300000	0.392507372711051
chr18	1400000	2400000	0.404370162924957
chr18	1500000	2500000	0.398913906455294
chr18	1600000	2600000	0.402352909174227
chr18	1700000	2700000	0.394023300710227
chr18	1800000	2800000	0.417666731944184
chr18	1900000	2900000	0.448382354061115
chr18	2e+06	3e+06	0.495379973472279
chr18	2100000	3100000	0.547245728906282
chr18	2200000	3200000	0.557002718807782
chr18	2300000	3300000	0.561216384753504
chr18	2400000	3400000	0.537026566642429
chr18	2500000	3500000	0.529420380583665
chr18	2600000	3600000	0.54071416899909
chr18	2700000	3700000	0.56733319309865
