chrom	start	end	comp	layer	GPSeq
chr2	235900001	236000000	A2	6	0.518758811305177
chr2	236000001	236100000	A2	5	0.464370991607829
chr2	236100001	236200000	A2	6	0.514967604310067
chr2	236200001	236300000	A2	6	0.551560865336036
chr2	236300001	236400000	A2	5	0.430365266970962
chr2	236400001	236500000	A2	5	0.481780629318137
chr2	236500001	236600000	A2	5	0.416807040281176
chr2	236600001	236700000	A2	6	0.503859927497195
chr2	236700001	236800000	A2	6	0.547884183114905
chr2	236800001	236900000	A2	5	0.417679437919708
chr2	236900001	237000000	A2	5	0.493959485876697
chr2	237000001	237100000	A2	6	0.519632750551753
chr2	237100001	237200000	A2	6	0.543829851647981
chr2	237200001	237300000	A2	5	0.473158085780962
chr2	237300001	237400000	A2	5	0.408426370072638
chr2	237400001	237500000	A2	5	0.470790701019035
chr2	237500001	237600000	B3	7	0.622907153476664
chr2	237600001	237700000	A2	5	0.466253004112608
chr2	237700001	237800000	A2	5	0.442868566070434
chr2	237800001	237900000	A2	5	0.400547698998142
chr2	237900001	238000000	A2	4	0.310952299921621
chr2	238000001	238100000	A2	5	0.489709612600913
chr2	238100001	238200000	A2	4	0.374516899152719
chr2	238200001	238300000	A2	5	0.45688228879191
chr2	238300001	238400000	A2	6	0.503788193710157
chr2	238400001	238500000	A2	6	0.587746981804946
chr2	238500001	238600000	A2	6	0.576266168049095
chr2	238600001	238700000	A2	6	0.55099010692024
chr2	238700001	238800000	A2	5	0.458158960468997
chr2	238800001	238900000	A2	6	0.595285833264553
chr2	238900001	239000000	A2	6	0.519695644786515
chr2	239000001	239100000	A2	7	0.697369930835254
chr2	239100001	239200000	A2	6	0.553388292483602
chr2	239200001	239300000	A2	7	0.660544696546447
chr2	239300001	239400000	A2	7	0.612357890159643
chr2	239400001	239500000	A2	6	0.524615408462759
chr2	239500001	239600000	A2	8	0.74163203057578
chr2	239600001	239700000	A2	7	0.632971147803087
chr2	239700001	239800000	A2	7	0.669557708350997
chr2	239800001	239900000	A2	9	0.812110643893961
chr2	239900001	240000000	A2	7	0.665102151487485
chr2	240000001	240100000	A2	8	0.707331067594096
chr2	240100001	240200000	A2	7	0.69213687399935
chr2	240200001	240300000	A2	7	0.691977857711695
chr2	240300001	240400000	A2	6	0.589242686018619
chr2	240400001	240500000	A2	7	0.676926600583866
chr2	240500001	240600000	A2	7	0.655725169149165
chr2	240600001	240700000	A2	8	0.724552770231525
chr2	240700001	240800000	A2	8	0.773087687477926
chr2	240800001	240900000	A2	8	0.772326674120073
chr2	240900001	241000000	A2	6	0.592550332695434
chr2	241000001	241100000	A2	6	0.566845192561582
chr2	241100001	241200000	A2	7	0.697405191010572
chr2	241200001	241300000	A2	9	0.807982877764119
chr2	241300001	241400000	A2	8	0.752766366862515
chr2	241400001	241500000	A2	9	0.830708655846881
chr2	241500001	241600000	A1	10	0.903352338360077
chr2	241600001	241700000	A2	10	0.992356594421454
chr2	241700001	241800000	A2	10	0.903707890667642
chr2	241800001	241900000	A1	9	0.830464914934329
chr2	241900001	242000000	A1	8	0.749408265495062
chr2	242000001	242100000	A1	10	0.905764138660366
chr3	100001	200000	A2	2	0.173011303425285
chr3	200001	300000	A2	3	0.258025676465589
chr3	300001	400000	A2	2	0.150899257249103
chr3	400001	500000	B3	1	0.0865706204553346
chr3	500001	600000	B3	2	0.1152133610067
chr3	600001	700000	B3	5	0.440132639933808
chr3	700001	800000	B3	3	0.21451153123017
chr3	800001	900000	B3	3	0.287312581894257
chr3	900001	1000000	B3	4	0.349257706980937
chr3	1000001	1100000	B3	2	0.192504852107448
chr3	1100001	1200000	B3	3	0.217843791895484
chr3	1200001	1300000	B3	2	0.186512600029452
chr3	1300001	1400000	B3	2	0.141982671126969
chr3	1400001	1500000	B3	1	0.0988093069831812
chr3	1500001	1600000	B3	1	0.0520074714432318
chr3	1600001	1700000	B3	3	0.201531211967332
chr3	1700001	1800000	B3	1	0.0983984328536288
chr3	1800001	1900000	B3	2	0.166860800206537
chr3	1900001	2000000	B3	2	0.188326195764994
chr3	2000001	2100000	B3	3	0.215537397369851
chr3	2100001	2200000	B3	2	0.122434081779957
chr3	2200001	2300000	B3	2	0.167550581303803
chr3	2300001	2400000	B3	2	0.190255676284096
chr3	2400001	2500000	B3	2	0.187836397831098
chr3	2500001	2600000	B3	3	0.246852402722268
chr3	2600001	2700000	B3	3	0.26492586697337
chr3	2700001	2800000	B3	1	0.0736540270388753
chr3	2800001	2900000	B3	3	0.210065472215949
chr3	2900001	3000000	B3	2	0.13071334545389
chr3	3000001	3100000	B3	2	0.162871382552903
chr3	3100001	3200000	A2	2	0.142171217713705
chr3	3200001	3300000	B3	2	0.161352243519772
chr3	3300001	3400000	B3	2	0.148393391633053
chr3	3400001	3500000	B3	2	0.137101000962003
chr3	3500001	3600000	B3	2	0.195083887562165
chr3	3600001	3700000	B3	2	0.196161856819078
chr3	3700001	3800000	B3	3	0.290460625050428
chr3	3800001	3900000	B3	3	0.249940798945772
chr3	3900001	4000000	B3	3	0.212915068228544
chr3	4000001	4100000	B3	2	0.150730928592337
chr3	4100001	4200000	B3	3	0.236306286882548
chr3	4200001	4300000	B3	3	0.257818831024916
chr3	4300001	4400000	A2	2	0.148355381875021
chr3	4400001	4500000	A2	3	0.209160247629398
chr3	4500001	4600000	A2	3	0.268621114016215
chr3	4600001	4700000	A2	4	0.303461235894994
chr3	4700001	4800000	B3	3	0.251824864100517
chr3	4800001	4900000	B3	4	0.36174515336769
chr3	4900001	5000000	A2	3	0.280907280956641
chr3	5000001	5100000	A2	3	0.239968243337884
chr3	5100001	5200000	A2	3	0.297308852473964
chr3	5200001	5300000	A2	3	0.216107528035508
chr3	5300001	5400000	B3	3	0.270225461597982
chr3	5400001	5500000	B3	3	0.257683693576876
chr3	5500001	5600000	B3	3	0.225577299547654
chr3	5600001	5700000	B3	3	0.205946058223173
chr3	5700001	5800000	B3	3	0.238283191660674
chr3	5800001	5900000	B3	3	0.258565986148933
chr3	5900001	6000000	B3	4	0.324274161445484
chr3	6000001	6100000	B3	3	0.272340541993032
chr3	6100001	6200000	B3	2	0.165737074675566
chr3	6200001	6300000	B3	2	0.178330203629192
chr3	6300001	6400000	B3	3	0.262060409433737
chr3	6400001	6500000	B3	3	0.242006112386596
chr3	6500001	6600000	B3	3	0.293449763539008
chr3	6600001	6700000	B3	4	0.307659599834909
chr3	6700001	6800000	B3	2	0.167325466123885
chr3	6800001	6900000	B3	3	0.241262164315711
chr3	6900001	7000000	B3	4	0.300278853762435
chr3	7000001	7100000	B3	3	0.23921658331941
chr3	7100001	7200000	B3	3	0.225181361269157
chr3	7200001	7300000	B3	3	0.205679159547001
chr3	7300001	7400000	B3	3	0.236371831850083
chr3	7400001	7500000	B3	3	0.231179750221905
chr3	7500001	7600000	B3	3	0.289748391895199
chr3	7600001	7700000	B3	4	0.312123521156193
chr3	7700001	7800000	B3	4	0.317972902012198
chr3	7800001	7900000	B3	3	0.271848912364163
chr3	7900001	8000000	B3	3	0.226198350695589
chr3	8000001	8100000	B3	3	0.289946927601885
chr3	8100001	8200000	B3	3	0.226929529473147
chr3	8200001	8300000	B3	2	0.192577800155682
chr3	8300001	8400000	B3	3	0.252312865808195
chr3	8400001	8500000	B3	3	0.267700547924576
chr3	8500001	8600000	B3	3	0.229695661510925
chr3	8600001	8700000	B3	3	0.283060234595016
chr3	8700001	8800000	B3	5	0.411684754038655
chr3	8800001	8900000	B3	4	0.331798600703014
chr3	8900001	9000000	A2	4	0.355735752592119
chr3	9000001	9100000	B3	5	0.400886082842854
chr3	9100001	9200000	B3	5	0.442659493485686
chr3	9200001	9300000	A2	4	0.378300456094648
chr3	9300001	9400000	A2	6	0.516553900211693
chr3	9400001	9500000	A2	3	0.297509154774855
chr3	9500001	9600000	A2	5	0.467394891000675
chr3	9600001	9700000	A2	6	0.551487592327129
chr3	9700001	9800000	A2	8	0.718342330968489
chr3	9800001	9900000	A2	7	0.60611346944099
chr3	9900001	10000000	A2	9	0.843941150984558
chr3	10000001	10100000	A2	7	0.62976502556563
chr3	10100001	10200000	A1	5	0.466348761502981
chr3	10200001	10300000	A2	6	0.594592756481063
chr3	10300001	10400000	A2	6	0.597429746056354
chr3	10400001	10500000	A2	7	0.642789538224847
chr3	10500001	10600000	B1	8	0.701030082085758
chr3	10600001	10700000	B1	7	0.657802375834299
chr3	10700001	10800000	B3	7	0.655568812720013
chr3	10800001	10900000	B1	6	0.590430058914688
chr3	10900001	11000000	B1	6	0.50140315782925
chr3	11000001	11100000	B1	7	0.619333494248662
chr3	11100001	11200000	B3	7	0.670590318248517
chr3	11200001	11300000	A2	6	0.530441368459938
chr3	11300001	11400000	A2	7	0.621051782527603
chr3	11400001	11500000	A2	7	0.61818078519156
chr3	11500001	11600000	A2	6	0.545850706449074
chr3	11600001	11700000	A2	5	0.453749194498291
chr3	11700001	11800000	A2	6	0.576825132122508
chr3	11800001	11900000	A2	6	0.541091580490661
chr3	11900001	12000000	A2	7	0.676503353770452
chr3	12000001	12100000	A2	4	0.38784585233063
chr3	12100001	12200000	A2	6	0.512732681090951
chr3	12200001	12300000	A2	5	0.465364810770393
chr3	12300001	12400000	A2	5	0.426923640841322
chr3	12400001	12500000	A2	6	0.545863983948841
chr3	12500001	12600000	A2	5	0.469974346203696
chr3	12600001	12700000	A2	6	0.597471742718791
chr3	12700001	12800000	A1	6	0.534730629365808
chr3	12800001	12900000	A2	7	0.634295330332649
chr3	12900001	13000000	A2	8	0.747020671690223
chr3	13000001	13100000	A2	7	0.619160534510306
chr3	13100001	13200000	A2	7	0.611447831072325
chr3	13200001	13300000	A2	8	0.768485172536053
chr3	13300001	13400000	A2	9	0.82357818476847
chr3	13400001	13500000	A1	7	0.673049200025366
chr3	13500001	13600000	A2	9	0.825107820607852
chr3	13600001	13700000	A2	8	0.793727798407344
chr3	13700001	13800000	A2	8	0.743442753755828
chr3	13800001	13900000	B1	8	0.723638690602929
chr3	13900001	14000000	A2	8	0.751301104624006
chr3	14000001	14100000	A2	6	0.575120389747273
chr3	14100001	14200000	A2	7	0.607229627476718
chr3	14200001	14300000	A2	6	0.517579519082982
chr3	14300001	14400000	A2	7	0.632995985144738
chr3	14400001	14500000	A2	7	0.63689736967789
chr3	14500001	14600000	A2	8	0.709840020998544
chr3	14600001	14700000	A2	7	0.653173099455464
chr3	14700001	14800000	A2	6	0.57298072726477
chr3	14800001	14900000	A2	8	0.757432768111617
chr3	14900001	15000000	A2	5	0.496200999330005
chr3	15000001	15100000	A2	7	0.670869571700408
chr3	15100001	15200000	A2	6	0.585203047803032
chr3	15200001	15300000	A2	5	0.459685327068431
chr3	15300001	15400000	A2	6	0.575111452352708
chr3	15400001	15500000	A2	6	0.522333990829183
chr3	15500001	15600000	A2	6	0.511312026567824
chr3	15600001	15700000	A2	5	0.460609400988758
chr3	15700001	15800000	A2	3	0.270707965139518
chr3	15800001	15900000	A2	5	0.419719979426326
chr3	15900001	16000000	A2	5	0.457747051264619
chr3	16000001	16100000	A2	4	0.336297582114143
chr3	16100001	16200000	B3	5	0.489606198310772
chr3	16200001	16300000	B3	5	0.416092491956176
chr3	16300001	16400000	B3	5	0.428944813328538
chr3	16400001	16500000	B3	6	0.510062387816034
chr3	16500001	16600000	B3	4	0.354314073308505
chr3	16600001	16700000	A2	4	0.313002105833116
chr3	16700001	16800000	A2	3	0.272756206096305
chr3	16800001	16900000	A2	3	0.235341310509019
chr3	16900001	17000000	A2	4	0.347830862802572
chr3	17000001	17100000	A2	4	0.333614641224375
chr3	17100001	17200000	A2	5	0.424339191578352
chr3	17200001	17300000	B3	4	0.371670358970913
chr3	17300001	17400000	B3	3	0.287684992987878
chr3	17400001	17500000	B3	3	0.233327520844124
chr3	17500001	17600000	A2	3	0.264196574475945
chr3	17600001	17700000	A2	3	0.211606115392166
chr3	17700001	17800000	A2	3	0.292757082188606
chr3	17800001	17900000	B3	3	0.261148029257235
chr3	17900001	18000000	B3	4	0.302800374002087
chr3	18000001	18100000	B3	2	0.16548208211356
chr3	18100001	18200000	B3	3	0.272564093625002
chr3	18200001	18300000	B3	2	0.198884279229538
chr3	18300001	18400000	B3	4	0.32351646515725
chr3	18400001	18500000	B3	3	0.203173556295308
chr3	18500001	18600000	B3	3	0.200764085687206
chr3	18600001	18700000	B3	3	0.218252830919592
chr3	18700001	18800000	B3	1	0.0989027402474186
chr3	18800001	18900000	B3	2	0.108123287639159
chr3	18900001	19000000	B3	2	0.123660565374345
chr3	19000001	19100000	B3	4	0.316972223095614
chr3	19100001	19200000	B3	2	0.153848630025983
chr3	19200001	19300000	B3	3	0.241859245515568
chr3	19300001	19400000	B3	1	0.0781618556536392
chr3	19400001	19500000	B3	2	0.134466603638278
chr3	19500001	19600000	B3	2	0.151090742905331
chr3	19600001	19700000	B3	3	0.267200530913452
chr3	19700001	19800000	B3	3	0.211614534630591
chr3	19800001	19900000	B3	3	0.262056966954201
chr3	19900001	20000000	A2	2	0.173629606831358
chr3	20000001	20100000	A2	2	0.119370236122893
chr3	20100001	20200000	A2	2	0.141970422312651
chr3	20200001	20300000	A2	3	0.234388598307576
chr3	20300001	20400000	B3	2	0.184163521789714
chr3	20400001	20500000	B3	3	0.229959863008167
chr3	20500001	20600000	B3	3	0.260392556293862
chr3	20600001	20700000	B3	3	0.259174182166765
chr3	20700001	20800000	B3	2	0.156797605939717
chr3	20800001	20900000	B3	2	0.199694725336824
chr3	20900001	21000000	B3	3	0.241097035895795
chr3	21000001	21100000	B3	2	0.177834065191579
chr3	21100001	21200000	B3	3	0.295049502670756
chr3	21200001	21300000	B3	3	0.219196665167898
chr3	21300001	21400000	B3	6	0.551037264420014
chr3	21400001	21500000	B3	2	0.177349953270056
chr3	21500001	21600000	A2	3	0.204765239149179
chr3	21600001	21700000	B3	2	0.177084873344545
chr3	21700001	21800000	B3	2	0.140452228705058
chr3	21800001	21900000	B3	2	0.187411853941504
chr3	21900001	22000000	B3	2	0.1028232912192
chr3	22000001	22100000	B3	4	0.313785789811849
chr3	22100001	22200000	B3	3	0.203709380404583
chr3	22200001	22300000	B3	3	0.280653106852673
chr3	22300001	22400000	B3	2	0.174689127415764
chr3	22400001	22500000	B3	4	0.32896104795633
chr3	22500001	22600000	B3	4	0.376665554615304
chr3	22600001	22700000	B3	3	0.200029262336271
chr3	22700001	22800000	B3	2	0.155228625953682
chr3	22800001	22900000	B3	2	0.173682880933624
chr3	22900001	23000000	B3	2	0.153428688929434
chr3	23000001	23100000	B3	2	0.162397537970986
chr3	23100001	23200000	B3	2	0.170889225877572
chr3	23200001	23300000	B3	4	0.325979522571729
chr3	23300001	23400000	A2	4	0.309884966149314
chr3	23400001	23500000	B3	3	0.240200974645793
chr3	23500001	23600000	B3	4	0.387971346305482
chr3	23600001	23700000	B3	4	0.392513848696091
chr3	23700001	23800000	A2	4	0.303644773110621
chr3	23800001	23900000	A2	3	0.23884454522804
chr3	23900001	24000000	A2	3	0.276599533861763
chr3	24000001	24100000	A2	3	0.276563129992281
chr3	24100001	24200000	B3	3	0.211727524388058
chr3	24200001	24300000	B3	3	0.230651475506316
chr3	24300001	24400000	A2	3	0.252267776122519
chr3	24400001	24500000	A2	2	0.167159251755034
chr3	24500001	24600000	A2	3	0.297577235324722
chr3	24600001	24700000	A2	3	0.288378065386348
chr3	24700001	24800000	B3	3	0.225737251613271
chr3	24800001	24900000	B3	3	0.206327490337872
chr3	24900001	25000000	B3	2	0.156004524426671
chr3	25000001	25100000	B3	2	0.187861241492612
chr3	25100001	25200000	B3	2	0.192975381673984
chr3	25200001	25300000	B3	2	0.18838537536779
chr3	25300001	25400000	B3	2	0.19518554529078
chr3	25400001	25500000	B3	3	0.21131624795991
chr3	25500001	25600000	B3	2	0.156568055749995
chr3	25600001	25700000	B3	3	0.259211532581204
chr3	25700001	25800000	A2	4	0.346972531670547
chr3	25800001	25900000	A2	2	0.169295274366997
chr3	25900001	26000000	B3	3	0.238827225451417
chr3	26000001	26100000	B3	3	0.200104594219395
chr3	26100001	26200000	B3	1	0.0936735368167537
chr3	26200001	26300000	B3	3	0.222093413420816
chr3	26300001	26400000	B3	3	0.261581225776372
chr3	26400001	26500000	B3	2	0.161831343169552
chr3	26500001	26600000	B3	2	0.127093884911327
chr3	26600001	26700000	B3	3	0.249756807606922
chr3	26700001	26800000	B3	3	0.243837435542754
chr3	26800001	26900000	B3	3	0.287647173366937
chr3	26900001	27000000	B3	3	0.272579793094934
chr3	27000001	27100000	B3	3	0.258770432362955
chr3	27100001	27200000	B3	2	0.178886228016849
chr3	27200001	27300000	B3	2	0.180969489920523
chr3	27300001	27400000	B3	3	0.236325358153839
chr3	27400001	27500000	A2	3	0.204314363634375
chr3	27500001	27600000	A2	3	0.237747692891185
chr3	27600001	27700000	A2	4	0.331168143452206
chr3	27700001	27800000	A2	3	0.207323311582007
chr3	27800001	27900000	B3	5	0.406417176090192
chr3	27900001	28000000	B3	2	0.190284168862518
chr3	28000001	28100000	B3	2	0.147480356204104
chr3	28100001	28200000	B3	3	0.252013185400471
chr3	28200001	28300000	B3	2	0.19016384816085
chr3	28300001	28400000	B3	2	0.180837501885991
chr3	28400001	28500000	B3	3	0.282072003107407
chr3	28500001	28600000	B3	2	0.195617008980485
chr3	28600001	28700000	B3	4	0.312119438719803
chr3	28700001	28800000	B3	2	0.176511873707534
chr3	28800001	28900000	B3	3	0.287610905089265
chr3	28900001	29000000	B3	3	0.289993779761641
chr3	29000001	29100000	B3	2	0.141372051806449
chr3	29100001	29200000	B3	2	0.19044126574987
chr3	29200001	29300000	B3	3	0.247782428911569
chr3	29300001	29400000	B3	1	0.0829959275700665
chr3	29400001	29500000	B3	3	0.210454394614066
chr3	29500001	29600000	B3	2	0.177095183248195
chr3	29600001	29700000	B3	3	0.237911555511562
chr3	29700001	29800000	B3	2	0.137777772072186
chr3	29800001	29900000	B3	3	0.276390789066055
chr3	29900001	30000000	B3	2	0.119880287622595
chr3	30000001	30100000	B3	2	0.195715795548499
chr3	30100001	30200000	A2	3	0.251213866182954
chr3	30200001	30300000	B3	2	0.184373996630322
chr3	30300001	30400000	A2	4	0.307425099491508
chr3	30400001	30500000	A2	3	0.210858233573477
chr3	30500001	30600000	A2	3	0.239548373436228
chr3	30600001	30700000	A2	3	0.251824511897397
chr3	30700001	30800000	B3	3	0.20718846542346
chr3	30800001	30900000	B3	3	0.23276489929146
chr3	30900001	31000000	B3	3	0.268968566895748
chr3	31000001	31100000	B3	3	0.279471699128164
chr3	31100001	31200000	B3	3	0.236347767535249
chr3	31200001	31300000	B3	3	0.284520919900478
chr3	31300001	31400000	B3	5	0.420970961045602
chr3	31400001	31500000	B3	4	0.300573881820932
chr3	31500001	31600000	A2	3	0.285849668579958
chr3	31600001	31700000	A2	3	0.257183723846554
chr3	31700001	31800000	A2	5	0.419187047684838
chr3	31800001	31900000	A2	5	0.456884689298805
chr3	31900001	32000000	A2	5	0.419439388104722
chr3	32000001	32100000	A2	4	0.32179027647774
chr3	32100001	32200000	A2	5	0.420165611154954
chr3	32200001	32300000	A2	5	0.463048834346998
chr3	32300001	32400000	A2	5	0.412197764508551
chr3	32400001	32500000	A2	6	0.520854611765335
chr3	32500001	32600000	A2	6	0.546317273615677
chr3	32600001	32700000	A2	5	0.405475470536617
chr3	32700001	32800000	A2	5	0.489228802892927
chr3	32800001	32900000	A2	4	0.399643631105404
chr3	32900001	33000000	A2	7	0.612608787010033
chr3	33000001	33100000	A2	6	0.526085240016712
chr3	33100001	33200000	A2	6	0.522726747240932
chr3	33200001	33300000	A2	5	0.419434270938624
chr3	33300001	33400000	A2	6	0.524844940448733
chr3	33400001	33500000	A2	4	0.349324503191566
chr3	33500001	33600000	A2	5	0.470016857503837
chr3	33600001	33700000	A2	4	0.360546205006693
chr3	33700001	33800000	A2	3	0.291253056504301
chr3	33800001	33900000	A2	3	0.265776834921725
chr3	33900001	34000000	B3	3	0.288447688008851
chr3	34000001	34100000	B3	3	0.263761731697596
chr3	34100001	34200000	B3	1	0.0948095641763466
chr3	34200001	34300000	B3	3	0.279671508791044
chr3	34300001	34400000	B3	3	0.273464144916127
chr3	34400001	34500000	B3	3	0.243350201697258
chr3	34500001	34600000	B3	3	0.248302113526505
chr3	34600001	34700000	B3	3	0.221947598680125
chr3	34700001	34800000	B3	3	0.281695387971958
chr3	34800001	34900000	B3	3	0.228698543380831
chr3	34900001	35000000	B3	3	0.294842288575042
chr3	35000001	35100000	B3	3	0.218597035848708
chr3	35100001	35200000	B3	3	0.215566449800526
chr3	35200001	35300000	B3	4	0.378519260196602
chr3	35300001	35400000	B3	3	0.270392909399163
chr3	35400001	35500000	B3	3	0.294351006739135
chr3	35500001	35600000	B3	3	0.245248973837414
chr3	35600001	35700000	B3	3	0.255251585484379
chr3	35700001	35800000	B3	3	0.286948390880587
chr3	35800001	35900000	B3	3	0.245577035815343
chr3	35900001	36000000	B3	2	0.168202932596464
chr3	36000001	36100000	B3	3	0.232788694815956
chr3	36100001	36200000	B3	4	0.33434345580288
chr3	36200001	36300000	B3	3	0.228946674366532
chr3	36300001	36400000	B3	3	0.272698605436316
chr3	36400001	36500000	B3	3	0.277548049971644
chr3	36500001	36600000	B3	3	0.270519335859784
chr3	36600001	36700000	B3	3	0.219871047591672
chr3	36700001	36800000	B3	3	0.208390970716712
chr3	36800001	36900000	B3	4	0.342488336061635
chr3	36900001	37000000	A2	4	0.331192003201789
chr3	37000001	37100000	A2	4	0.379060555113649
chr3	37100001	37200000	A2	4	0.38153095297265
chr3	37200001	37300000	A2	4	0.323304052116114
chr3	37300001	37400000	A2	5	0.438832709389174
chr3	37400001	37500000	A2	5	0.497805762162866
chr3	37500001	37600000	A2	6	0.580342440464754
chr3	37600001	37700000	A2	5	0.496227535780272
chr3	37700001	37800000	A2	6	0.50193006734918
chr3	37800001	37900000	A2	6	0.52242938212902
chr3	37900001	38000000	A2	5	0.47562931674679
chr3	38000001	38100000	A2	6	0.538229028195123
chr3	38100001	38200000	A2	6	0.594006973580361
chr3	38200001	38300000	A2	5	0.416005301499786
chr3	38300001	38400000	A2	6	0.549352667386988
chr3	38400001	38500000	A2	7	0.633485369448727
chr3	38500001	38600000	A2	6	0.584045977753957
chr3	38600001	38700000	A2	6	0.537662739303409
chr3	38700001	38800000	B3	5	0.460603060148261
chr3	38800001	38900000	B3	5	0.449571480589259
chr3	38900001	39000000	B3	5	0.424704227030552
chr3	39000001	39100000	A2	5	0.400033890564956
chr3	39100001	39200000	A2	6	0.583173602369459
chr3	39200001	39300000	A2	6	0.531539649369579
chr3	39300001	39400000	A2	6	0.529544542415428
chr3	39400001	39500000	A2	5	0.499042125407488
chr3	39500001	39600000	A2	5	0.453454141448903
chr3	39600001	39700000	B3	4	0.380066947717415
chr3	39700001	39800000	A2	4	0.333027896001928
chr3	39800001	39900000	A2	4	0.346275662670765
chr3	39900001	40000000	B3	4	0.352750206726177
chr3	40000001	40100000	B3	6	0.530227845399734
chr3	40100001	40200000	B3	3	0.293915089072188
chr3	40200001	40300000	B3	4	0.387060162156038
chr3	40300001	40400000	A2	4	0.351963932847116
chr3	40400001	40500000	A2	4	0.351874253386038
chr3	40500001	40600000	A2	5	0.435088163528643
chr3	40600001	40700000	B3	5	0.452470170102487
chr3	40700001	40800000	B3	4	0.313173659966529
chr3	40800001	40900000	B3	4	0.343101901089092
chr3	40900001	41000000	B3	5	0.453622412237498
chr3	41000001	41100000	B3	4	0.327296141046119
chr3	41100001	41200000	B3	5	0.449106301681875
chr3	41200001	41300000	B3	3	0.299672454614454
chr3	41300001	41400000	B3	5	0.482806215077982
chr3	41400001	41500000	B3	4	0.359678433983029
chr3	41500001	41600000	A2	4	0.361710475590155
chr3	41600001	41700000	B3	5	0.475908912465265
chr3	41700001	41800000	B3	4	0.361197798915423
chr3	41800001	41900000	A2	4	0.312673312326484
chr3	41900001	42000000	A2	5	0.470287340672798
chr3	42000001	42100000	A2	5	0.498266432784655
chr3	42100001	42200000	A2	5	0.469716893193452
chr3	42200001	42300000	A2	5	0.415981054931244
chr3	42300001	42400000	B3	6	0.544657865520207
chr3	42400001	42500000	B3	5	0.426042515385905
chr3	42500001	42600000	A2	6	0.520588144761139
chr3	42600001	42700000	A2	6	0.518207206060692
chr3	42700001	42800000	A2	7	0.687995399502572
chr3	42800001	42900000	A2	5	0.434381294926117
chr3	42900001	43000000	A2	6	0.554243022341322
chr3	43000001	43100000	B3	6	0.58865761301277
chr3	43100001	43200000	B1	7	0.629163687254621
chr3	43200001	43300000	B3	7	0.606870694076124
chr3	43300001	43400000	A2	5	0.437723663015316
chr3	43400001	43500000	A2	5	0.425136864671965
chr3	43500001	43600000	A2	5	0.487344418946081
chr3	43600001	43700000	A2	5	0.421348794845731
chr3	43700001	43800000	A2	5	0.478945631655333
chr3	43800001	43900000	B3	7	0.612278483662311
chr3	43900001	44000000	B3	6	0.530268298417873
chr3	44000001	44100000	A2	7	0.636429119522474
chr3	44100001	44200000	B3	6	0.511462260182927
chr3	44200001	44300000	B1	5	0.430689946403196
chr3	44300001	44400000	A2	4	0.361634808473119
chr3	44400001	44500000	A2	6	0.540627483868199
chr3	44500001	44600000	A2	6	0.549753024958736
chr3	44600001	44700000	A2	7	0.613377752415728
chr3	44700001	44800000	A2	7	0.634345861182485
chr3	44800001	44900000	A2	6	0.517076806071107
chr3	44900001	45000000	A2	6	0.593643731797639
chr3	45000001	45100000	A2	7	0.608195780430601
chr3	45100001	45200000	A2	7	0.609634627021968
chr3	45200001	45300000	A2	9	0.833459094603968
chr3	45300001	45400000	A2	7	0.630511467506445
chr3	45400001	45500000	A2	5	0.494850237789873
chr3	45500001	45600000	A2	7	0.681612975528985
chr3	45600001	45700000	A2	6	0.522107464101485
chr3	45700001	45800000	A2	6	0.519030844457369
chr3	45800001	45900000	A2	7	0.679534215995395
chr3	45900001	46000000	B1	7	0.636303845429208
chr3	46000001	46100000	B1	7	0.682543709443554
chr3	46100001	46200000	B1	8	0.709442531540445
chr3	46200001	46300000	B1	8	0.74642437680995
chr3	46300001	46400000	B1	7	0.643551264474962
chr3	46400001	46500000	B1	7	0.67583426817232
chr3	46500001	46600000	A2	8	0.722977453341444
chr3	46600001	46700000	A2	7	0.648142616348362
chr3	46700001	46800000	A2	8	0.729222149417241
chr3	46800001	46900000	A2	8	0.748059614807672
chr3	46900001	47000000	A2	9	0.866812537174164
chr3	47000001	47100000	A1	8	0.734983501241027
chr3	47100001	47200000	A1	7	0.600741914926143
chr3	47200001	47300000	A1	8	0.719437455245474
chr3	47300001	47400000	A1	8	0.723731028407348
chr3	47400001	47500000	A2	10	0.91302785263739
chr3	47500001	47600000	A1	9	0.854341632525916
chr3	47600001	47700000	A1	8	0.741117710465755
chr3	47700001	47800000	A1	10	0.965746103263677
chr3	47800001	47900000	A1	7	0.672700596572923
chr3	47900001	48000000	A1	8	0.732399406796592
chr3	48000001	48100000	A1	7	0.649033865878176
chr3	48100001	48200000	A1	10	1
chr3	48200001	48300000	A1	8	0.732992534223775
chr3	48300001	48400000	A1	10	0.916650552453789
chr3	48400001	48500000	A1	10	0.903562644421769
chr3	48500001	48600000	A1	10	0.988502205439702
chr3	48600001	48700000	A1	10	1
chr3	48700001	48800000	A1	8	0.727267800162061
chr3	48800001	48900000	A1	8	0.74687431400956
chr3	48900001	49000000	A1	10	0.994273263061294
chr3	49000001	49100000	A1	10	0.997861235183911
chr3	49100001	49200000	A1	10	1
chr3	49200001	49300000	A1	10	1
chr3	49300001	49400000	A1	9	0.865372971474615
chr3	49400001	49500000	A1	9	0.802786705483113
chr3	49500001	49600000	A1	8	0.769043410146469
chr3	49600001	49700000	A1	9	0.878041094053172
chr3	49700001	49800000	A1	10	1
chr3	49800001	49900000	A1	10	1
