chrom	start	end	expression	gpseq_score
chr12	9900001	10900000	2793	1.30176038295271
chr12	10000001	1.1e+07	2725.5	1.32257148665441
chr12	10100001	11100000	2435.16666666667	1.33105415932759
chr12	10200001	11200000	2437.33333333333	1.33297524056506
chr12	10300001	11300000	2433.5	1.33090718690705
chr12	10400001	11400000	2015.5	1.31473809355542
chr12	10500001	11500000	2046	1.32499529365706
chr12	10600001	11600000	1965.66666666667	1.31792208247836
chr12	10700001	11700000	1969.16666666667	1.32866317768279
chr12	10800001	11800000	1372.66666666667	1.34081214487164
chr12	10900001	11900000	141	1.3367524986734
chr12	11000001	1.2e+07	180	1.33226471069171
chr12	11100001	12100000	394.833333333333	1.34150315835872
chr12	11200001	12200000	391.666666666667	1.34830231698476
chr12	11300001	12300000	1770.33333333333	1.3613376075272
chr12	11400001	12400000	2619.83333333333	1.37238417098435
chr12	11500001	12500000	2973.16666666667	1.35077787647646
chr12	11600001	12600000	3043	1.34432189178783
chr12	11700001	12700000	4542.33333333333	1.32317241362026
chr12	11800001	12800000	5082	1.31351504997698
chr12	11900001	12900000	5929.66666666667	1.31922381522884
chr12	12000001	1.3e+07	6781.66666666667	1.32584947957906
chr12	12100001	13100000	6604.83333333333	1.32192670704439
chr12	12200001	13200000	6944.5	1.29561427566289
chr12	12300001	13300000	6202.66666666667	1.28699375070187
chr12	12400001	13400000	5363.83333333333	1.28855412676342
chr12	12500001	13500000	4978.16666666667	1.29712239208206
chr12	12600001	13600000	4905.83333333333	1.30892863304836
chr12	12700001	13700000	3395	1.32886566808343
chr12	12800001	13800000	2844	1.33182330474151
chr12	12900001	13900000	1963.5	1.33074980072435
chr12	13000001	1.4e+07	1068.83333333333	1.32231683588546
chr12	13100001	14100000	1027.83333333333	1.33072592490049
chr12	13200001	14200000	687.5	1.34359742609649
chr12	13300001	14300000	50.6666666666667	1.35081785007897
chr12	13400001	14400000	5.16666666666667	1.35254281346334
chr12	13500001	14500000	11.5	1.35136067800458
chr12	13600001	14600000	436.333333333333	1.32473946900736
chr12	13700001	14700000	1600.5	1.29654278074569
chr12	13800001	14800000	1601.66666666667	1.29951838959662
chr12	13900001	14900000	1606.83333333333	1.29352480365111
chr12	14000001	1.5e+07	2909.5	1.2824903140068
chr12	14100001	15100000	2914	1.26501204336254
chr12	14200001	15200000	2912.33333333333	1.27597611042206
chr12	14300001	15300000	2914	1.27866112951762
chr12	14400001	15400000	2913.5	1.26942256961225
chr12	14500001	15500000	2907.16666666667	1.27269147907102
chr12	14600001	15600000	2482.33333333333	1.27317024777152
chr12	14700001	15700000	1318	1.25802229357606
chr12	14800001	15800000	1499.16666666667	1.23405805376591
chr12	14900001	15900000	1632	1.22644216550445
chr12	15000001	1.6e+07	343	1.21916783388315
chr12	15100001	16100000	1369.83333333333	1.22066176459709
chr12	15200001	16200000	1812.66666666667	1.21543435855348
chr12	15300001	16300000	1811.66666666667	1.21020461512723
chr12	15400001	16400000	1811.33333333333	1.2021713130591
chr12	15500001	16500000	1811.33333333333	1.2105125089352
chr12	15600001	16600000	2465.16666666667	1.20999634400691
chr12	15700001	16700000	2472.83333333333	1.20585493312281
chr12	15800001	16800000	2640.16666666667	1.2191985735142
chr12	15900001	16900000	2503.5	1.22233097092533
chr12	16000001	1.7e+07	2489.5	1.22200371476412
chr12	16100001	17100000	1458	1.22517982713164
chr12	16200001	17200000	1021.5	1.20429037988173
chr12	16300001	17300000	1020.5	1.20387060136115
chr12	16400001	17400000	1020.5	1.2227605382019
chr12	16500001	17500000	1020.66666666667	1.20453277175277
chr12	16600001	17600000	367.166666666667	1.20497674226381
chr12	16700001	17700000	359.666666666667	1.20728101900363
chr12	16800001	17800000	48.1666666666667	1.18209465732276
chr12	16900001	17900000	46.8333333333333	1.17547766719615
chr12	17000001	1.8e+07	46.8333333333333	1.18743567426693
chr12	17100001	18100000	46.6666666666667	1.17690040753723
chr12	17200001	18200000	40.3333333333333	1.19529682880835
chr12	17300001	18300000	40.3333333333333	1.20735484735275
chr12	17400001	18400000	40.1666666666667	1.18025442187935
chr12	17500001	18500000	40	1.18495382893633
chr12	17600001	18600000	40.1666666666667	1.18527300446507
chr12	17700001	18700000	40.3333333333333	1.19860300428695
chr12	17800001	18800000	2.5	1.21009587018537
chr12	17900001	18900000	3.66666666666667	1.22071412993113
chr12	18000001	1.9e+07	5.66666666666667	1.22069394045481
chr12	18100001	19100000	47.1666666666667	1.22441237181195
chr12	18200001	19200000	52.1666666666667	1.2269051240611
chr12	18300001	19300000	111.333333333333	1.21953507829148
chr12	18400001	19400000	233.833333333333	1.22392202978099
chr12	18500001	19500000	944.166666666667	1.22397950883918
chr12	18600001	19600000	1461.83333333333	1.21853805059869
chr12	18700001	19700000	2380.16666666667	1.22418466042215
chr12	18800001	19800000	2408.5	1.22179654292771
chr12	18900001	19900000	2416.33333333333	1.21785902196553
chr12	19000001	2e+07	2415	1.21472089030477
chr12	19100001	20100000	2376	1.20764333612359
chr12	19200001	20200000	2371.33333333333	1.20871541680825
chr12	19300001	20300000	2312.33333333333	1.20732015893621
chr12	19400001	20400000	2190	1.21760533027236
chr12	19500001	20500000	1479.66666666667	1.22478725250843
chr12	19600001	20600000	962.166666666667	1.23480277276484
chr12	19700001	20700000	43.8333333333333	1.23168056134783
chr12	19800001	20800000	57.6666666666667	1.23375832111961
chr12	19900001	20900000	49	1.23797582560451
chr12	20000001	2.1e+07	50	1.23920642350134
chr12	20100001	21100000	47.6666666666667	1.24970237006569
chr12	20200001	21200000	49.6666666666667	1.25292262008299
chr12	20300001	21300000	49.6666666666667	1.27909199883541
chr12	20400001	21400000	49.5	1.2843541103264
chr12	20500001	21500000	62.1666666666667	1.26612928250989
chr12	20600001	21600000	75	1.25746222387023
chr12	20700001	21700000	1271	1.25039966852912
chr12	20800001	21800000	2281.66666666667	1.24435557495821
chr12	20900001	21900000	2533.66666666667	1.24032032097876
chr12	21000001	2.2e+07	2550.66666666667	1.22299893619495
chr12	21100001	22100000	2550.83333333333	1.22481780782409
chr12	21200001	22200000	2560.5	1.23698528014231
chr12	21300001	22300000	2962.16666666667	1.21589197456757
chr12	21400001	22400000	2966.16666666667	1.22052107141781
chr12	21500001	22500000	2963.5	1.22503957656419
chr12	21600001	22600000	2950.5	1.22492851662361
chr12	21700001	22700000	2565.83333333333	1.22699115249295
chr12	21800001	22800000	1622.16666666667	1.23209329537717
chr12	21900001	22900000	2328.33333333333	1.23952594217754
chr12	22000001	2.3e+07	2310	1.25311373476584
chr12	22100001	23100000	2309.83333333333	1.24063525141461
chr12	22200001	23200000	2298.33333333333	1.22033155525827
chr12	22300001	23300000	1897.16666666667	1.22232882200369
chr12	22400001	23400000	1893.16666666667	1.22283951696262
chr12	22500001	23500000	1883.33333333333	1.22055039673632
chr12	22600001	23600000	1882.83333333333	1.23345045420976
chr12	22700001	23700000	1269.83333333333	1.23003034151176
chr12	22800001	23800000	1200.5	1.21841568292002
chr12	22900001	23900000	267.5	1.21014480474804
chr12	23000001	2.4e+07	314.666666666667	1.20294562508401
chr12	23100001	24100000	345.5	1.20483703215582
chr12	23200001	24200000	350	1.20148065967662
chr12	23300001	24300000	354	1.19618901269662
chr12	23400001	24400000	365.166666666667	1.1874327584015
chr12	23500001	24500000	372.333333333333	1.19631018411339
chr12	23600001	24600000	380.666666666667	1.20097044043609
chr12	23700001	24700000	194.5	1.2052355242714
chr12	23800001	24800000	163.333333333333	1.20834745908077
chr12	23900001	24900000	137.833333333333	1.22031332564333
chr12	24000001	2.5e+07	2143.5	1.22732713255331
chr12	24100001	25100000	2404.83333333333	1.23475980701758
chr12	24200001	25200000	2449	1.24859098135449
chr12	24300001	25300000	2450	1.26437777526863
chr12	24400001	25400000	3936.16666666667	1.27504575005583
chr12	24500001	25500000	3935.16666666667	1.28170381400105
chr12	24600001	25600000	3931.66666666667	1.27923481792338
chr12	24700001	25700000	3919.33333333333	1.29308902091746
chr12	24800001	25800000	3910.16666666667	1.31022339573156
chr12	24900001	25900000	3910.5	1.30540017960409
chr12	25000001	2.6e+07	1867.66666666667	1.31105238819548
chr12	25100001	26100000	1610.33333333333	1.31799409188298
chr12	25200001	26200000	1680.66666666667	1.30163561885812
chr12	25300001	26300000	2047.33333333333	1.29365642650118
chr12	25400001	26400000	550.666666666667	1.30076259618926
chr12	25500001	26500000	925.5	1.30331832502151
chr12	25600001	26600000	1232.33333333333	1.30930907669905
chr12	25700001	26700000	1408.16666666667	1.31036161905422
chr12	25800001	26800000	1685.5	1.3194703481519
chr12	25900001	26900000	1982	1.30535213236908
chr12	26000001	2.7e+07	2038.5	1.31691976507208
chr12	26100001	27100000	2727.16666666667	1.31285462417873
chr12	26200001	27200000	4530.5	1.3284747762204
chr12	26300001	27300000	4195.16666666667	1.33109194690756
chr12	26400001	27400000	4212.16666666667	1.33673034134781
chr12	26500001	27500000	4565.33333333333	1.33360598516885
chr12	26600001	27600000	4890.16666666667	1.34790536658553
chr12	26700001	27700000	4745	1.35458375233639
chr12	26800001	27800000	4580.66666666667	1.35972190320486
chr12	26900001	27900000	5072	1.37479132596432
chr12	27000001	2.8e+07	6043.5	1.35809459657829
chr12	27100001	28100000	5320	1.37028547455426
chr12	27200001	28200000	3419.16666666667	1.35651195802074
chr12	27300001	28300000	3382.83333333333	1.36429327987706
chr12	27400001	28400000	3430.5	1.34819717573225
chr12	27500001	28500000	2745.5	1.32564623734736
chr12	27600001	28600000	2138.33333333333	1.31650645276782
chr12	27700001	28700000	2167.33333333333	1.2930104078851
chr12	27800001	28800000	2153.66666666667	1.27504792177946
chr12	27900001	28900000	1365.66666666667	1.28109264283973
chr12	28000001	2.9e+07	327.5	1.29880597175336
chr12	28100001	29100000	327.666666666667	1.28865229383933
chr12	28200001	29200000	306.833333333333	1.28767121631303
chr12	28300001	29300000	310.5	1.28391142134219
chr12	28400001	29400000	284.333333333333	1.28196799524382
chr12	28500001	29500000	910.833333333333	1.30010927469651
chr12	28600001	29600000	1044.33333333333	1.30068516543358
chr12	28700001	29700000	1001.16666666667	1.30609181699741
chr12	28800001	29800000	907.166666666667	1.31963423318689
chr12	28900001	29900000	909.5	1.31772433425626
chr12	29000001	3e+07	911.333333333333	1.30610594918796
chr12	29100001	30100000	911.666666666667	1.31470694785283
chr12	29200001	30200000	912.333333333333	1.33217629470848
chr12	29300001	30300000	909.5	1.31070685356252
chr12	29400001	30400000	870.166666666667	1.31408155410918
chr12	29500001	30500000	194.333333333333	1.32792321876224
chr12	29600001	30600000	31.5	1.33275194467648
chr12	29700001	30700000	19.8333333333333	1.34800160062278
chr12	29800001	30800000	621.333333333333	1.35351513915181
chr12	29900001	30900000	1459.16666666667	1.36104006344008
chr12	30000001	3.1e+07	1502.66666666667	1.37112602256921
chr12	30100001	31100000	1516	1.37942028957555
chr12	30200001	31200000	1652.83333333333	1.41028706788951
chr12	30300001	31300000	2287.33333333333	1.45766789892459
chr12	30400001	31400000	2289.66666666667	1.47041279151903
chr12	30500001	31500000	3287.83333333333	1.45529917521115
chr12	30600001	31600000	3473.33333333333	1.43414577399313
chr12	30700001	31700000	3620.16666666667	1.4424639343882
chr12	30800001	31800000	3028.5	1.4473013442257
chr12	30900001	31900000	2383.5	1.44791291035405
chr12	31000001	3.2e+07	2350.66666666667	1.44974573526486
chr12	31100001	32100000	2339.5	1.46292778383172
chr12	31200001	32200000	3103.66666666667	1.42104216845632
chr12	31300001	32300000	2730.33333333333	1.40041198680646
chr12	31400001	32400000	2838.5	1.40172996429658
chr12	31500001	32500000	2516	1.38604938857116
chr12	31600001	32600000	2926	1.39306275295373
chr12	31700001	32700000	2790.83333333333	1.37504660908538
chr12	31800001	32800000	3034.66666666667	1.36902390724503
chr12	31900001	32900000	4136.33333333333	1.35912427208832
chr12	32000001	3.3e+07	4756.5	1.33489072511838
chr12	32100001	33100000	4866	1.31010431001501
chr12	32200001	33200000	3963.33333333333	1.30075712386832
chr12	32300001	33300000	3700.83333333333	1.3110502077769
chr12	32400001	33400000	3590.16666666667	1.31986722178505
chr12	32500001	33500000	2914.5	1.33319746925501
chr12	32600001	33600000	2319.5	1.33337430061416
chr12	32700001	33700000	2303	1.32984245016165
chr12	32800001	33800000	2044.16666666667	1.30266252758301
chr12	32900001	33900000	747.333333333333	1.28400886668593
chr12	33000001	3.4e+07	114.166666666667	1.30308975351164
chr12	33100001	34100000	2	1.31526758728782
chr12	33200001	34200000	356.333333333333	1.31130786029096
chr12	33300001	34300000	357.5	1.30130810687486
chr12	33400001	34400000	358.833333333333	1.28757555735774
chr12	33500001	34500000	359.166666666667	1.31406359589575
chr12	33600001	34600000	358.5	1.47474517837741
chr12	33700001	34700000	358.333333333333	1.52974375933332
chr12	33800001	34800000	358.166666666667	1.61750956557314
chr12	39900001	40900000	298	1.18146006753009
chr12	40000001	4.1e+07	294.166666666667	1.18468741009609
chr12	40100001	41100000	294.666666666667	1.18123528759078
chr12	40200001	41200000	212.5	1.19543751249704
chr12	40300001	41300000	166.333333333333	1.19604767808382
chr12	40400001	41400000	252.166666666667	1.1867504432536
chr12	40500001	41500000	303.333333333333	1.21303210517052
chr12	40600001	41600000	303.333333333333	1.19941743068304
chr12	40700001	41700000	276	1.19332863457809
chr12	40800001	41800000	257	1.20536717213287
chr12	40900001	41900000	257	1.21039862869674
chr12	41000001	4.2e+07	264.166666666667	1.21432420711325
chr12	41100001	42100000	269	1.22120646250306
chr12	41200001	42200000	265	1.20853912049762
chr12	41300001	42300000	262	1.21892402301966
chr12	41400001	42400000	140	1.22811915365577
chr12	41500001	42500000	683.833333333333	1.21986104484538
chr12	41600001	42600000	973.666666666667	1.2238175254293
chr12	41700001	42700000	1086.5	1.22977427618843
chr12	41800001	42800000	2183.16666666667	1.20774519108316
chr12	41900001	42900000	3227.16666666667	1.19689964885541
chr12	42000001	4.3e+07	3275.33333333333	1.18735120274542
chr12	42100001	43100000	3269.33333333333	1.20776628762638
chr12	42200001	43200000	3267.66666666667	1.20592940066739
chr12	42300001	43300000	3266.83333333333	1.20494424977349
chr12	42400001	43400000	3266	1.19530466767359
chr12	42500001	43500000	2604	1.18649370822808
chr12	42600001	43600000	2317.83333333333	1.18677910086487
chr12	42700001	43700000	2206.5	1.18071566760147
chr12	42800001	43800000	1110.66666666667	1.19943746918532
chr12	42900001	43900000	69.8333333333333	1.21305432977301
chr12	43000001	4.4e+07	14.5	1.22272158425122
chr12	43100001	44100000	15.1666666666667	1.20813462887474
chr12	43200001	44200000	1223.33333333333	1.21314900469862
chr12	43300001	44300000	1255.16666666667	1.21350392964052
chr12	43400001	44400000	1276.33333333333	1.21807307321415
chr12	43500001	44500000	1287.16666666667	1.22940300436652
chr12	43600001	44600000	1295.83333333333	1.23607620313882
chr12	43700001	44700000	1314.33333333333	1.23761263806668
chr12	43800001	44800000	1398.33333333333	1.23266667377054
chr12	43900001	44900000	1397	1.23093855764308
chr12	44000001	4.5e+07	1554	1.20931454713837
chr12	44100001	45100000	1597	1.19331814826526
chr12	44200001	45200000	477.333333333333	1.18041010687444
chr12	44300001	45300000	483.333333333333	1.16996480443945
chr12	44400001	45400000	462.833333333333	1.17627560434164
chr12	44500001	45500000	450.333333333333	1.1897431262446
chr12	44600001	45600000	464.666666666667	1.19141739675513
chr12	44700001	45700000	484.666666666667	1.19022085998276
chr12	44800001	45800000	716	1.20819351757544
chr12	44900001	45900000	1375.16666666667	1.20104964896617
chr12	45000001	4.6e+07	1218.33333333333	1.21389332691198
chr12	45100001	46100000	1179.16666666667	1.2136646241634
chr12	45200001	46200000	1351.5	1.206540267799
chr12	45300001	46300000	2152	1.22354538186269
chr12	45400001	46400000	3560.83333333333	1.22795787050982
chr12	45500001	46500000	3560.33333333333	1.22523255503724
chr12	45600001	46600000	5715.33333333333	1.22258134828127
chr12	45700001	46700000	6103.16666666667	1.22829466610839
chr12	45800001	46800000	7402.16666666667	1.21190563944981
chr12	45900001	46900000	6751.16666666667	1.21458603623115
chr12	46000001	4.7e+07	6755.66666666667	1.22058891516083
chr12	46100001	47100000	6759.5	1.24149760969207
chr12	46200001	47200000	6500.33333333333	1.27090729071279
chr12	46300001	47300000	5664	1.28792961370956
chr12	46400001	47400000	4256.16666666667	1.2877830408407
chr12	46500001	47500000	4265.83333333333	1.29044120019964
chr12	46600001	47600000	2084.33333333333	1.30576925353972
chr12	46700001	47700000	1657.5	1.33932697838633
chr12	46800001	47800000	42.5	1.344208808382
chr12	46900001	47900000	32.6666666666667	1.35267973634911
chr12	47000001	4.8e+07	29.5	1.35843299156099
chr12	47100001	48100000	656.833333333333	1.3471099881529
chr12	47200001	48200000	1625.16666666667	1.35983807389683
chr12	47300001	48300000	1690.5	1.35580233536265
chr12	47400001	48400000	4567.33333333333	1.38602035018972
chr12	47500001	48500000	5325.5	1.40027264244666
chr12	47600001	48600000	6934.5	1.40753190849991
chr12	47700001	48700000	6936.16666666667	1.41371238664148
chr12	47800001	48800000	7207.33333333333	1.43078837464073
chr12	47900001	48900000	7209.5	1.43682050345917
chr12	48000001	4.9e+07	7209.5	1.44467431886054
chr12	48100001	49100000	8433.83333333333	1.46539529112759
chr12	48200001	49200000	8177.33333333333	1.47090492011105
chr12	48300001	49300000	10215.3333333333	1.48942574279611
chr12	48400001	49400000	10911.5	1.51207210574134
chr12	48500001	49500000	13508.8333333333	1.55292416790372
chr12	48600001	49600000	13246.8333333333	1.58228217494765
chr12	48700001	49700000	14217.5	1.5972424737703
chr12	48800001	49800000	15026	1.62072420719076
chr12	48900001	49900000	15322.8333333333	1.63758575995155
chr12	49000001	5e+07	16861	1.66245972472413
chr12	49100001	50100000	16038.3333333333	1.70295516938919
chr12	49200001	50200000	17380.6666666667	1.7428894237657
chr12	49300001	50300000	15529.5	1.77856661555768
chr12	49400001	50400000	13010.3333333333	1.76911565775949
chr12	49500001	50500000	11535	1.76791936746433
chr12	49600001	50600000	11527.8333333333	1.77336623469269
chr12	49700001	50700000	10719.5	1.77582048083966
chr12	49800001	50800000	9688.16666666667	1.77443958071124
chr12	49900001	50900000	10859.3333333333	1.78073669455435
chr12	50000001	5.1e+07	9332.5	1.73976568026185
chr12	50100001	51100000	8715.5	1.70269738141339
chr12	50200001	51200000	7905.66666666667	1.68820267390349
chr12	50300001	51300000	7886.66666666667	1.65565551353978
chr12	50400001	51400000	8029.16666666667	1.63815714105896
chr12	50500001	51500000	8059.16666666667	1.60212512797632
chr12	50600001	51600000	7527.5	1.6056668080345
chr12	50700001	51700000	8475	1.61231836985897
chr12	50800001	51800000	8516.16666666667	1.64804751198405
chr12	50900001	51900000	7240.83333333333	1.6331009534479
chr12	51000001	5.2e+07	7378.66666666667	1.64879107106152
chr12	51100001	52100000	7061.83333333333	1.67633609575661
chr12	51200001	52200000	5953.66666666667	1.67517046438721
chr12	51300001	52300000	5975.66666666667	1.69627836646747
chr12	51400001	52400000	5527.66666666667	1.70877029044528
chr12	51500001	52500000	4493.16666666667	1.70927202225351
chr12	51600001	52600000	3685.66666666667	1.72849499229789
chr12	51700001	52700000	2574.33333333333	1.72929095599057
chr12	51800001	52800000	2485.16666666667	1.71726180825814
chr12	51900001	52900000	2290.16666666667	1.72332477186829
chr12	52000001	5.3e+07	2139.16666666667	1.74491388836024
chr12	52100001	53100000	2034.16666666667	1.76675470115443
chr12	52200001	53200000	1896.83333333333	1.78868622272344
chr12	52300001	53300000	1725.66666666667	1.8037306093893
chr12	52400001	53400000	1315.83333333333	1.79990341821261
chr12	52500001	53500000	2065.66666666667	1.80878849169041
chr12	52600001	53600000	3221.66666666667	1.78069379771188
chr12	52700001	53700000	6274.83333333333	1.80027863251066
chr12	52800001	53800000	7600	1.78562056976157
chr12	52900001	53900000	11296.6666666667	1.77001427054334
chr12	53000001	5.4e+07	11951.6666666667	1.76173064238746
chr12	53100001	54100000	12643.5	1.72379113694167
chr12	53200001	54200000	12898.5	1.70001952154051
chr12	53300001	54300000	12812.3333333333	1.67674324570059
chr12	53400001	54400000	12899.5	1.66931304180039
chr12	53500001	54500000	11681.8333333333	1.64576082976161
chr12	53600001	54600000	10916.6666666667	1.66256023240064
chr12	53700001	54700000	12575	1.62659938396929
chr12	53800001	54800000	13014.8333333333	1.60435291225219
chr12	53900001	54900000	10020.8333333333	1.59534769325256
chr12	54000001	5.5e+07	9597.5	1.56132847839482
chr12	54100001	55100000	8906.5	1.54251049179194
chr12	54200001	55200000	8651	1.51984959836231
chr12	54300001	55300000	8652	1.50493387084025
chr12	54400001	55400000	8229.33333333334	1.47750021360919
chr12	54500001	55500000	7811.5	1.46735448887711
chr12	54600001	55600000	7419.83333333333	1.43142611640327
chr12	54700001	55700000	2707.33333333333	1.42348699313094
chr12	54800001	55800000	942.333333333333	1.40884989577713
chr12	54900001	55900000	251.666666666667	1.38891916330209
chr12	55000001	5.6e+07	20.1666666666667	1.3889514223832
chr12	55100001	56100000	396.166666666667	1.38726857877658
chr12	55200001	56200000	3007.5	1.39525637249383
chr12	55300001	56300000	4517.33333333333	1.40134253216406
chr12	55400001	56400000	6972.83333333333	1.4495620709116
chr12	55500001	56500000	7671.5	1.48966120251455
chr12	55600001	56600000	13370	1.52470163282908
chr12	55700001	56700000	17609.5	1.53414960148205
chr12	55800001	56800000	19770	1.547503629094
chr12	55900001	56900000	21904	1.57566603282232
chr12	56000001	5.7e+07	24132.8333333333	1.57699064274094
chr12	56100001	57100000	27326.3333333333	1.58683444949151
chr12	56200001	57200000	26350.1666666667	1.59870919471696
chr12	56300001	57300000	24840.1666666667	1.61565724855656
chr12	56400001	57400000	23059.8333333333	1.61470939826779
chr12	56500001	57500000	24646.6666666667	1.59804932938797
chr12	56600001	57600000	20123.5	1.62122993338301
chr12	56700001	57700000	18436	1.60715071881911
chr12	56800001	57800000	16328.5	1.59941986865912
chr12	56900001	57900000	14992.8333333333	1.58200088614753
chr12	57000001	5.8e+07	15742	1.58755983009479
chr12	57100001	58100000	13460.5	1.58709782609292
chr12	57200001	58200000	14928.6666666667	1.57577542417366
chr12	57300001	58300000	16328.3333333333	1.54470485395771
chr12	57400001	58400000	15735.8333333333	1.52044622070095
chr12	57500001	58500000	13450.3333333333	1.48217899261832
chr12	57600001	58600000	12274.8333333333	1.42895337462434
chr12	57700001	58700000	9722.66666666667	1.39177273721986
chr12	57800001	58800000	9669.66666666667	1.35487534486456
chr12	57900001	58900000	8860.5	1.32757042297907
chr12	58000001	5.9e+07	5884	1.28525753023271
chr12	58100001	59100000	4596	1.27831722124807
chr12	58200001	59200000	1492.66666666667	1.22353758052956
chr12	58300001	59300000	322.333333333333	1.19653879074738
chr12	58400001	59400000	261.833333333333	1.18283423519861
chr12	58500001	59500000	265	1.17648947240405
chr12	58600001	59600000	265.166666666667	1.17496350252869
chr12	58700001	59700000	265.5	1.17958588418257
chr12	58800001	59800000	264.833333333333	1.19521161729055
chr12	58900001	59900000	263.5	1.18230439105105
chr12	59000001	6e+07	263.166666666667	1.19471627765673
chr12	59100001	60100000	265.5	1.19932598300879
chr12	59200001	60200000	314.166666666667	1.21734571632526
chr12	59300001	60300000	84.5	1.20874721694068
chr12	59400001	60400000	57.5	1.22734828609261
chr12	59500001	60500000	54.5	1.24200986180477
chr12	59600001	60600000	70	1.24536635084393
chr12	59700001	60700000	95	1.25513257232381
chr12	59800001	60800000	95.6666666666667	1.2500935121219
chr12	59900001	60900000	97	1.26740451809128
chr12	60000001	6.1e+07	95.6666666666667	1.27127126281655
chr12	60100001	61100000	92.5	1.25737862592909
chr12	60200001	61200000	43.6666666666667	1.26182057097661
chr12	60300001	61300000	43.3333333333333	1.28361140522883
chr12	60400001	61400000	43.6666666666667	1.29018014876585
chr12	60500001	61500000	43.5	1.28837577512219
chr12	60600001	61600000	27.8333333333333	1.29508238289329
chr12	60700001	61700000	2.5	1.31053845909752
chr12	60800001	61800000	2.5	1.30741569501286
chr12	60900001	61900000	1.33333333333333	1.29831891772071
chr12	61000001	6.2e+07	1.5	1.28948750060551
chr12	61100001	62100000	1.5	1.28670042362911
chr12	61200001	62200000	3.16666666666667	1.26141640808321
chr12	61300001	62300000	3.66666666666667	1.27040111539957
chr12	61400001	62400000	3.66666666666667	1.26443048606388
chr12	61500001	62500000	5.66666666666667	1.24500873453329
chr12	61600001	62600000	12.6666666666667	1.24885876474442
chr12	61700001	62700000	133.333333333333	1.23692105676092
chr12	61800001	62800000	776.833333333333	1.22009017997311
chr12	61900001	62900000	902	1.19813610397965
chr12	62000001	6.3e+07	1864.83333333333	1.19530465417544
chr12	62100001	63100000	2500.83333333333	1.17667458055874
chr12	62200001	63200000	2613.16666666667	1.18488033247008
chr12	62300001	63300000	2643.83333333333	1.17846183656311
chr12	62400001	63400000	2667.5	1.17558998530618
chr12	62500001	63500000	2666	1.18159831736714
chr12	62600001	63600000	2660.66666666667	1.17208768931948
chr12	62700001	63700000	2541	1.16564554686019
chr12	62800001	63800000	1896.83333333333	1.16964631393176
chr12	62900001	63900000	1771.66666666667	1.1820054972877
chr12	63000001	6.4e+07	960.166666666667	1.18880550248916
chr12	63100001	64100000	395	1.20309990131069
chr12	63200001	64200000	560.5	1.18639736381404
chr12	63300001	64300000	681.666666666667	1.16351675213978
chr12	63400001	64400000	673.166666666667	1.1632644174919
chr12	63500001	64500000	725.666666666667	1.15464235210659
chr12	63600001	64600000	1163.33333333333	1.16543820965184
chr12	63700001	64700000	1231.66666666667	1.19650975981506
chr12	63800001	64800000	1275	1.21005731208535
chr12	63900001	64900000	3651.66666666667	1.21320545949718
chr12	64000001	6.5e+07	3509.5	1.20822287115965
chr12	64100001	65100000	4018	1.21117740105316
chr12	64200001	65200000	4863.16666666667	1.22856036727111
chr12	64300001	65300000	5005.66666666667	1.23593002453188
chr12	64400001	65400000	4990.66666666667	1.24135143257519
chr12	64500001	65500000	4938.5	1.24388492062524
chr12	64600001	65600000	4673.33333333333	1.23147234536677
chr12	64700001	65700000	5075	1.21404049340353
chr12	64800001	65800000	5113	1.21130822590819
chr12	64900001	65900000	3027.33333333333	1.20588845727905
chr12	65000001	6.6e+07	3018.16666666667	1.20430433896679
chr12	65100001	66100000	2439	1.19599482844237
chr12	65200001	66200000	1318.16666666667	1.20435200252407
chr12	65300001	66300000	1235.83333333333	1.2073774332514
chr12	65400001	66400000	1896	1.19174077134789
chr12	65500001	66500000	1896.16666666667	1.1851149868145
chr12	65600001	66600000	2436.83333333333	1.19612028724854
chr12	65700001	66700000	2022.5	1.2069698533126
chr12	65800001	66800000	2281	1.20120238567199
chr12	65900001	66900000	2066.66666666667	1.1949110515625
chr12	66000001	6.7e+07	2097.66666666667	1.19460870494985
chr12	66100001	67100000	2101.66666666667	1.19957647346303
chr12	66200001	67200000	2105.66666666667	1.19230303947685
chr12	66300001	67300000	1917.66666666667	1.20313637136518
chr12	66400001	67400000	1273.33333333333	1.20256546741427
chr12	66500001	67500000	1290.66666666667	1.20321991581412
chr12	66600001	67600000	577	1.19876033708373
chr12	66700001	67700000	1605	1.18407094820664
chr12	66800001	67800000	2497	1.1884741694964
chr12	66900001	67900000	2421.5	1.18593267580413
chr12	67000001	6.8e+07	2390.33333333333	1.18620022570788
chr12	67100001	68100000	3209.16666666667	1.18027408411076
chr12	67200001	68200000	3202.16666666667	1.16924455973603
chr12	67300001	68300000	3177.83333333333	1.16143039516871
chr12	67400001	68400000	3161.5	1.15575375919134
chr12	67500001	68500000	3143.5	1.16886301637575
chr12	67600001	68600000	3142.66666666667	1.16331349472054
chr12	67700001	68700000	2123.83333333333	1.17375613794807
chr12	67800001	68800000	1114.33333333333	1.16587164094324
chr12	67900001	68900000	1114.5	1.1643394666537
chr12	68000001	6.9e+07	1116.33333333333	1.17497121313682
chr12	68100001	69100000	833.333333333333	1.18355902471236
chr12	68200001	69200000	2061.66666666667	1.19303425116142
