resolution	chrom	start	end	exp1	exp2
100kb	chr1	245500000	245600000	0.319183868926477	0.312860923689437
100kb	chr1	245600000	245700000	0.374476236082845	0.458390859428393
100kb	chr1	245700000	245800000	0.499760565066443	0.411986221257975
100kb	chr1	245800000	245900000	0.517551435754477	0.291766238412601
100kb	chr1	245900000	246000000	0.411507413931693	0.368145603324511
100kb	chr1	246000000	246100000	0.303727488840622	0.39799648651252
100kb	chr1	246100000	246200000	0.333913392964033	0.394198617538999
100kb	chr1	246200000	246300000	0.335431239417831	0.316346890380108
100kb	chr1	246300000	246400000	0.288472063074003	0.396166353999917
100kb	chr1	246400000	246500000	0.449663080843495	0.390377814574093
100kb	chr1	246500000	246600000	0.319624258179268	0.272831935124325
100kb	chr1	246600000	246700000	0.409775786287219	0.523853644440571
100kb	chr1	246700000	246800000	0.548374407826102	0.551842287528037
100kb	chr1	246800000	246900000	0.542615142549298	0.381011572492053
100kb	chr1	246900000	247000000	0.464811616014777	0.336106817358279
100kb	chr1	247000000	247100000	0.398885772434198	0.275331740185398
100kb	chr1	247100000	247200000	0.167724170956543	0.251351958792204
100kb	chr10	100000	200000	0.852225889757316	0.83698977602664
100kb	chr10	200000	300000	0.39224572865181	0.414830036189838
100kb	chr10	300000	400000	0.539446905303484	0.61312191251141
100kb	chr10	400000	500000	0.567657471225052	0.540499135388525
100kb	chr10	500000	600000	0.676506302269501	0.636046730300848
100kb	chr10	600000	700000	0.568649415949787	0.610695496222772
100kb	chr10	700000	800000	0.63365600041046	0.73100721503369
100kb	chr10	800000	900000	0.749106394622975	0.810234981675741
100kb	chr10	900000	1000000	0.360597561184177	0.40708293389965
100kb	chr10	1000000	1100000	0.609943390740709	0.524271043083796
100kb	chr10	1100000	1200000	0.645956970121941	0.643385607544366
100kb	chr10	1200000	1300000	0.567730156829881	0.75676208736016
100kb	chr10	1300000	1400000	0.5881419849156	0.742451276735301
100kb	chr10	1400000	1500000	0.513262985069522	0.51329483480646
100kb	chr10	1500000	1600000	0.706897436335962	0.760972768178628
100kb	chr10	1600000	1700000	0.82926151425493	0.712389400826541
100kb	chr10	1700000	1800000	0.714127516204614	0.739763412944862
100kb	chr10	1800000	1900000	0.496378546629953	0.547140819293908
100kb	chr10	1900000	2000000	0.422333293427511	0.5878578276006
100kb	chr10	2000000	2100000	0.366053257170221	0.406679295651256
100kb	chr10	2100000	2200000	0.397325169742266	0.417293146864694
100kb	chr10	2200000	2300000	0.372299943561766	0.544852006953586
100kb	chr10	2300000	2400000	0.67671153221255	0.809092868904719
100kb	chr10	2400000	2500000	0.369525063706795	0.311489471004555
100kb	chr10	2500000	2600000	0.346791571890339	0.345124462771252
100kb	chr10	2600000	2700000	0.466560346154504	0.586701954434746
100kb	chr10	2700000	2800000	0.524187203913051	0.587477123343593
100kb	chr10	2800000	2900000	0.509380718646851	0.430044446075306
100kb	chr10	2900000	3000000	0.49503600075251	0.516322121669411
100kb	chr10	3000000	3100000	0.55698551418652	0.590302591082347
100kb	chr10	3100000	3200000	0.559538061603188	0.561575473472252
100kb	chr10	3200000	3300000	0.641091310222161	0.687877550833192
100kb	chr10	3300000	3400000	0.643596825776881	0.592967520881399
100kb	chr10	3400000	3500000	0.508021070274153	0.653192182261016
100kb	chr10	3500000	3600000	0.333032614458449	0.210914745180421
100kb	chr10	3600000	3700000	0.331929503514563	0.36241669227629
100kb	chr10	3700000	3800000	0.617836192300457	0.751303797410294
100kb	chr10	3800000	3900000	0.613594773477451	0.442474669406514
100kb	chr10	3900000	4000000	0.516880162815755	0.424778801653082
100kb	chr10	4000000	4100000	0.720895828701408	0.64811000976988
100kb	chr10	4100000	4200000	0.309666330317593	0.357917043166359
100kb	chr10	4200000	4300000	0.448923397923757	0.431553502708505
100kb	chr10	4300000	4400000	0.493342853722358	0.513207685639193
100kb	chr10	4400000	4500000	0.597851926596091	0.655288349073696
100kb	chr10	4500000	4600000	0.47172529972123	0.624666883775118
100kb	chr10	4600000	4700000	0.277321236168357	0.431246187223932
100kb	chr10	4700000	4800000	0.519287339022764	0.490081048725558
100kb	chr10	4800000	4900000	0.372569307862017	0.308985079145205
100kb	chr10	4900000	5000000	0.405825109883532	0.484164078947972
100kb	chr10	5000000	5100000	0.444754664705581	0.229885742854915
100kb	chr10	5100000	5200000	0.506268064510612	0.555410816587697
100kb	chr10	5200000	5300000	0.532298062287288	0.498162987289982
100kb	chr10	5300000	5400000	0.630372321321681	0.24651288660976
100kb	chr10	5400000	5500000	0.421995519146244	0.369498708816285
100kb	chr10	5500000	5600000	0.584828376460126	0.599792676717871
100kb	chr10	5600000	5700000	0.54689931761044	0.492805606902214
100kb	chr10	5700000	5800000	0.685113133006106	0.585169963810162
100kb	chr10	5800000	5900000	0.619183013801714	0.491154359522423
100kb	chr10	5900000	6000000	0.692052470455439	0.766660398042355
100kb	chr10	6000000	6100000	0.778668057669614	0.788177068760693
100kb	chr10	6100000	6200000	0.580839219442117	0.665764596338817
100kb	chr10	6200000	6300000	0.795201894956474	0.720517207373737
100kb	chr10	6300000	6400000	0.521467907167656	0.516693652329864
100kb	chr10	6400000	6500000	0.433005250466043	0.430842548975539
100kb	chr10	6500000	6600000	0.394614424244497	0.498965676988492
100kb	chr10	6600000	6700000	0.330518547656103	0.372704880812047
100kb	chr10	6700000	6800000	0.502514066802346	0.563125811289946
100kb	chr10	6800000	6900000	0.517158078363633	0.499282166069618
100kb	chr10	6900000	7000000	0.52542713481897	0.527509322667499
100kb	chr10	7000000	7100000	0.573502248978126	0.481554190728246
100kb	chr10	7100000	7200000	0.442172187922218	0.428173032378209
100kb	chr10	7200000	7300000	0.583481554958869	0.353073384185637
100kb	chr10	7300000	7400000	0.666261907612321	0.598723952719284
100kb	chr10	7400000	7500000	0.554881907270271	0.528018457276267
100kb	chr10	7500000	7600000	0.453942980280823	0.470022979859369
100kb	chr10	7600000	7700000	0.557438730310752	0.564988051390488
100kb	chr10	7700000	7800000	0.533401173231174	0.564951357004271
100kb	chr10	7800000	7900000	0.405927724855057	0.522206983859057
100kb	chr10	7900000	8000000	0.561359477347745	0.476008751611113
100kb	chr10	8000000	8100000	0.619456653725779	0.441364664223432
100kb	chr10	8100000	8200000	0.426365206683655	0.380823513762688
100kb	chr10	8200000	8300000	0.539853089565768	0.371604049225519
100kb	chr10	8300000	8400000	0.30140154948607	0.284707155863992
100kb	chr10	8400000	8500000	0.42120025311693	0.530495328345955
100kb	chr10	8500000	8600000	0.301769253134032	0.326465367379608
100kb	chr10	8600000	8700000	0.331570351114228	0.56629528889949
100kb	chr10	8700000	8800000	0.45993740486737	0.605599563336804
100kb	chr10	8800000	8900000	0.537501496468335	0.665246288133494
100kb	chr10	8900000	9000000	0.290045492637376	0.503199291798346
100kb	chr10	9000000	9100000	0.417908022780524	0.463372122357431
100kb	chr10	9100000	9200000	0.250076961228643	0.465119692501044
100kb	chr10	9200000	9300000	0.319671290041217	0.647119261342006
100kb	chr10	9300000	9400000	0.522968651126199	0.591440117055092
100kb	chr10	9400000	9500000	0.332510988353201	0.373177321034598
100kb	chr10	9500000	9600000	0.301132185185819	0.625552135842618
100kb	chr10	9600000	9700000	0.347454293581434	0.40654169170294
100kb	chr10	9700000	9800000	0.311308169861983	0.506767820858007
100kb	chr10	9800000	9900000	0.479156333909118	0.626652967429145
100kb	chr10	9900000	10000000	0.222122932735886	0.433424916405601
100kb	chr10	10000000	10100000	0.50283473858836	0.489159102271841
100kb	chr10	10100000	10200000	0.359960493235963	0.37702105799089
100kb	chr10	10200000	10300000	0.413495579004977	0.526991014462175
100kb	chr10	10300000	10400000	0.382967624976484	0.373021369893173
100kb	chr10	10400000	10500000	0.357878264438782	0.286890471843939
100kb	chr10	10500000	10600000	0.503745446460639	0.522046445919355
100kb	chr10	10600000	10700000	0.325999213285218	0.352467926813047
100kb	chr10	10700000	10800000	0.2877751363924	0.213611782567414
100kb	chr10	10800000	10900000	0.450804672401703	0.54862694193572
100kb	chr10	10900000	11000000	0.440615860854099	0.442071031158121
100kb	chr10	11000000	11100000	0.384904482564006	0.361187430338001
100kb	chr10	11100000	11200000	0.319521643207744	0.369040028988565
100kb	chr10	11200000	11300000	0.387606676814147	0.463486792314361
100kb	chr10	11300000	11400000	0.486292350053873	0.397216730805396
100kb	chr10	11400000	11500000	0.374117083682509	0.385680933138242
100kb	chr10	11500000	11600000	0.750500247986181	0.605952746804148
100kb	chr10	11600000	11700000	0.550332643532691	0.670502758959164
100kb	chr10	11700000	11800000	0.595859485898993	0.475430815028186
100kb	chr10	11800000	11900000	0.597176378033555	0.799923859148599
100kb	chr10	11900000	12000000	0.658300696071557	0.514414013586097
100kb	chr10	12000000	12100000	0.723739118537394	0.723526147043579
100kb	chr10	12100000	12200000	0.700821774896957	0.745107032937798
100kb	chr10	12200000	12300000	0.483342169622548	0.495089832444259
100kb	chr10	12300000	12400000	0.589198063997537	0.539320328231284
100kb	chr10	12400000	12500000	0.703395700432693	0.802276886664802
100kb	chr10	12500000	12600000	0.641219578936567	0.6134659223822
100kb	chr10	12600000	12700000	0.889663251868448	0.786833136865474
100kb	chr10	12700000	12800000	0.546946349472388	0.51318016484953
100kb	chr10	12800000	12900000	0.825926527680388	0.766109982249091
100kb	chr10	12900000	13000000	0.543615638521661	0.580257502855282
100kb	chr10	13000000	13100000	0.873894751244206	0.938041528871602
100kb	chr10	13100000	13200000	0.582857313882095	0.626863960149897
100kb	chr10	13200000	13300000	0.613389543534402	0.62924909525404
100kb	chr10	13300000	13400000	0.711617725026081	0.999128508327332
100kb	chr10	13400000	13500000	0.47749311624566	0.556809790062243
100kb	chr10	13500000	13600000	0.395576439602538	0.483003618983841
100kb	chr10	13600000	13700000	0.515041644575944	0.558745418935221
100kb	chr10	13700000	13800000	0.463439140770639	0.532371328841329
100kb	chr10	13800000	13900000	0.485518462143627	0.55712627914337
100kb	chr10	13900000	14000000	0.559375587898274	0.635936647142195
100kb	chr10	14000000	14100000	0.774264165141694	0.680786360696643
100kb	chr10	14100000	14200000	0.551025294590481	0.584078305820189
100kb	chr10	14200000	14300000	0.673410750628517	0.703766220065408
100kb	chr10	14300000	14400000	0.412101725641771	0.418554516390924
100kb	chr10	14400000	14500000	0.619768774264165	0.656893728470716
100kb	chr10	14500000	14600000	0.604196952335346	0.644500199525725
100kb	chr10	14600000	14700000	0.460450479724992	0.477724214166785
100kb	chr10	14700000	14800000	0.514874895247216	0.631235178908067
100kb	chr10	14800000	14900000	0.452266935745925	0.550053436199929
100kb	chr10	14900000	15000000	0.402849275709326	0.265860001742983
100kb	chr10	15000000	15100000	0.469040207966342	0.56023612837531
100kb	chr10	15100000	15200000	0.378396983119837	0.389130205442695
100kb	chr10	15200000	15300000	0.637953002343042	0.566969548246238
100kb	chr10	15300000	15400000	0.636995262608815	0.576065169229922
100kb	chr10	15400000	15500000	0.473067845598673	0.442332478659921
100kb	chr10	15500000	15600000	0.51511005455696	0.56354320993317
100kb	chr10	15600000	15700000	0.39453318739204	0.529215611626616
100kb	chr10	15700000	15800000	0.547664654273058	0.828563827591426
100kb	chr10	15800000	15900000	0.282541772844658	0.373892861565841
100kb	chr10	15900000	16000000	0.37610097313198	0.365595343482389
100kb	chr10	16000000	16100000	0.413995826991158	0.43321392368485
100kb	chr10	16100000	16200000	0.538476338697816	0.468724915946922
100kb	chr10	16200000	16300000	0.141044278360213	0.374021291917603
100kb	chr10	16300000	16400000	0.407988575533171	0.449744744675874
100kb	chr10	16400000	16500000	0.741333310530006	0.592164831182889
100kb	chr10	16500000	16600000	0.543042704930649	0.439135480260714
100kb	chr10	16600000	16700000	0.459800584905338	0.48248072398024
100kb	chr10	16700000	16800000	0.428255032409229	0.529499993119803
100kb	chr10	16800000	16900000	0.3409895503754	0.325566354917277
100kb	chr10	16900000	17000000	0.292773340630398	0.430925111344528
100kb	chr10	17000000	17100000	0.663115048485574	0.597907502625942
100kb	chr10	17100000	17200000	0.552166886148689	0.456413949370921
100kb	chr10	17200000	17300000	0.392925552838159	0.392923487617938
100kb	chr10	17300000	17400000	0.416732226231807	0.264332597916676
100kb	chr10	17400000	17500000	0.386567700227464	0.392042822348716
100kb	chr10	17500000	17600000	0.697238802141233	0.687483086181353
100kb	chr10	17600000	17700000	0.466928049802466	0.552126669021223
100kb	chr10	17700000	17800000	0.51843221426006	0.425329217446346
100kb	chr10	18200000	18300000	0.620401566588565	0.571143534678489
100kb	chr10	18300000	18400000	0.49369773049888	0.546471146745437
100kb	chr10	18400000	18500000	0.659613312582306	0.561341546760115
100kb	chr10	18500000	18600000	0.450360007525098	0.479678190232872
100kb	chr10	18600000	18700000	0.472366643293257	0.424104542306334
100kb	chr10	18700000	18800000	0.560589865061312	0.479930464138118
100kb	chr10	18800000	18900000	0.498708761608319	0.396615860231083
100kb	chr10	18900000	19000000	0.410814762873903	0.411050514409427
100kb	chr10	19000000	19100000	0.407650801251903	0.606824238476816
100kb	chr10	19100000	19200000	0.28934429033196	0.569872991555704
100kb	chr10	19200000	19300000	0.270578577414445	0.268460716366155
100kb	chr10	19300000	19400000	0.586799439038156	0.509006178417279
100kb	chr10	19400000	19500000	0.332848762634469	0.377910896856667
100kb	chr10	19500000	19600000	0.423440679995211	0.381084961264488
100kb	chr10	19600000	19700000	0.241213593063228	0.321424476072967
100kb	chr10	19700000	19800000	0.284611174770399	0.308641069274415
100kb	chr10	19800000	19900000	0.528377315250295	0.50530463220758
100kb	chr10	19900000	20000000	0.311167074276137	0.396973630496704
100kb	chr10	20000000	20100000	0.553325580202152	0.66029254599412
100kb	chr10	20100000	20200000	0.442561269689248	0.23510093249609
100kb	chr10	20200000	20300000	0.379615535906689	0.451996862629978
100kb	chr10	20300000	20400000	0.265567546305006	0.445047863240022
100kb	chr10	20400000	20500000	0.409249884558157	0.345473059440319
100kb	chr10	20500000	20600000	0.51661934976313	0.413463170303233
100kb	chr10	20600000	20700000	0.416933180551042	0.449987844984565
100kb	chr10	20700000	20800000	0.574370200612269	0.478384713118702
100kb	chr10	20800000	20900000	0.675569940654341	0.494562350642381
100kb	chr10	20900000	21000000	0.312103435891297	0.410059765981552
100kb	chr10	21000000	21100000	0.261078141300816	0.316149658054188
100kb	chr10	21100000	21200000	0.418660532571702	0.425187026699753
100kb	chr10	21200000	21300000	0.325473311556156	0.416224422866107
100kb	chr10	21300000	21400000	0.639547810025483	0.644325901191192
100kb	chr10	21400000	21500000	0.33343452309692	0.29311017030782
100kb	chr10	21500000	21600000	0.514661114056541	0.534017989422843
100kb	chr10	21600000	21700000	0.5528980178208	0.531155827297871
100kb	chr10	21700000	21800000	0.647406406594722	0.630987491801098
100kb	chr10	21800000	21900000	0.907484051923176	0.73899741763257
100kb	chr10	21900000	22000000	0.385361974312052	0.46075306054115
100kb	chr10	22000000	22100000	0.352931367686546	0.493328501905815
100kb	chr10	22100000	22200000	0.458257084708659	0.542054060004495
100kb	chr10	22200000	22300000	0.46268663097946	0.579220886444635
100kb	chr10	22300000	22400000	0.465658189529852	0.531238389666861
100kb	chr10	22400000	22500000	0.410801936002463	0.518849447520147
100kb	chr10	22500000	22600000	0.597415812967112	0.411573409413027
100kb	chr10	22600000	22700000	0.695986044363873	0.594793066595725
100kb	chr10	22700000	22800000	0.577649604077235	0.37586059802676
100kb	chr10	22800000	22900000	0.39161293632741	0.422517510102423
100kb	chr10	22900000	23000000	0.531507071881787	0.686859281615654
100kb	chr10	23000000	23100000	0.680910194797421	0.543645679006683
100kb	chr10	23100000	23200000	0.493129072531683	0.458000981574831
100kb	chr10	23200000	23300000	0.413914590138702	0.433131361315861
100kb	chr10	23300000	23400000	0.519608010808777	0.540985336005908
100kb	chr10	23400000	23500000	0.579107591797643	0.427278606714155
100kb	chr10	23500000	23600000	0.351571719313848	0.294637574134127
100kb	chr10	23600000	23700000	0.6430965777907	0.653806813230161
100kb	chr10	23700000	23800000	0.411977732551179	0.450652930734759
100kb	chr10	23800000	23900000	0.353538506268065	0.439470316534949
100kb	chr10	23900000	24000000	0.569256554531306	0.48506767820858
100kb	chr10	24000000	24100000	0.428160968685331	0.519551227656559
100kb	chr10	24100000	24200000	0.326969779890886	0.511276643564492
100kb	chr10	24200000	24300000	0.296488857724342	0.264144539187311
100kb	chr10	24300000	24400000	0.498392365446119	0.332230972814047
100kb	chr10	24400000	24500000	0.501124489062954	0.623744937321402
100kb	chr10	24500000	24600000	0.528270424654957	0.44896498896875
100kb	chr10	24600000	24700000	0.383767166629612	0.381286780388685
100kb	chr10	24700000	24800000	0.491397444887209	0.448350357999605
100kb	chr10	24800000	24900000	0.575994937661405	0.650669443208557
100kb	chr10	24900000	25000000	0.4214439636743	0.303357077659082
100kb	chr10	25000000	25100000	0.500012826871441	0.526316755115427
100kb	chr10	25100000	25200000	0.589300678969062	0.568900590320938
100kb	chr10	25200000	25300000	0.444250141095586	0.458766976887123
100kb	chr10	25300000	25400000	0.438751688871406	0.300325203997853
100kb	chr10	25400000	25500000	0.585538130013169	0.458046849557603
100kb	chr10	25500000	25600000	0.447751876998854	0.518647628395951
100kb	chr10	25600000	25700000	0.443365086966188	0.434869757862919
100kb	chr10	25700000	25800000	0.338928699697286	0.537141599049615
100kb	chr10	25800000	25900000	0.430615176754289	0.408876372026035
100kb	chr10	25900000	26000000	0.625506661421901	0.476361935078457
100kb	chr10	26000000	26100000	0.677737681927793	0.498672121898751
100kb	chr10	26100000	26200000	0.336936259000188	0.269364315626763
100kb	chr10	26200000	26300000	0.51362641309367	0.614864895856745
100kb	chr10	26300000	26400000	0.350973131979956	0.374209350646968
100kb	chr10	26400000	26500000	0.478241350413025	0.271033910199663
100kb	chr10	26500000	26600000	0.239101434899352	0.259649476875656
100kb	chr10	26600000	26700000	0.299285115698381	0.451579463986753
100kb	chr10	26700000	26800000	0.44370713687127	0.489360921396038
100kb	chr10	26800000	26900000	0.540284927570933	0.626097964837605
100kb	chr10	26900000	27000000	0.495878298643772	0.478054463642744
100kb	chr10	27000000	27100000	0.427998494980418	0.549874551067119
100kb	chr10	27100000	27200000	0.448333361837492	0.316378997968048
100kb	chr10	27200000	27300000	0.610037454464607	0.713811308292472
100kb	chr10	27300000	27400000	0.691278582545193	0.639762036905379
100kb	chr10	27400000	27500000	0.451330574130766	0.513427851956499
100kb	chr10	27500000	27600000	0.265999384310171	0.436365054101286
100kb	chr10	27600000	27700000	0.505733611533923	0.526825889724196
100kb	chr10	27700000	27800000	0.482829094764926	0.635491727709307
100kb	chr10	27800000	27900000	0.651498178584255	0.534715182760977
100kb	chr10	27900000	28000000	0.494971866395307	0.466830568258439
100kb	chr10	28000000	28100000	0.373206375810231	0.466348954439333
100kb	chr10	28100000	28200000	0.329984094679414	0.40084488824266
100kb	chr10	28200000	28300000	0.515635956286022	0.517276175711068
100kb	chr10	28300000	28400000	0.471926254040465	0.370264704128577
100kb	chr10	28400000	28500000	0.557002616681774	0.575620249797034
100kb	chr10	28500000	28600000	0.458047579141797	0.420357128113863
100kb	chr10	28600000	28700000	0.442518513451113	0.381029919685162
100kb	chr10	28700000	28800000	0.4459945956115	0.485338299306935
100kb	chr10	28800000	28900000	0.622368353542782	0.623680722145521
100kb	chr10	28900000	29000000	0.541943869610576	0.596444313975516
100kb	chr10	29000000	29100000	0.699427921533752	0.609553383451749
100kb	chr10	29100000	29200000	0.576328436318859	0.479613975056991
100kb	chr10	29200000	29300000	0.452237006379231	0.407193017058303
100kb	chr10	29300000	29400000	0.770386174342836	0.645238674048354
100kb	chr10	29400000	29500000	0.569991961827231	0.572028786745988
100kb	chr10	29500000	29600000	0.556716149886268	0.721971222427609
100kb	chr10	29600000	29700000	0.601759846761643	0.466977345803309
100kb	chr10	29700000	29800000	0.693258196370851	0.630042611355995
100kb	chr10	29800000	29900000	0.401977048451369	0.386020356210754
100kb	chr10	29900000	30000000	0.520009919447248	0.560768196975465
100kb	chr10	30000000	30100000	0.456820475107318	0.384901177431118
100kb	chr10	30100000	30200000	0.53210565921568	0.599976148648959
100kb	chr10	30200000	30300000	0.760406868362094	0.729878862657499
100kb	chr10	30300000	30400000	0.498721588479759	0.451235454115963
100kb	chr10	30400000	30500000	0.52935643310359	0.436135714187426
100kb	chr10	30500000	30600000	0.655136734449556	0.664998601026525
100kb	chr10	30600000	30700000	0.716808332335688	0.787034955989671
100kb	chr10	30700000	30800000	0.699350960305109	0.510694120183288
100kb	chr10	30800000	30900000	0.528227668416822	0.691753395377425
100kb	chr10	30900000	31000000	0.541969523353457	0.614869482655022
100kb	chr10	31000000	31100000	0.729630928152418	0.58191333703335
100kb	chr10	31100000	31200000	0.423816934890801	0.515482737584684
100kb	chr10	31200000	31300000	0.423312411280806	0.516638610750538
100kb	chr10	31300000	31400000	0.476736330830668	0.637693390882362
100kb	chr10	31400000	31500000	0.414196781310393	0.446699110619814
100kb	chr10	31500000	31600000	0.478780079013528	0.428585844223157
100kb	chr10	31600000	31700000	0.491063946229755	0.489214143851168
100kb	chr10	31700000	31800000	0.379897727078381	0.488562818495805
100kb	chr10	31800000	31900000	0.600075250979118	0.762325873670402
100kb	chr10	31900000	32000000	0.557417352191684	0.767421806556369
100kb	chr10	32000000	32100000	0.684535923791281	0.468463468445121
100kb	chr10	32100000	32200000	0.457008602555113	0.44519922758317
100kb	chr10	32200000	32300000	0.558289579449641	0.552470678892013
100kb	chr10	32300000	32400000	0.69215080980315	0.724993922492283
100kb	chr10	32400000	32500000	0.610007525097912	0.507038441956361
100kb	chr10	32500000	32600000	0.550597732209129	0.678437919978717
100kb	chr10	32600000	32700000	0.529801097980196	0.460065040799571
100kb	chr10	32700000	32800000	0.508615381984232	0.380016237265901
100kb	chr10	32800000	32900000	0.569012843973936	0.625153084392502
100kb	chr10	32900000	33000000	0.510210189666672	0.621240545462051
100kb	chr10	33000000	33100000	0.602931367686546	0.585757073989643
100kb	chr10	33100000	33200000	0.349301363068872	0.657054266410418
100kb	chr10	33200000	33300000	0.648954182415215	0.591770366531051
100kb	chr10	33300000	33400000	0.442185014793658	0.461454840677562
100kb	chr10	33400000	33500000	0.444502402900583	0.502098460211819
100kb	chr10	33500000	33600000	0.376152280617742	0.507290715861607
100kb	chr10	33600000	33700000	0.348848146944639	0.487246407390249
100kb	chr10	33700000	33800000	0.508003967778899	0.527912960915892
100kb	chr10	33800000	33900000	0.368661387696465	0.512102267254388
100kb	chr10	33900000	34000000	0.43787946161345	0.474485934583083
100kb	chr10	34000000	34100000	0.424787501496468	0.399097318099047
100kb	chr10	34100000	34200000	0.43843956833302	0.452542691624965
100kb	chr10	34200000	34300000	0.719912435224299	0.705293623891715
100kb	chr10	34300000	34400000	0.493073489422107	0.522184049867671
100kb	chr10	34400000	34500000	0.476334422192198	0.546168418059142
100kb	chr10	34500000	34600000	0.44317268389458	0.559479306659572
100kb	chr10	34600000	34700000	0.350665287065383	0.442327891861644
100kb	chr10	34700000	34800000	0.725851276701271	0.699826160345294
100kb	chr10	34800000	34900000	0.402631218894837	0.421719407202191
100kb	chr10	34900000	35000000	0.535560363256999	0.516147823334878
100kb	chr10	35000000	35100000	0.483333618374921	0.509437337455336
100kb	chr10	35100000	35200000	0.76574284688136	0.461106244008495
100kb	chr10	35200000	35300000	0.568025174873014	0.463303320383273
100kb	chr10	35300000	35400000	0.771805681448923	0.67406211442227
100kb	chr10	35400000	35500000	0.497447452583332	0.590963090034264
100kb	chr10	35500000	35600000	0.516602247267876	0.454414105322062
100kb	chr10	35600000	35700000	0.584135725402336	0.545700564634868
100kb	chr10	35700000	35800000	0.533939901831677	0.557300577477903
100kb	chr10	35800000	35900000	0.560166578303775	0.73036965007316
100kb	chr10	35900000	36000000	0.562150467753246	0.702050757509736
100kb	chr10	36000000	36100000	0.46324673769903	0.51211602764922
100kb	chr10	36100000	36200000	0.527778727916403	0.595462739144195
100kb	chr10	36200000	36300000	0.598869525063707	0.65100886628107
100kb	chr10	36300000	36400000	0.474162405294933	0.280487301448969
100kb	chr10	36400000	36500000	0.59910468437345	0.600081645009334
100kb	chr10	36500000	36600000	0.590117323117443	0.713880110266631
100kb	chr10	36600000	36700000	0.281036753262301	0.414064040877546
100kb	chr10	36700000	36800000	0.417061449265448	0.394134402363118
100kb	chr10	36800000	36900000	0.250290742419319	0.34781232656169
100kb	chr10	36900000	37000000	0.413722187067093	0.530591651109776
100kb	chr10	37000000	37100000	0.504574917480461	0.540370705036763
100kb	chr10	37100000	37200000	0.630047373911854	0.503969873908916
100kb	chr10	49300000	49400000	0.741025465615434	0.822949586500135
100kb	chr10	49400000	49500000	0.534842058456329	0.666865427925345
100kb	chr10	49500000	49600000	0.625724718236391	0.578101707664998
100kb	chr10	49600000	49700000	0.527800106035471	0.55316328543187
100kb	chr10	49700000	49800000	0.454609977595731	0.481567951123078
100kb	chr10	49800000	49900000	0.48031502796258	0.590059490773655
100kb	chr10	49900000	50000000	0.574254758769304	0.520294288977465
100kb	chr10	50000000	50100000	0.547908364830429	0.540123017929794
100kb	chr10	50100000	50200000	0.679721571377264	0.503850617153708
100kb	chr10	50200000	50300000	0.596714610661696	0.48970034446855
100kb	chr10	50300000	50400000	0.427442663884661	0.448841145415266
100kb	chr10	50400000	50500000	0.474919190709925	0.512372888352743
100kb	chr10	50500000	50600000	0.614548237587864	0.52334909663008
100kb	chr10	50600000	50700000	0.519265960903696	0.499873863047377
100kb	chr10	50700000	50800000	0.400194113321134	0.431833297403414
100kb	chr10	50800000	50900000	0.547416668091875	0.410756959319686
100kb	chr10	50900000	51000000	0.530579261514255	0.463184063628066
100kb	chr10	51000000	51100000	NA	0.956985005756432
100kb	chr10	51400000	51500000	0.844717894340784	0.439928996362669
100kb	chr10	51500000	51600000	0.539955704537292	0.601122848218258
100kb	chr10	51800000	51900000	0.302526038549024	0.249292486365742
100kb	chr10	52000000	52100000	0.413380137162012	0.38383245343253
100kb	chr10	52100000	52200000	0.298370132202288	0.345436365054101
100kb	chr10	52200000	52300000	0.482243334302475	0.574404748253577
100kb	chr10	52300000	52400000	0.328064339587146	0.26861666750758
100kb	chr10	52400000	52500000	0.797942569820937	0.973534173940564
100kb	chr10	52500000	52600000	0.152968993176105	0.175651440025319
100kb	chr10	52600000	52700000	0.372133194233038	0.22768407968186
100kb	chr10	52700000	52800000	0.268269740555147	0.288179362159831
100kb	chr10	52800000	52900000	0.319076978331139	0.260424645784503
100kb	chr10	52900000	53000000	0.42088385695473	0.363980790488815
100kb	chr10	53000000	53100000	0.228780079013528	0.318401776008293
100kb	chr10	53100000	53200000	0.456529732687999	0.323396799332162
100kb	chr10	53200000	53300000	0.473012262489097	0.463606049069568
100kb	chr10	53300000	53400000	0.418297104547554	0.430191223620177
100kb	chr10	53400000	53500000	0.448893468557063	0.472885141984341
100kb	chr10	53500000	53600000	0.629978963930838	0.53847635734828
100kb	chr10	53600000	53700000	0.353961793025602	0.290009494672434
100kb	chr10	53700000	53800000	0.365433291717262	0.417251865680199
100kb	chr10	53800000	53900000	0.441881445502899	0.562685478655334
100kb	chr10	53900000	54000000	0.491632604196952	0.345739093740396
100kb	chr10	54000000	54100000	0.580796463203981	0.652173913043478
100kb	chr10	54100000	54200000	0.556339894990679	0.652545443703931
100kb	chr10	54200000	54300000	0.483410579603564	0.550833191907053
100kb	chr10	54300000	54400000	0.40167347916061	0.431503047927455
100kb	chr10	54400000	54500000	0.329475295445606	0.464115183678337
100kb	chr10	54500000	54600000	0.601725641771135	0.256842356330011
100kb	chr10	54600000	54700000	0.215200697781807	0.142066903039671
100kb	chr10	54700000	54800000	0.277586324844795	0.289940692698276
100kb	chr10	54800000	54900000	0.459612457457543	0.501112298582221
100kb	chr10	54900000	55000000	0.40593200047887	0.487939013930107
100kb	chr10	55000000	55100000	0.330877700056438	0.368241926088332
100kb	chr10	55100000	55200000	0.312210326486634	0.330024722842714
