chrom	start	end	layer	damid_sig_over_ctrl
chr3	87200001	87300000	3	-0.314895866066217
chr3	87600001	87700000	3	1.19890616983175
chr3	88200001	88300000	3	-0.457792478334159
chr3	97300001	97400000	3	-0.0510283798910677
chr3	97400001	97500000	3	-0.848506969213486
chr3	97600001	97700000	3	-0.838979507982731
chr3	97800001	97900000	3	1.35337788164616
chr3	98200001	98300000	3	0.619315082393587
chr3	98400001	98500000	3	0.163475551875308
chr3	99500001	99600000	3	-1.21486787647009
chr3	102400001	102500000	3	0.622977942042053
chr3	102500001	102600000	3	1.32195509672165
chr3	102800001	102900000	3	1.3622193813324
chr3	105700001	105800000	3	0.786466538906097
chr3	106200001	106300000	3	1.47557214200497
chr3	111600001	111700000	3	-0.145388414151967
chr3	114100001	114200000	3	-1.93958180546761
chr3	114300001	114400000	3	-1.75184145271778
chr3	115500001	115600000	3	-0.46765125002712
chr3	116500001	116600000	3	-0.680558498576284
chr3	116600001	116700000	3	0.791339372098446
chr3	116900001	1.17e+08	3	-0.84174961745739
chr3	117400001	117500000	3	0.661752505972982
chr3	118200001	118300000	3	-0.736958322301507
chr3	118700001	118800000	3	0.312961195409298
chr3	133100001	133200000	3	-0.684383826889098
chr3	143600001	143700000	3	-0.279308033687994
chr3	144300001	144400000	3	-0.134681553114206
chr3	144700001	144800000	3	0.4021985439118
chr3	145200001	145300000	3	0.198670284822583
chr3	145300001	145400000	3	0.372907710820437
chr3	145600001	145700000	3	-0.221348499599844
chr3	145700001	145800000	3	-0.106958823185414
chr3	145800001	145900000	3	-0.711806139722467
chr3	145900001	1.46e+08	3	-0.328235813416541
chr3	146000001	146100000	3	0.0534599123522639
chr3	146200001	146300000	3	-0.535530443489552
chr3	146300001	146400000	3	0.0827746812312398
chr3	146500001	146600000	3	1.01750029232353
chr3	146700001	146800000	3	1.94844203591347
chr3	147000001	147100000	3	0.554232412204146
chr3	147100001	147200000	3	0.705126785859466
chr3	147500001	147600000	3	1.30251873731613
chr3	147600001	147700000	3	1.63263532072306
chr3	147900001	1.48e+08	3	1.96824144423008
chr3	148000001	148100000	3	1.54646145999432
chr3	148300001	148400000	3	1.77171960473061
chr3	148400001	148500000	3	-0.00183955295942724
chr3	148500001	148600000	3	0.713135162740946
chr3	148600001	148700000	3	-0.0394872277975082
chr3	149500001	149600000	3	-1.3590233027935
chr3	151800001	151900000	3	1.37998617291451
chr3	152000001	152100000	3	-1.28649925291538
chr3	152300001	152400000	3	0.815002408996224
chr3	152700001	152800000	3	-0.151629456970841
chr3	153400001	153500000	3	0.325012887455523
chr3	153800001	153900000	3	-0.873178473114967
chr3	154300001	154400000	3	-0.51824708674103
chr3	154700001	154800000	3	-1.19232781454921
chr3	154800001	154900000	3	-1.05979941021651
chr3	156500001	156600000	3	-1.02615820746869
chr3	156900001	1.57e+08	3	0.0376154489815235
chr3	157200001	157300000	3	0.954569156654179
chr3	157500001	157600000	3	1.72752374708653
chr3	158100001	158200000	3	0.69444315135479
chr3	158200001	158300000	3	0.354205185547471
chr3	158300001	158400000	3	-0.264538595452905
chr3	158500001	158600000	3	0.00324261765927076
chr3	158600001	158700000	3	0.24077544733882
chr3	158800001	158900000	3	-0.0820503360300791
chr3	158900001	1.59e+08	3	-0.157803424820304
chr3	159000001	159100000	3	1.45216231048107
chr3	159300001	159400000	3	0.681144893169403
chr3	159500001	159600000	3	-0.485637478530407
chr3	160300001	160400000	3	1.00846481025219
chr3	160800001	160900000	3	1.58628361970186
chr3	161100001	161200000	3	1.42600200399756
chr3	161300001	161400000	3	-0.0184551016893238
chr3	161400001	161500000	3	0.370079184696078
chr3	161500001	161600000	3	0.343903620168567
chr3	161600001	161700000	3	1.71976015269756
chr3	161900001	1.62e+08	3	1.34082523137331
chr3	162300001	162400000	3	-0.24163429196924
chr3	162700001	162800000	3	0.911972190439701
chr3	162800001	162900000	3	1.72547124624252
chr3	163000001	163100000	3	1.94854926764965
chr3	163100001	163200000	3	1.35611945390701
chr3	163300001	163400000	3	1.48971650898457
chr3	163700001	163800000	3	1.61352500021458
chr3	163800001	163900000	3	1.63623982518911
chr3	164600001	164700000	3	0.643711702525616
chr3	164700001	164800000	3	1.45582884550095
chr3	164800001	164900000	3	2.06866010725498
chr3	165200001	165300000	3	1.82855532169342
chr3	165300001	165400000	3	1.69016612172127
chr3	165900001	1.66e+08	3	1.13998380452394
chr3	166200001	166300000	3	0.859163255989552
chr3	166300001	166400000	3	0.450572181399912
chr3	166500001	166600000	3	1.13875090144575
chr3	166600001	166700000	3	1.4078144595027
chr3	166700001	166800000	3	0.792368567734957
chr3	166800001	166900000	3	1.23918152153492
chr3	166900001	1.67e+08	3	0.807884760946035
chr3	167000001	167100000	3	1.25447223484516
chr3	167100001	167200000	3	1.10280121974647
chr3	167300001	167400000	3	1.08080633752979
chr3	167400001	167500000	3	-0.171954625658691
chr3	167500001	167600000	3	-0.367527874186635
chr3	167800001	167900000	3	-1.08277683109045
chr3	168100001	168200000	3	-1.00922649987042
chr3	168200001	168300000	3	-1.37694676667452
chr3	168800001	168900000	3	-1.60714716762304
chr3	171800001	171900000	3	-1.31557591408491
chr3	172500001	172600000	3	-0.565125403460115
chr3	172900001	1.73e+08	3	-0.16929267232772
chr3	173000001	173100000	3	-0.342396345268935
chr3	173200001	173300000	3	-0.409528450947255
chr3	173300001	173400000	3	-1.002749979496
chr3	173500001	173600000	3	-1.01684935688972
chr3	173600001	173700000	3	-1.22520837243646
chr3	173700001	173800000	3	-0.640702496096492
chr3	173900001	1.74e+08	3	-1.02230150811374
chr3	174000001	174100000	3	-0.860132536571473
chr3	174300001	174400000	3	-0.025176158407703
chr3	174400001	174500000	3	0.181631145719439
chr3	174700001	174800000	3	1.27856322079897
chr3	174900001	1.75e+08	3	0.973758795112371
chr3	175100001	175200000	3	0.500416222400963
chr3	175200001	175300000	3	-0.09468815010041
chr3	175300001	175400000	3	0.831437971442938
chr3	175400001	175500000	3	0.915365616232157
chr3	175600001	175700000	3	0.307360875420272
chr3	175700001	175800000	3	0.815957307443023
chr3	175900001	1.76e+08	3	1.1336771056056
chr3	176000001	176100000	3	0.743067376222462
chr3	176100001	176200000	3	1.00856947302818
chr3	176200001	176300000	3	1.05526964813471
chr3	176500001	176600000	3	1.08474435918033
chr3	176600001	176700000	3	0.136117838136852
chr3	176700001	176800000	3	-0.878627730114386
chr3	176900001	1.77e+08	3	-0.490488764643669
chr3	177100001	177200000	3	-0.34724591691047
chr3	177200001	177300000	3	0.131225366145372
chr3	177400001	177500000	3	1.30330337351188
chr3	177500001	177600000	3	1.65694379806519
chr3	178000001	178100000	3	1.76502533853054
chr3	178100001	178200000	3	0.818607536726631
chr3	178400001	178500000	3	0.665277498401702
chr3	178500001	178600000	3	0.695355767756701
chr3	178700001	178800000	3	-0.686504191532731
chr3	178900001	1.79e+08	3	-0.677262495085597
chr3	179000001	179100000	3	-1.1416137965396
chr3	179200001	179300000	3	-0.494917364418507
chr3	179400001	179500000	3	-1.26422018259764
chr3	179500001	179600000	3	-0.519376653060317
chr3	179600001	179700000	3	-0.052934385323897
chr3	179700001	179800000	3	0.954981705546379
chr3	180100001	180200000	3	1.66282965838909
chr3	180300001	180400000	3	0.186666851997143
chr3	180600001	180700000	3	-0.709526637196541
chr3	180900001	1.81e+08	3	0.543688168283552
chr3	181300001	181400000	3	-1.2093947738409
chr3	181700001	181800000	3	0.178766122227535
chr3	186500001	186600000	3	-1.76914069950581
chr3	187400001	187500000	3	-0.561323403008282
chr3	187500001	187600000	3	0.10001166574657
chr3	187700001	187800000	3	0.221133409067988
chr3	187900001	1.88e+08	3	-0.442558763734996
chr3	188000001	188100000	3	0.136721540725557
chr3	188100001	188200000	3	1.00012625604868
chr3	188200001	188300000	3	1.18769340962172
chr3	188300001	188400000	3	1.44223174154758
chr3	188600001	188700000	3	0.216111804079264
chr3	188800001	188900000	3	1.52993605667725
chr3	188900001	1.89e+08	3	1.58211852908134
chr3	189200001	189300000	3	2.21177931129932
chr3	189300001	189400000	3	2.28156195580959
chr3	189400001	189500000	3	2.27996403574944
chr3	189600001	189700000	3	1.66667394675314
chr3	189700001	189800000	3	1.77443157434464
chr3	189800001	189900000	3	1.90282100439072
chr3	190100001	190200000	3	2.02944863587618
chr3	190300001	190400000	3	2.10555223822594
chr3	190500001	190600000	3	1.913664072752
chr3	190800001	190900000	3	1.92981677055359
chr3	190900001	1.91e+08	3	0.918711396306753
chr3	191000001	191100000	3	0.00716271325945854
chr3	191100001	191200000	3	0.601661545754178
chr3	191200001	191300000	3	1.02314650453627
chr3	191400001	191500000	3	0.690865309908986
chr3	191500001	191600000	3	1.96976976394653
chr3	191600001	191700000	3	1.76152746081352
chr3	191700001	191800000	3	1.55724354088306
chr3	191800001	191900000	3	1.42873384654522
chr3	191900001	1.92e+08	3	1.48776351511478
chr3	192000001	192100000	3	1.76793504208326
chr3	192300001	192400000	3	1.9094022333622
chr3	192400001	192500000	3	1.38990008831024
chr3	192700001	192800000	3	-0.975797715783119
chr3	192900001	1.93e+08	3	-0.526829587854445
chr3	193300001	193400000	3	-1.223174764961
chr3	200001	3e+05	4	-0.767088614916429
chr3	800001	9e+05	4	2.02238189280033
chr3	1100001	1200000	4	1.37045648097992
chr3	2500001	2600000	4	2.28221890926361
chr3	2600001	2700000	4	2.06973633468151
chr3	3700001	3800000	4	1.7808234423399
chr3	3800001	3900000	4	0.336634016036987
chr3	4100001	4200000	4	2.09104853272438
chr3	4200001	4300000	4	1.81521378904581
chr3	4500001	4600000	4	-0.463767020707019
chr3	4600001	4700000	4	-0.258282068371773
chr3	4700001	4800000	4	-0.295497275795788
chr3	4900001	5e+06	4	-0.310211870446801
chr3	5100001	5200000	4	-1.12341028247029
chr3	5300001	5400000	4	1.13712890446186
chr3	5400001	5500000	4	1.52477471232414
chr3	5500001	5600000	4	1.61907760202885
chr3	5700001	5800000	4	1.57179265767336
chr3	5800001	5900000	4	1.749504083395
chr3	6000001	6100000	4	1.66700589954853
chr3	6200001	6300000	4	1.36732013821602
chr3	6300001	6400000	4	1.39161533266306
chr3	6400001	6500000	4	1.19394175857306
chr3	6500001	6600000	4	1.0957008600235
chr3	6600001	6700000	4	1.57651669979095
chr3	6800001	6900000	4	0.785933800972998
chr3	7000001	7100000	4	0.925174089893699
chr3	7100001	7200000	4	1.83860978782177
chr3	7200001	7300000	4	1.77310917973518
chr3	7300001	7400000	4	1.63395130038261
chr3	7400001	7500000	4	1.4770398914814
chr3	7800001	7900000	4	1.72301177829504
chr3	7900001	8e+06	4	1.57494983896613
chr3	8000001	8100000	4	1.67109061256051
chr3	8100001	8200000	4	1.59128926843405
chr3	8300001	8400000	4	1.26513120234013
chr3	8400001	8500000	4	0.774719453323633
chr3	8600001	8700000	4	0.116949108242989
chr3	8800001	8900000	4	-0.187555406009778
chr3	8900001	9e+06	4	-1.08921907693148
chr3	9200001	9300000	4	-1.15024265050888
chr3	15700001	15800000	4	-0.659989239647985
chr3	16500001	16600000	4	-1.09739040285349
chr3	16600001	16700000	4	-1.73042633235455
chr3	16900001	1.7e+07	4	-1.98737473189831
chr3	17000001	17100000	4	-1.62963577210903
chr3	17200001	17300000	4	-1.06288575828075
chr3	17300001	17400000	4	-0.314266261924058
chr3	17700001	17800000	4	-0.737706147320569
chr3	17900001	1.8e+07	4	0.0827824648469687
chr3	18100001	18200000	4	-0.342825291492045
chr3	18300001	18400000	4	0.372873349208385
chr3	18600001	18700000	4	2.149244338274
chr3	19000001	19100000	4	1.26492809727788
chr3	19200001	19300000	4	1.01356186196208
chr3	19600001	19700000	4	2.2272421002388
chr3	19700001	19800000	4	1.95980262905359
chr3	19800001	19900000	4	1.44272094666958
chr3	20400001	20500000	4	1.75267306119204
chr3	20500001	20600000	4	1.70703401565552
chr3	20600001	20700000	4	2.02323070168495
chr3	21100001	21200000	4	2.1546883046627
chr3	22000001	22100000	4	2.11149011254311
chr3	22200001	22300000	4	1.90793687999249
chr3	22400001	22500000	4	1.9356127768755
chr3	23200001	23300000	4	-1.3101871214807
chr3	23300001	23400000	4	-0.698314422741532
chr3	23700001	23800000	4	-1.12857974767685
chr3	24000001	24100000	4	-0.864672455564141
chr3	24300001	24400000	4	-0.393650524923578
chr3	24500001	24600000	4	-1.3807519890368
chr3	24600001	24700000	4	-0.89175854306668
chr3	25700001	25800000	4	-0.116124828532338
chr3	25900001	2.6e+07	4	0.881123621761799
chr3	26200001	26300000	4	1.92970371544361
chr3	26300001	26400000	4	1.92857879400253
chr3	26600001	26700000	4	1.92256093323231
chr3	26700001	26800000	4	1.40700867772102
chr3	26800001	26900000	4	1.75850691497326
chr3	26900001	2.7e+07	4	1.90514187812805
chr3	27000001	27100000	4	0.635968261444941
chr3	27600001	27700000	4	-0.978557542338967
chr3	28100001	28200000	4	2.18412685990334
chr3	28400001	28500000	4	1.83467145562172
chr3	28600001	28700000	4	1.09629323557019
chr3	28800001	28900000	4	1.62617461979389
chr3	28900001	2.9e+07	4	1.79774699807167
chr3	29200001	29300000	4	0.891786047816277
chr3	29600001	29700000	4	0.268027103028726
chr3	29800001	29900000	4	0.379477756470442
chr3	30100001	30200000	4	-1.19145817756653
chr3	30300001	30400000	4	-0.338447321951389
chr3	30500001	30600000	4	-0.17359511628747
chr3	30600001	30700000	4	-0.570467199757695
chr3	30800001	30900000	4	-0.381325696373824
chr3	30900001	3.1e+07	4	-0.309223505854607
chr3	31000001	31100000	4	-0.244457374885678
chr3	31200001	31300000	4	-0.280719027481973
chr3	31400001	31500000	4	-0.154540115315467
chr3	31500001	31600000	4	-0.974674774892628
chr3	32000001	32100000	4	-1.39714127257466
chr3	33400001	33500000	4	-1.65655411481857
chr3	33600001	33700000	4	-1.13480723574758
chr3	33900001	3.4e+07	4	0.135491006448865
chr3	34000001	34100000	4	1.19503606557846
chr3	34200001	34300000	4	1.54945023357868
chr3	34300001	34400000	4	1.45355256646872
chr3	34400001	34500000	4	1.67760475873947
chr3	34500001	34600000	4	1.77958387434483
chr3	34600001	34700000	4	1.60077144801617
chr3	34700001	34800000	4	1.64789669811726
chr3	34800001	34900000	4	1.73218592405319
chr3	34900001	3.5e+07	4	1.54490712881088
chr3	35000001	35100000	4	1.49241952598095
chr3	35300001	35400000	4	1.64483056664467
chr3	35400001	35500000	4	1.65970724672079
chr3	35500001	35600000	4	1.02641747146845
chr3	35600001	35700000	4	0.285410806164145
chr3	35700001	35800000	4	0.633127407729626
chr3	35800001	35900000	4	0.494045124202967
chr3	36000001	36100000	4	1.27973584588617
chr3	36200001	36300000	4	1.82024686336517
chr3	36300001	36400000	4	1.80300507545471
chr3	36400001	36500000	4	1.44143983870745
chr3	36500001	36600000	4	1.6497975975275
chr3	36600001	36700000	4	1.72461416721344
chr3	36900001	3.7e+07	4	-0.438021256029606
chr3	37000001	37100000	4	-1.37348795682192
chr3	37200001	37300000	4	-1.43687840402126
chr3	39800001	39900000	4	-0.0968556333798915
chr3	40100001	40200000	4	-0.253606779780239
chr3	40300001	40400000	4	-0.388413271773607
chr3	40700001	40800000	4	0.906918479502201
chr3	41200001	41300000	4	-0.693913978897035
chr3	62900001	6.3e+07	4	-0.605792099609971
chr3	64000001	64100000	4	-1.30471842885017
chr3	64400001	64500000	4	-0.996311291866004
chr3	65200001	65300000	4	-0.100247443374246
chr3	67000001	67100000	4	-0.573369759321213
chr3	67500001	67600000	4	-0.498344336822629
chr3	67600001	67700000	4	-0.756228042580187
chr3	68600001	68700000	4	1.23688711225986
chr3	69300001	69400000	4	-1.67864232063293
chr3	71000001	71100000	4	-1.68584095537663
chr3	73800001	73900000	4	-1.13559591770172
chr3	73900001	7.4e+07	4	-1.48596449666657
chr3	74000001	74100000	4	-1.61613675057888
chr3	74100001	74200000	4	-1.31270587928593
chr3	74200001	74300000	4	-0.442032770067453
chr3	74300001	74400000	4	-0.384328189864755
chr3	74500001	74600000	4	-0.00929886251688004
chr3	74700001	74800000	4	0.201102542504668
chr3	74900001	7.5e+07	4	0.183679529651999
chr3	75900001	7.6e+07	4	0.628514992073178
chr3	76100001	76200000	4	0.22042629532516
chr3	76400001	76500000	4	0.487979175243527
chr3	76500001	76600000	4	0.502927249856293
chr3	76700001	76800000	4	-1.12046013921499
chr3	77000001	77100000	4	-0.82459569349885
chr3	77100001	77200000	4	-0.840188051015139
chr3	77300001	77400000	4	-1.26074089705944
chr3	77500001	77600000	4	-0.2316919837147
chr3	77800001	77900000	4	-0.541686915419996
chr3	78000001	78100000	4	-0.470395874790847
chr3	78200001	78300000	4	-0.838812792301178
chr3	78300001	78400000	4	-1.26359134912491
chr3	78500001	78600000	4	-0.406030490994453
chr3	78700001	78800000	4	-1.3415513753891
chr3	78800001	78900000	4	-1.41816007345915
chr3	79200001	79300000	4	-0.982953524589539
chr3	79300001	79400000	4	-0.543684965383727
chr3	79400001	79500000	4	-0.52998265234055
chr3	79600001	79700000	4	0.202956052310765
chr3	79800001	79900000	4	0.163237250130624
chr3	80100001	80200000	4	0.211043322831392
chr3	80200001	80300000	4	0.564973151055165
chr3	80300001	80400000	4	0.647466894582612
chr3	80400001	80500000	4	0.303475887794048
chr3	80800001	80900000	4	1.16929032951593
chr3	81000001	81100000	4	1.28378583788872
chr3	81200001	81300000	4	0.0913319040089846
chr3	81500001	81600000	4	0.371459172479808
chr3	81600001	81700000	4	0.653219544328749
chr3	81700001	81800000	4	0.72721654321067
chr3	81800001	81900000	4	0.0794312506914139
chr3	82000001	82100000	4	-0.130814819410443
chr3	82200001	82300000	4	0.12134653031826
chr3	82300001	82400000	4	0.442153699323535
chr3	82400001	82500000	4	1.28187481015921
chr3	82700001	82800000	4	1.24158187508583
chr3	82800001	82900000	4	1.48666452765465
chr3	83000001	83100000	4	1.337266471982
chr3	83300001	83400000	4	1.70991208553314
chr3	83700001	83800000	4	1.46430274099112
chr3	84000001	84100000	4	1.20003600120544
chr3	84300001	84400000	4	0.992147808521986
chr3	84500001	84600000	4	0.647014099499211
chr3	84700001	84800000	4	1.01049576401711
chr3	84900001	8.5e+07	4	0.606354049127549
chr3	85200001	85300000	4	-0.00467770155519247
chr3	85400001	85500000	4	0.113149308413267
chr3	85700001	85800000	4	-0.0564785118476721
chr3	85800001	85900000	4	-0.30196751318872
chr3	85900001	8.6e+07	4	-0.193812156352215
chr3	86100001	86200000	4	0.392515652999282
chr3	86200001	86300000	4	0.127161788009107
chr3	86500001	86600000	4	1.1204756712541
chr3	86600001	86700000	4	0.846479251421988
chr3	86700001	86800000	4	0.66375204063952
chr3	86800001	86900000	4	-0.00190831646323204
chr3	86900001	8.7e+07	4	0.0383489698171616
chr3	87300001	87400000	4	0.393860538306762
chr3	87400001	87500000	4	1.63017262220383
chr3	87500001	87600000	4	1.30305895060301
chr3	87800001	87900000	4	1.12208249270916
chr3	88000001	88100000	4	0.445428994111717
chr3	88300001	88400000	4	0.759829239104874
chr3	95600001	95700000	4	0.532443286478519
chr3	95900001	9.6e+07	4	1.25818252116442
chr3	96800001	96900000	4	1.02002846598625
chr3	97100001	97200000	4	0.138657379965298
chr3	97200001	97300000	4	0.129920388944447
chr3	97500001	97600000	4	-0.415642922744155
chr3	97700001	97800000	4	-0.458996026404202
chr3	98000001	98100000	4	1.31889566220343
chr3	98100001	98200000	4	1.76661711186171
chr3	98600001	98700000	4	0.514422415941954
chr3	98700001	98800000	4	0.901036082534119
chr3	99000001	99100000	4	1.45875020623207
chr3	99100001	99200000	4	1.50531223714352
chr3	99200001	99300000	4	1.49902501702309
chr3	99300001	99400000	4	1.13572764620185
chr3	99600001	99700000	4	-1.14790099859238
chr3	99700001	99800000	4	-1.25783555395901
chr3	100100001	100200000	4	-0.549095730297267
chr3	100200001	100300000	4	0.521580439805985
chr3	100600001	100700000	4	1.23141317144036
chr3	100700001	100800000	4	1.6271880351007
chr3	100900001	1.01e+08	4	1.40004131793976
chr3	101000001	101100000	4	0.701928615197539
chr3	101200001	101300000	4	-1.08692093119025
chr3	101300001	101400000	4	-1.50949472784996
chr3	101400001	101500000	4	-1.51507645398378
chr3	101600001	101700000	4	1.55361135601997
chr3	101700001	101800000	4	2.01651646792889
chr3	102000001	102100000	4	1.95920414924622
chr3	102100001	102200000	4	1.65665070712566
chr3	102200001	102300000	4	0.649694166053087
chr3	102300001	102400000	4	0.926391427963972
chr3	103000001	103100000	4	1.56440800130367
chr3	103200001	103300000	4	1.32092823982239
chr3	103700001	103800000	4	1.3440207451582
chr3	103800001	103900000	4	0.901037353277206
chr3	103900001	1.04e+08	4	1.32995266020298
chr3	104100001	104200000	4	1.30015167593956
chr3	104300001	104400000	4	1.45049825906754
chr3	104400001	104500000	4	1.38999997079372
chr3	104600001	104700000	4	1.46933324933052
chr3	104900001	1.05e+08	4	1.3779361858964
chr3	105000001	105100000	4	1.22782679349184
chr3	105300001	105400000	4	1.02500896118581
chr3	105500001	105600000	4	-0.653412561491132
chr3	105600001	105700000	4	0.387801441177726
chr3	105900001	1.06e+08	4	1.51835959553719
chr3	106100001	106200000	4	1.64028969109058
chr3	106400001	106500000	4	1.43118806481361
chr3	106500001	106600000	4	0.988112077862024
chr3	106600001	106700000	4	0.959649810194969
chr3	106700001	106800000	4	1.43438200503588
chr3	106800001	106900000	4	0.791600332781673
chr3	106900001	1.07e+08	4	-0.486183968558908
chr3	107800001	107900000	4	-0.429585478443187
chr3	108300001	108400000	4	-0.626361251249909
chr3	108500001	108600000	4	-0.876382257789373
chr3	108800001	108900000	4	-0.392809705389664
chr3	108900001	1.09e+08	4	-0.417423472460359
chr3	109000001	109100000	4	-1.44809897243977
chr3	109500001	109600000	4	0.356435225717723
chr3	109600001	109700000	4	0.0931179206818342
chr3	109700001	109800000	4	0.0488791082054377
chr3	109800001	109900000	4	0.51760240867734
chr3	109900001	1.1e+08	4	0.158345459168777
chr3	110000001	110100000	4	0.152114529535174
chr3	110200001	110300000	4	0.335760992392898
chr3	110600001	110700000	4	-0.0859385694609955
chr3	110700001	110800000	4	-0.570479427557439
chr3	110800001	110900000	4	-0.231872062664479
chr3	111000001	111100000	4	0.010533898556605
chr3	111200001	111300000	4	0.216169063746929
chr3	111500001	111600000	4	-0.118926499527879
chr3	111700001	111800000	4	-0.687476039305329
chr3	111800001	111900000	4	-0.427924332767725
chr3	112000001	112100000	4	-0.831604859232903
chr3	112200001	112300000	4	-0.677363179344684
chr3	112300001	112400000	4	-0.967337329313159
chr3	112400001	112500000	4	0.0608694548136555
chr3	113400001	113500000	4	-1.98097247518599
chr3	114000001	114100000	4	-1.93461955487728
chr3	114200001	114300000	4	-1.55401507914066
chr3	114400001	114500000	4	-1.68272667378187
chr3	114700001	114800000	4	-0.145473672251683
chr3	115000001	115100000	4	0.592755556851625
chr3	115100001	115200000	4	0.0111082650721073
chr3	115600001	115700000	4	1.32740518152714
chr3	115700001	115800000	4	1.46904934346676
chr3	115800001	115900000	4	1.31395404934883
chr3	115900001	1.16e+08	4	1.43745962679386
chr3	116700001	116800000	4	-1.05705904513597
chr3	116800001	116900000	4	-1.40672938227654
chr3	117000001	117100000	4	0.126432735286653
chr3	117100001	117200000	4	-0.303456945344806
chr3	117200001	117300000	4	0.472790631558746
chr3	117300001	117400000	4	1.13346705287695
chr3	117500001	117600000	4	1.42852636873722
chr3	118000001	118100000	4	1.34433899223804
chr3	118100001	118200000	4	0.194929027371109
chr3	118400001	118500000	4	-0.0534876564517617
chr3	118600001	118700000	4	0.61527184471488
chr3	118800001	118900000	4	0.716055899311323
chr3	119300001	119400000	4	-1.42483776435256
chr3	119700001	119800000	4	-0.89139090180397
chr3	119800001	119900000	4	-0.66249081119895
chr3	120000001	120100000	4	-0.534053864423186
chr3	120300001	120400000	4	-0.774497443903238
chr3	120400001	120500000	4	-0.531693434109911
chr3	120600001	120700000	4	1.02393641431117
chr3	121100001	121200000	4	-0.148980227857828
chr3	121200001	121300000	4	-1.13294657832012
chr3	129900001	1.3e+08	4	0.9207290135324
chr3	130600001	130700000	4	-1.22069809138775
chr3	131100001	131200000	4	-0.0475914254784584
chr3	131500001	131600000	4	0.816657493077219
chr3	131900001	1.32e+08	4	1.13455103635788
chr3	132000001	132100000	4	0.789239206910133
chr3	132200001	132300000	4	-0.600341954082251
chr3	132300001	132400000	4	-0.524562540103216
chr3	132400001	132500000	4	-0.0104935735464096
chr3	136500001	136600000	4	-1.80821900367737
chr3	142200001	142300000	4	-1.09119101762772
chr3	143200001	143300000	4	-0.554025665065274
chr3	143400001	143500000	4	-0.341224738955498
chr3	143800001	143900000	4	-0.67426695432514
chr3	143900001	1.44e+08	4	0.222367698140442
chr3	144000001	144100000	4	0.0878252890426666
chr3	144100001	144200000	4	0.382281430065632
chr3	144200001	144300000	4	0.00364127731882036
chr3	144400001	144500000	4	-0.241965070366859
chr3	144600001	144700000	4	-0.311843116208911
chr3	144800001	144900000	4	0.0556983945891261
chr3	144900001	1.45e+08	4	0.314900909736753
chr3	145000001	145100000	4	0.570767866075039
chr3	145100001	145200000	4	0.645210186764598
chr3	145400001	145500000	4	-0.507296957354993
chr3	146100001	146200000	4	0.702745511382818
chr3	146400001	146500000	4	1.67267363965511
chr3	146600001	146700000	4	1.66993141770363
chr3	147400001	147500000	4	1.83477350771427
chr3	147700001	147800000	4	0.933775314688683
chr3	148100001	148200000	4	1.51486918181181
chr3	148200001	148300000	4	1.75040068924427
chr3	148700001	148800000	4	-1.55952671468258
chr3	148900001	1.49e+08	4	-1.00582998991013
chr3	149100001	149200000	4	-1.17169406116009
chr3	149200001	149300000	4	-2.03381881117821
chr3	149300001	149400000	4	-2.15302574634552
chr3	149800001	149900000	4	-0.690393095463514
chr3	150100001	150200000	4	-1.21321274377406
chr3	150200001	150300000	4	-1.58422197401524
chr3	150300001	150400000	4	-1.24279932882637
chr3	150500001	150600000	4	-0.864050833880901
chr3	151000001	151100000	4	0.0260773501358926
chr3	151100001	151200000	4	-0.132013852382079
chr3	151200001	151300000	4	-0.062338303605793
chr3	151500001	151600000	4	1.26913835033774
chr3	151700001	151800000	4	1.33245518803597
chr3	151900001	1.52e+08	4	0.366168561577797
chr3	152100001	152200000	4	-0.6656056297943
chr3	152200001	152300000	4	1.48576764911413
chr3	152400001	152500000	4	1.32365173175931
chr3	152500001	152600000	4	1.40881658345461
chr3	152600001	152700000	4	1.57437777221203
chr3	152800001	152900000	4	-0.613791147246957
chr3	152900001	1.53e+08	4	1.02970168553293
chr3	153000001	153100000	4	1.43026112765074
chr3	153100001	153200000	4	1.21256112381816
chr3	153200001	153300000	4	1.46175982952118
chr3	153300001	153400000	4	0.603647618368268
chr3	153600001	153700000	4	0.983004184067249
chr3	153700001	153800000	4	0.40293256342411
chr3	153900001	1.54e+08	4	-0.608631781674922
chr3	154000001	154100000	4	-0.831335469335318
chr3	154200001	154300000	4	-0.140920888073742
chr3	154400001	154500000	4	-0.319321300601587
chr3	154600001	154700000	4	-0.56018984913826
chr3	155200001	155300000	4	-0.846331056207418
chr3	155300001	155400000	4	-1.16584222316742
chr3	155600001	155700000	4	-1.38568518310785
chr3	155700001	155800000	4	-0.787863174453378
chr3	155800001	155900000	4	-0.239007841423154
chr3	156000001	156100000	4	-0.237372330017388
chr3	156100001	156200000	4	-0.266185863688588
chr3	156200001	156300000	4	-1.09586051404476
chr3	156300001	156400000	4	-1.2092269256711
chr3	156400001	156500000	4	-1.00641156807542
chr3	156700001	156800000	4	-0.752580234408379
chr3	156800001	156900000	4	-1.24992061220109
chr3	157000001	157100000	4	0.972305493429303
chr3	157300001	157400000	4	1.1551982883364
chr3	157400001	157500000	4	1.72981108725071
chr3	157600001	157700000	4	1.51016853749752
chr3	157700001	157800000	4	1.61839769184589
chr3	157800001	157900000	4	-0.226033218577504
chr3	157900001	1.58e+08	4	0.333228967594914
chr3	158000001	158100000	4	0.332517663261388
