chrom	start	end	MboI
chr1	198300000	199300000	2189
chr1	198400000	199400000	2239
chr1	198500000	199500000	2242
chr1	198600000	199600000	2241
chr1	198700000	199700000	2294
chr1	198800000	199800000	2315
chr1	198900000	199900000	2404
chr1	199000000	200000000	2516
chr1	199100000	200100000	2549
chr1	199200000	200200000	2585
chr1	199300000	200300000	2612
chr1	199400000	200400000	2680
chr1	199500000	200500000	2733
chr1	199600000	200600000	2775
chr1	199700000	200700000	2817
chr1	199800000	200800000	2840
chr1	199900000	200900000	2838
chr1	200000000	201000000	2779
chr1	200100000	201100000	2782
chr1	200200000	201200000	2773
chr1	200300000	201300000	2706
chr1	200400000	201400000	2660
chr1	200500000	201500000	2676
chr1	200600000	201600000	2676
chr1	200700000	201700000	2637
chr1	200800000	201800000	2663
chr1	200900000	201900000	2720
chr1	201000000	202000000	2774
chr1	201100000	202100000	2873
chr1	201200000	202200000	2877
chr1	201300000	202300000	2929
chr1	201400000	202400000	2943
chr1	201500000	202500000	2864
chr1	201600000	202600000	2819
chr1	201700000	202700000	2844
chr1	201800000	202800000	2863
chr1	201900000	202900000	2846
chr1	202000000	203000000	2811
chr1	202100000	203100000	2681
chr1	202200000	203200000	2695
chr1	202300000	203300000	2695
chr1	202400000	203400000	2687
chr1	202500000	203500000	2714
chr1	202600000	203600000	2766
chr1	202700000	203700000	2802
chr1	202800000	203800000	2823
chr1	202900000	203900000	2808
chr1	203000000	204000000	2836
chr1	203100000	204100000	2891
chr1	203200000	204200000	2883
chr1	203300000	204300000	2898
chr1	203400000	204400000	2915
chr1	203500000	204500000	2968
chr1	203600000	204600000	2916
chr1	203700000	204700000	2857
chr1	203800000	204800000	2784
chr1	203900000	204900000	2735
chr1	204000000	205000000	2667
chr1	204100000	205100000	2660
chr1	204200000	205200000	2732
chr1	204300000	205300000	2749
chr1	204400000	205400000	2757
chr1	204500000	205500000	2712
chr1	204600000	205600000	2725
chr1	204700000	205700000	2755
chr1	204800000	205800000	2771
chr1	204900000	205900000	2793
chr1	205000000	206000000	2588
chr1	205100000	206100000	2393
chr1	205200000	206200000	2361
chr1	205300000	206300000	2346
chr1	205400000	206400000	2140
chr1	205500000	206500000	1917
chr1	205600000	206600000	1918
chr1	205700000	206700000	1911
chr1	205800000	206800000	1922
chr1	205900000	206900000	1934
chr1	206000000	207000000	2152
chr1	206100000	207100000	2314
chr1	206200000	207200000	2291
chr1	206300000	207300000	2298
chr1	206400000	207400000	2441
chr1	206500000	207500000	2623
chr1	206600000	207600000	2564
chr1	206700000	207700000	2549
chr1	206800000	207800000	2545
chr1	206900000	207900000	2541
chr1	207000000	208000000	2510
chr1	207100000	208100000	2509
chr1	207200000	208200000	2481
chr1	207300000	208300000	2432
chr1	207400000	208400000	2446
chr1	207500000	208500000	2495
chr1	207600000	208600000	2533
chr1	207700000	208700000	2517
chr1	207800000	208800000	2481
chr1	207900000	208900000	2447
chr1	208000000	209000000	2452
chr1	208100000	209100000	2452
chr1	208200000	209200000	2472
chr1	208300000	209300000	2510
chr1	208400000	209400000	2509
chr1	208500000	209500000	2476
chr1	208600000	209600000	2508
chr1	208700000	209700000	2529
chr1	208800000	209800000	2534
chr1	208900000	209900000	2533
chr1	209000000	210000000	2539
chr1	209100000	210100000	2532
chr1	209200000	210200000	2527
chr1	209300000	210300000	2480
chr1	209400000	210400000	2476
chr1	209500000	210500000	2498
chr1	209600000	210600000	2487
chr1	209700000	210700000	2496
chr1	209800000	210800000	2493
chr1	209900000	210900000	2480
chr1	210000000	211000000	2484
chr1	210100000	211100000	2481
chr1	210200000	211200000	2466
chr1	210300000	211300000	2482
chr1	210400000	211400000	2559
chr1	210500000	211500000	2589
chr1	210600000	211600000	2567
chr1	210700000	211700000	2575
chr1	210800000	211800000	2609
chr1	210900000	211900000	2660
chr1	211000000	212000000	2664
chr1	211100000	212100000	2712
chr1	211200000	212200000	2709
chr1	211300000	212300000	2745
chr1	211400000	212400000	2750
chr1	211500000	212500000	2731
chr1	211600000	212600000	2775
chr1	211700000	212700000	2750
chr1	211800000	212800000	2687
chr1	211900000	212900000	2672
chr1	212000000	213000000	2698
chr1	212100000	213100000	2723
chr1	212200000	213200000	2755
chr1	212300000	213300000	2748
chr1	212400000	213400000	2688
chr1	212500000	213500000	2662
chr1	212600000	213600000	2633
chr1	212700000	213700000	2616
chr1	212800000	213800000	2646
chr1	212900000	213900000	2647
chr1	213000000	214000000	2628
chr1	213100000	214100000	2557
chr1	213200000	214200000	2531
chr1	213300000	214300000	2495
chr1	213400000	214400000	2491
chr1	213500000	214500000	2516
chr1	213600000	214600000	2521
chr1	213700000	214700000	2552
chr1	213800000	214800000	2581
chr1	213900000	214900000	2591
chr1	214000000	215000000	2600
chr1	214100000	215100000	2566
chr1	214200000	215200000	2570
chr1	214300000	215300000	2542
chr1	214400000	215400000	2514
chr1	214500000	215500000	2434
chr1	214600000	215600000	2369
chr1	214700000	215700000	2313
chr1	214800000	215800000	2276
chr1	214900000	215900000	2254
chr1	215000000	216000000	2197
chr1	215100000	216100000	2206
chr1	215200000	216200000	2151
chr1	215300000	216300000	2130
chr1	215400000	216400000	2096
chr1	215500000	216500000	2124
chr1	215600000	216600000	2152
chr1	215700000	216700000	2154
chr1	215800000	216800000	2150
chr1	215900000	216900000	2112
chr1	216000000	217000000	2118
chr1	216100000	217100000	2157
chr1	216200000	217200000	2200
chr1	216300000	217300000	2250
chr1	216400000	217400000	2289
chr1	216500000	217500000	2313
chr1	216600000	217600000	2339
chr1	216700000	217700000	2345
chr1	216800000	217800000	2372
chr1	216900000	217900000	2405
chr1	217000000	218000000	2435
chr1	217100000	218100000	2386
chr1	217200000	218200000	2387
chr1	217300000	218300000	2409
chr1	217400000	218400000	2423
chr1	217500000	218500000	2428
chr1	217600000	218600000	2402
chr1	217700000	218700000	2443
chr1	217800000	218800000	2418
chr1	217900000	218900000	2404
chr1	218000000	219000000	2384
chr1	218100000	219100000	2413
chr1	218200000	219200000	2403
chr1	218300000	219300000	2381
chr1	218400000	219400000	2336
chr1	218500000	219500000	2316
chr1	218600000	219600000	2320
chr1	218700000	219700000	2284
chr1	218800000	219800000	2307
chr1	218900000	219900000	2349
chr1	219000000	220000000	2375
chr1	219100000	220100000	2400
chr1	219200000	220200000	2451
chr1	219300000	220300000	2522
chr1	219400000	220400000	2570
chr1	219500000	220500000	2597
chr1	219600000	220600000	2636
chr1	219700000	220700000	2691
chr1	219800000	220800000	2645
chr1	219900000	220900000	2604
chr1	220000000	221000000	2609
chr1	220100000	221100000	2594
chr1	220200000	221200000	2561
chr1	220300000	221300000	2509
chr1	220400000	221400000	2491
chr1	220500000	221500000	2437
chr1	220600000	221600000	2433
chr1	220700000	221700000	2408
chr1	220800000	221800000	2444
chr1	220900000	221900000	2428
chr1	221000000	222000000	2385
chr1	221100000	222100000	2379
chr1	221200000	222200000	2375
chr1	221300000	222300000	2336
chr1	221400000	222400000	2358
chr1	221500000	222500000	2384
chr1	221600000	222600000	2370
chr1	221700000	222700000	2386
chr1	221800000	222800000	2414
chr1	221900000	222900000	2414
chr1	222000000	223000000	2423
chr1	222100000	223100000	2421
chr1	222200000	223200000	2470
chr1	222300000	223300000	2531
chr1	222400000	223400000	2528
chr1	222500000	223500000	2535
chr1	222600000	223600000	2514
chr1	222700000	223700000	2486
chr1	222800000	223800000	2330
chr1	222900000	223900000	2391
chr1	223000000	224000000	2435
chr1	223100000	224100000	2471
chr1	223200000	224200000	2438
chr1	223300000	224300000	2417
chr1	223400000	224400000	2522
chr1	223500000	224500000	2633
chr1	223600000	224600000	2705
chr1	223700000	224700000	2736
chr1	223800000	224800000	2879
chr1	223900000	224900000	2855
chr1	224000000	225000000	2816
chr1	224100000	225100000	2788
chr1	224200000	225200000	2754
chr1	224300000	225300000	2762
chr1	224400000	225400000	2654
chr1	224500000	225500000	2553
chr1	224600000	225600000	2505
chr1	224700000	225700000	2483
chr1	224800000	225800000	2456
chr1	224900000	225900000	2480
chr1	225000000	226000000	2583
chr1	225100000	226100000	2611
chr1	225200000	226200000	2673
chr1	225300000	226300000	2734
chr1	225400000	226400000	2793
chr1	225500000	226500000	2862
chr1	225600000	226600000	2861
chr1	225700000	226700000	2885
chr1	225800000	226800000	2881
chr1	225900000	226900000	2816
chr1	226000000	227000000	2763
chr1	226100000	227100000	2766
chr1	226200000	227200000	2704
chr1	226300000	227300000	2593
chr1	226400000	227400000	2499
chr1	226500000	227500000	2417
chr1	226600000	227600000	2435
chr1	226700000	227700000	2462
chr1	226800000	227800000	2462
chr1	226900000	227900000	2477
chr1	227000000	228000000	2443
chr1	227100000	228100000	2408
chr1	227200000	228200000	2387
chr1	227300000	228300000	2404
chr1	227400000	228400000	2423
chr1	227500000	228500000	2419
chr1	227600000	228600000	2376
chr1	227700000	228700000	2320
chr1	227800000	228800000	2371
chr1	227900000	228900000	2421
chr1	228000000	229000000	2401
chr1	228100000	229100000	2400
chr1	228200000	229200000	2446
chr1	228300000	229300000	2498
chr1	228400000	229400000	2519
chr1	228500000	229500000	2554
chr1	228600000	229600000	2610
chr1	228700000	229700000	2659
chr1	228800000	229800000	2632
chr1	228900000	229900000	2615
chr1	229000000	230000000	2618
chr1	229100000	230100000	2591
chr1	229200000	230200000	2573
chr1	229300000	230300000	2558
chr1	229400000	230400000	2544
chr1	229500000	230500000	2535
chr1	229600000	230600000	2481
chr1	229700000	230700000	2431
chr1	229800000	230800000	2401
chr1	229900000	230900000	2385
chr1	230000000	231000000	2389
chr1	230100000	231100000	2417
chr1	230200000	231200000	2445
chr1	230300000	231300000	2447
chr1	230400000	231400000	2494
chr1	230500000	231500000	2500
chr1	230600000	231600000	2541
chr1	230700000	231700000	2563
chr1	230800000	231800000	2618
chr1	230900000	231900000	2633
chr1	231000000	232000000	2653
chr1	231100000	232100000	2682
chr1	231200000	232200000	2678
chr1	231300000	232300000	2638
chr1	231400000	232400000	2592
chr1	231500000	232500000	2565
chr1	231600000	232600000	2535
chr1	231700000	232700000	2512
chr1	231800000	232800000	2488
chr1	231900000	232900000	2469
chr1	232000000	233000000	2475
chr1	232100000	233100000	2447
chr1	232200000	233200000	2445
chr1	232300000	233300000	2455
chr1	232400000	233400000	2431
chr1	232500000	233500000	2464
chr1	232600000	233600000	2476
chr1	232700000	233700000	2459
chr1	232800000	233800000	2449
chr1	232900000	233900000	2472
chr1	233000000	234000000	2446
chr1	233100000	234100000	2471
chr1	233200000	234200000	2463
chr1	233300000	234300000	2472
chr1	233400000	234400000	2505
chr1	233500000	234500000	2502
chr1	233600000	234600000	2510
chr1	233700000	234700000	2531
chr1	233800000	234800000	2534
chr1	233900000	234900000	2529
chr1	234000000	235000000	2545
chr1	234100000	235100000	2544
chr1	234200000	235200000	2573
chr1	234300000	235300000	2552
chr1	234400000	235400000	2593
chr1	234500000	235500000	2619
chr1	234600000	235600000	2712
chr1	234700000	235700000	2743
chr1	234800000	235800000	2811
chr1	234900000	235900000	2796
chr1	235000000	236000000	2770
chr1	235100000	236100000	2785
chr1	235200000	236200000	2806
chr1	235300000	236300000	2890
chr1	235400000	236400000	2840
chr1	235500000	236500000	2833
chr1	235600000	236600000	2796
chr1	235700000	236700000	2802
chr1	235800000	236800000	2774
chr1	235900000	236900000	2806
chr1	236000000	237000000	2835
chr1	236100000	237100000	2789
chr1	236200000	237200000	2776
chr1	236300000	237300000	2727
chr1	236400000	237400000	2730
chr1	236500000	237500000	2705
chr1	236600000	237600000	2636
chr1	236700000	237700000	2585
chr1	236800000	237800000	2565
chr1	236900000	237900000	2511
chr1	237000000	238000000	2490
chr1	237100000	238100000	2499
chr1	237200000	238200000	2442
chr1	237300000	238300000	2412
chr1	237400000	238400000	2373
chr1	237500000	238500000	2365
chr1	237600000	238600000	2365
chr1	237700000	238700000	2354
chr1	237800000	238800000	2336
chr1	237900000	238900000	2330
chr1	238000000	239000000	2337
chr1	238100000	239100000	2318
chr1	238200000	239200000	2321
chr1	238300000	239300000	2321
chr1	238400000	239400000	2330
chr1	238500000	239500000	2306
chr1	238600000	239600000	2300
chr1	238700000	239700000	2304
chr1	238800000	239800000	2289
chr1	238900000	239900000	2308
chr1	239000000	240000000	2322
chr1	239100000	240100000	2332
chr1	239200000	240200000	2352
chr1	239300000	240300000	2401
chr1	239400000	240400000	2459
chr1	239500000	240500000	2482
chr1	239600000	240600000	2508
chr1	239700000	240700000	2529
chr1	239800000	240800000	2620
chr1	239900000	240900000	2697
chr1	240000000	241000000	2711
chr1	240100000	241100000	2738
chr1	240200000	241200000	2756
chr1	240300000	241300000	2720
chr1	240400000	241400000	2717
chr1	240500000	241500000	2736
chr1	240600000	241600000	2734
chr1	240700000	241700000	2717
chr1	240800000	241800000	2641
chr1	240900000	241900000	2554
chr1	241000000	242000000	2544
chr1	241100000	242100000	2547
chr1	241200000	242200000	2667
chr1	241300000	242300000	2687
chr1	241400000	242400000	2675
chr1	241500000	242500000	2661
chr1	241600000	242600000	2625
chr1	241700000	242700000	2647
chr1	241800000	242800000	2635
chr1	241900000	242900000	2643
chr1	242000000	243000000	2670
chr1	242100000	243100000	2684
chr1	242200000	243200000	2603
chr1	242300000	243300000	2624
chr1	242400000	243400000	2605
chr1	242500000	243500000	2619
chr1	242600000	243600000	2610
chr1	242700000	243700000	2610
chr1	242800000	243800000	2590
chr1	242900000	243900000	2583
chr1	243000000	244000000	2566
chr1	243100000	244100000	2525
chr1	243200000	244200000	2496
chr1	243300000	244300000	2474
chr1	243400000	244400000	2470
chr1	243500000	244500000	2469
chr1	243600000	244600000	2531
chr1	243700000	244700000	2518
chr1	243800000	244800000	2565
chr1	243900000	244900000	2616
chr1	244000000	245000000	2662
chr1	244100000	245100000	2735
chr1	244200000	245200000	2746
chr1	244300000	245300000	2808
chr1	244400000	245400000	2854
chr1	244500000	245500000	2878
chr1	244600000	245600000	2867
chr1	244700000	245700000	2905
chr1	244800000	245800000	2940
chr1	244900000	245900000	2934
chr1	245000000	246000000	2876
chr1	245100000	246100000	2774
chr1	245200000	246200000	2767
chr1	245300000	246300000	2656
chr1	245400000	246400000	2605
chr1	245500000	246500000	2555
chr1	245600000	246600000	2527
chr1	245700000	246700000	2535
chr1	245800000	246800000	2512
chr1	245900000	246900000	2548
chr1	246000000	247000000	2560
chr1	246100000	247100000	2642
chr1	246200000	247200000	2674
chr10	100000	1100000	2443
chr10	200000	1200000	2422
chr10	300000	1300000	2427
chr10	400000	1400000	2396
chr10	500000	1500000	2325
chr10	600000	1600000	2348
chr10	700000	1700000	2354
chr10	800000	1800000	2329
chr10	900000	1900000	2305
chr10	1000000	2000000	2270
chr10	1100000	2100000	2235
chr10	1200000	2200000	2231
chr10	1300000	2300000	2255
chr10	1400000	2400000	2299
chr10	1500000	2500000	2323
chr10	1600000	2600000	2305
chr10	1700000	2700000	2297
chr10	1800000	2800000	2360
chr10	1900000	2900000	2384
chr10	2000000	3000000	2365
chr10	2100000	3100000	2385
chr10	2200000	3200000	2387
chr10	2300000	3300000	2382
chr10	2400000	3400000	2362
chr10	2500000	3500000	2381
chr10	2600000	3600000	2390
chr10	2700000	3700000	2395
chr10	2800000	3800000	2359
chr10	2900000	3900000	2363
chr10	3000000	4000000	2389
chr10	3100000	4100000	2402
chr10	3200000	4200000	2431
chr10	3300000	4300000	2410
chr10	3400000	4400000	2379
chr10	3500000	4500000	2356
chr10	3600000	4600000	2322
chr10	3700000	4700000	2301
chr10	3800000	4800000	2301
chr10	3900000	4900000	2255
chr10	4000000	5000000	2229
chr10	4100000	5100000	2195
chr10	4200000	5200000	2182
chr10	4300000	5300000	2211
chr10	4400000	5400000	2262
chr10	4500000	5500000	2270
chr10	4600000	5600000	2312
chr10	4700000	5700000	2394
chr10	4800000	5800000	2437
chr10	4900000	5900000	2552
chr10	5000000	6000000	2579
chr10	5100000	6100000	2618
chr10	5200000	6200000	2665
chr10	5300000	6300000	2710
chr10	5400000	6400000	2726
chr10	5500000	6500000	2750
chr10	5600000	6600000	2747
chr10	5700000	6700000	2725
chr10	5800000	6800000	2729
chr10	5900000	6900000	2635
chr10	6000000	7000000	2620
chr10	6100000	7100000	2582
chr10	6200000	7200000	2580
chr10	6300000	7300000	2554
chr10	6400000	7400000	2546
chr10	6500000	7500000	2559
chr10	6600000	7600000	2556
chr10	6700000	7700000	2566
chr10	6800000	7800000	2593
chr10	6900000	7900000	2644
chr10	7000000	8000000	2611
chr10	7100000	8100000	2676
chr10	7200000	8200000	2702
chr10	7300000	8300000	2722
chr10	7400000	8400000	2701
chr10	7500000	8500000	2688
chr10	7600000	8600000	2667
chr10	7700000	8700000	2668
chr10	7800000	8800000	2609
chr10	7900000	8900000	2547
chr10	8000000	9000000	2551
chr10	8100000	9100000	2451
chr10	8200000	9200000	2360
chr10	8300000	9300000	2300
chr10	8400000	9400000	2321
chr10	8500000	9500000	2328
chr10	8600000	9600000	2312
chr10	8700000	9700000	2274
chr10	8800000	9800000	2253
chr10	8900000	9900000	2266
chr10	9000000	10000000	2252
chr10	9100000	10100000	2305
chr10	9200000	10200000	2295
chr10	9300000	10300000	2277
chr10	9400000	10400000	2263
chr10	9500000	10500000	2254
chr10	9600000	10600000	2293
chr10	9700000	10700000	2317
chr10	9800000	10800000	2366
chr10	9900000	10900000	2425
chr10	10000000	11000000	2474
chr10	10100000	11100000	2475
chr10	10200000	11200000	2472
chr10	10300000	11300000	2506
chr10	10400000	11400000	2477
chr10	10500000	11500000	2500
chr10	10600000	11600000	2490
chr10	10700000	11700000	2485
chr10	10800000	11800000	2524
chr10	10900000	11900000	2527
chr10	11000000	12000000	2543
chr10	11100000	12100000	2611
chr10	11200000	12200000	2765
chr10	11300000	12300000	2877
chr10	11400000	12400000	3037
chr10	11500000	12500000	3069
chr10	11600000	12600000	3126
chr10	11700000	12700000	3173
chr10	11800000	12800000	3163
chr10	11900000	12900000	3169
chr10	12000000	13000000	3179
chr10	12100000	13100000	3162
chr10	12200000	13200000	3077
chr10	12300000	13300000	3064
chr10	12400000	13400000	3051
chr10	12500000	13500000	3107
chr10	12600000	13600000	3081
chr10	12700000	13700000	3063
chr10	12800000	13800000	3047
chr10	12900000	13900000	3054
chr10	13000000	14000000	3072
chr10	13100000	14100000	3082
chr10	13200000	14200000	3069
chr10	13300000	14300000	2994
chr10	13400000	14400000	2884
chr10	13500000	14500000	2778
chr10	13600000	14600000	2757
chr10	13700000	14700000	2758
chr10	13800000	14800000	2754
chr10	13900000	14900000	2755
chr10	14000000	15000000	2742
chr10	14100000	15100000	2726
chr10	14200000	15200000	2768
chr10	14300000	15300000	2832
chr10	14400000	15400000	2869
chr10	14500000	15500000	2923
chr10	14600000	15600000	2932
chr10	14700000	15700000	2910
chr10	14800000	15800000	2918
chr10	14900000	15900000	2844
chr10	15000000	16000000	2806
chr10	15100000	16100000	2771
chr10	15200000	16200000	2693
chr10	15300000	16300000	2609
chr10	15400000	16400000	2610
chr10	15500000	16500000	2618
chr10	15600000	16600000	2627
chr10	15700000	16700000	2648
chr10	15800000	16800000	2635
chr10	15900000	16900000	2656
chr10	16000000	17000000	2648
chr10	16100000	17100000	2620
chr10	16200000	17200000	2634
chr10	16300000	17300000	2627
chr10	16400000	17400000	2605
chr10	16500000	17500000	2547
chr10	16600000	17600000	2572
chr10	16700000	17700000	2567
chr10	16800000	17800000	2541
chr10	16900000	17900000	2603
chr10	17000000	18000000	2546
chr10	17100000	18100000	2547
chr10	17200000	18200000	2604
chr10	17300000	18300000	2648
chr10	17400000	18400000	2676
chr10	17500000	18500000	2644
chr10	17600000	18600000	2631
chr10	17700000	18700000	2630
chr10	17800000	18800000	2670
chr10	17900000	18900000	2568
chr10	18000000	19000000	2652
chr10	18100000	19100000	2684
chr10	18200000	19200000	2600
chr10	18300000	19300000	2575
chr10	18400000	19400000	2519
chr10	18500000	19500000	2543
chr10	18600000	19600000	2495
chr10	18700000	19700000	2439
chr10	18800000	19800000	2391
chr10	18900000	19900000	2397
chr10	19000000	20000000	2357
chr10	19100000	20100000	2333
chr10	19200000	20200000	2364
chr10	19300000	20300000	2359
chr10	19400000	20400000	2363
chr10	19500000	20500000	2316
chr10	19600000	20600000	2333
chr10	19700000	20700000	2351
chr10	19800000	20800000	2375
chr10	19900000	20900000	2401
chr10	20000000	21000000	2409
chr10	20100000	21100000	2406
chr10	20200000	21200000	2403
chr10	20300000	21300000	2402
chr10	20400000	21400000	2418
chr10	20500000	21500000	2477
chr10	20600000	21600000	2552
chr10	20700000	21700000	2651
chr10	20800000	21800000	2741
chr10	20900000	21900000	2761
chr10	21000000	22000000	2788
chr10	21100000	22100000	2833
chr10	21200000	22200000	2849
chr10	21300000	22300000	2840
chr10	21400000	22400000	2842
chr10	21500000	22500000	2858
chr10	21600000	22600000	2777
chr10	21700000	22700000	2662
chr10	21800000	22800000	2561
chr10	21900000	22900000	2568
chr10	22000000	23000000	2530
chr10	22100000	23100000	2510
chr10	22200000	23200000	2539
chr10	22300000	23300000	2566
chr10	22400000	23400000	2568
chr10	22500000	23500000	2518
chr10	22600000	23600000	2522
chr10	22700000	23700000	2590
chr10	22800000	23800000	2661
chr10	22900000	23900000	2656
chr10	23000000	24000000	2655
chr10	23100000	24100000	2641
chr10	23200000	24200000	2572
chr10	23300000	24300000	2535
chr10	23400000	24400000	2534
chr10	23500000	24500000	2567
chr10	23600000	24600000	2622
chr10	23700000	24700000	2641
chr10	23800000	24800000	2617
chr10	23900000	24900000	2652
chr10	24000000	25000000	2700
chr10	24100000	25100000	2752
chr10	24200000	25200000	2828
chr10	24300000	25300000	2881
chr10	24400000	25400000	2887
chr10	24500000	25500000	2887
chr10	24600000	25600000	2824
chr10	24700000	25700000	2771
chr10	24800000	25800000	2694
chr10	24900000	25900000	2643
chr10	25000000	26000000	2649
chr10	25100000	26100000	2605
chr10	25200000	26200000	2560
chr10	25300000	26300000	2538
chr10	25400000	26400000	2532
chr10	25500000	26500000	2553
chr10	25600000	26600000	2567
chr10	25700000	26700000	2563
chr10	25800000	26800000	2650
chr10	25900000	26900000	2668
chr10	26000000	27000000	2679
chr10	26100000	27100000	2688
chr10	26200000	27200000	2730
chr10	26300000	27300000	2772
chr10	26400000	27400000	2815
chr10	26500000	27500000	2832
chr10	26600000	27600000	2874
chr10	26700000	27700000	2874
chr10	26800000	27800000	2856
chr10	26900000	27900000	2863
chr10	27000000	28000000	2817
chr10	27100000	28100000	2807
chr10	27200000	28200000	2799
chr10	27300000	28300000	2751
chr10	27400000	28400000	2703
chr10	27500000	28500000	2652
chr10	27600000	28600000	2646
chr10	27700000	28700000	2690
chr10	27800000	28800000	2735
chr10	27900000	28900000	2683
chr10	28000000	29000000	2755
chr10	28100000	29100000	2811
chr10	28200000	29200000	2831
chr10	28300000	29300000	2861
chr10	28400000	29400000	2899
chr10	28500000	29500000	2919
chr10	28600000	29600000	2894
chr10	28700000	29700000	2848
chr10	28800000	29800000	2775
chr10	28900000	29900000	2812
chr10	29000000	30000000	2799
chr10	29100000	30100000	2772
chr10	29200000	30200000	2750
chr10	29300000	30300000	2750
chr10	29400000	30400000	2709
chr10	29500000	30500000	2729
chr10	29600000	30600000	2735
chr10	29700000	30700000	2796
chr10	29800000	30800000	2859
chr10	29900000	30900000	2914
chr10	30000000	31000000	2868
chr10	30100000	31100000	2895
chr10	30200000	31200000	2856
chr10	30300000	31300000	2821
chr10	30400000	31400000	2835
chr10	30500000	31500000	2836
chr10	30600000	31600000	2816
chr10	30700000	31700000	2736
chr10	30800000	31800000	2659
chr10	30900000	31900000	2596
chr10	31000000	32000000	2575
chr10	31100000	32100000	2512
chr10	31200000	32200000	2495
chr10	31300000	32300000	2534
chr10	31400000	32400000	2571
chr10	31500000	32500000	2573
chr10	31600000	32600000	2605
chr10	31700000	32700000	2661
chr10	31800000	32800000	2687
chr10	31900000	32900000	2685
chr10	32000000	33000000	2725
chr10	32100000	33100000	2720
chr10	32200000	33200000	2730
chr10	32300000	33300000	2700
chr10	32400000	33400000	2657
chr10	32500000	33500000	2641
chr10	32600000	33600000	2603
chr10	32700000	33700000	2570
chr10	32800000	33800000	2561
chr10	32900000	33900000	2599
chr10	33000000	34000000	2583
chr10	33100000	34100000	2614
chr10	33200000	34200000	2652
chr10	33300000	34300000	2680
chr10	33400000	34400000	2703
chr10	33500000	34500000	2665
chr10	33600000	34600000	2661
chr10	33700000	34700000	2642
chr10	33800000	34800000	2640
chr10	33900000	34900000	2594
chr10	34000000	35000000	2587
chr10	34100000	35100000	2580
chr10	34200000	35200000	2647
chr10	34300000	35300000	2709
chr10	34400000	35400000	2744
chr10	34500000	35500000	2769
chr10	34600000	35600000	2887
chr10	34700000	35700000	2907
chr10	34800000	35800000	2892
chr10	34900000	35900000	2927
chr10	35000000	36000000	2928
chr10	35100000	36100000	2932
chr10	35200000	36200000	2835
chr10	35300000	36300000	2758
chr10	35400000	36400000	2680
chr10	35500000	36500000	2654
chr10	35600000	36600000	2512
chr10	35700000	36700000	2548
chr10	35800000	36800000	2562
chr10	35900000	36900000	2551
chr10	36000000	37000000	2552
chr10	36100000	37100000	2565
chr10	36200000	37200000	2590
chr10	49300000	50300000	2278
chr10	49400000	50400000	2271
chr10	49500000	50500000	2286
chr10	49600000	50600000	2311
chr10	49700000	50700000	2350
chr10	49800000	50800000	2354
chr10	49900000	50900000	2362
chr10	50000000	51000000	2397
chr10	50100000	51100000	2384
chr10	50200000	51200000	2310
chr10	50300000	51300000	2338
chr10	50400000	51400000	2363
chr10	50500000	51500000	2261
chr10	50600000	51600000	2296
chr10	50700000	51700000	2294
chr10	50800000	51800000	2342
chr10	50900000	51900000	2413
chr10	51000000	52000000	2389
chr10	51100000	52100000	2413
chr10	51200000	52200000	2507
chr10	51300000	52300000	2463
chr10	51400000	52400000	2435
chr10	51500000	52500000	2509
chr10	51600000	52600000	2472
chr10	51700000	52700000	2459
chr10	51800000	52800000	2422
chr10	51900000	52900000	2361
chr10	52000000	53000000	2332
chr10	52100000	53100000	2291
chr10	52200000	53200000	2293
chr10	52300000	53300000	2273
chr10	52400000	53400000	2266
chr10	52500000	53500000	2316
chr10	52600000	53600000	2268
chr10	52700000	53700000	2246
chr10	52800000	53800000	2233
chr10	52900000	53900000	2222
chr10	53000000	54000000	2239
chr10	53100000	54100000	2242
chr10	53200000	54200000	2250
chr10	53300000	54300000	2251
chr10	53400000	54400000	2266
chr10	53500000	54500000	2265
chr10	53600000	54600000	2327
chr10	53700000	54700000	2362
chr10	53800000	54800000	2348
chr10	53900000	54900000	2372
chr10	54000000	55000000	2352
chr10	54100000	55100000	2366
chr10	54200000	55200000	2351
chr10	54300000	55300000	2359
chr10	54400000	55400000	2378
chr10	54500000	55500000	2347
chr10	54600000	55600000	2324
chr10	54700000	55700000	2272
chr10	54800000	55800000	2261
chr10	54900000	55900000	2251
chr10	55000000	56000000	2241
chr10	55100000	56100000	2225
chr10	55200000	56200000	2198
chr10	55300000	56300000	2190
chr10	55400000	56400000	2153
chr10	55500000	56500000	2147
chr10	55600000	56600000	2104
chr10	55700000	56700000	2114
chr10	55800000	56800000	2109
chr10	55900000	56900000	2108
chr10	56000000	57000000	2096
chr10	56100000	57100000	2085
chr10	56200000	57200000	2072
chr10	56300000	57300000	2059
chr10	56400000	57400000	2088
chr10	56500000	57500000	2068
chr10	56600000	57600000	2054
chr10	56700000	57700000	2066
chr10	56800000	57800000	2056
chr10	56900000	57900000	2014
chr10	57000000	58000000	2028
chr10	57100000	58100000	2033
chr10	57200000	58200000	2057
chr10	57300000	58300000	2055
chr10	57400000	58400000	2028
chr10	57500000	58500000	2052
chr10	57600000	58600000	2063
chr10	57700000	58700000	2040
chr10	57800000	58800000	2072
chr10	57900000	58900000	2074
chr10	58000000	59000000	2096
chr10	58100000	59100000	2069
chr10	58200000	59200000	2059
chr10	58300000	59300000	2080
