chrom	start	end	GC_percentage	MboI
chr11	44800001	45800000	0.48262	2609
chr11	44900001	45900000	0.479949	2674
chr11	45000001	46000000	0.476332	2667
chr11	45100001	46100000	0.467321	2624
chr11	45200001	46200000	0.460583	2608
chr11	45300001	46300000	0.458022	2676
chr11	45400001	46400000	0.467622	2716
chr11	45500001	46500000	0.466791	2734
chr11	45600001	46600000	0.461536	2754
chr11	56700001	57700000	0.448741	2739
chr11	56800001	57800000	0.45217	2798
chr11	56900001	57900000	0.452783	2820
chr11	57000001	58000000	0.446883	2805
chr11	57100001	58100000	0.435516	2819
chr11	57200001	58200000	0.422471	2768
chr11	57300001	58300000	0.410661	2708
chr11	57400001	58400000	0.40119	2625
chr11	57500001	58500000	0.394027	2543
chr11	57600001	58600000	0.388536	2486
chr11	57700001	58700000	0.386521	2457
chr11	57800001	58800000	0.38402	2413
chr11	57900001	58900000	0.384556	2390
chr11	58000001	59000000	0.389092	2383
chr11	58100001	59100000	0.393792	2387
chr11	58200001	59200000	0.396735	2427
chr11	58300001	59300000	0.398297	2477
chr11	58400001	59400000	0.404169	2547
chr11	58500001	59500000	0.404738	2592
chr11	58600001	59600000	0.409849	2653
chr11	58700001	59700000	0.409753	2660
chr11	58800001	59800000	0.407761	2679
chr11	58900001	59900000	0.406459	2702
chr11	59000001	60000000	0.401581	2697
chr11	59100001	60100000	0.398218	2646
chr11	59200001	60200000	0.399617	2635
chr11	59300001	60300000	0.399154	2580
chr11	59400001	60400000	0.393456	2549
chr11	59500001	60500000	0.394014	2530
chr11	59600001	60600000	0.400269	2532
chr11	59700001	60700000	0.410543	2522
chr11	59800001	60800000	0.423635	2513
chr11	59900001	60900000	0.433646	2604
chr11	60000001	61000000	0.444352	2655
chr11	60100001	61100000	0.455129	2759
chr11	60200001	61200000	0.462854	2834
chr11	60300001	61300000	0.475229	2929
chr11	60400001	61400000	0.492641	2881
chr11	60500001	61500000	0.505052	2909
chr11	60600001	61600000	0.511274	2844
chr11	60700001	61700000	0.515981	2848
chr11	60800001	61800000	0.513176	2924
chr11	60900001	61900000	0.509458	2901
chr11	61000001	62000000	0.505347	2897
chr11	61100001	62100000	0.49963	2865
chr11	61200001	62200000	0.498615	2855
chr11	61300001	62300000	0.49547	2873
chr11	61400001	62400000	0.493009	2949
chr11	61500001	62500000	0.489751	3034
chr11	61600001	62600000	0.483162	3178
chr11	61700001	62700000	0.47819	3255
chr11	61800001	62800000	0.478551	3232
chr11	61900001	62900000	0.472539	3177
chr11	62000001	63000000	0.467443	3165
chr11	62100001	63100000	0.463574	3166
chr11	62200001	63200000	0.45543	3105
chr11	62300001	63300000	0.4494	2994
chr11	62400001	63400000	0.442339	2997
chr11	62500001	63500000	0.435137	2957
chr11	62600001	63600000	0.434765	2907
chr11	62700001	63700000	0.436158	2870
chr11	62800001	63800000	0.443244	2858
chr11	62900001	63900000	0.462037	2764
chr11	63000001	64000000	0.476786	2796
chr11	63100001	64100000	0.495538	2798
chr11	63200001	64200000	0.509796	2822
chr11	63300001	64300000	0.514877	2879
chr11	63400001	64400000	0.522742	2804
chr11	63500001	64500000	0.534147	2705
chr11	63600001	64600000	0.539948	2655
chr11	63700001	64700000	0.54601	2625
chr11	63800001	64800000	0.540016	2668
chr11	63900001	64900000	0.53545	2806
chr11	64000001	65000000	0.529616	2829
chr11	64100001	65100000	0.520627	2893
chr11	64200001	65200000	0.520464	2901
chr11	64300001	65300000	0.521875	2925
chr11	64400001	65400000	0.527099	2941
chr11	64500001	65500000	0.523961	3024
chr11	64600001	65600000	0.51852	3040
chr11	64700001	65700000	0.515507	3077
chr11	64800001	65800000	0.518755	3054
chr11	64900001	65900000	0.511354	3059
chr11	65000001	66000000	0.505755	3075
chr11	65100001	66100000	0.512875	3011
chr11	65200001	66200000	0.510994	3035
chr11	65300001	66300000	0.512728	3030
chr11	65400001	66400000	0.50578	3127
chr11	65500001	66500000	0.504513	3103
chr11	65600001	66600000	0.497962	3119
chr11	65700001	66700000	0.496505	3072
chr11	65800001	66800000	0.494494	3098
chr11	65900001	66900000	0.500387	3149
chr11	66000001	67000000	0.499076	3178
chr11	66100001	67100000	0.495877	3156
chr11	66200001	67200000	0.500365	3119
chr11	66300001	67300000	0.505825	3101
chr11	66400001	67400000	0.503814	3063
chr11	66500001	67500000	0.503475	3063
chr11	66600001	67600000	0.509137	3022
chr11	66700001	67700000	0.500737	3085
chr11	66800001	67800000	0.502664	2979
chr11	66900001	67900000	0.499223	2913
chr11	67000001	68000000	0.503375	2826
chr11	67100001	68100000	0.499782	2922
chr11	67200001	68200000	0.498681	2931
chr11	67300001	68300000	0.487846	2906
chr11	67400001	68400000	0.480443	2835
chr11	67500001	68500000	0.479812	2815
chr11	67600001	68600000	0.480703	2836
chr11	67700001	68700000	0.485704	2827
chr11	67800001	68800000	0.485721	2897
chr11	67900001	68900000	0.49312	2838
chr11	68000001	69000000	0.496953	2794
chr11	68100001	69100000	0.494341	2651
chr11	68200001	69200000	0.469301	2498
chr11	68300001	69300000	0.476246	2464
chr11	68400001	69400000	0.484434	2470
chr11	68500001	69500000	0.486223	2448
chr11	68600001	69600000	0.489088	2472
chr11	68700001	69700000	0.492053	2396
chr11	68800001	69800000	0.465421	2213
chr11	68900001	69900000	0.458451	2209
chr11	69000001	70000000	0.461795	2204
chr11	69100001	70100000	0.466686	2265
chr11	69200001	70200000	0.483471	2436
chr11	69300001	70300000	0.479725	2478
chr11	69400001	70400000	0.482058	2451
chr11	69500001	70500000	0.483696	2509
chr11	69600001	70600000	0.484322	2416
chr11	69700001	70700000	0.48494	2396
chr11	69800001	70800000	0.509086	2552
chr11	69900001	70900000	0.510117	2573
chr11	70000001	71000000	0.506221	2601
chr11	70100001	71100000	0.50297	2591
chr11	70200001	71200000	0.507731	2515
chr11	70300001	71300000	0.507451	2497
chr11	70400001	71400000	0.500725	2535
chr11	70500001	71500000	0.494584	2571
chr11	70600001	71600000	0.48349	2563
chr11	70700001	71700000	0.474007	2657
chr11	70800001	71800000	0.470952	2660
chr11	70900001	71900000	0.467921	2708
chr11	71000001	72000000	0.465888	2764
chr11	71100001	72100000	0.463326	2772
chr11	71200001	72200000	0.457302	2854
chr11	71300001	72300000	0.454608	2892
chr11	71400001	72400000	0.463742	2872
chr11	71500001	72500000	0.472647	2799
chr11	71600001	72600000	0.476922	2884
chr11	71700001	72700000	0.47197	2850
chr11	71800001	72800000	0.463243	2835
chr11	71900001	72900000	0.460431	2788
chr11	72000001	73000000	0.462617	2717
chr11	72100001	73100000	0.471953	2671
chr11	72200001	73200000	0.471149	2621
chr11	72300001	73300000	0.466569	2629
chr11	72400001	73400000	0.456607	2727
chr11	72500001	73500000	0.444322	2808
chr11	72600001	73600000	0.442011	2862
chr11	72700001	73700000	0.449536	2893
chr11	72800001	73800000	0.455182	2908
chr11	72900001	73900000	0.44941	2893
chr11	73000001	74000000	0.440461	2891
chr11	73100001	74100000	0.42415	2939
chr11	73200001	74200000	0.422393	2968
chr11	73300001	74300000	0.4244	2957
chr11	73400001	74400000	0.421608	2874
chr11	73500001	74500000	0.424653	2816
chr11	73600001	74600000	0.42282	2728
chr11	73700001	74700000	0.417435	2680
chr11	73800001	74800000	0.416531	2673
chr11	73900001	74900000	0.425	2706
chr11	74000001	75000000	0.435105	2759
chr11	74100001	75100000	0.445859	2798
chr11	74200001	75200000	0.455724	2791
chr11	74300001	75300000	0.465003	2757
chr11	74400001	75400000	0.46619	2748
chr11	74500001	75500000	0.467945	2719
chr11	74600001	75600000	0.469617	2734
chr11	74700001	75700000	0.466067	2734
chr11	74800001	75800000	0.461219	2702
chr11	74900001	75900000	0.461153	2655
chr11	75000001	76000000	0.464934	2600
chr11	75100001	76100000	0.461622	2562
chr11	75200001	76200000	0.450456	2559
chr11	75300001	76300000	0.437085	2523
chr11	75400001	76400000	0.444096	2533
chr11	75500001	76500000	0.446933	2539
chr11	75600001	76600000	0.44782	2530
chr11	75700001	76700000	0.449397	2551
chr11	75800001	76800000	0.457041	2572
chr11	75900001	76900000	0.465594	2540
chr11	76000001	77000000	0.455663	2590
chr11	76100001	77100000	0.449062	2611
chr11	76200001	77200000	0.448945	2578
chr11	76300001	77300000	0.452249	2631
chr11	76400001	77400000	0.442457	2686
chr11	76500001	77500000	0.430402	2730
chr11	76600001	77600000	0.42879	2747
chr11	76700001	77700000	0.430178	2773
chr11	76800001	77800000	0.431337	2829
chr11	76900001	77900000	0.420839	2954
chr11	77000001	78000000	0.422591	2955
chr11	77100001	78100000	0.422804	2946
chr11	77200001	78200000	0.422481	2950
chr11	77300001	78300000	0.418857	2930
chr11	77400001	78400000	0.421268	2880
chr11	77500001	78500000	0.42788	2850
chr11	77600001	78600000	0.429093	2804
chr11	77700001	78700000	0.433502	2737
chr11	77800001	78800000	0.431886	2669
chr11	77900001	78900000	0.42962	2598
chr11	78000001	79000000	0.428581	2539
chr11	78100001	79100000	0.432881	2512
chr11	78200001	79200000	0.43538	2492
chr11	78300001	79300000	0.438816	2468
chr11	78400001	79400000	0.437154	2487
chr11	78500001	79500000	0.4305	2468
chr11	78600001	79600000	0.426154	2463
chr11	78700001	79700000	0.420154	2441
chr11	78800001	79800000	0.413604	2406
chr11	78900001	79900000	0.409864	2368
chr11	79000001	80000000	0.401873	2383
chr11	79100001	80100000	0.395627	2352
chr11	79200001	80200000	0.390195	2352
chr11	79300001	80300000	0.386242	2328
chr11	79400001	80400000	0.381516	2259
chr11	79500001	80500000	0.379907	2242
chr11	79600001	80600000	0.376599	2223
chr11	79700001	80700000	0.373764	2218
chr11	79800001	80800000	0.371359	2214
chr11	79900001	80900000	0.368064	2193
chr11	80000001	81000000	0.367559	2140
chr11	80100001	81100000	0.365625	2129
chr11	80200001	81200000	0.364135	2124
chr11	80300001	81300000	0.361439	2115
chr11	80400001	81400000	0.359217	2125
chr11	80500001	81500000	0.358172	2098
chr11	80600001	81600000	0.357949	2062
chr11	80700001	81700000	0.357036	2063
chr11	80800001	81800000	0.357878	2065
chr11	80900001	81900000	0.358773	2103
chr11	81000001	82000000	0.358399	2155
chr11	81100001	82100000	0.35786	2186
chr11	81200001	82200000	0.358712	2179
chr11	81300001	82300000	0.361584	2208
chr11	81400001	82400000	0.364526	2238
chr11	81500001	82500000	0.369503	2289
chr11	81600001	82600000	0.373264	2367
chr11	81700001	82700000	0.377845	2430
chr11	81800001	82800000	0.382591	2490
chr11	81900001	82900000	0.385955	2532
chr11	82000001	83000000	0.388699	2531
chr11	82100001	83100000	0.393975	2552
chr11	82200001	83200000	0.397773	2591
chr11	82300001	83300000	0.397888	2591
chr11	82400001	83400000	0.39839	2565
chr11	82500001	83500000	0.396144	2552
chr11	82600001	83600000	0.394789	2530
chr11	82700001	83700000	0.391808	2477
chr11	82800001	83800000	0.386248	2435
chr11	82900001	83900000	0.382938	2356
chr11	83000001	84000000	0.381421	2372
chr11	83100001	84100000	0.376858	2332
chr11	83200001	84200000	0.372033	2279
chr11	83300001	84300000	0.370753	2262
chr11	83400001	84400000	0.369748	2311
chr11	83500001	84500000	0.367443	2283
chr11	83600001	84600000	0.366036	2272
chr11	83700001	84700000	0.365755	2269
chr11	83800001	84800000	0.36522	2242
chr11	83900001	84900000	0.365143	2279
chr11	84000001	85000000	0.363931	2255
chr11	84100001	85100000	0.364674	2264
chr11	84200001	85200000	0.367237	2305
chr11	84300001	85300000	0.367498	2334
chr11	84400001	85400000	0.368959	2290
chr11	84500001	85500000	0.372914	2315
chr11	84600001	85600000	0.376966	2345
chr11	84700001	85700000	0.380976	2360
chr11	84800001	85800000	0.383208	2404
chr11	84900001	85900000	0.388468	2454
chr11	85000001	86000000	0.39118	2491
chr11	85100001	86100000	0.392684	2534
chr11	85200001	86200000	0.396875	2528
chr11	85300001	86300000	0.402066	2537
chr11	85400001	86400000	0.404852	2562
chr11	85500001	86500000	0.405534	2571
chr11	85600001	86600000	0.407029	2551
chr11	85700001	86700000	0.409094	2579
chr11	85800001	86800000	0.411624	2651
chr11	85900001	86900000	0.405705	2614
chr11	86000001	87000000	0.402441	2597
chr11	86100001	87100000	0.403525	2561
chr11	86200001	87200000	0.400829	2556
chr11	86300001	87300000	0.397228	2529
chr11	86400001	87400000	0.39393	2510
chr11	86500001	87500000	0.391026	2514
chr11	86600001	87600000	0.385041	2509
chr11	86700001	87700000	0.375025	2439
chr11	86800001	87800000	0.358228	2277
chr11	86900001	87900000	0.359996	2267
chr11	87000001	88000000	0.36227	2290
chr11	87100001	88100000	0.360335	2258
chr11	87200001	88200000	0.35846	2247
chr11	87300001	88300000	0.356818	2240
chr11	87400001	88400000	0.355047	2241
chr11	87500001	88500000	0.354098	2205
chr11	87600001	88600000	0.353001	2211
chr11	87700001	88700000	0.355744	2211
chr11	87800001	88800000	0.368187	2294
chr11	87900001	88900000	0.364346	2258
chr11	88000001	89000000	0.361667	2214
chr11	88100001	89100000	0.359437	2195
chr11	88200001	89200000	0.357119	2202
chr11	88300001	89300000	0.355674	2203
chr11	88400001	89400000	0.355242	2193
chr11	88500001	89500000	0.355572	2212
chr11	88600001	89600000	0.359037	2182
chr11	88700001	89700000	0.362669	2194
chr11	88800001	89800000	0.365479	2159
chr11	88900001	89900000	0.368332	2196
chr11	89000001	90000000	0.368992	2187
chr11	89100001	90100000	0.370572	2253
chr11	89200001	90200000	0.371104	2271
chr11	89300001	90300000	0.370155	2267
chr11	89400001	90400000	0.368973	2279
chr11	89500001	90500000	0.366649	2254
chr11	89600001	90600000	0.362441	2257
chr11	89700001	90700000	0.358813	2283
chr11	89800001	90800000	0.355314	2321
chr11	89900001	90900000	0.353478	2288
chr11	90000001	91000000	0.35223	2266
chr11	90100001	91100000	0.351024	2224
chr11	90200001	91200000	0.350464	2206
chr11	90300001	91300000	0.350781	2221
chr11	90400001	91400000	0.352574	2232
chr11	90500001	91500000	0.353744	2226
chr11	90600001	91600000	0.357104	2222
chr11	90700001	91700000	0.360163	2218
chr11	90800001	91800000	0.362872	2223
chr11	90900001	91900000	0.36681	2257
chr11	91000001	92000000	0.371002	2294
chr11	91100001	92100000	0.374063	2338
chr11	91200001	92200000	0.378176	2374
chr11	91300001	92300000	0.381024	2353
chr11	91400001	92400000	0.383756	2333
chr11	91500001	92500000	0.387698	2391
chr11	91600001	92600000	0.390988	2429
chr11	91700001	92700000	0.395113	2436
chr11	91800001	92800000	0.397867	2409
chr11	91900001	92900000	0.397394	2406
chr11	92000001	93000000	0.39646	2405
chr11	92100001	93100000	0.396004	2393
chr11	92200001	93200000	0.39366	2404
chr11	92300001	93300000	0.399563	2423
chr11	92400001	93400000	0.401087	2442
chr11	92500001	93500000	0.400262	2473
chr11	92600001	93600000	0.40237	2525
chr11	92700001	93700000	0.401876	2538
chr11	92800001	93800000	0.401115	2590
chr11	92900001	93900000	0.40453	2600
chr11	93000001	94000000	0.407127	2606
chr11	93100001	94100000	0.409977	2601
chr11	93200001	94200000	0.412692	2601
chr11	93300001	94300000	0.407566	2629
chr11	93400001	94400000	0.40741	2628
chr11	93500001	94500000	0.409355	2578
chr11	93600001	94600000	0.407888	2498
chr11	93700001	94700000	0.40849	2494
chr11	93800001	94800000	0.407964	2473
chr11	93900001	94900000	0.409521	2506
chr11	94000001	95000000	0.405508	2504
chr11	94100001	95100000	0.406024	2500
chr11	94200001	95200000	0.406307	2477
chr11	94300001	95300000	0.407093	2444
chr11	94400001	95400000	0.4029	2404
chr11	94500001	95500000	0.400491	2379
chr11	94600001	95600000	0.395023	2380
chr11	94700001	95700000	0.39029	2377
chr11	94800001	95800000	0.389829	2398
chr11	94900001	95900000	0.387783	2394
chr11	95000001	96000000	0.391304	2401
chr11	95100001	96100000	0.388399	2404
chr11	95200001	96200000	0.385265	2392
chr11	95300001	96300000	0.379191	2370
chr11	95400001	96400000	0.342614	2165
chr11	95500001	96500000	0.327317	2078
chr11	95600001	96600000	0.327967	2082
chr11	95700001	96700000	0.326928	2108
chr11	95800001	96800000	0.324092	2048
chr11	95900001	96900000	0.318867	1991
chr11	96000001	97000000	0.315005	2001
chr11	96100001	97100000	0.312365	1986
chr11	96200001	97200000	0.311963	1977
chr11	96300001	97300000	0.314269	1992
chr11	96400001	97400000	0.349911	2211
chr11	96500001	97500000	0.361306	2278
chr11	96600001	97600000	0.359251	2283
chr11	96700001	97700000	0.359133	2231
chr11	96800001	97800000	0.357537	2235
chr11	96900001	97900000	0.356888	2229
chr11	97000001	98000000	0.356018	2181
chr11	97100001	98100000	0.354965	2173
chr11	97200001	98200000	0.352371	2161
chr11	97300001	98300000	0.352839	2189
chr11	97400001	98400000	0.352967	2193
chr11	97500001	98500000	0.354054	2207
chr11	97600001	98600000	0.354871	2237
chr11	97700001	98700000	0.354415	2230
chr11	97800001	98800000	0.355767	2242
chr11	97900001	98900000	0.355109	2243
chr11	98000001	99000000	0.354351	2239
chr11	98100001	99100000	0.353133	2240
chr11	98200001	99200000	0.352117	2223
chr11	98300001	99300000	0.351094	2195
chr11	98400001	99400000	0.349428	2210
chr11	98500001	99500000	0.349529	2242
chr11	98600001	99600000	0.34839	2186
chr11	98700001	99700000	0.34759	2211
chr11	98800001	99800000	0.346625	2207
chr11	98900001	99900000	0.348254	2217
chr11	99000001	100000000	0.348783	2209
chr11	99100001	100100000	0.3501	2203
chr11	99200001	100200000	0.353529	2225
chr11	99300001	100300000	0.355462	2255
chr11	99400001	100400000	0.360374	2264
chr11	99500001	100500000	0.363096	2297
chr11	99600001	100600000	0.367793	2360
chr11	99700001	100700000	0.371856	2385
chr11	99800001	100800000	0.374453	2388
chr11	99900001	100900000	0.374824	2388
chr11	100000001	101000000	0.377287	2417
chr11	100100001	101100000	0.379263	2422
chr11	100200001	101200000	0.381729	2420
chr11	100300001	101300000	0.381419	2408
chr11	100400001	101400000	0.380438	2391
chr11	100500001	101500000	0.379409	2356
chr11	100600001	101600000	0.378342	2335
chr11	100700001	101700000	0.376528	2292
chr11	100800001	101800000	0.377049	2304
chr11	100900001	101900000	0.377971	2311
chr11	101000001	102000000	0.381467	2388
chr11	101100001	102100000	0.382304	2396
chr11	101200001	102200000	0.385084	2474
chr11	101300001	102300000	0.387572	2482
chr11	101400001	102400000	0.39026	2499
chr11	101500001	102500000	0.392099	2514
chr11	101600001	102600000	0.393214	2504
chr11	101700001	102700000	0.395083	2534
chr11	101800001	102800000	0.39705	2547
chr11	101900001	102900000	0.397914	2540
chr11	102000001	103000000	0.39266	2468
chr11	102100001	103100000	0.388827	2466
chr11	102200001	103200000	0.381712	2398
chr11	102300001	103300000	0.378929	2391
chr11	102400001	103400000	0.374311	2372
chr11	102500001	103500000	0.374572	2328
chr11	102600001	103600000	0.373403	2323
chr11	102700001	103700000	0.372196	2296
chr11	102800001	103800000	0.371397	2269
chr11	102900001	103900000	0.370674	2258
chr11	103000001	104000000	0.370842	2235
chr11	103100001	104100000	0.373686	2227
chr11	103200001	104200000	0.374331	2199
chr11	103300001	104300000	0.373407	2178
chr11	103400001	104400000	0.372608	2186
chr11	103500001	104500000	0.368619	2177
chr11	103600001	104600000	0.364901	2149
chr11	103700001	104700000	0.363352	2124
chr11	103800001	104800000	0.359465	2114
chr11	103900001	104900000	0.35876	2130
chr11	104000001	105000000	0.360424	2147
chr11	104100001	105100000	0.35906	2178
chr11	104200001	105200000	0.35881	2215
chr11	104300001	105300000	0.357852	2205
chr11	104400001	105400000	0.358082	2182
chr11	104500001	105500000	0.35728	2198
chr11	104600001	105600000	0.357645	2218
chr11	104700001	105700000	0.356676	2238
chr11	104800001	105800000	0.356897	2234
chr11	104900001	105900000	0.356584	2216
chr11	105000001	106000000	0.355821	2231
chr11	105100001	106100000	0.359296	2230
chr11	105200001	106200000	0.362596	2221
chr11	105300001	106300000	0.365874	2253
chr11	105400001	106400000	0.365946	2255
chr11	105500001	106500000	0.367672	2253
chr11	105600001	106600000	0.368011	2248
chr11	105700001	106700000	0.368679	2236
chr11	105800001	106800000	0.368515	2232
chr11	105900001	106900000	0.369326	2253
chr11	106000001	107000000	0.369788	2258
chr11	106100001	107100000	0.368114	2260
chr11	106200001	107200000	0.368641	2293
chr11	106300001	107300000	0.367057	2272
chr11	106400001	107400000	0.368567	2282
chr11	106500001	107500000	0.37064	2321
chr11	106600001	107600000	0.3754	2374
chr11	106700001	107700000	0.380865	2470
chr11	106800001	107800000	0.389961	2607
chr11	106900001	107900000	0.395028	2702
chr11	107000001	108000000	0.39773	2758
chr11	107100001	108100000	0.400285	2781
chr11	107200001	108200000	0.398372	2783
chr11	107300001	108300000	0.400907	2856
chr11	107400001	108400000	0.404625	2924
chr11	107500001	108500000	0.407268	2970
chr11	107600001	108600000	0.405728	2953
chr11	107700001	108700000	0.401073	2896
chr11	107800001	108800000	0.393663	2784
chr11	107900001	108900000	0.391711	2697
chr11	108000001	109000000	0.391865	2638
chr11	108100001	109100000	0.389644	2610
chr11	108200001	109200000	0.389774	2566
chr11	108300001	109300000	0.389678	2501
chr11	108400001	109400000	0.386425	2430
chr11	108500001	109500000	0.383398	2349
chr11	108600001	109600000	0.382556	2327
chr11	108700001	109700000	0.384165	2314
chr11	108800001	109800000	0.384665	2333
chr11	108900001	109900000	0.383282	2319
chr11	109000001	110000000	0.382763	2315
chr11	109100001	110100000	0.384952	2342
chr11	109200001	110200000	0.386896	2367
chr11	109300001	110300000	0.38962	2437
chr11	109400001	110400000	0.393234	2485
chr11	109500001	110500000	0.39411	2490
chr11	109600001	110600000	0.39317	2468
chr11	109700001	110700000	0.393122	2500
chr11	109800001	110800000	0.395465	2492
chr11	109900001	110900000	0.396684	2518
chr11	110000001	111000000	0.396671	2558
chr11	110100001	111100000	0.395622	2516
chr11	110200001	111200000	0.39805	2497
chr11	110300001	111300000	0.40034	2474
chr11	110400001	111400000	0.401115	2472
chr11	110500001	111500000	0.402493	2519
chr11	110600001	111600000	0.406107	2562
chr11	110700001	111700000	0.410315	2577
chr11	110800001	111800000	0.412068	2615
chr11	110900001	111900000	0.415163	2637
chr11	111000001	112000000	0.416485	2654
chr11	111100001	112100000	0.417465	2709
chr11	111200001	112200000	0.419001	2738
chr11	111300001	112300000	0.418833	2707
chr11	111400001	112400000	0.41796	2689
chr11	111500001	112500000	0.420966	2653
chr11	111600001	112600000	0.422453	2640
chr11	111700001	112700000	0.425501	2588
chr11	111800001	112800000	0.427328	2564
chr11	111900001	112900000	0.422797	2535
chr11	112000001	113000000	0.422425	2474
chr11	112100001	113100000	0.424937	2446
chr11	112200001	113200000	0.426552	2468
chr11	112300001	113300000	0.429681	2490
chr11	112400001	113400000	0.434242	2495
chr11	112500001	113500000	0.433	2512
chr11	112600001	113600000	0.436619	2538
chr11	112700001	113700000	0.431389	2587
chr11	112800001	113800000	0.430574	2643
chr11	112900001	113900000	0.439037	2685
chr11	113000001	114000000	0.445727	2740
chr11	113100001	114100000	0.45028	2731
chr11	113200001	114200000	0.450561	2693
chr11	113300001	114300000	0.442809	2676
chr11	113400001	114400000	0.435293	2660
chr11	113500001	114500000	0.432291	2592
chr11	113600001	114600000	0.424071	2569
chr11	113700001	114700000	0.425307	2538
chr11	113800001	114800000	0.424253	2463
chr11	113900001	114900000	0.417479	2398
chr11	114000001	115000000	0.414186	2325
chr11	114100001	115100000	0.410882	2308
chr11	114200001	115200000	0.404135	2282
chr11	114300001	115300000	0.401955	2230
chr11	114400001	115400000	0.40353	2240
chr11	114500001	115500000	0.409036	2314
chr11	114600001	115600000	0.418316	2333
chr11	114700001	115700000	0.421016	2350
chr11	114800001	115800000	0.419993	2343
chr11	114900001	115900000	0.420814	2350
chr11	115000001	116000000	0.42164	2368
chr11	115100001	116100000	0.423373	2398
chr11	115200001	116200000	0.429958	2448
chr11	115300001	116300000	0.440206	2529
chr11	115400001	116400000	0.446553	2531
chr11	115500001	116500000	0.449524	2528
chr11	115600001	116600000	0.450475	2505
chr11	115700001	116700000	0.451703	2529
chr11	115800001	116800000	0.45498	2596
chr11	115900001	116900000	0.453154	2635
chr11	116000001	117000000	0.449992	2708
chr11	116100001	117100000	0.45338	2735
chr11	116200001	117200000	0.454266	2763
chr11	116300001	117300000	0.455512	2756
chr11	116400001	117400000	0.46157	2762
chr11	116500001	117500000	0.4628	2771
chr11	116600001	117600000	0.464815	2780
chr11	116700001	117700000	0.469427	2723
chr11	116800001	117800000	0.474315	2672
chr11	116900001	117900000	0.480867	2670
chr11	117000001	118000000	0.486604	2656
chr11	117100001	118100000	0.486152	2622
chr11	117200001	118200000	0.482063	2587
chr11	117300001	118300000	0.476166	2643
chr11	117400001	118400000	0.466043	2677
chr11	117500001	118500000	0.464571	2718
chr11	117600001	118600000	0.464633	2750
chr11	117700001	118700000	0.457687	2845
chr11	117800001	118800000	0.460361	2902
chr11	117900001	118900000	0.463472	2988
chr11	118000001	119000000	0.466363	3031
chr11	118100001	119100000	0.467473	3103
chr11	118200001	119200000	0.469559	3123
chr11	118300001	119300000	0.476821	3084
chr11	118400001	119400000	0.483631	3055
chr11	118500001	119500000	0.484089	3028
chr11	118600001	119600000	0.489227	2982
chr11	118700001	119700000	0.496094	2886
chr11	118800001	119800000	0.493988	2845
chr11	118900001	119900000	0.492345	2740
chr11	119000001	120000000	0.491593	2734
chr11	119100001	120100000	0.491502	2675
chr11	119200001	120200000	0.495698	2657
chr11	119300001	120300000	0.483255	2621
chr11	119400001	120400000	0.476932	2616
chr11	119500001	120500000	0.478452	2600
chr11	119600001	120600000	0.471198	2627
chr11	119700001	120700000	0.467188	2660
chr11	119800001	120800000	0.466088	2672
chr11	119900001	120900000	0.462916	2665
chr11	120000001	121000000	0.452685	2543
chr11	120100001	121100000	0.445148	2535
chr11	120200001	121200000	0.437067	2516
chr11	120300001	121300000	0.442404	2524
chr11	120400001	121400000	0.443996	2537
chr11	120500001	121500000	0.437808	2534
chr11	120600001	121600000	0.432664	2530
chr11	120700001	121700000	0.426196	2514
chr11	120800001	121800000	0.417351	2501
chr11	120900001	121900000	0.411393	2480
chr11	121000001	122000000	0.409919	2498
chr11	121100001	122100000	0.407527	2481
chr11	121200001	122200000	0.407452	2492
chr11	121300001	122300000	0.404191	2475
chr11	121400001	122400000	0.398482	2452
chr11	121500001	122500000	0.397861	2474
chr11	121600001	122600000	0.402207	2513
chr11	121700001	122700000	0.406957	2554
chr11	121800001	122800000	0.409042	2568
chr11	121900001	122900000	0.412659	2620
chr11	122000001	123000000	0.419689	2729
chr11	122100001	123100000	0.425031	2766
chr11	122200001	123200000	0.42959	2792
chr11	122300001	123300000	0.432569	2826
chr11	122400001	123400000	0.439932	2839
chr11	122500001	123500000	0.445186	2828
chr11	122600001	123600000	0.441128	2797
chr11	122700001	123700000	0.43509	2771
chr11	122800001	123800000	0.43142	2744
chr11	122900001	123900000	0.426651	2718
chr11	123000001	124000000	0.419524	2627
chr11	123100001	124100000	0.412802	2600
chr11	123200001	124200000	0.404091	2555
chr11	123300001	124300000	0.399252	2526
chr11	123400001	124400000	0.391939	2511
chr11	123500001	124500000	0.383481	2486
chr11	123600001	124600000	0.382865	2478
chr11	123700001	124700000	0.389291	2459
chr11	123800001	124800000	0.399486	2479
chr11	123900001	124900000	0.400509	2500
chr11	124000001	125000000	0.407291	2503
chr11	124100001	125100000	0.417003	2494
chr11	124200001	125200000	0.429547	2503
chr11	124300001	125300000	0.441456	2492
chr11	124400001	125400000	0.447042	2523
chr11	124500001	125500000	0.449321	2596
chr11	124600001	125600000	0.447691	2597
chr11	124700001	125700000	0.44137	2605
chr11	124800001	125800000	0.435603	2602
chr11	124900001	125900000	0.439934	2584
chr11	125000001	126000000	0.440375	2621
chr11	125100001	126100000	0.440598	2682
chr11	125200001	126200000	0.438219	2741
chr11	125300001	126300000	0.440184	2768
chr11	125400001	126400000	0.448507	2734
chr11	125500001	126500000	0.45564	2681
chr11	125600001	126600000	0.461248	2680
