chrom	start	end	GC_percentage	HindIII
chr12	94900001	95900000	0.41803	302
chr12	95000001	96000000	0.416012	302
chr12	95100001	96100000	0.414849	302
chr12	95200001	96200000	0.41285	313
chr12	95300001	96300000	0.410818	315
chr12	95400001	96400000	0.410324	318
chr12	95500001	96500000	0.41269	318
chr12	95600001	96600000	0.416637	314
chr12	95700001	96700000	0.419779	303
chr12	95800001	96800000	0.416712	312
chr12	95900001	96900000	0.415767	308
chr12	96000001	97000000	0.411969	314
chr12	96100001	97100000	0.408604	321
chr12	96200001	97200000	0.406494	312
chr12	96300001	97300000	0.404832	301
chr12	96400001	97400000	0.398918	306
chr12	96500001	97500000	0.394993	317
chr12	96600001	97600000	0.389174	326
chr12	96700001	97700000	0.386444	325
chr12	96800001	97800000	0.387749	326
chr12	96900001	97900000	0.38323	322
chr12	97000001	98000000	0.382299	326
chr12	97100001	98100000	0.383751	316
chr12	97200001	98200000	0.384734	317
chr12	97300001	98300000	0.383932	327
chr12	97400001	98400000	0.386322	330
chr12	97500001	98500000	0.386858	320
chr12	97600001	98600000	0.387391	321
chr12	97700001	98700000	0.387565	320
chr12	97800001	98800000	0.38874	320
chr12	97900001	98900000	0.394965	323
chr12	98000001	99000000	0.400037	313
chr12	98100001	99100000	0.400861	330
chr12	98200001	99200000	0.403645	345
chr12	98300001	99300000	0.405907	335
chr12	98400001	99400000	0.406007	322
chr12	98500001	99500000	0.40634	331
chr12	98600001	99600000	0.404301	328
chr12	98700001	99700000	0.402134	336
chr12	98800001	99800000	0.397336	331
chr12	98900001	99900000	0.389983	339
chr12	99000001	100000000	0.384014	339
chr12	99100001	100100000	0.380331	330
chr12	99200001	100200000	0.376081	317
chr12	99300001	100300000	0.372265	326
chr12	99400001	100400000	0.372158	337
chr12	99500001	100500000	0.370983	321
chr12	99600001	100600000	0.377009	311
chr12	99700001	100700000	0.379673	310
chr12	99800001	100800000	0.383674	305
chr12	99900001	100900000	0.387891	306
chr12	100000001	101000000	0.391003	312
chr12	100100001	101100000	0.394322	306
chr12	100200001	101200000	0.397256	303
chr12	100300001	101300000	0.399846	303
chr12	100400001	101400000	0.399841	299
chr12	100500001	101500000	0.400488	322
chr12	100600001	101600000	0.394794	329
chr12	100700001	101700000	0.395637	332
chr12	100800001	101800000	0.394331	342
chr12	100900001	101900000	0.396079	329
chr12	101000001	102000000	0.397228	316
chr12	101100001	102100000	0.396293	317
chr12	101200001	102200000	0.394968	325
chr12	101300001	102300000	0.39966	310
chr12	101400001	102400000	0.401515	307
chr12	101500001	102500000	0.399456	305
chr12	101600001	102600000	0.39761	302
chr12	101700001	102700000	0.393807	299
chr12	101800001	102800000	0.393916	298
chr12	101900001	102900000	0.392016	311
chr12	102000001	103000000	0.392489	321
chr12	102100001	103100000	0.392312	321
chr12	102200001	103200000	0.393756	313
chr12	102300001	103300000	0.391656	329
chr12	102400001	103400000	0.391459	325
chr12	102500001	103500000	0.392934	310
chr12	102600001	103600000	0.394045	308
chr12	102700001	103700000	0.395107	306
chr12	102800001	103800000	0.3944	297
chr12	102900001	103900000	0.393245	293
chr12	103000001	104000000	0.391747	292
chr12	103100001	104100000	0.39576	291
chr12	103200001	104200000	0.400279	287
chr12	103300001	104300000	0.401648	286
chr12	103400001	104400000	0.401726	285
chr12	103500001	104500000	0.403912	288
chr12	103600001	104600000	0.408137	275
chr12	103700001	104700000	0.413764	274
chr12	103800001	104800000	0.418434	277
chr12	103900001	104900000	0.424297	269
chr12	104000001	105000000	0.430129	260
chr12	104100001	105100000	0.433182	269
chr12	104200001	105200000	0.432436	267
chr12	104300001	105300000	0.426672	266
chr12	104400001	105400000	0.425566	268
chr12	104500001	105500000	0.425291	268
chr12	104600001	105600000	0.421486	284
chr12	104700001	105700000	0.419746	284
chr12	104800001	105800000	0.419215	282
chr12	104900001	105900000	0.416643	283
chr12	105000001	106000000	0.414229	290
chr12	105100001	106100000	0.409181	296
chr12	105200001	106200000	0.406166	309
chr12	105300001	106300000	0.410273	319
chr12	105400001	106400000	0.412672	322
chr12	105500001	106500000	0.416005	320
chr12	105600001	106600000	0.4224	316
chr12	105700001	106700000	0.425119	311
chr12	105800001	106800000	0.42343	312
chr12	105900001	106900000	0.420709	318
chr12	106000001	107000000	0.420493	325
chr12	106100001	107100000	0.421137	307
chr12	106200001	107200000	0.422018	302
chr12	106300001	107300000	0.420005	312
chr12	106400001	107400000	0.417934	304
chr12	106500001	107500000	0.413028	299
chr12	106600001	107600000	0.409442	308
chr12	106700001	107700000	0.407199	319
chr12	106800001	107800000	0.412492	314
chr12	106900001	107900000	0.419998	303
chr12	107000001	108000000	0.421881	295
chr12	107100001	108100000	0.425787	292
chr12	107200001	108200000	0.425302	294
chr12	107300001	108300000	0.428704	278
chr12	107400001	108400000	0.430647	287
chr12	107500001	108500000	0.435296	304
chr12	107600001	108600000	0.440868	296
chr12	107700001	108700000	0.445359	295
chr12	107800001	108800000	0.445704	299
chr12	107900001	108900000	0.443521	303
chr12	108000001	109000000	0.446329	295
chr12	108100001	109100000	0.445706	312
chr12	108200001	109200000	0.450313	297
chr12	108300001	109300000	0.456171	290
chr12	108400001	109400000	0.447802	274
chr12	108500001	109500000	0.437633	251
chr12	108600001	109600000	0.436962	239
chr12	108700001	109700000	0.43691	225
chr12	108800001	109800000	0.436746	216
chr12	108900001	109900000	0.435759	214
chr12	109000001	110000000	0.436746	228
chr12	109100001	110100000	0.443237	210
chr12	109200001	110200000	0.447525	208
chr12	109300001	110300000	0.450974	195
chr12	109400001	110400000	0.464984	189
chr12	109500001	110500000	0.47629	193
chr12	109600001	110600000	0.474698	192
chr12	109700001	110700000	0.469427	188
chr12	109800001	110800000	0.467275	187
chr12	109900001	110900000	0.46959	173
chr12	110000001	111000000	0.464052	172
chr12	110100001	111100000	0.457863	178
chr12	110200001	111200000	0.453455	195
chr12	110300001	111300000	0.449161	197
chr12	110400001	111400000	0.448496	200
chr12	110500001	111500000	0.451535	211
chr12	110600001	111600000	0.455263	222
chr12	110700001	111700000	0.462999	233
chr12	110800001	111800000	0.469509	231
chr12	110900001	111900000	0.475209	233
chr12	111000001	112000000	0.473012	214
chr12	111100001	112100000	0.47387	202
chr12	111200001	112200000	0.474622	197
chr12	111300001	112300000	0.474302	205
chr12	111400001	112400000	0.469121	215
chr12	111500001	112500000	0.462233	203
chr12	111600001	112600000	0.458876	198
chr12	111700001	112700000	0.455317	193
chr12	111800001	112800000	0.445246	212
chr12	111900001	112900000	0.437659	213
chr12	112000001	113000000	0.441901	223
chr12	112100001	113100000	0.439361	230
chr12	112200001	113200000	0.435424	233
chr12	112300001	113300000	0.432893	237
chr12	112400001	113400000	0.435734	236
chr12	112500001	113500000	0.441669	234
chr12	112600001	113600000	0.449789	229
chr12	112700001	113700000	0.453942	226
chr12	112800001	113800000	0.46421	203
chr12	112900001	113900000	0.469076	203
chr12	113000001	114000000	0.474052	199
chr12	113100001	114100000	0.476431	204
chr12	113200001	114200000	0.481386	200
chr12	113300001	114300000	0.488173	189
chr12	113400001	114400000	0.492736	188
chr12	113500001	114500000	0.492285	194
chr12	113600001	114600000	0.483752	235
chr12	113700001	114700000	0.478102	248
chr12	113800001	114800000	0.470109	271
chr12	113900001	114900000	0.46694	284
chr12	114000001	115000000	0.459377	288
chr12	114100001	115100000	0.45685	286
chr12	114200001	115200000	0.45763	283
chr12	114300001	115300000	0.451133	283
chr12	114400001	115400000	0.444992	291
chr12	114500001	115500000	0.440687	294
chr12	114600001	115600000	0.438228	264
chr12	114700001	115700000	0.437272	272
chr12	114800001	115800000	0.435993	274
chr12	114900001	115900000	0.432628	274
chr12	115000001	116000000	0.43336	285
chr12	115100001	116100000	0.43409	283
chr12	115200001	116200000	0.427588	293
chr12	115300001	116300000	0.42602	303
chr12	115400001	116400000	0.426989	299
chr12	115500001	116500000	0.423035	302
chr12	115600001	116600000	0.41857	322
chr12	115700001	116700000	0.412246	310
chr12	115800001	116800000	0.414459	292
chr12	115900001	116900000	0.419759	286
chr12	116000001	117000000	0.42406	272
chr12	116100001	117100000	0.425446	276
chr12	116200001	117200000	0.42915	265
chr12	116300001	117300000	0.43323	257
chr12	116400001	117400000	0.434042	258
chr12	116500001	117500000	0.442978	264
chr12	116600001	117600000	0.454282	234
chr12	116700001	117700000	0.463575	233
chr12	116800001	117800000	0.467141	236
chr12	116900001	117900000	0.466596	235
chr12	117000001	118000000	0.464922	243
chr12	117100001	118100000	0.463477	251
chr12	117200001	118200000	0.462115	253
chr12	117300001	118300000	0.460055	253
chr12	117400001	118400000	0.458851	240
chr12	117500001	118500000	0.457827	227
chr12	117600001	118600000	0.456566	239
chr12	117700001	118700000	0.450092	228
chr12	117800001	118800000	0.441452	228
chr12	117900001	118900000	0.437468	234
chr12	118000001	119000000	0.436197	227
chr12	118100001	119100000	0.434116	224
chr12	118200001	119200000	0.432929	228
chr12	118300001	119300000	0.429432	240
chr12	118400001	119400000	0.427798	256
chr12	118500001	119500000	0.425045	260
chr12	118600001	119600000	0.422688	255
chr12	118700001	119700000	0.428004	260
chr12	118800001	119800000	0.432688	283
chr12	118900001	119900000	0.43311	293
chr12	119000001	120000000	0.432369	309
chr12	119100001	120100000	0.432789	308
chr12	119200001	120200000	0.434151	299
chr12	119300001	120300000	0.43555	293
chr12	119400001	120400000	0.438847	286
chr12	119500001	120500000	0.43865	292
chr12	119600001	120600000	0.444921	294
chr12	119700001	120700000	0.450518	297
chr12	119800001	120800000	0.456191	271
chr12	119900001	120900000	0.460439	255
chr12	120000001	121000000	0.46309	238
chr12	120100001	121100000	0.469278	221
chr12	120200001	121200000	0.474001	220
chr12	120300001	121300000	0.471496	222
chr12	120400001	121400000	0.470702	218
chr12	120500001	121500000	0.476581	199
chr12	120600001	121600000	0.471705	194
chr12	120700001	121700000	0.469418	193
chr12	120800001	121800000	0.46645	189
chr12	120900001	121900000	0.465304	190
chr12	121000001	122000000	0.469966	186
chr12	121100001	122100000	0.471478	183
chr12	121200001	122200000	0.471706	176
chr12	121300001	122300000	0.485877	159
chr12	121400001	122400000	0.487814	160
chr12	121500001	122500000	0.489616	171
chr12	121600001	122600000	0.467496	161
chr12	121700001	122700000	0.470456	148
chr12	121800001	122800000	0.468471	150
chr12	121900001	122900000	0.465797	158
chr12	122000001	123000000	0.459913	154
chr12	122100001	123100000	0.450748	171
chr12	122200001	123200000	0.447003	182
chr12	122300001	123300000	0.437088	193
chr12	122400001	123400000	0.441001	190
chr12	122500001	123500000	0.444534	183
chr12	122600001	123600000	0.471257	197
chr12	122700001	123700000	0.464956	217
chr12	122800001	123800000	0.467356	226
chr12	122900001	123900000	0.470326	224
chr12	123000001	124000000	0.474507	225
chr12	123100001	124100000	0.480914	213
chr12	123200001	124200000	0.48002	215
chr12	123300001	124300000	0.479842	219
chr12	123400001	124400000	0.475816	225
chr12	123500001	124500000	0.467788	242
chr12	123600001	124600000	0.463262	249
chr12	123700001	124700000	0.464778	250
chr12	123800001	124800000	0.468689	249
chr12	123900001	124900000	0.480088	242
chr12	124000001	125000000	0.487671	242
chr12	124100001	125100000	0.494225	244
chr12	124200001	125200000	0.500496	234
chr12	124300001	125300000	0.506911	222
chr12	124400001	125400000	0.510754	207
chr12	124500001	125500000	0.515444	189
chr12	124600001	125600000	0.517691	181
chr12	124700001	125700000	0.521344	164
chr12	124800001	125800000	0.517247	167
chr12	124900001	125900000	0.503131	169
chr12	125000001	126000000	0.48953	185
chr12	125100001	126100000	0.477052	196
chr12	125200001	126200000	0.468062	212
chr12	125300001	126300000	0.458274	231
chr12	125400001	126400000	0.449415	259
chr12	125500001	126500000	0.440203	267
chr12	125600001	126600000	0.432729	277
chr12	125700001	126700000	0.423988	284
chr12	125800001	126800000	0.417788	288
chr12	125900001	126900000	0.413818	299
chr12	126000001	127000000	0.411081	295
chr12	126100001	127100000	0.408821	297
chr12	126200001	127200000	0.407162	293
chr12	126300001	127300000	0.407618	301
chr12	126400001	127400000	0.406638	302
chr12	126500001	127500000	0.405044	304
chr12	126600001	127600000	0.403636	302
chr12	126700001	127700000	0.40405	306
chr12	126800001	127800000	0.405961	309
chr12	126900001	127900000	0.406611	315
chr12	127000001	128000000	0.409305	320
chr12	127100001	128100000	0.411461	324
chr12	127200001	128200000	0.412788	322
chr12	127300001	128300000	0.412441	304
chr12	127400001	128400000	0.412706	294
chr12	127500001	128500000	0.413566	296
chr12	127600001	128600000	0.417044	294
chr12	127700001	128700000	0.418105	295
chr12	127800001	128800000	0.420724	289
chr12	127900001	128900000	0.424112	277
chr12	128000001	129000000	0.42562	269
chr12	128100001	129100000	0.430157	263
chr12	128200001	129200000	0.434358	259
chr12	128300001	129300000	0.438926	262
chr12	128400001	129400000	0.444459	253
chr12	128500001	129500000	0.450279	251
chr12	128600001	129600000	0.453305	251
chr12	128700001	129700000	0.453899	256
chr12	128800001	129800000	0.451044	253
chr12	128900001	129900000	0.448454	258
chr12	129000001	130000000	0.445904	265
chr12	129100001	130100000	0.441615	270
chr12	129200001	130200000	0.437205	276
chr12	129300001	130300000	0.434352	275
chr12	129400001	130400000	0.432702	284
chr12	129500001	130500000	0.430706	293
chr12	129600001	130600000	0.432449	289
chr12	129700001	130700000	0.437574	276
chr12	129800001	130800000	0.440147	273
chr13	20100001	21100000	0.428625	239
chr13	20200001	21200000	0.42683	239
chr13	20300001	21300000	0.429436	235
chr13	20400001	21400000	0.425001	237
chr13	20500001	21500000	0.421909	235
chr13	20600001	21600000	0.428063	235
chr13	20700001	21700000	0.433381	226
chr13	20800001	21800000	0.43097	227
chr13	20900001	21900000	0.428221	235
chr13	21000001	22000000	0.425318	240
chr13	21100001	22100000	0.421966	243
chr13	21200001	22200000	0.420462	247
chr13	21300001	22300000	0.419561	243
chr13	21400001	22400000	0.421863	240
chr13	21500001	22500000	0.424974	253
chr13	21600001	22600000	0.421616	246
chr13	21700001	22700000	0.418766	271
chr13	21800001	22800000	0.416128	279
chr13	21900001	22900000	0.414009	277
chr13	22000001	23000000	0.407982	280
chr13	22100001	23100000	0.405023	285
chr13	22200001	23200000	0.402728	284
chr13	22300001	23300000	0.400026	301
chr13	22400001	23400000	0.396111	313
chr13	22500001	23500000	0.392216	306
chr13	22600001	23600000	0.395544	306
chr13	22700001	23700000	0.392792	289
chr13	22800001	23800000	0.392619	282
chr13	22900001	23900000	0.392342	281
chr13	23000001	24000000	0.396432	291
chr13	23100001	24100000	0.400681	289
chr13	23200001	24200000	0.404821	299
chr13	23300001	24300000	0.408643	300
chr13	23400001	24400000	0.410678	299
chr13	23500001	24500000	0.410789	301
chr13	23600001	24600000	0.408941	301
chr13	23700001	24700000	0.413257	305
chr13	23800001	24800000	0.417025	323
chr13	23900001	24900000	0.422844	314
chr13	24000001	25000000	0.425907	286
chr13	24100001	25100000	0.426297	303
chr13	24200001	25200000	0.427227	299
chr13	24300001	25300000	0.431084	298
chr13	24400001	25400000	0.431331	279
chr13	24500001	25500000	0.431489	277
chr13	24600001	25600000	0.430264	288
chr13	24700001	25700000	0.428098	282
chr13	24800001	25800000	0.428631	275
chr13	24900001	25900000	0.422816	290
chr13	25000001	26000000	0.419928	305
chr13	25100001	26100000	0.420214	293
chr13	25200001	26200000	0.417972	303
chr13	25300001	26300000	0.411928	295
chr13	25400001	26400000	0.411939	309
chr13	25500001	26500000	0.414711	305
chr13	25600001	26600000	0.4159	297
chr13	25700001	26700000	0.416689	302
chr13	25800001	26800000	0.412569	298
chr13	25900001	26900000	0.41245	294
chr13	26000001	27000000	0.408637	297
chr13	26100001	27100000	0.409856	298
chr13	26200001	27200000	0.410232	292
chr13	26300001	27300000	0.412254	291
chr13	26400001	27400000	0.41575	287
chr13	26500001	27500000	0.418063	306
chr13	26600001	27600000	0.421827	304
chr13	26700001	27700000	0.420419	301
chr13	26800001	27800000	0.421952	305
chr13	26900001	27900000	0.426128	300
chr13	27000001	28000000	0.434601	289
chr13	27100001	28100000	0.434177	295
chr13	27200001	28200000	0.433834	301
chr13	27300001	28300000	0.430419	299
chr13	27400001	28400000	0.432467	295
chr13	27500001	28500000	0.430528	275
chr13	27600001	28600000	0.429374	272
chr13	27700001	28700000	0.43182	273
chr13	27800001	28800000	0.429247	256
chr13	27900001	28900000	0.424843	267
chr13	28000001	29000000	0.420137	278
chr13	28100001	29100000	0.417569	267
chr13	28200001	29200000	0.42244	247
chr13	28300001	29300000	0.423276	245
chr13	28400001	29400000	0.420218	258
chr13	28500001	29500000	0.416943	270
chr13	28600001	29600000	0.410777	275
chr13	28700001	29700000	0.407496	290
chr13	28800001	29800000	0.407897	301
chr13	28900001	29900000	0.409559	303
chr13	29000001	30000000	0.409649	290
chr13	29100001	30100000	0.414573	292
chr13	29200001	30200000	0.414951	292
chr13	29300001	30300000	0.416548	299
chr13	29400001	30400000	0.411847	297
chr13	29500001	30500000	0.413587	297
chr13	29600001	30600000	0.417444	307
chr13	29700001	30700000	0.421495	301
chr13	29800001	30800000	0.426116	305
chr13	29900001	30900000	0.424707	302
chr13	30000001	31000000	0.427984	315
chr13	30100001	31100000	0.425191	314
chr13	30200001	31200000	0.421232	318
chr13	30300001	31300000	0.421808	324
chr13	30400001	31400000	0.428836	322
chr13	30500001	31500000	0.433594	316
chr13	30600001	31600000	0.431795	318
chr13	30700001	31700000	0.433547	308
chr13	30800001	31800000	0.431712	305
chr13	30900001	31900000	0.433021	300
chr13	31000001	32000000	0.430027	301
chr13	31100001	32100000	0.425428	313
chr13	31200001	32200000	0.423737	312
chr13	31300001	32300000	0.420177	305
chr13	31400001	32400000	0.413462	303
chr13	31500001	32500000	0.40713	309
chr13	31600001	32600000	0.405058	301
chr13	31700001	32700000	0.39792	297
chr13	31800001	32800000	0.393966	301
chr13	31900001	32900000	0.393867	314
chr13	32000001	33000000	0.391118	316
chr13	32100001	33100000	0.392559	316
chr13	32200001	33200000	0.393073	320
chr13	32300001	33300000	0.391151	325
chr13	32400001	33400000	0.389218	324
chr13	32500001	33500000	0.391882	325
chr13	32600001	33600000	0.393531	321
chr13	32700001	33700000	0.395477	320
chr13	32800001	33800000	0.397845	322
chr13	32900001	33900000	0.397705	303
chr13	33000001	34000000	0.399481	301
chr13	33100001	34100000	0.397093	286
chr13	33200001	34200000	0.39486	293
chr13	33300001	34300000	0.397903	289
chr13	33400001	34400000	0.400144	295
chr13	33500001	34500000	0.395484	293
chr13	33600001	34600000	0.391916	298
chr13	33700001	34700000	0.390288	303
chr13	33800001	34800000	0.38738	304
chr13	33900001	34900000	0.385073	319
chr13	34000001	35000000	0.384507	324
chr13	34100001	35100000	0.385831	330
chr13	34200001	35200000	0.38885	333
chr13	34300001	35300000	0.387804	328
chr13	34400001	35400000	0.387624	329
chr13	34500001	35500000	0.388581	332
chr13	34600001	35600000	0.387001	337
chr13	34700001	35700000	0.381021	341
chr13	34800001	35800000	0.376727	339
chr13	34900001	35900000	0.37379	333
chr13	35000001	36000000	0.368226	326
chr13	35100001	36100000	0.365072	335
chr13	35200001	36200000	0.360457	329
chr13	35300001	36300000	0.363735	330
chr13	35400001	36400000	0.365671	321
chr13	35500001	36500000	0.367905	323
chr13	35600001	36600000	0.372388	328
chr13	35700001	36700000	0.37775	326
chr13	35800001	36800000	0.3829	322
chr13	35900001	36900000	0.386585	319
chr13	36000001	37000000	0.390823	320
chr13	36100001	37100000	0.394067	326
chr13	36200001	37200000	0.396993	328
chr13	36300001	37300000	0.395141	334
chr13	36400001	37400000	0.39467	342
chr13	36500001	37500000	0.394584	332
chr13	36600001	37600000	0.391889	320
chr13	36700001	37700000	0.392137	336
chr13	36800001	37800000	0.391043	339
chr13	36900001	37900000	0.390131	340
chr13	37000001	38000000	0.388843	335
chr13	37100001	38100000	0.386057	320
chr13	37200001	38200000	0.382702	308
chr13	37300001	38300000	0.378265	300
chr13	37400001	38400000	0.37216	296
chr13	37500001	38500000	0.367349	311
chr13	37600001	38600000	0.364238	314
chr13	37700001	38700000	0.362403	297
chr13	37800001	38800000	0.36066	292
chr13	37900001	38900000	0.359113	292
chr13	38000001	39000000	0.356752	312
chr13	38100001	39100000	0.356397	315
chr13	38200001	39200000	0.357128	330
chr13	38300001	39300000	0.359463	335
chr13	38400001	39400000	0.362312	344
chr13	38500001	39500000	0.364439	340
chr13	38600001	39600000	0.367755	338
chr13	38700001	39700000	0.36903	341
chr13	38800001	39800000	0.371525	344
chr13	38900001	39900000	0.373905	340
chr13	39000001	40000000	0.378193	336
chr13	39100001	40100000	0.381455	339
chr13	39200001	40200000	0.38478	330
chr13	39300001	40300000	0.381823	347
chr13	39400001	40400000	0.38243	346
chr13	39500001	40500000	0.383046	338
chr13	39600001	40600000	0.384022	341
chr13	39700001	40700000	0.387363	336
chr13	39800001	40800000	0.392574	343
chr13	39900001	40900000	0.395492	349
chr13	40000001	41000000	0.399388	332
chr13	40100001	41100000	0.404453	327
chr13	40200001	41200000	0.406408	333
chr13	40300001	41300000	0.414739	325
chr13	40400001	41400000	0.419323	308
chr13	40500001	41500000	0.420701	309
chr13	40600001	41600000	0.419275	330
chr13	40700001	41700000	0.419068	331
chr13	40800001	41800000	0.415348	324
chr13	40900001	41900000	0.414553	323
chr13	41000001	42000000	0.409508	324
chr13	41100001	42100000	0.40922	317
chr13	41200001	42200000	0.409536	302
chr13	41300001	42300000	0.402928	299
chr13	41400001	42400000	0.396521	305
chr13	41500001	42500000	0.393664	316
chr13	41600001	42600000	0.394977	291
chr13	41700001	42700000	0.393574	296
chr13	41800001	42800000	0.391122	297
chr13	41900001	42900000	0.387769	301
chr13	42000001	43000000	0.390539	300
chr13	42100001	43100000	0.386293	309
chr13	42200001	43200000	0.386077	318
chr13	42300001	43300000	0.388917	316
chr13	42400001	43400000	0.39271	320
chr13	42500001	43500000	0.394517	324
chr13	42600001	43600000	0.396285	319
chr13	42700001	43700000	0.395006	322
chr13	42800001	43800000	0.399244	322
chr13	42900001	43900000	0.402333	323
chr13	43000001	44000000	0.401753	334
chr13	43100001	44100000	0.399526	338
chr13	43200001	44200000	0.395893	336
chr13	43300001	44300000	0.394468	330
chr13	43400001	44400000	0.394615	337
chr13	43500001	44500000	0.392184	332
chr13	43600001	44600000	0.391786	337
chr13	43700001	44700000	0.392401	329
chr13	43800001	44800000	0.393346	324
chr13	43900001	44900000	0.396571	319
chr13	44000001	45000000	0.401015	310
chr13	44100001	45100000	0.402184	309
chr13	44200001	45200000	0.403875	312
chr13	44300001	45300000	0.408726	314
chr13	44400001	45400000	0.412471	300
chr13	44500001	45500000	0.420401	293
chr13	44600001	45600000	0.418981	297
chr13	44700001	45700000	0.423054	296
chr13	44800001	45800000	0.419266	296
chr13	44900001	45900000	0.417636	306
chr13	45000001	46000000	0.418468	295
chr13	45100001	46100000	0.420897	302
chr13	45200001	46200000	0.425288	298
chr13	45300001	46300000	0.424111	304
chr13	45400001	46400000	0.424583	307
chr13	45500001	46500000	0.423573	313
chr13	45600001	46600000	0.42144	319
chr13	45700001	46700000	0.416014	326
chr13	45800001	46800000	0.41738	325
chr13	45900001	46900000	0.413188	317
chr13	46000001	47000000	0.40912	324
chr13	46100001	47100000	0.408419	318
chr13	46200001	47200000	0.40573	316
chr13	46300001	47300000	0.403152	310
chr13	46400001	47400000	0.39743	323
chr13	46500001	47500000	0.392582	318
chr13	46600001	47600000	0.393958	305
chr13	46700001	47700000	0.393596	302
chr13	46800001	47800000	0.391282	301
chr13	46900001	47900000	0.391345	299
chr13	47000001	48000000	0.386632	318
chr13	47100001	48100000	0.384186	320
chr13	47200001	48200000	0.381884	327
chr13	47300001	48300000	0.382364	332
chr13	47400001	48400000	0.383941	321
chr13	47500001	48500000	0.386423	317
chr13	47600001	48600000	0.386846	337
chr13	47700001	48700000	0.390386	338
chr13	47800001	48800000	0.393543	342
chr13	47900001	48900000	0.395173	335
chr13	48000001	49000000	0.393703	329
chr13	48100001	49100000	0.394373	326
chr13	48200001	49200000	0.396539	328
chr13	48300001	49300000	0.396595	328
chr13	48400001	49400000	0.397579	324
chr13	48500001	49500000	0.396972	325
chr13	48600001	49600000	0.395586	309
chr13	48700001	49700000	0.391974	297
chr13	48800001	49800000	0.389969	305
chr13	48900001	49900000	0.391929	314
chr13	49000001	50000000	0.394372	304
chr13	49100001	50100000	0.394928	304
chr13	49200001	50200000	0.397123	295
chr13	49300001	50300000	0.40047	279
chr13	49400001	50400000	0.400472	287
chr13	49500001	50500000	0.402559	274
chr13	49600001	50600000	0.406401	271
chr13	49700001	50700000	0.406343	285
chr13	49800001	50800000	0.40796	274
chr13	49900001	50900000	0.405781	263
chr13	50000001	51000000	0.408823	267
chr13	50100001	51100000	0.407926	272
chr13	50200001	51200000	0.403535	277
chr13	50300001	51300000	0.400787	288
chr13	50400001	51400000	0.399757	283
chr13	50500001	51500000	0.39619	299
chr13	50600001	51600000	0.394967	311
chr13	50700001	51700000	0.400873	315
chr13	50800001	51800000	0.402671	327
chr13	50900001	51900000	0.407616	338
chr13	51000001	52000000	0.404172	338
chr13	51100001	52100000	0.405208	324
chr13	51200001	52200000	0.406354	334
chr13	51300001	52300000	0.404977	327
chr13	51400001	52400000	0.40991	323
chr13	51500001	52500000	0.415265	320
chr13	51600001	52600000	0.419313	306
chr13	51700001	52700000	0.417137	305
chr13	51800001	52800000	0.41603	304
chr13	51900001	52900000	0.411352	297
chr13	52000001	53000000	0.415553	304
chr13	52100001	53100000	0.415981	312
chr13	52200001	53200000	0.41663	300
chr13	52300001	53300000	0.416335	307
chr13	52400001	53400000	0.415616	311
chr13	52500001	53500000	0.415793	307
chr13	52600001	53600000	0.414522	321
chr13	52700001	53700000	0.414109	313
chr13	52800001	53800000	0.412885	311
chr13	52900001	53900000	0.413776	316
chr13	53000001	54000000	0.410209	311
chr13	53100001	54100000	0.408957	313
chr13	53200001	54200000	0.404143	321
chr13	53300001	54300000	0.40008	324
chr13	53400001	54400000	0.391941	322
chr13	53500001	54500000	0.381923	324
chr13	53600001	54600000	0.37453	323
chr13	53700001	54700000	0.369712	328
chr13	53800001	54800000	0.365838	321
chr13	53900001	54900000	0.361283	325
chr13	54000001	55000000	0.358942	321
chr13	54100001	55100000	0.355552	319
chr13	54200001	55200000	0.354079	305
chr13	54300001	55300000	0.357241	299
chr13	54400001	55400000	0.357094	310
chr13	54500001	55500000	0.35822	308
chr13	54600001	55600000	0.358641	306
chr13	54700001	55700000	0.357353	308
chr13	54800001	55800000	0.355473	306
chr13	54900001	55900000	0.353805	310
chr13	55000001	56000000	0.350885	321
chr13	55100001	56100000	0.350209	316
chr13	55200001	56200000	0.350646	324
chr13	55300001	56300000	0.347669	330
chr13	55400001	56400000	0.344856	327
chr13	55500001	56500000	0.344051	341
chr13	55600001	56600000	0.341784	330
chr13	55700001	56700000	0.342303	321
chr13	55800001	56800000	0.341834	324
chr13	55900001	56900000	0.340591	312
chr13	56000001	57000000	0.342733	309
chr13	56100001	57100000	0.34278	309
chr13	56200001	57200000	0.340437	313
chr13	56300001	57300000	0.339011	311
chr13	56400001	57400000	0.340631	310
chr13	56500001	57500000	0.339851	300
chr13	56600001	57600000	0.339985	309
chr13	56700001	57700000	0.337756	305
chr13	56800001	57800000	0.344366	293
chr13	56900001	57900000	0.344894	296
chr13	57000001	58000000	0.343198	289
chr13	57100001	58100000	0.343076	299
chr13	57200001	58200000	0.345018	303
chr13	57300001	58300000	0.345393	315
chr13	57400001	58400000	0.34539	310
chr13	57500001	58500000	0.346273	316
chr13	57600001	58600000	0.346223	313
chr13	57700001	58700000	0.347191	329
chr13	57800001	58800000	0.341758	343
chr13	57900001	58900000	0.343578	352
chr13	58000001	59000000	0.344673	350
chr13	58100001	59100000	0.346264	337
chr13	58200001	59200000	0.347295	332
chr13	58300001	59300000	0.349452	331
chr13	58400001	59400000	0.349879	339
chr13	58500001	59500000	0.350599	331
