chrom	start	end	gpseq_score	status
chr5	90500001	90600000	1.26507252988652	not fused
chr5	90600001	90700000	1.27442951251279	fused
chr5	90700001	90800000	1.25406631398603	not fused
chr5	90800001	90900000	1.31210620317288	not fused
chr5	90900001	91000000	1.29356563990386	not fused
chr5	91000001	91100000	1.38037819870464	not fused
chr5	91100001	91200000	1.32595258533953	not fused
chr5	91200001	91300000	1.30671336100454	not fused
chr5	91300001	91400000	1.2477087945531	not fused
chr5	91400001	91500000	1.23282427228115	not fused
chr5	91500001	91600000	1.29692103850876	not fused
chr5	91600001	91700000	1.29824758609	not fused
chr5	91700001	91800000	1.34385367630701	not fused
chr5	91800001	91900000	1.31417191339165	not fused
chr5	91900001	92000000	1.25635966951735	not fused
chr5	92000001	92100000	1.40142644672283	not fused
chr5	92100001	92200000	1.25812819467658	not fused
chr5	92200001	92300000	1.23141733057089	not fused
chr5	92300001	92400000	1.17613225873864	not fused
chr5	92400001	92500000	1.35904845315272	not fused
chr5	92500001	92600000	1.29623217965943	not fused
chr5	92600001	92700000	1.24471497066185	not fused
chr5	92700001	92800000	1.30300373182596	not fused
chr5	92800001	92900000	1.33918306297086	not fused
chr5	92900001	93000000	1.23081427364446	not fused
chr5	93000001	93100000	1.28981705503714	not fused
chr5	93100001	93200000	1.22860568786501	not fused
chr5	93200001	93300000	1.38409983322644	fused
chr5	93200001	93300000	1.38409983322644	fused
chr5	93200001	93300000	1.38409983322644	fused
chr5	93300001	93400000	1.2510083496378	fused
chr5	93300001	93400000	1.2510083496378	fused
chr5	93300001	93400000	1.2510083496378	fused
chr5	93400001	93500000	1.43659644660799	not fused
chr5	93500001	93600000	1.20469512623791	not fused
chr5	93600001	93700000	1.27384792383337	not fused
chr5	93700001	93800000	1.30576614800333	not fused
chr5	93800001	93900000	1.34922618215012	not fused
chr5	93900001	94000000	1.35057509105802	not fused
chr5	94000001	94100000	1.30765847727849	not fused
chr5	94100001	94200000	1.30614397264176	not fused
chr5	94200001	94300000	1.34839989345841	fused
chr5	94300001	94400000	1.29140470821723	fused
chr5	94300001	94400000	1.29140470821723	fused
chr5	94300001	94400000	1.29140470821723	fused
chr5	94400001	94500000	1.29355598457346	not fused
chr5	94500001	94600000	1.28439168999694	not fused
chr5	94600001	94700000	1.3268545168364	not fused
chr5	94700001	94800000	1.33615563305298	fused
chr5	94800001	94900000	1.34345161116617	fused
chr5	94900001	95000000	1.25298778033233	not fused
chr5	95000001	95100000	1.30736418952704	not fused
chr5	95100001	95200000	1.32314010810089	not fused
chr5	95200001	95300000	1.30204479985522	fused
chr5	95200001	95300000	1.30204479985522	fused
chr5	95300001	95400000	1.38746862191393	not fused
chr5	95400001	95500000	1.28377333903322	not fused
chr5	95500001	95600000	1.27123085843259	not fused
chr5	95600001	95700000	1.36296240394514	not fused
chr5	95700001	95800000	1.28382042513503	not fused
chr5	95800001	95900000	1.29400267919445	not fused
chr5	95900001	96000000	1.26654034707147	fused
chr5	96000001	96100000	1.2736597110706	fused
chr5	96000001	96100000	1.2736597110706	fused
chr5	96100001	96200000	1.27964122789173	fused
chr5	96200001	96300000	1.32342316845506	fused
chr5	96200001	96300000	1.32342316845506	fused
chr5	96200001	96300000	1.32342316845506	fused
chr5	96200001	96300000	1.32342316845506	fused
chr5	96300001	96400000	1.32279115769408	fused
chr5	96400001	96500000	1.37868277287579	not fused
chr5	96500001	96600000	1.25164499840465	not fused
chr5	96600001	96700000	1.44422056146339	not fused
chr5	96700001	96800000	1.20576993972767	not fused
chr5	96800001	96900000	1.15167680957107	not fused
chr5	96900001	97000000	1.20722820596147	not fused
chr5	97000001	97100000	1.20456262319334	not fused
chr5	97100001	97200000	1.21880770782262	not fused
chr5	97200001	97300000	1.19549508758611	not fused
chr5	97300001	97400000	1.25922950050879	not fused
chr5	97400001	97500000	1.28878778282532	not fused
chr5	97500001	97600000	1.33674315869908	not fused
chr5	97600001	97700000	1.26776908811286	not fused
chr5	97700001	97800000	1.24541334028781	not fused
chr5	97800001	97900000	1.33165614005153	not fused
chr5	97900001	98000000	1.18367676761472	not fused
chr5	98000001	98100000	1.31002687724568	not fused
chr5	98100001	98200000	1.23702263832691	fused
chr5	98100001	98200000	1.23702263832691	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98200001	98300000	1.25039227563137	fused
chr5	98300001	98400000	1.30861022220715	not fused
chr5	98400001	98500000	1.27648417662447	not fused
chr5	98500001	98600000	1.20803332356362	not fused
chr5	98600001	98700000	1.28474615757313	not fused
chr5	98700001	98800000	1.24112762109774	not fused
chr5	98800001	98900000	1.3716429872509	not fused
chr5	98900001	99000000	1.22909063939593	not fused
chr5	99000001	99100000	1.27086163953636	not fused
chr5	99100001	99200000	1.17942955769612	not fused
chr5	99200001	99300000	1.31437698457113	not fused
chr5	99300001	99400000	1.27401790135122	not fused
chr5	99400001	99500000	1.20081463950651	not fused
chr5	99500001	99600000	1.20777790450928	not fused
chr5	99600001	99700000	1.2273536121242	not fused
chr5	99700001	99800000	1.37689166893645	not fused
chr5	99800001	99900000	1.24401316009997	fused
chr5	99900001	100000000	1.29476562770258	not fused
chr5	100000001	100100000	1.22255676860501	not fused
chr5	100100001	100200000	1.12634609640365	fused
chr5	100200001	100300000	1.25280729717017	fused
chr5	100300001	100400000	1.24379906272356	not fused
chr5	100400001	100500000	1.24183591856213	not fused
chr5	100500001	100600000	1.23994911946189	not fused
chr5	100600001	100700000	1.26036912359556	not fused
chr5	100700001	100800000	1.26189994887492	not fused
chr5	100800001	100900000	1.43578064488033	not fused
chr5	100900001	101000000	1.19840261775179	not fused
chr5	101000001	101100000	1.23783378726683	not fused
chr5	101100001	101200000	1.40265761048731	not fused
chr5	101200001	101300000	1.3736527491812	not fused
chr5	101300001	101400000	1.28971804072913	not fused
chr5	101400001	101500000	1.28628456222297	not fused
chr5	101500001	101600000	1.22158760690629	not fused
chr5	101600001	101700000	1.25820327704014	not fused
chr5	101700001	101800000	1.31014425434587	fused
chr5	101700001	101800000	1.31014425434587	fused
chr5	101700001	101800000	1.31014425434587	fused
chr5	101800001	101900000	1.19465087218951	not fused
chr5	101900001	102000000	1.15199057916864	not fused
chr5	102000001	102100000	1.15662414795186	not fused
chr5	102100001	102200000	1.2572456270629	not fused
chr5	102200001	102300000	1.37607808226061	fused
chr5	102300001	102400000	1.22727671402422	not fused
chr5	102400001	102500000	1.22116915142008	fused
chr5	102500001	102600000	1.2714114171404	fused
chr5	102500001	102600000	1.2714114171404	fused
chr5	102600001	102700000	1.15479684634802	not fused
chr5	102700001	102800000	1.24996512667244	not fused
chr5	102800001	102900000	1.18369159198102	fused
chr5	102900001	103000000	1.21788319916405	not fused
chr5	103000001	103100000	1.17878771406656	not fused
chr5	103100001	103200000	1.30975542686172	not fused
chr5	103200001	103300000	1.19998120527852	not fused
chr5	103300001	103400000	1.33338806917878	not fused
chr5	103400001	103500000	1.37260092406518	not fused
chr5	103500001	103600000	1.26397874438832	not fused
chr5	103600001	103700000	1.15430005145228	not fused
chr5	103700001	103800000	1.28879188352912	not fused
chr5	103800001	103900000	1.32965312232056	not fused
chr5	103900001	104000000	1.27228582918869	not fused
chr5	104000001	104100000	1.24859867692628	not fused
chr5	104100001	104200000	1.23565984444457	not fused
chr5	104200001	104300000	1.12893770519336	not fused
chr5	104300001	104400000	1.28513512357179	not fused
chr5	104400001	104500000	1.26500395144002	not fused
chr5	104500001	104600000	1.20940870673976	not fused
chr5	104600001	104700000	1.27051771550448	not fused
chr5	104700001	104800000	1.23014553000551	not fused
chr5	104800001	104900000	1.29872694017273	not fused
chr5	104900001	105000000	1.41555317398642	not fused
chr5	105000001	105100000	1.19567424524535	not fused
chr5	105100001	105200000	1.22792188020948	not fused
chr5	105200001	105300000	1.14467301890095	not fused
chr5	105300001	105400000	1.2807253384854	not fused
chr5	105400001	105500000	1.24694881195666	not fused
chr5	105500001	105600000	1.36762385528986	not fused
chr5	105600001	105700000	1.2540187473606	not fused
chr5	105700001	105800000	1.40415250729182	not fused
chr5	105800001	105900000	1.29638359067566	not fused
chr5	105900001	106000000	1.27334808869854	not fused
chr5	106000001	106100000	1.32818058895307	not fused
chr5	106100001	106200000	1.4658202778377	not fused
chr5	106200001	106300000	1.26179652877675	not fused
chr5	106300001	106400000	1.31725397581972	not fused
chr5	106400001	106500000	1.20240678951168	not fused
chr5	106500001	106600000	1.28010188803048	not fused
chr5	106600001	106700000	1.30079274630801	not fused
chr5	106700001	106800000	1.22171218302846	fused
chr5	106700001	106800000	1.22171218302846	fused
chr5	106800001	106900000	1.30192588836456	not fused
chr5	106900001	107000000	1.31011807177523	not fused
chr5	107000001	107100000	1.23621666649483	fused
chr5	107100001	107200000	1.31567499180405	fused
chr5	107200001	107300000	1.37806301800032	not fused
chr5	107300001	107400000	1.20277623660428	not fused
chr5	107400001	107500000	1.21312914217072	not fused
chr5	107500001	107600000	1.23856749613733	fused
chr5	107600001	107700000	1.27071391883805	fused
chr5	107600001	107700000	1.27071391883805	fused
chr5	107700001	107800000	1.20867637959609	not fused
chr5	107800001	107900000	1.28111167714987	not fused
chr5	107900001	108000000	1.252768105928	not fused
chr5	108000001	108100000	1.1963518665767	not fused
chr5	108100001	108200000	1.32131192562631	fused
chr5	108200001	108300000	1.29385943761115	fused
chr5	108300001	108400000	1.26759952627408	not fused
chr5	108400001	108500000	1.28749291709107	fused
chr5	108500001	108600000	1.21130809559354	not fused
chr5	108600001	108700000	1.26401948638587	not fused
chr5	108700001	108800000	1.40858811040002	fused
chr5	108700001	108800000	1.40858811040002	fused
chr5	108800001	108900000	1.29241010451039	not fused
chr5	108900001	109000000	1.24248535512913	not fused
chr5	109000001	109100000	1.2217901057352	fused
chr5	109100001	109200000	1.33164681528838	fused
chr5	109100001	109200000	1.33164681528838	fused
chr5	109100001	109200000	1.33164681528838	fused
chr5	109200001	109300000	1.36161261965553	not fused
chr5	109300001	109400000	1.23500156968766	not fused
chr5	109400001	109500000	1.25738917689889	not fused
chr5	109500001	109600000	1.26378685401496	not fused
chr5	109600001	109700000	1.24878259237828	not fused
chr5	109700001	109800000	1.27801707175847	fused
chr5	109800001	109900000	1.20893664489825	not fused
chr5	109900001	110000000	1.23698763187562	fused
chr5	110000001	110100000	1.26110143027803	fused
chr5	110100001	110200000	1.30272283501996	not fused
chr5	110200001	110300000	1.24944055753198	not fused
chr5	110300001	110400000	1.21879347685431	not fused
chr5	110400001	110500000	1.2041799663885	fused
chr5	110500001	110600000	1.23470253148086	not fused
chr5	110600001	110700000	1.27416878884957	fused
chr5	110600001	110700000	1.27416878884957	fused
chr5	110700001	110800000	1.29593611572508	not fused
chr5	110800001	110900000	1.12607836496497	fused
chr5	110900001	111000000	1.27268320493348	not fused
chr5	111000001	111100000	1.18864444287842	fused
chr5	111000001	111100000	1.18864444287842	fused
chr5	111000001	111100000	1.18864444287842	fused
chr5	111100001	111200000	1.26276885064793	not fused
chr5	111200001	111300000	1.28712521147797	not fused
chr5	111300001	111400000	1.23144652419272	not fused
chr5	111400001	111500000	1.19410541855814	not fused
chr5	111500001	111600000	1.23955021102387	not fused
chr5	111600001	111700000	1.27872453411717	not fused
chr5	111700001	111800000	1.27811789510445	fused
chr5	111800001	111900000	1.18929021200243	not fused
chr5	111900001	112000000	1.25488258995378	not fused
chr5	112000001	112100000	1.28341857863872	fused
chr5	112000001	112100000	1.28341857863872	fused
chr5	112100001	112200000	1.21219506459361	fused
chr5	112200001	112300000	1.35411609355015	not fused
chr5	112300001	112400000	1.34998070362447	fused
chr5	112300001	112400000	1.34998070362447	fused
chr5	112400001	112500000	1.31812769338282	fused
chr5	112500001	112600000	1.23638574079274	not fused
chr5	112600001	112700000	1.29058869409494	fused
chr5	112600001	112700000	1.29058869409494	fused
chr5	112700001	112800000	1.2210734431726	fused
chr5	112800001	112900000	1.22183372663994	not fused
chr5	112900001	113000000	1.25015502740779	not fused
chr5	113000001	113100000	1.24334960353286	not fused
chr5	113100001	113200000	1.23003658637941	not fused
chr5	113200001	113300000	1.22492541197219	not fused
chr5	113300001	113400000	1.17206238929081	not fused
chr5	113400001	113500000	1.37662729329602	not fused
chr5	113500001	113600000	1.18530848583261	not fused
chr5	113600001	113700000	1.25418641349008	not fused
chr5	113700001	113800000	1.28663133842789	not fused
chr5	113800001	113900000	1.25642463610159	not fused
chr5	113900001	114000000	1.25365601975134	not fused
chr5	114000001	114100000	1.39121532750995	not fused
chr5	114100001	114200000	1.34331929708141	not fused
chr5	114200001	114300000	1.32934917699945	not fused
chr5	114300001	114400000	1.29536287671092	not fused
chr5	114400001	114500000	1.20197215687026	fused
chr5	114500001	114600000	1.2819915051247	not fused
chr5	114600001	114700000	1.24275201121289	fused
chr5	114700001	114800000	1.2907819429367	not fused
chr5	114800001	114900000	1.19237295496353	not fused
chr5	114900001	115000000	1.29725325018597	not fused
chr5	115000001	115100000	1.34211724840424	not fused
chr5	115100001	115200000	1.24989548566551	not fused
chr5	115200001	115300000	1.20230271808317	fused
chr5	115200001	115300000	1.20230271808317	fused
chr5	115300001	115400000	1.30670118613575	not fused
chr5	115400001	115500000	1.3779762365288	fused
chr5	115400001	115500000	1.3779762365288	fused
chr5	115400001	115500000	1.3779762365288	fused
chr5	115400001	115500000	1.3779762365288	fused
chr5	115400001	115500000	1.3779762365288	fused
chr5	115500001	115600000	1.24664902543141	not fused
chr5	115600001	115700000	1.23563779634252	fused
chr5	115700001	115800000	1.3260474637688	not fused
chr5	115800001	115900000	1.2305564353388	not fused
chr5	115900001	116000000	1.3043402236975	fused
chr5	116000001	116100000	1.31172616560046	not fused
chr5	116100001	116200000	1.32920242924719	not fused
chr5	116200001	116300000	1.23092016377708	not fused
chr5	116300001	116400000	1.24063304892301	not fused
chr5	116400001	116500000	1.17901238312658	not fused
chr5	116500001	116600000	1.32600092726185	not fused
chr5	116600001	116700000	1.25893485900452	not fused
chr5	116700001	116800000	1.44340128416392	not fused
chr5	116800001	116900000	1.33547795217092	not fused
chr5	116900001	117000000	1.29089580573622	not fused
chr5	117000001	117100000	1.29878413382018	not fused
chr5	117100001	117200000	1.27412403035354	not fused
chr5	117200001	117300000	1.29684553869978	not fused
chr5	117300001	117400000	1.30612427074321	not fused
chr5	117400001	117500000	1.3191374363584	not fused
chr5	117500001	117600000	1.24212878057293	not fused
chr5	117600001	117700000	1.26080883232594	not fused
chr5	117700001	117800000	1.19884254102129	not fused
chr5	117800001	117900000	1.36849906594085	not fused
chr5	117900001	118000000	1.3326074686775	not fused
chr5	118000001	118100000	1.31632641703871	not fused
chr5	118100001	118200000	1.2592739562944	not fused
chr5	118200001	118300000	1.28620538580521	fused
chr5	118300001	118400000	1.2578673215559	not fused
chr5	118400001	118500000	1.28612724416367	fused
chr5	118400001	118500000	1.28612724416367	fused
chr5	118400001	118500000	1.28612724416367	fused
chr5	118500001	118600000	1.34163573659267	fused
chr5	118600001	118700000	1.27342334215402	fused
chr5	118600001	118700000	1.27342334215402	fused
chr5	118600001	118700000	1.27342334215402	fused
chr5	118700001	118800000	1.28738145122142	fused
chr5	118700001	118800000	1.28738145122142	fused
chr5	118700001	118800000	1.28738145122142	fused
chr5	118700001	118800000	1.28738145122142	fused
chr5	118800001	118900000	1.23217617891357	fused
chr5	118900001	119000000	1.22524062968868	not fused
chr5	119000001	119100000	1.21971074840796	not fused
chr5	119100001	119200000	1.28387397839142	not fused
chr5	119200001	119300000	1.22670021306906	not fused
chr5	119300001	119400000	1.24272715931438	not fused
chr5	119400001	119500000	1.2011820809288	not fused
chr5	119500001	119600000	1.2120806494827	not fused
chr5	119600001	119700000	1.14927072548825	not fused
chr5	119700001	119800000	1.28201000862934	not fused
chr5	119800001	119900000	1.14531784824257	not fused
chr5	119900001	120000000	1.17293440773819	not fused
chr5	120000001	120100000	1.24572546665961	fused
chr5	120100001	120200000	1.25039741046724	not fused
chr5	120200001	120300000	1.25452042190917	not fused
chr5	120300001	120400000	1.34645004091112	not fused
chr5	120400001	120500000	1.26710197531088	not fused
chr5	120500001	120600000	1.33557461341407	not fused
chr5	120600001	120700000	1.37571974439804	not fused
chr5	120700001	120800000	1.46836794877105	not fused
chr5	120800001	120900000	1.34408650749643	not fused
chr5	120900001	121000000	1.3269606524038	not fused
chr5	121000001	121100000	1.23420251457125	not fused
chr5	121100001	121200000	1.29059379637551	not fused
chr5	121200001	121300000	1.26617502983539	not fused
chr5	121300001	121400000	1.28524704759323	fused
chr5	121300001	121400000	1.28524704759323	fused
chr5	121400001	121500000	1.34891539876645	not fused
chr5	121500001	121600000	1.27930477297616	not fused
chr5	121600001	121700000	1.35038428793068	not fused
chr5	121700001	121800000	1.26579700811092	fused
chr5	121800001	121900000	1.27966688967181	not fused
chr5	121900001	122000000	1.39410778375808	not fused
chr5	122000001	122100000	1.55345460610377	not fused
chr5	122100001	122200000	1.31781780673955	fused
chr5	122200001	122300000	1.37753527625151	not fused
chr5	122300001	122400000	1.34710509280336	not fused
chr5	122400001	122500000	1.26281919385511	fused
chr5	122500001	122600000	1.35551287046101	not fused
chr5	122600001	122700000	1.31666798398729	fused
chr5	122700001	122800000	1.2739358156389	not fused
chr5	122800001	122900000	1.29423626966004	fused
chr5	122800001	122900000	1.29423626966004	fused
chr5	122900001	123000000	1.27435792990253	not fused
chr5	123000001	123100000	1.42155862281721	not fused
chr5	123100001	123200000	1.39014666505079	not fused
chr5	123200001	123300000	1.32764848631639	not fused
chr5	123300001	123400000	1.41272093141596	not fused
chr5	123400001	123500000	1.35311489216616	not fused
chr5	123500001	123600000	1.41224244598998	not fused
chr5	123600001	123700000	1.39929990823859	not fused
chr5	123700001	123800000	1.40957138634161	not fused
chr5	123800001	123900000	1.29364765716322	not fused
chr5	123900001	124000000	1.25965262496998	not fused
chr5	124000001	124100000	1.20821661207252	not fused
chr5	124100001	124200000	1.36557696067788	not fused
chr5	124200001	124300000	1.31122485475409	not fused
chr5	124300001	124400000	1.31316933608452	not fused
chr5	124400001	124500000	1.36314631953902	not fused
chr5	124500001	124600000	1.35486930363379	not fused
chr5	124600001	124700000	1.2497926030299	not fused
chr5	124700001	124800000	1.32059477350343	not fused
chr5	124800001	124900000	1.336588841703	not fused
chr5	124900001	125000000	1.38686627427802	not fused
chr5	125000001	125100000	1.33507092958779	not fused
chr5	125100001	125200000	1.40422520420666	not fused
chr5	125200001	125300000	1.50021563610284	not fused
chr5	125300001	125400000	1.35771251759916	not fused
chr5	125400001	125500000	1.42842596626671	not fused
chr5	125500001	125600000	1.41528904899468	not fused
chr5	125600001	125700000	1.28621381181638	not fused
chr5	125700001	125800000	1.37123864835603	not fused
chr5	125800001	125900000	1.32532320491772	not fused
chr5	125900001	126000000	1.35308981336129	fused
chr5	126000001	126100000	1.58297614017034	not fused
chr5	126100001	126200000	1.36848757529402	fused
chr5	126200001	126300000	1.32032186974346	fused
chr5	126300001	126400000	1.29011780678897	fused
chr5	126300001	126400000	1.29011780678897	fused
chr5	126400001	126500000	1.3951480553847	not fused
chr5	126500001	126600000	1.35189019461313	not fused
chr5	126600001	126700000	1.33924595096264	not fused
chr5	126700001	126800000	1.41144105152918	fused
chr5	126700001	126800000	1.41144105152918	fused
chr5	126800001	126900000	1.26693778298788	fused
chr5	126800001	126900000	1.26693778298788	fused
chr5	126900001	127000000	1.18122483013849	not fused
chr5	127000001	127100000	1.32503036310062	not fused
chr5	127100001	127200000	1.19188628159791	not fused
chr5	127200001	127300000	1.24705616245313	not fused
chr5	127300001	127400000	1.19493582288049	not fused
chr5	127400001	127500000	1.22981271968461	fused
chr5	127500001	127600000	1.24479986860206	not fused
chr5	127600001	127700000	1.31401726781639	fused
chr5	127700001	127800000	1.22431008767646	not fused
chr5	127800001	127900000	1.21728796706182	not fused
chr5	127900001	128000000	1.14900558550654	not fused
chr5	128000001	128100000	1.23360257129149	not fused
chr5	128100001	128200000	1.19714043995451	not fused
chr5	128200001	128300000	1.22241307372784	not fused
chr5	128300001	128400000	1.25812502933192	fused
chr5	128400001	128500000	1.30057919045294	not fused
chr5	128500001	128600000	1.25880725998896	not fused
chr5	128600001	128700000	1.30660115909371	not fused
chr5	128700001	128800000	1.19162777422595	not fused
chr5	128800001	128900000	1.23226004795447	not fused
chr5	128900001	129000000	1.24191726709686	fused
chr5	129000001	129100000	1.23337517907955	not fused
chr5	129100001	129200000	1.25759399111408	not fused
chr5	129200001	129300000	1.20608623253321	fused
chr5	129200001	129300000	1.20608623253321	fused
chr5	129200001	129300000	1.20608623253321	fused
chr5	129300001	129400000	1.3395522301526	not fused
chr5	129400001	129500000	1.2456313110993	not fused
chr5	129500001	129600000	1.19024127145236	not fused
chr5	129600001	129700000	1.3829789194338	not fused
chr5	129700001	129800000	1.31005821190243	not fused
chr5	129800001	129900000	1.30411219730624	not fused
chr5	129900001	130000000	1.25193499807204	not fused
chr5	130000001	130100000	1.31698000759368	not fused
chr5	130100001	130200000	1.29320259424002	not fused
chr5	130200001	130300000	1.1827866066684	not fused
chr5	130300001	130400000	1.26290789266923	not fused
chr5	130400001	130500000	1.38353683556746	not fused
chr5	130500001	130600000	1.19248154676386	not fused
chr5	130600001	130700000	1.18907653108978	fused
chr5	130700001	130800000	1.34596359885375	fused
chr5	130700001	130800000	1.34596359885375	fused
chr5	130800001	130900000	1.42273741130444	not fused
chr5	130900001	131000000	1.25354013670688	fused
chr5	131000001	131100000	1.30126043645224	fused
chr5	131100001	131200000	1.39411062230915	fused
chr5	131100001	131200000	1.39411062230915	fused
chr5	131200001	131300000	1.35112297594431	not fused
chr5	131300001	131400000	1.38862119282029	fused
chr5	131300001	131400000	1.38862119282029	fused
chr5	131400001	131500000	1.49726960935539	not fused
chr5	131500001	131600000	1.46332468358995	fused
chr5	131500001	131600000	1.46332468358995	fused
chr5	131500001	131600000	1.46332468358995	fused
chr5	131600001	131700000	1.4855571909468	fused
chr5	131600001	131700000	1.4855571909468	fused
chr5	131600001	131700000	1.4855571909468	fused
chr5	131700001	131800000	1.50657252037624	fused
chr5	131700001	131800000	1.50657252037624	fused
chr5	131800001	131900000	1.37364484912797	fused
chr5	131800001	131900000	1.37364484912797	fused
chr5	131800001	131900000	1.37364484912797	fused
chr5	131900001	132000000	1.37968517594252	fused
chr5	131900001	132000000	1.37968517594252	fused
chr5	132000001	132100000	1.47233183418881	fused
chr5	132000001	132100000	1.47233183418881	fused
chr5	132000001	132100000	1.47233183418881	fused
chr5	132100001	132200000	1.63235902097053	not fused
chr5	132200001	132300000	1.37134113067729	fused
chr5	132200001	132300000	1.37134113067729	fused
chr5	132200001	132300000	1.37134113067729	fused
chr5	132300001	132400000	1.42986576199173	not fused
chr5	132400001	132500000	1.52565778396964	fused
chr5	132500001	132600000	1.55213418328079	fused
chr5	132500001	132600000	1.55213418328079	fused
chr5	132600001	132700000	1.6441798112544	not fused
chr5	132700001	132800000	1.48787424962297	not fused
chr5	132800001	132900000	1.62845746260655	not fused
chr5	132900001	133000000	1.49817371536162	fused
chr5	133000001	133100000	1.53530116185963	not fused
chr5	133100001	133200000	1.56951391571053	not fused
chr5	133200001	133300000	1.59402474685274	not fused
chr5	133300001	133400000	1.55783321181507	not fused
chr5	133400001	133500000	1.67379291203489	not fused
chr5	133500001	133600000	1.55029438339758	fused
chr5	133500001	133600000	1.55029438339758	fused
chr5	133500001	133600000	1.55029438339758	fused
chr5	133600001	133700000	1.42578960719362	fused
chr5	133600001	133700000	1.42578960719362	fused
chr5	133700001	133800000	1.48544021360528	fused
chr5	133700001	133800000	1.48544021360528	fused
chr5	133700001	133800000	1.48544021360528	fused
chr5	133800001	133900000	1.66755359207912	fused
chr5	133800001	133900000	1.66755359207912	fused
chr5	133800001	133900000	1.66755359207912	fused
chr5	133900001	134000000	1.58456148993058	fused
chr5	133900001	134000000	1.58456148993058	fused
chr5	133900001	134000000	1.58456148993058	fused
chr5	133900001	134000000	1.58456148993058	fused
chr5	134000001	134100000	1.52136076737126	fused
chr5	134000001	134100000	1.52136076737126	fused
chr5	134000001	134100000	1.52136076737126	fused
chr5	134000001	134100000	1.52136076737126	fused
chr5	134100001	134200000	1.48387245767553	fused
chr5	134100001	134200000	1.48387245767553	fused
chr5	134200001	134300000	1.4577896633927	fused
chr5	134200001	134300000	1.4577896633927	fused
chr5	134300001	134400000	1.64621211704871	fused
chr5	134400001	134500000	1.59871588495344	not fused
chr5	134500001	134600000	1.57228815176284	not fused
chr5	134600001	134700000	1.52553726671317	fused
chr5	134700001	134800000	1.47292401896188	not fused
chr5	134800001	134900000	1.45599736190941	not fused
chr5	134900001	135000000	1.50499477718933	fused
chr5	134900001	135000000	1.50499477718933	fused
chr5	135000001	135100000	1.4070636725065	not fused
chr5	135100001	135200000	1.48458073089272	not fused
chr5	135200001	135300000	1.40806373203857	fused
chr5	135300001	135400000	1.46249926502774	fused
chr5	135300001	135400000	1.46249926502774	fused
chr5	135300001	135400000	1.46249926502774	fused
chr5	135300001	135400000	1.46249926502774	fused
chr5	135400001	135500000	1.38007657952575	fused
chr5	135500001	135600000	1.41588234169272	not fused
chr5	135600001	135700000	1.4084802757752	not fused
chr5	135700001	135800000	1.3646299381213	not fused
chr5	135800001	135900000	1.38594136536228	not fused
chr5	135900001	136000000	1.45995253705253	not fused
chr5	136000001	136100000	1.4401088135999	not fused
chr5	136100001	136200000	1.38721468393101	not fused
chr5	136200001	136300000	1.45225013821445	not fused
chr5	136300001	136400000	1.3829833531028	not fused
chr5	136400001	136500000	1.39224283470207	not fused
chr5	136500001	136600000	1.37025829861667	not fused
chr5	136600001	136700000	1.41513797967737	not fused
chr5	136700001	136800000	1.51834440121534	not fused
chr5	136800001	136900000	1.47927145297978	fused
chr5	136800001	136900000	1.47927145297978	fused
chr5	136900001	137000000	1.48235701433315	not fused
chr5	137000001	137100000	1.38628957476177	fused
chr5	137100001	137200000	1.40881274922657	not fused
chr5	137200001	137300000	1.39963156048528	fused
chr5	137300001	137400000	1.58802227381988	fused
chr5	137400001	137500000	1.50176410093235	fused
chr5	137500001	137600000	1.51964983860783	fused
chr5	137500001	137600000	1.51964983860783	fused
chr5	137500001	137600000	1.51964983860783	fused
chr5	137600001	137700000	1.4561325206496	fused
chr5	137600001	137700000	1.4561325206496	fused
chr5	137600001	137700000	1.4561325206496	fused
chr5	137600001	137700000	1.4561325206496	fused
chr5	137600001	137700000	1.4561325206496	fused
chr5	137700001	137800000	1.5969261293013	fused
chr5	137700001	137800000	1.5969261293013	fused
chr5	137700001	137800000	1.5969261293013	fused
chr5	137700001	137800000	1.5969261293013	fused
chr5	137800001	137900000	1.64863079694098	fused
chr5	137800001	137900000	1.64863079694098	fused
chr5	137800001	137900000	1.64863079694098	fused
chr5	137800001	137900000	1.64863079694098	fused
chr5	137800001	137900000	1.64863079694098	fused
chr5	137900001	138000000	1.5538439822943	fused
chr5	137900001	138000000	1.5538439822943	fused
chr5	138000001	138100000	1.66068925544315	fused
chr5	138000001	138100000	1.66068925544315	fused
chr5	138100001	138200000	1.49879997553629	fused
chr5	138100001	138200000	1.49879997553629	fused
chr5	138100001	138200000	1.49879997553629	fused
chr5	138100001	138200000	1.49879997553629	fused
chr5	138200001	138300000	1.55174134402705	fused
chr5	138200001	138300000	1.55174134402705	fused
chr5	138300001	138400000	1.53978695859621	fused
chr5	138400001	138500000	1.53843305275082	fused
chr5	138400001	138500000	1.53843305275082	fused
chr5	138400001	138500000	1.53843305275082	fused
chr5	138400001	138500000	1.53843305275082	fused
chr5	138500001	138600000	1.53075235701324	fused
chr5	138500001	138600000	1.53075235701324	fused
