chrom	start	end	gpseq_score
chr2	222200000	223200000	0.0702770166689572
chr2	222300000	223300000	0.0878096950516052
chr2	222400000	223400000	0.0981769161884883
chr2	222500000	223500000	0.094382903475062
chr2	222600000	223600000	0.114278220089785
chr2	222700000	223700000	0.116715670806596
chr2	222800000	223800000	0.10401742869007
chr2	222900000	223900000	0.118296758225619
chr2	2.23e+08	2.24e+08	0.139198247261296
chr2	223100000	224100000	0.134417632616214
chr2	223200000	224200000	0.156618262409115
chr2	223300000	224300000	0.150857623929373
chr2	223400000	224400000	0.14909776086635
chr2	223500000	224500000	0.124120545552391
chr2	223600000	224600000	0.136471044535424
chr2	223700000	224700000	0.126680804122007
chr2	223800000	224800000	0.126522506507577
chr2	223900000	224900000	0.133280999846607
chr2	2.24e+08	2.25e+08	0.127123885717774
chr2	224100000	225100000	0.132826930599249
chr2	224200000	225200000	0.127099646017483
chr2	224300000	225300000	0.122169243923958
chr2	224400000	225400000	0.118072847671805
chr2	224500000	225500000	0.10893815279196
chr2	224600000	225600000	0.0919189307165866
chr2	224700000	225700000	0.086163837251301
chr2	224800000	225800000	0.0875746418525296
chr2	224900000	225900000	0.0754079011057952
chr2	2.25e+08	2.26e+08	0.0830087430550563
chr2	225100000	226100000	0.0714976850259868
chr2	225200000	226200000	0.0847409776015777
chr2	225300000	226300000	0.0791599608595426
chr2	225400000	226400000	0.0689131719663308
chr2	225500000	226500000	0.105900744580761
chr2	225600000	226600000	0.106220100391505
chr2	225700000	226700000	0.130378827537359
chr2	225800000	226800000	0.145264494667976
chr2	225900000	226900000	0.140457373493318
chr2	2.26e+08	2.27e+08	0.118154472433815
chr2	226100000	227100000	0.128051598491355
chr2	226200000	227200000	0.11607478551164
chr2	226300000	227300000	0.102932585332157
chr2	226400000	227400000	0.109636918731568
chr2	226500000	227500000	0.100578962937069
chr2	226600000	227600000	0.124685115120829
chr2	226700000	227700000	0.114028483778643
chr2	226800000	227800000	0.0896325262829236
chr2	226900000	227900000	0.0774691681467152
chr2	2.27e+08	2.28e+08	0.0887892177775473
chr2	227100000	228100000	0.0951172779168895
chr2	227200000	228200000	0.0880809959680263
chr2	227300000	228300000	0.104474065090028
chr2	227400000	228400000	0.119051923139456
chr2	227500000	228500000	0.127597172601502
chr2	227600000	228600000	0.120825904976796
chr2	227700000	228700000	0.126574402153007
chr2	227800000	228800000	0.13490503768521
chr2	227900000	228900000	0.148138374193969
chr2	2.28e+08	2.29e+08	0.14037429068546
chr2	228100000	229100000	0.136947584245932
chr2	228200000	229200000	0.132159282664141
chr2	228300000	229300000	0.116388181353276
chr2	228400000	229400000	0.098332780954625
chr2	228500000	229500000	0.086750300391954
chr2	228600000	229600000	0.0708657678007049
chr2	228700000	229700000	0.0668352021560693
chr2	228800000	229800000	0.0755146431959376
chr2	228900000	229900000	0.0600085714302568
chr2	2.29e+08	2.3e+08	0.0528948399952156
chr2	229100000	230100000	0.0491522933334355
chr2	229200000	230200000	0.0668424874387707
chr2	229300000	230300000	0.0923485569756808
chr2	229400000	230400000	0.0845632022791118
chr2	229500000	230500000	0.0805032324048724
chr2	229600000	230600000	0.0990630922271535
chr2	229700000	230700000	0.0782251301058446
chr2	229800000	230800000	0.0795420611985171
chr2	229900000	230900000	0.0849625895372665
chr2	2.3e+08	2.31e+08	0.0950722923324558
chr2	230100000	231100000	0.0989736613289097
chr2	230200000	231200000	0.105741165941403
chr2	230300000	231300000	0.116603369834654
chr2	230400000	231400000	0.142948663011065
chr2	230500000	231500000	0.154904020736581
chr2	230600000	231600000	0.173543871098379
chr2	230700000	231700000	0.192664454060602
chr2	230800000	231800000	0.227357613635438
chr2	230900000	231900000	0.253606779557939
chr2	2.31e+08	2.32e+08	0.268748955810363
chr2	231100000	232100000	0.281399606142537
chr2	231200000	232200000	0.292335087322834
chr2	231300000	232300000	0.314918275901488
chr2	231400000	232400000	0.342916546576653
chr2	231500000	232500000	0.36003609155272
chr2	231600000	232600000	0.38463980251031
chr2	231700000	232700000	0.411738917365549
chr2	231800000	232800000	0.421717337259527
chr2	231900000	232900000	0.434728161758245
chr2	2.32e+08	2.33e+08	0.446203486190246
chr2	232100000	233100000	0.447203761107847
chr2	232200000	233200000	0.466626241975185
chr2	232300000	233300000	0.474197788430908
chr2	232400000	233400000	0.483149905301744
chr2	232500000	233500000	0.492263927554774
chr2	232600000	233600000	0.510766430291295
chr2	232700000	233700000	0.50304762914343
chr2	232800000	233800000	0.537961191075491
chr2	232900000	233900000	0.550006040715113
chr2	2.33e+08	2.34e+08	0.581650954151401
chr2	233100000	234100000	0.621389210407492
chr2	233200000	234200000	0.600984451590245
chr2	233300000	234300000	0.584962145280791
chr2	233400000	234400000	0.579324506953318
chr2	233500000	234500000	0.568606731204947
chr2	233600000	234600000	0.55854653420612
chr2	233700000	234700000	0.562317917603167
chr2	233800000	234800000	0.533688188423327
chr2	233900000	234900000	0.50984048876134
chr2	2.34e+08	2.35e+08	0.489162224385651
chr2	234100000	235100000	0.484127885713224
chr2	234200000	235200000	0.486990014884308
chr2	234300000	235300000	0.477437387950128
chr2	234400000	235400000	0.447293719988246
chr2	234500000	235500000	0.447449257233217
chr2	234600000	235600000	0.45828434721004
chr2	234700000	235700000	0.464753760350628
chr2	234800000	235800000	0.445865934338919
chr2	234900000	235900000	0.439914413422326
chr2	2.35e+08	2.36e+08	0.440097901642977
chr2	235100000	236100000	0.434790641398558
chr2	235200000	236200000	0.438565612273291
chr2	235300000	236300000	0.451162211046447
chr2	235400000	236400000	0.454792833120471
chr2	235500000	236500000	0.455029868421106
chr2	235600000	236600000	0.437060773329997
chr2	235700000	236700000	0.434737159200583
chr2	235800000	236800000	0.446754036172189
chr2	235900000	236900000	0.455143989562402
chr2	2.36e+08	2.37e+08	0.451243527371782
chr2	236100000	237100000	0.446537291460145
chr2	236200000	237200000	0.451772746185033
chr2	236300000	237300000	0.44278577636262
chr2	236400000	237400000	0.428375454321398
chr2	236500000	237500000	0.43199841145103
chr2	236600000	237600000	0.456337133501665
chr2	236700000	237700000	0.455701379602747
chr2	236800000	237800000	0.444010953650192
chr2	236900000	237900000	0.438995966275739
chr2	2.37e+08	2.38e+08	0.417639798801508
chr2	237100000	238100000	0.422525120743194
chr2	237200000	238200000	0.401775121286747
chr2	237300000	238300000	0.404026356572828
chr2	237400000	238400000	0.422440326986221
chr2	237500000	238500000	0.432385378374221
chr2	237600000	238600000	0.429611449785029
chr2	237700000	238700000	0.435631438418848
chr2	237800000	238800000	0.432022425918444
chr2	237900000	238900000	0.461942211024479
chr2	2.38e+08	2.39e+08	0.488007270129823
chr2	238100000	239100000	0.488575593439643
chr2	238200000	239200000	0.504971783329452
chr2	238300000	239300000	0.521826598063463
chr2	238400000	239400000	0.534414508198934
chr2	238500000	239500000	0.52546047425904
chr2	238600000	239600000	0.536183942765638
chr2	238700000	239700000	0.561859596071782
chr2	238800000	239800000	0.58675480304462
chr2	238900000	239900000	0.606720964827964
chr2	2.39e+08	2.4e+08	0.624348558589339
chr2	239100000	240100000	0.647977675281372
chr2	239200000	240200000	0.661810893999335
chr2	239300000	240300000	0.671461561988758
chr2	239400000	240400000	0.676972428743494
chr2	239500000	240500000	0.700349944282796
chr2	239600000	240600000	0.691651044209725
chr2	239700000	240700000	0.701483366829811
chr2	239800000	240800000	0.713185679295073
chr2	239900000	240900000	0.699848682606787
chr2	2.4e+08	2.41e+08	0.692858225905947
chr2	240100000	241100000	0.659830076052039
chr2	240200000	241200000	0.668439908015572
chr2	240300000	241300000	0.682037073035089
chr2	240400000	241400000	0.688891674203452
chr2	240500000	241500000	0.696472541136569
chr2	240600000	241600000	0.71522958113463
chr2	240700000	241700000	0.722025351097441
chr2	240800000	241800000	0.732786380385351
chr2	240900000	241900000	0.747258393529204
chr2	2.41e+08	2.42e+08	0.762811181892186
chr2	241100000	242100000	0.822844925842667
chr3	1e+05	1100000	0.0957665350870767
chr3	2e+05	1200000	0.108560529048964
chr3	3e+05	1300000	0.100161772129871
chr3	4e+05	1400000	0.103819050070132
chr3	5e+05	1500000	0.100612668985727
chr3	6e+05	1600000	0.0974514110839281
chr3	7e+05	1700000	0.0845680833277006
chr3	8e+05	1800000	0.070294547769018
chr3	9e+05	1900000	0.0615629265495611
chr3	1e+06	2e+06	0.0443619656721245
chr3	1100000	2100000	0.04743576484541
chr3	1200000	2200000	0.0395463454328772
chr3	1300000	2300000	0.0366353568964229
chr3	1400000	2400000	0.0348603715373996
chr3	1500000	2500000	0.0467196565135374
chr3	1600000	2600000	0.0736696723295699
chr3	1700000	2700000	0.0847206140444756
chr3	1800000	2800000	0.0906657686376092
chr3	1900000	2900000	0.0963574972537256
chr3	2e+06	3e+06	0.0893000022742898
chr3	2100000	3100000	0.0779471037762771
chr3	2200000	3200000	0.0805812694783799
chr3	2300000	3300000	0.0823679562052084
chr3	2400000	3400000	0.080233764284714
chr3	2500000	3500000	0.0762124105478562
chr3	2600000	3600000	0.0737707916549361
chr3	2700000	3700000	0.0655848506751056
chr3	2800000	3800000	0.0833038635055359
chr3	2900000	3900000	0.0903981650345345
chr3	3e+06	4e+06	0.100841434730663
chr3	3100000	4100000	0.105231045315923
chr3	3200000	4200000	0.115357084625438
chr3	3300000	4300000	0.128816567062569
chr3	3400000	4400000	0.110754832328308
chr3	3500000	4500000	0.114111178391577
chr3	3600000	4600000	0.121513917068635
chr3	3700000	4700000	0.136735705785655
chr3	3800000	4800000	0.124802290744949
chr3	3900000	4900000	0.134128170978416
chr3	4e+06	5e+06	0.139905594386694
chr3	4100000	5100000	0.145781011221395
chr3	4200000	5200000	0.150063157969339
chr3	4300000	5300000	0.135204471368069
chr3	4400000	5400000	0.154319948992447
chr3	4500000	5500000	0.16451436397503
chr3	4600000	5600000	0.161364707724159
chr3	4700000	5700000	0.152691596240315
chr3	4800000	5800000	0.157035733913902
chr3	4900000	5900000	0.150243319882988
chr3	5e+06	6e+06	0.158037521187713
chr3	5100000	6100000	0.165011206948127
chr3	5200000	6200000	0.160008305332188
chr3	5300000	6300000	0.171530842533497
chr3	5400000	6400000	0.176422071838419
chr3	5500000	6500000	0.167749333193353
chr3	5600000	6600000	0.173236304031077
chr3	5700000	6700000	0.18394737408747
chr3	5800000	6800000	0.176818091917217
chr3	5900000	6900000	0.168631267323006
chr3	6e+06	7e+06	0.170373027078326
chr3	6100000	7100000	0.16238258251936
chr3	6200000	7200000	0.164781271987191
chr3	6300000	7300000	0.166446160411576
chr3	6400000	7400000	0.168172826147364
chr3	6500000	7500000	0.17813472634128
chr3	6600000	7600000	0.184326066947602
chr3	6700000	7700000	0.19198107173961
chr3	6800000	7800000	0.214786332780427
chr3	6900000	7900000	0.221828487206325
chr3	7e+06	8e+06	0.206074422964777
chr3	7100000	8100000	0.219236474826807
chr3	7200000	8200000	0.215548878219254
chr3	7300000	8300000	0.209228329030625
chr3	7400000	8400000	0.203564086290524
chr3	7500000	8500000	0.20837436574953
chr3	7600000	8600000	0.189402901238631
chr3	7700000	8700000	0.180199472699692
chr3	7800000	8800000	0.184330349836272
chr3	7900000	8900000	0.189517411138636
chr3	8e+06	9e+06	0.187278567631451
chr3	8100000	9100000	0.202658479450218
chr3	8200000	9200000	0.222052680074871
chr3	8300000	9300000	0.232660683907581
chr3	8400000	9400000	0.250248306413928
chr3	8500000	9500000	0.242687874858711
chr3	8600000	9600000	0.275314133949748
chr3	8700000	9700000	0.298285869305335
chr3	8800000	9800000	0.340718918460037
chr3	8900000	9900000	0.371290906565315
chr3	9e+06	1e+07	0.419212038625796
chr3	9100000	10100000	0.451921393809546
chr3	9200000	10200000	0.45186183505133
chr3	9300000	10300000	0.481759470662449
chr3	9400000	10400000	0.487077427692235
chr3	9500000	10500000	0.56014519819408
chr3	9600000	10600000	0.591280803071856
chr3	9700000	10700000	0.613546250079829
chr3	9800000	10800000	0.604346214772359
chr3	9900000	10900000	0.613455882151476
chr3	1e+07	1.1e+07	0.586821105283532
chr3	10100000	11100000	0.592244381946425
chr3	10200000	11200000	0.62334432759296
chr3	10300000	11300000	0.627486923989418
chr3	10400000	11400000	0.638259597875259
chr3	10500000	11500000	0.633770364714172
chr3	10600000	11600000	0.613435395305335
chr3	10700000	11700000	0.573504983040145
chr3	10800000	11800000	0.556341167962537
chr3	10900000	11900000	0.549734654015124
chr3	1.1e+07	1.2e+07	0.561285331413052
chr3	11100000	12100000	0.52807276405507
chr3	11200000	12200000	0.500346305330944
chr3	11300000	12300000	0.490269960484842
chr3	11400000	12400000	0.46626900158717
chr3	11500000	12500000	0.460658782595421
chr3	11600000	12600000	0.454260861537614
chr3	11700000	12700000	0.475565428443272
chr3	11800000	12800000	0.475338933896768
chr3	11900000	12900000	0.477260063088279
chr3	1.2e+07	1.3e+07	0.489656526072663
chr3	12100000	13100000	0.505572737544799
chr3	12200000	13200000	0.50877632754398
chr3	12300000	13300000	0.538703858204591
chr3	12400000	13400000	0.596102673072348
chr3	12500000	13500000	0.606529310183763
chr3	12600000	13600000	0.646271868505166
chr3	12700000	13700000	0.669377541718027
chr3	12800000	13800000	0.689436164607468
chr3	12900000	13900000	0.700855670525206
chr3	1.3e+07	1.4e+07	0.691882655612939
chr3	13100000	14100000	0.702572301459759
chr3	13200000	14200000	0.716139688616857
chr3	13300000	14300000	0.69245499439283
chr3	13400000	14400000	0.659962931489086
chr3	13500000	14500000	0.6564795753761
chr3	13600000	14600000	0.651462958795413
chr3	13700000	14700000	0.646077878976435
chr3	13800000	14800000	0.636112693743221
chr3	13900000	14900000	0.649794140489394
chr3	1.4e+07	1.5e+07	0.628555577625799
chr3	14100000	15100000	0.63123447632872
chr3	14200000	15200000	0.628111311942037
chr3	14300000	15300000	0.618125080172067
chr3	14400000	15400000	0.605967337386278
chr3	14500000	15500000	0.59971639380542
chr3	14600000	15600000	0.572866482379868
chr3	14700000	15700000	0.535800971124534
chr3	14800000	15800000	0.50511178661503
chr3	14900000	15900000	0.447579876873191
chr3	1.5e+07	1.6e+07	0.452076033527148
chr3	15100000	16100000	0.421662102970314
chr3	15200000	16200000	0.416096176777544
chr3	15300000	16300000	0.406778117530695
chr3	15400000	16400000	0.388957619371216
chr3	15500000	16500000	0.38818168797315
chr3	15600000	16600000	0.354217930008523
chr3	15700000	16700000	0.329071921068053
chr3	15800000	16800000	0.307983167506254
chr3	15900000	16900000	0.280317519353972
chr3	1.6e+07	1.7e+07	0.249698227516562
chr3	16100000	17100000	0.240490722003125
chr3	16200000	17200000	0.229275015823085
chr3	16300000	17300000	0.220664794599103
chr3	16400000	17400000	0.203676168358235
chr3	16500000	17500000	0.176237757996408
chr3	16600000	17600000	0.165688057059945
chr3	16700000	17700000	0.156291920304013
chr3	16800000	17800000	0.160434428567347
chr3	16900000	17900000	0.173684401018974
chr3	1.7e+07	1.8e+07	0.180527763202675
chr3	17100000	18100000	0.159537079379806
chr3	17200000	18200000	0.148648229051226
chr3	17300000	18300000	0.125861910361279
chr3	17400000	18400000	0.131124718922672
chr3	17500000	18500000	0.123168013606239
chr3	17600000	18600000	0.122759538401551
chr3	17700000	18700000	0.129691503840154
chr3	17800000	18800000	0.115142379512984
chr3	17900000	18900000	0.10293299246516
chr3	1.8e+07	1.9e+07	0.0844255295725405
chr3	18100000	19100000	0.0907001817037637
chr3	18200000	19200000	0.0693886661869481
chr3	18300000	19300000	0.0758362410817811
chr3	18400000	19400000	0.0509453336897915
chr3	18500000	19500000	0.0560074438565329
chr3	18600000	19600000	0.0487352490032736
chr3	18700000	19700000	0.0383699392495962
chr3	18800000	19800000	0.0580373317886658
chr3	18900000	19900000	0.07466750452909
chr3	1.9e+07	2e+07	0.0734847007472947
chr3	19100000	20100000	0.0614992818887331
chr3	19200000	20200000	0.0516873324200224
chr3	19300000	20300000	0.0505700057327702
chr3	19400000	20400000	0.0639514250233426
chr3	19500000	20500000	0.0703958649852715
chr3	19600000	20600000	0.0900245132702398
chr3	19700000	20700000	0.0910256891551769
chr3	19800000	20800000	0.0798872440854963
chr3	19900000	20900000	0.0740325407579409
chr3	2e+07	2.1e+07	0.0847840865419411
chr3	20100000	21100000	0.0924149840419338
chr3	20200000	21200000	0.119977349743503
chr3	20300000	21300000	0.125344329828062
chr3	20400000	21400000	0.154943978224308
chr3	20500000	21500000	0.151248570356157
chr3	20600000	21600000	0.141392377238879
chr3	20700000	21700000	0.130963715144731
chr3	20800000	21800000	0.121816426830334
chr3	20900000	21900000	0.124978061791864
chr3	2.1e+07	2.2e+07	0.109765045557554
chr3	21100000	22100000	0.121343151793536
chr3	21200000	22200000	0.109406052842508
chr3	21300000	22300000	0.116781089798038
chr3	21400000	22400000	0.0938496283504473
chr3	21500000	22500000	0.108180800878995
chr3	21600000	22600000	0.125739352794621
chr3	21700000	22700000	0.133487143722321
chr3	21800000	22800000	0.143645726899001
chr3	21900000	22900000	0.141260646468529
chr3	2.2e+07	2.3e+07	0.151046290752669
chr3	22100000	23100000	0.134757284525204
chr3	22200000	23200000	0.124689942086936
chr3	22300000	23300000	0.132485527924595
chr3	22400000	23400000	0.134659913450352
chr3	22500000	23500000	0.126277176155391
chr3	22600000	23600000	0.123652799921285
chr3	22700000	23700000	0.141384420797779
chr3	22800000	23800000	0.150019337538194
chr3	22900000	23900000	0.148942453630626
chr3	2.3e+07	2.4e+07	0.156671119307547
chr3	23100000	24100000	0.164599527645815
chr3	23200000	24200000	0.161810463127763
chr3	23300000	24300000	0.151174464689836
chr3	23400000	24400000	0.150566311250689
chr3	23500000	24500000	0.142995811539966
chr3	23600000	24600000	0.134275049458809
chr3	23700000	24700000	0.121005863195121
chr3	23800000	24800000	0.116527026977141
chr3	23900000	24900000	0.117563738958755
chr3	2.4e+07	2.5e+07	0.114627458414256
chr3	24100000	25100000	0.10750641527406
chr3	24200000	25200000	0.107703509821393
chr3	24300000	25300000	0.105472541747346
chr3	24400000	25400000	0.0998336394038676
chr3	24500000	25500000	0.105087764738846
chr3	24600000	25600000	0.0960136816287295
chr3	24700000	25700000	0.0892812798834916
chr3	24800000	25800000	0.0893476646929768
chr3	24900000	25900000	0.084771426129481
chr3	2.5e+07	2.6e+07	0.0879244703403719
chr3	25100000	26100000	0.086414402821562
chr3	25200000	26200000	0.0805024805752921
chr3	25300000	26300000	0.0861284988245883
chr3	25400000	26400000	0.0946627811993672
chr3	25500000	26500000	0.0936343435604178
chr3	25600000	26600000	0.0981060358392904
chr3	25700000	26700000	0.105074678077131
chr3	25800000	26800000	0.109635813572016
chr3	25900000	26900000	0.11935808063595
chr3	2.6e+07	2.7e+07	0.12755682067768
chr3	26100000	27100000	0.133559769908255
chr3	26200000	27200000	0.144175920931344
chr3	26300000	27300000	0.138136703702735
chr3	26400000	27400000	0.129523025305018
chr3	26500000	27500000	0.123487875838441
chr3	26600000	27600000	0.126854373743513
chr3	26700000	27700000	0.133283193520487
chr3	26800000	27800000	0.129944158195288
chr3	26900000	27900000	0.128453695138883
chr3	2.7e+07	2.8e+07	0.122240603569375
chr3	27100000	28100000	0.104101847928048
chr3	27200000	28200000	0.109508577396462
chr3	27300000	28300000	0.105391276715871
chr3	27400000	28400000	0.0949048431183808
chr3	27500000	28500000	0.108993053734591
chr3	27600000	28600000	0.113138203388104
chr3	27700000	28700000	0.109995103956102
chr3	27800000	28800000	0.109540675636812
chr3	27900000	28900000	0.115611033906083
chr3	2.8e+07	2.9e+07	0.128554401451829
chr3	28100000	29100000	0.131878814322951
chr3	28200000	29200000	0.124435476572108
chr3	28300000	29300000	0.142884654805719
chr3	28400000	29400000	0.128047243934544
chr3	28500000	29500000	0.119315929309669
chr3	28600000	29600000	0.117004447446196
chr3	28700000	29700000	0.107336416701631
chr3	28800000	29800000	0.099235276505335
chr3	28900000	29900000	0.0906997234226339
chr3	2.9e+07	3e+07	0.0629285228848688
chr3	29100000	30100000	0.0621766911204159
chr3	29200000	30200000	0.0677599895029536
chr3	29300000	30300000	0.0574956870347621
chr3	29400000	30400000	0.086496409626396
chr3	29500000	30500000	0.0807086229652405
chr3	29600000	30600000	0.087119902351346
chr3	29700000	30700000	0.0898104485599007
chr3	29800000	30800000	0.0956829316425697
chr3	29900000	30900000	0.101120723902815
chr3	3e+07	3.1e+07	0.12284918735633
chr3	30100000	31100000	0.137849777234898
chr3	30200000	31200000	0.138555498617231
chr3	30300000	31300000	0.148791357331692
chr3	30400000	31400000	0.156307395654403
chr3	30500000	31500000	0.178430587040342
chr3	30600000	31600000	0.182864622506825
chr3	30700000	31700000	0.181657994463764
chr3	30800000	31800000	0.211939920085382
chr3	30900000	31900000	0.243060994369543
chr3	3.1e+07	3.2e+07	0.257847568820351
chr3	31100000	32100000	0.262478046462886
chr3	31200000	32200000	0.2807532070666
chr3	31300000	32300000	0.300967846780219
chr3	31400000	32400000	0.293448499133792
chr3	31500000	32500000	0.309801794742743
chr3	31600000	32600000	0.332586532260111
chr3	31700000	32700000	0.347748555604238
chr3	31800000	32800000	0.351841145310911
chr3	31900000	32900000	0.334412165477828
chr3	3.2e+07	3.3e+07	0.349197134860717
chr3	32100000	33100000	0.377848330550613
chr3	32200000	33200000	0.386494321705432
chr3	32300000	33300000	0.377698942970592
chr3	32400000	33400000	0.397868398107092
chr3	32500000	33500000	0.375907148290818
chr3	32600000	33600000	0.374600156834146
chr3	32700000	33700000	0.373127432221185
chr3	32800000	33800000	0.341891169444728
chr3	32900000	33900000	0.323516330218389
chr3	3.3e+07	3.4e+07	0.288319574031291
chr3	33100000	34100000	0.249668880465033
chr3	33200000	34200000	0.208861250822185
chr3	33300000	34300000	0.193926928196202
chr3	33400000	34400000	0.17320396862644
chr3	33500000	34500000	0.175507106458744
chr3	33600000	34600000	0.159944890138974
chr3	33700000	34700000	0.153850254123903
chr3	33800000	34800000	0.169431025642424
chr3	33900000	34900000	0.183037815189254
chr3	3.4e+07	3.5e+07	0.194757968734522
chr3	34100000	35100000	0.191264551041705
chr3	34200000	35200000	0.198766937417588
chr3	34300000	35300000	0.20499530672702
chr3	34400000	35400000	0.203787558840666
chr3	34500000	35500000	0.212195627202087
chr3	34600000	35600000	0.208381259495464
chr3	34700000	35700000	0.208859325396194
chr3	34800000	35800000	0.206548011339869
chr3	34900000	35900000	0.209619208082621
chr3	3.5e+07	3.6e+07	0.19250661798644
chr3	35100000	36100000	0.193646964195109
chr3	35200000	36200000	0.21354438034242
chr3	35300000	36300000	0.187210079947809
chr3	35400000	36400000	0.180795054290733
chr3	35500000	36500000	0.176217031803825
chr3	35600000	36600000	0.181819608411929
chr3	35700000	36700000	0.18369535650706
chr3	35800000	36800000	0.169495647517489
chr3	35900000	36900000	0.189310028311706
chr3	3.6e+07	3.7e+07	0.201149559127579
chr3	36100000	37100000	0.21051414454645
chr3	36200000	37200000	0.204073796773567
chr3	36300000	37300000	0.206991442734667
chr3	36400000	37400000	0.217521982835496
chr3	36500000	37500000	0.239110744536038
chr3	36600000	37600000	0.263061208265187
chr3	36700000	37700000	0.287098928113799
chr3	36800000	37800000	0.323963120819021
chr3	36900000	37900000	0.349153386954165
chr3	3.7e+07	3.8e+07	0.363406840351082
chr3	37100000	38100000	0.384185548438471
chr3	37200000	38200000	0.397207885656489
chr3	37300000	38300000	0.408203445102174
chr3	37400000	38400000	0.424508509726809
chr3	37500000	38500000	0.442343666051212
chr3	37600000	38600000	0.44332880866119
chr3	37700000	38700000	0.440003410388818
chr3	37800000	38800000	0.443266118859607
chr3	37900000	38900000	0.437728774368845
chr3	3.8e+07	3.9e+07	0.438973460570238
chr3	38100000	39100000	0.438211556514047
chr3	38200000	39200000	0.445612722805067
chr3	38300000	39300000	0.473471957931927
chr3	38400000	39400000	0.477628628366126
chr3	38500000	39500000	0.456973169546822
chr3	38600000	39600000	0.440477674656116
chr3	38700000	39700000	0.440252263931835
chr3	38800000	39800000	0.430898234723118
chr3	38900000	39900000	0.413504420519287
chr3	3.9e+07	4e+07	0.398286887484504
chr3	39100000	40100000	0.407635914637654
chr3	39200000	40200000	0.375340563637604
chr3	39300000	40300000	0.354842248145961
chr3	39400000	40400000	0.328288746646415
chr3	39500000	40500000	0.315826856801499
chr3	39600000	40600000	0.316844375606164
chr3	39700000	40700000	0.328393639806088
chr3	39800000	40800000	0.315203310912373
chr3	39900000	40900000	0.320831169313852
chr3	4e+07	4.1e+07	0.33858274545595
chr3	40100000	41100000	0.326145458207528
chr3	40200000	41200000	0.344819361194583
chr3	40300000	41300000	0.328824465695401
chr3	40400000	41400000	0.34526213524033
chr3	40500000	41500000	0.34419239158139
chr3	40600000	41600000	0.338785975074826
chr3	40700000	41700000	0.331819465292682
chr3	40800000	41800000	0.340384844993036
chr3	40900000	41900000	0.343489697714395
chr3	4.1e+07	4.2e+07	0.342683667515258
chr3	41100000	42100000	0.354508006560327
chr3	41200000	42200000	0.349291764406116
chr3	41300000	42300000	0.363011292349683
chr3	41400000	42400000	0.366561851494571
chr3	41500000	42500000	0.368701928688861
chr3	41600000	42600000	0.383791096124203
chr3	41700000	42700000	0.380837116181448
chr3	41800000	42800000	0.429156310108227
chr3	41900000	42900000	0.422994396016145
chr3	4.2e+07	4.3e+07	0.428900043231693
chr3	42100000	43100000	0.448548256748834
chr3	42200000	43200000	0.474055326673599
chr3	42300000	43300000	0.508171342395712
chr3	42400000	43400000	0.496207887511335
chr3	42500000	43500000	0.503479612072189
chr3	42600000	43600000	0.501003064042576
chr3	42700000	43700000	0.504994394604678
chr3	42800000	43800000	0.474087421405062
chr3	42900000	43900000	0.503222401289608
chr3	4.3e+07	4.4e+07	0.497455136086848
chr3	43100000	44100000	0.504336212146268
chr3	43200000	44200000	0.490432531931243
chr3	43300000	44300000	0.467094608079001
chr3	43400000	44400000	0.463176349739702
chr3	43500000	44500000	0.477693461208691
chr3	43600000	44600000	0.490312176626488
chr3	43700000	44700000	0.514009132405596
chr3	43800000	44800000	0.533398671398456
chr3	43900000	44900000	0.516598831925072
chr3	4.4e+07	4.5e+07	0.531455117715988
chr3	44100000	45100000	0.530983731084711
chr3	44200000	45200000	0.540021074761048
chr3	44300000	45300000	0.582431072762143
chr3	44400000	45400000	0.617787954341039
chr3	44500000	45500000	0.618024717732833
chr3	44600000	45600000	0.637469374371771
chr3	44700000	45700000	0.623156354797885
chr3	44800000	45800000	0.597141406957814
chr3	44900000	45900000	0.621153051549414
chr3	4.5e+07	4.6e+07	0.627909463587542
chr3	45100000	46100000	0.640289965749043
chr3	45200000	46200000	0.653754029792988
chr3	45300000	46300000	0.645576692165852
chr3	45400000	46400000	0.643919684127764
chr3	45500000	46500000	0.664143324645359
chr3	45600000	46600000	0.666340155646238
chr3	45700000	46700000	0.683248775045818
chr3	45800000	46800000	0.724592453555212
chr3	45900000	46900000	0.727660844163751
chr3	4.6e+07	4.7e+07	0.757994661892735
chr3	46100000	47100000	0.748610667036473
chr3	46200000	47200000	0.735214012986698
chr3	46300000	47300000	0.736031404735533
chr3	46400000	47400000	0.742413871514073
chr3	46500000	47500000	0.771656115870644
chr3	46600000	47600000	0.781917867246171
chr3	46700000	47700000	0.794838911354695
chr3	46800000	47800000	0.811169649859721
chr3	46900000	47900000	0.785314743041871
chr3	4.7e+07	4.8e+07	0.765165699138892
chr3	47100000	48100000	0.761526848061609
chr3	47200000	48200000	0.790688303816629
chr3	47300000	48300000	0.789278815237061
chr3	47400000	48400000	0.818621399857191
chr3	47500000	48500000	0.817091708247535
chr3	47600000	48600000	0.842390186897869
chr3	47700000	48700000	0.864518124746969
chr3	47800000	48800000	0.837525030905279
chr3	47900000	48900000	0.859065806537615
chr3	4.8e+07	4.9e+07	0.872308726862049
chr3	48100000	49100000	0.909010472939892
chr3	48200000	49200000	0.923194586168877
chr3	48300000	49300000	0.951878732241126
chr3	48400000	49400000	0.945854108233302
chr3	48500000	49500000	0.932915712444323
chr3	48600000	49600000	0.895234770175474
