chrom	start	end	comp	GPSeq
chr4	5000001	6000000	A	0.576844733359586
chr4	6000001	7000000	A	0.699206508528653
chr4	7000001	8000000	A	0.743520468863892
chr4	8000001	9000000	A	0.751458912274658
chr4	9000001	10000000	B	0.443510080701458
chr4	10000001	11000000	B	0.360775313417747
chr4	11000001	12000000	B	0.425428712252055
chr4	12000001	13000000	B	0.280017932676831
chr4	13000001	14000000	A	0.250464366488895
chr4	14000001	15000000	B	0.257873193332529
chr4	15000001	16000000	A	0.267641063482487
chr4	16000001	17000000	A	0.291416858710182
chr4	17000001	18000000	A	0.308942090248707
chr4	18000001	19000000	B	0.174098945441566
chr4	19000001	20000000	B	0.145751777316191
chr4	20000001	21000000	B	0.138727278570708
chr4	21000001	22000000	B	0.218171057724721
chr4	22000001	23000000	B	0.210765432298342
chr4	23000001	24000000	B	0.251852314223795
chr4	24000001	25000000	A	0.291930961286005
chr4	25000001	26000000	A	0.45683673235278
chr4	26000001	27000000	A	0.312262141826096
chr4	27000001	28000000	B	0.196803740289439
chr4	28000001	29000000	B	0.192783595720153
chr4	29000001	30000000	B	0.250220399189725
chr4	30000001	31000000	B	0.185274228340106
chr4	31000001	32000000	B	0.254521787285598
chr4	32000001	33000000	B	0.219002038812606
chr4	33000001	34000000	B	0.173317241584213
chr4	34000001	35000000	B	0.157034483348219
chr4	35000001	36000000	B	0.217036543245492
chr4	36000001	37000000	B	0.227879587923842
chr4	37000001	38000000	A	0.260805536729277
chr4	38000001	39000000	A	0.382436963652636
chr4	39000001	40000000	A	0.504517751609259
chr4	40000001	41000000	A	0.525725065013386
chr4	41000001	42000000	A	0.33913310463134
chr4	42000001	43000000	A	0.236986584670996
chr4	43000001	44000000	B	0.234992915105325
chr4	44000001	45000000	B	0.226482426513375
chr4	45000001	46000000	B	0.36145512693108
chr4	46000001	47000000	B	0.249441757900883
chr4	47000001	48000000	A	0.2077008876884
chr4	54000001	55000000	A	0.349852892037303
chr4	55000001	56000000	A	0.362595234241326
chr4	56000001	57000000	A	0.342570587529116
chr4	57000001	58000000	B	0.360253865381851
chr4	58000001	59000000	B	0.210946057912031
chr4	59000001	60000000	B	0.133387451834088
chr4	60000001	61000000	B	0.213191333452802
chr4	61000001	62000000	B	0.176814070110611
chr4	62000001	63000000	B	0.178396469373438
chr4	63000001	64000000	B	0.177684517010779
chr4	64000001	65000000	B	0.213797052945532
chr4	65000001	66000000	B	0.148587789212224
chr4	66000001	67000000	B	0.168729933128917
chr4	67000001	68000000	B	0.168021976663306
chr4	68000001	69000000	B	0.127767371205643
chr4	69000001	70000000	B	0.139362071966639
chr4	70000001	71000000	A	0.182209818392809
chr4	71000001	72000000	B	0.149945368491633
chr4	72000001	73000000	B	0.138740854081047
chr4	73000001	74000000	B	0.171333063362077
chr4	74000001	75000000	B	0.149441186964681
chr4	75000001	76000000	A	0.253246247055954
chr4	76000001	77000000	A	0.266617998220005
chr4	77000001	78000000	A	0.330677768730226
chr4	78000001	79000000	A	0.29963995839576
chr4	79000001	80000000	B	0.278178823532239
chr4	80000001	81000000	B	0.138764453411398
chr4	81000001	82000000	B	0.143179280196898
chr4	82000001	83000000	A	0.199804143487836
chr4	83000001	84000000	A	0.346222354063528
chr4	84000001	85000000	A	0.359382692522684
chr4	85000001	86000000	A	0.318033553835848
chr4	86000001	87000000	A	0.227020810656658
chr4	87000001	88000000	A	0.230264000696015
chr4	88000001	89000000	A	0.315658694041638
chr4	89000001	90000000	A	0.328804477992877
chr4	90000001	91000000	B	0.231660727222062
chr4	91000001	92000000	B	0.153214505579215
chr4	92000001	93000000	B	0.193998202003075
chr4	93000001	94000000	B	0.160391027075834
chr4	94000001	95000000	A	0.0808456342308168
chr4	95000001	96000000	A	0.202015071376125
chr4	96000001	97000000	B	0.151380693987247
chr4	97000001	98000000	B	0.181094737750278
chr4	98000001	99000000	A	0.211998181815767
chr4	99000001	100000000	A	0.238832477158956
chr4	100000001	101000000	A	0.243203478739043
chr4	101000001	102000000	A	0.142568772877057
chr4	102000001	103000000	A	0.138837014290029
chr4	103000001	104000000	B	0.191042061597542
chr4	104000001	105000000	B	0.161320910629092
chr4	105000001	106000000	B	0.0909105607509305
chr4	106000001	107000000	B	0.173876318561794
chr4	107000001	108000000	B	0.120310945519861
chr4	108000001	109000000	A	0.196406856140619
chr4	109000001	110000000	A	0.258510278296304
chr4	110000001	111000000	A	0.239256106776132
chr4	111000001	112000000	B	0.20745480241034
chr4	112000001	113000000	A	0.190462821851804
chr4	113000001	114000000	A	0.221318525476147
chr4	114000001	115000000	B	0.0896132269895619
chr4	115000001	116000000	B	0.139920630448686
chr4	116000001	117000000	B	0.147574890658587
chr4	117000001	118000000	B	0.10564661746961
chr4	118000001	119000000	A	0.0982312625177729
chr4	119000001	120000000	A	0.189484817070334
chr4	120000001	121000000	B	0.105683050462392
chr4	121000001	122000000	B	0.138115989616452
chr4	122000001	123000000	A	0.116002010498498
chr4	123000001	124000000	A	0.231395253876251
chr4	124000001	125000000	A	0.290783897436388
chr4	125000001	126000000	A	0.285050855879305
chr4	126000001	127000000	A	0.194651162869681
chr4	127000001	128000000	A	0.215589731384948
chr4	128000001	129000000	A	0.247665388191994
chr4	129000001	130000000	B	0.24986182357849
chr4	130000001	131000000	B	0.0892886829027132
chr4	131000001	132000000	B	0.101823274790008
chr4	132000001	133000000	B	0.105342413919485
chr4	133000001	134000000	B	0.102560592003948
chr4	134000001	135000000	B	0.158827292330338
chr4	135000001	136000000	B	0.0576432023982665
chr4	136000001	137000000	B	0.121182116573277
chr4	137000001	138000000	A	0.0898972183323659
chr4	138000001	139000000	A	0.143377723615603
chr4	139000001	140000000	A	0.159165228708072
chr4	140000001	141000000	A	0.344569629736194
chr4	141000001	142000000	B	0.16322832943555
chr4	142000001	143000000	B	0.128316104621908
chr4	143000001	144000000	B	0.0934570157709964
chr4	144000001	145000000	B	0.0818589406912662
chr4	145000001	146000000	B	0.0522985351178954
chr4	146000001	147000000	B	0.121762764165452
chr4	147000001	148000000	B	0.09122068380398
chr4	148000001	149000000	B	0.086887766184084
chr4	149000001	150000000	B	0.11724237717915
chr4	150000001	151000000	A	0.132286351355203
chr4	151000001	152000000	A	0.206055482029541
chr4	152000001	153000000	A	0.37220111096237
chr4	153000001	154000000	A	0.386595743251156
chr4	154000001	155000000	B	0.223141580080079
chr4	155000001	156000000	B	0.126481811025546
chr4	156000001	157000000	A	0.0836281367423977
chr4	157000001	158000000	B	0.135086303346618
chr4	158000001	159000000	A	0.172853264392992
chr4	159000001	160000000	B	0.192105345378102
chr4	160000001	161000000	B	0.072622036128125
chr4	161000001	162000000	B	0.124177327799049
chr4	162000001	163000000	B	0.041430068298908
chr4	163000001	164000000	B	0.0845454467383885
chr4	164000001	165000000	A	0.0540495208702437
chr4	165000001	166000000	A	0.143782093022893
chr4	166000001	167000000	B	0.0920389296784338
chr4	167000001	168000000	B	0.105271414165986
chr4	168000001	169000000	B	0.0654958649466572
chr4	169000001	170000000	A	0.103561093623579
chr4	170000001	171000000	B	0.198704013004202
chr4	171000001	172000000	B	0.0702484162012458
chr4	172000001	173000000	B	0.0819651166586865
chr4	173000001	174000000	B	0.0529867009431988
chr4	174000001	175000000	B	0.0760974489343964
chr4	175000001	176000000	B	0.0373217007156057
chr4	176000001	177000000	B	0.0416426596095734
chr4	177000001	178000000	B	0.0407757306648017
chr4	178000001	179000000	B	0.0459062723389375
chr4	179000001	180000000	B	0.0720004589213991
chr4	180000001	181000000	B	0.0396837333372697
chr4	181000001	182000000	A	0.0993247707575236
chr4	182000001	183000000	A	0.224515462947693
chr4	183000001	184000000	A	0.284079886810475
chr4	184000001	185000000	A	0.436247225606815
chr4	185000001	186000000	A	0.436962273662499
chr4	186000001	187000000	B	0.308187505221951
chr4	187000001	188000000	B	0.186855337606186
chr4	188000001	189000000	B	0.136034756447161
chr5	1000001	2000000	A	0.759164201274522
chr5	2000001	3000000	B	0.491993716071914
chr5	3000001	4000000	B	0.416716015966363
chr5	4000001	5000000	B	0.409046794456621
chr5	5000001	6000000	B	0.353686025349246
chr5	6000001	7000000	B	0.429017106874118
chr5	7000001	8000000	B	0.414489414423717
chr5	8000001	9000000	B	0.356100398107552
chr5	9000001	10000000	B	0.388888496884791
chr5	10000001	11000000	B	0.378955416109538
chr5	11000001	12000000	B	0.377445954233663
chr5	12000001	13000000	B	0.435363298118441
chr5	13000001	14000000	B	0.327721010283437
chr5	14000001	15000000	A	0.382679244937079
chr5	15000001	16000000	B	0.264488742064669
chr5	16000001	17000000	A	0.262226215020658
chr5	17000001	18000000	B	0.289481635955741
chr5	18000001	19000000	B	0.2552034445371
chr5	19000001	20000000	B	0.393734857987629
chr5	20000001	21000000	B	0.335153586378606
chr5	21000001	22000000	B	0.298975318112794
chr5	22000001	23000000	B	0.286172425980669
chr5	23000001	24000000	B	0.24221671010742
chr5	24000001	25000000	B	0.18662513626509
chr5	25000001	26000000	B	0.25484873675485
chr5	26000001	27000000	B	0.198256331495492
chr5	27000001	28000000	B	0.175214542668474
chr5	28000001	29000000	B	0.202205202530961
chr5	29000001	30000000	B	0.245662775398908
chr5	30000001	31000000	B	0.24238016229743
chr5	31000001	32000000	A	0.364235023375671
chr5	32000001	33000000	A	0.369444138179936
chr5	33000001	34000000	B	0.33541298117659
chr5	34000001	35000000	A	0.451259242382433
chr5	35000001	36000000	B	0.363130926361294
chr5	36000001	37000000	A	0.3123691706467
chr5	37000001	38000000	B	0.362569963951303
chr5	38000001	39000000	B	0.332446340478206
chr5	39000001	40000000	B	0.249185174772862
chr5	40000001	41000000	B	0.250919427692409
chr5	41000001	42000000	B	0.231222106261519
chr5	42000001	43000000	B	0.270948366930832
chr5	43000001	44000000	B	0.254311874778248
chr5	44000001	45000000	B	0.281409595067071
chr5	45000001	46000000	B	0.376132519681523
chr5	52000001	53000000	B	0.265983452375783
chr5	53000001	54000000	B	0.273807165290776
chr5	54000001	55000000	A	0.348497629324734
chr5	55000001	56000000	A	0.32679473397141
chr5	56000001	57000000	A	0.327865255829254
chr5	57000001	58000000	B	0.262166632034355
chr5	58000001	59000000	B	0.251969854515453
chr5	59000001	60000000	B	0.254049606291171
chr5	60000001	61000000	B	0.321272726045085
chr5	61000001	62000000	A	0.279030886100373
chr5	62000001	63000000	A	0.268614651926367
chr5	63000001	64000000	B	0.276840768189339
chr5	64000001	65000000	B	0.248398274295376
chr5	65000001	66000000	A	0.304463799692424
chr5	66000001	67000000	A	0.273577319975405
chr5	67000001	68000000	B	0.282825798327647
chr5	75000001	76000000	A	0.383719898652552
chr5	76000001	77000000	A	0.455577677757181
chr5	77000001	78000000	A	0.467264542515936
chr5	78000001	79000000	A	0.503910445491071
chr5	79000001	80000000	A	0.542357035888248
chr5	80000001	81000000	A	0.368907324550472
chr5	81000001	82000000	A	0.226244330808918
chr5	82000001	83000000	B	0.135643480585049
chr5	83000001	84000000	B	0.216871914698391
chr5	84000001	85000000	B	0.235359149645426
chr5	85000001	86000000	B	0.208671745353934
chr5	86000001	87000000	B	0.200952936221141
chr5	87000001	88000000	B	0.299261396794517
chr5	88000001	89000000	A	0.237890497207755
chr5	89000001	90000000	B	0.259743681626342
chr5	90000001	91000000	A	0.301048273710894
chr5	91000001	92000000	A	0.220019922248316
chr5	92000001	93000000	B	0.182887088287692
chr5	93000001	94000000	B	0.235146678945673
chr5	94000001	95000000	B	0.235373432617798
chr5	95000001	96000000	A	0.255707277677697
chr5	96000001	97000000	A	0.230334213820765
chr5	97000001	98000000	A	0.158948149193583
chr5	98000001	99000000	B	0.196352800603534
chr5	99000001	100000000	B	0.160115880886394
chr5	100000001	101000000	B	0.132799307614371
chr5	101000001	102000000	B	0.157123099447441
chr5	102000001	103000000	B	0.147949275013323
chr5	103000001	104000000	A	0.188511127274337
chr5	104000001	105000000	B	0.161434094050349
chr5	105000001	106000000	B	0.176203117235466
chr5	106000001	107000000	B	0.237491787662854
chr5	107000001	108000000	A	0.203076659341435
chr5	108000001	109000000	A	0.190873446397385
chr5	109000001	110000000	B	0.18048386529184
chr5	110000001	111000000	B	0.125117314594498
chr5	111000001	112000000	B	0.144087327285517
chr5	112000001	113000000	A	0.235746682170503
chr5	113000001	114000000	A	0.141228113485459
chr5	114000001	115000000	B	0.195337384625128
chr5	115000001	116000000	A	0.229619768483535
chr5	116000001	117000000	A	0.201779100503691
chr5	117000001	118000000	B	0.215156400780282
chr5	118000001	119000000	B	0.192437855534089
chr5	119000001	120000000	B	0.116419318135788
chr5	120000001	121000000	B	0.257799267363383
chr5	121000001	122000000	B	0.210770997573665
chr5	122000001	123000000	A	0.275877791395811
chr5	123000001	124000000	A	0.302269448370342
chr5	124000001	125000000	A	0.254243443843132
chr5	125000001	126000000	A	0.323675748558024
chr5	126000001	127000000	A	0.28431428163699
chr5	127000001	128000000	A	0.154506127413778
chr5	128000001	129000000	B	0.127441036401231
chr5	129000001	130000000	B	0.168832740868612
chr5	130000001	131000000	B	0.20209537886391
chr5	131000001	132000000	A	0.41048034439825
chr5	132000001	133000000	A	0.554249453045325
chr5	133000001	134000000	A	0.594680460795818
chr5	134000001	135000000	A	0.546296563646012
chr5	135000001	136000000	A	0.390195441676164
chr5	136000001	137000000	A	0.387585879551479
chr5	137000001	138000000	A	0.496934049833129
chr5	138000001	139000000	A	0.57892877681471
chr5	139000001	140000000	A	0.536475497246174
chr5	140000001	141000000	A	0.334346006453302
chr5	141000001	142000000	A	0.444722161639063
chr5	142000001	143000000	A	0.179519926394903
chr5	143000001	144000000	B	0.139197003610665
chr5	144000001	145000000	B	0.158908647157293
chr5	145000001	146000000	B	0.209788282223043
chr5	146000001	147000000	A	0.13651989192675
chr5	147000001	148000000	B	0.0941878181742344
chr5	148000001	149000000	B	0.258202028309783
chr5	149000001	150000000	A	0.515756363647499
chr5	150000001	151000000	A	0.322077974814269
chr5	151000001	152000000	A	0.148894140343431
chr5	152000001	153000000	B	0.1314548049803
chr5	153000001	154000000	B	0.213933403984169
chr5	154000001	155000000	A	0.169844609727701
chr5	155000001	156000000	B	0.0798499805874072
chr5	156000001	157000000	B	0.183949719971374
chr5	157000001	158000000	A	0.166071411628485
chr5	158000001	159000000	A	0.129932997590751
chr5	159000001	160000000	A	0.173952340128383
chr5	160000001	161000000	A	0.106422464177564
chr5	161000001	162000000	B	0.108215708255834
chr5	162000001	163000000	B	0.0796004435367253
chr5	163000001	164000000	B	0.0374809506988722
chr5	164000001	165000000	B	0.0842064439415661
chr5	165000001	166000000	B	0.0878598402587777
chr5	166000001	167000000	A	0.0742958762597866
chr5	167000001	168000000	A	0.199205486542646
chr5	168000001	169000000	A	0.265436191947311
chr5	169000001	170000000	A	0.24790077774482
chr5	170000001	171000000	A	0.265939764276248
chr5	171000001	172000000	A	0.437978987244894
chr5	172000001	173000000	A	0.43413277143327
chr5	173000001	174000000	A	0.329718371506756
chr5	174000001	175000000	A	0.287516708109064
chr5	175000001	176000000	A	0.488049170879884
chr5	176000001	177000000	A	0.713113453092051
chr5	177000001	178000000	A	0.685514011990163
chr6	1000001	2000000	A	0.395508335146826
chr6	2000001	3000000	A	0.377910581107918
chr6	3000001	4000000	A	0.478693648955934
chr6	4000001	5000000	A	0.334127078998681
chr6	5000001	6000000	B	0.33408075230648
chr6	6000001	7000000	B	0.334245241153457
chr6	7000001	8000000	A	0.326504985385407
chr6	8000001	9000000	B	0.117515497766765
chr6	9000001	10000000	B	0.24505696511891
chr6	10000001	11000000	A	0.215773968049877
chr6	11000001	12000000	A	0.223768294487038
chr6	12000001	13000000	B	0.229575132640335
chr6	13000001	14000000	A	0.349052424137
chr6	14000001	15000000	A	0.437825899288019
chr6	15000001	16000000	A	0.506395766546956
chr6	16000001	17000000	A	0.445320516373221
chr6	17000001	18000000	A	0.41675493540968
chr6	18000001	19000000	B	0.24771348463712
chr6	19000001	20000000	B	0.279993599575796
chr6	20000001	21000000	A	0.304967315578379
chr6	21000001	22000000	A	0.336336116242948
chr6	22000001	23000000	B	0.305258151067768
chr6	23000001	24000000	B	0.24736907118119
chr6	24000001	25000000	A	0.355213176084062
chr6	25000001	26000000	A	0.323604029193132
chr6	26000001	27000000	A	0.462037595887918
chr6	27000001	28000000	A	0.438572625897155
chr6	28000001	29000000	A	0.439042630624296
chr6	29000001	30000000	A	0.580282546841599
chr6	30000001	31000000	A	0.785149248324426
chr6	31000001	32000000	A	0.881613667045008
chr6	32000001	33000000	A	0.838639613990763
chr6	33000001	34000000	A	0.966625730932521
chr6	34000001	35000000	A	0.844338596828118
chr6	35000001	36000000	A	0.736259203426832
chr6	36000001	37000000	A	0.739300412824868
chr6	37000001	38000000	A	0.677180531885167
chr6	38000001	39000000	A	0.512223333981659
chr6	39000001	40000000	A	0.537004197495198
chr6	40000001	41000000	B	0.607533517092626
chr6	41000001	42000000	A	0.690353686979441
chr6	42000001	43000000	A	0.70010971926591
chr6	43000001	44000000	A	0.838806556061238
chr6	44000001	45000000	A	0.584167423361619
chr6	45000001	46000000	B	0.349687163577543
chr6	46000001	47000000	B	0.329311426264511
chr6	47000001	48000000	B	0.234410304572837
chr6	48000001	49000000	B	0.306997852587771
chr6	49000001	50000000	B	0.218324661422222
chr6	50000001	51000000	B	0.236886525053741
chr6	51000001	52000000	B	0.261361801630805
chr6	52000001	53000000	A	0.362353199713101
chr6	64000001	65000000	B	0.177069373519107
chr6	65000001	66000000	B	0.2072435531333
chr6	66000001	67000000	B	0.132527041978586
chr6	67000001	68000000	B	0.173106105379245
chr6	68000001	69000000	B	0.200801526401137
chr6	69000001	70000000	B	0.150651429378004
chr6	70000001	71000000	B	0.175774003895852
chr6	71000001	72000000	B	0.19674609579034
chr6	72000001	73000000	B	0.176008302625623
chr6	73000001	74000000	B	0.216979349659075
chr6	74000001	75000000	B	0.218202719616031
chr6	75000001	76000000	A	0.264162674924392
chr6	76000001	77000000	B	0.172803270698963
chr6	77000001	78000000	B	0.252514794458622
chr6	78000001	79000000	B	0.205502780702352
chr6	79000001	80000000	B	0.164062473191252
chr6	80000001	81000000	B	0.188127333653117
chr6	81000001	82000000	B	0.210637770644253
chr6	82000001	83000000	B	0.158421113386232
chr6	83000001	84000000	B	0.201368522981944
chr6	84000001	85000000	B	0.165818966280485
chr6	85000001	86000000	B	0.203147171665284
chr6	86000001	87000000	B	0.234064425291293
chr6	87000001	88000000	A	0.232629262944987
chr6	88000001	89000000	A	0.359057269786014
chr6	89000001	90000000	A	0.429903554420518
chr6	90000001	91000000	B	0.350756651683752
chr6	91000001	92000000	B	0.215182210568473
chr6	92000001	93000000	B	0.167847804099677
chr6	93000001	94000000	B	0.165618128837395
chr6	94000001	95000000	B	0.158774121014875
chr6	95000001	96000000	B	0.173056431605224
chr6	96000001	97000000	B	0.171515086480683
chr6	97000001	98000000	B	0.157874228773519
chr6	98000001	99000000	B	0.1264315683386
chr6	99000001	100000000	B	0.132261791890176
chr6	100000001	101000000	B	0.185487653795977
chr6	101000001	102000000	B	0.156583616277773
chr6	102000001	103000000	B	0.186651668246752
chr6	103000001	104000000	B	0.202130080720592
chr6	104000001	105000000	B	0.150676708775355
chr6	105000001	106000000	A	0.294442139506353
chr6	106000001	107000000	A	0.381507375068726
chr6	107000001	108000000	A	0.463767737305302
chr6	108000001	109000000	A	0.526637341738734
chr6	109000001	110000000	A	0.48589305161112
chr6	110000001	111000000	A	0.476236315460687
chr6	111000001	112000000	A	0.399278002307745
chr6	112000001	113000000	A	0.284296821418996
chr6	113000001	114000000	A	0.200590412795699
chr6	114000001	115000000	B	0.141026266293411
chr6	115000001	116000000	B	0.121193201067842
chr6	116000001	117000000	B	0.0879939695684653
chr6	117000001	118000000	B	0.164595856875314
chr6	118000001	119000000	B	0.144336883374267
chr6	119000001	120000000	B	0.129473966055707
chr6	120000001	121000000	B	0.131156425834344
chr6	121000001	122000000	B	0.149192348729657
chr6	122000001	123000000	B	0.098235181548882
chr6	123000001	124000000	B	0.100128954474282
chr6	124000001	125000000	B	0.117176993801644
chr6	125000001	126000000	B	0.103542620712818
chr6	126000001	127000000	B	0.0978425689163183
chr6	127000001	128000000	B	0.113380094548238
chr6	128000001	129000000	B	0.13245094942274
chr6	129000001	130000000	A	0.166980305777063
chr6	130000001	131000000	A	0.182395396419548
chr6	131000001	132000000	A	0.192721684792164
chr6	132000001	133000000	A	0.135377128604817
chr6	133000001	134000000	A	0.172259497902283
chr6	134000001	135000000	A	0.265525330937514
chr6	135000001	136000000	A	0.276122007382555
chr6	136000001	137000000	A	0.250935450103206
chr6	137000001	138000000	A	0.374496169523063
chr6	138000001	139000000	A	0.384013830860641
chr6	139000001	140000000	A	0.291236379517109
chr6	140000001	141000000	B	0.188017094340879
chr6	141000001	142000000	B	0.158901879924478
chr6	142000001	143000000	B	0.133924352137214
chr6	143000001	144000000	B	0.1005668439094
chr6	144000001	145000000	A	0.142908302733978
chr6	145000001	146000000	B	0.18098608387328
chr6	146000001	147000000	B	0.0966934841575219
chr6	147000001	148000000	B	0.0711608680851647
chr6	148000001	149000000	A	0.17674818129524
chr6	149000001	150000000	A	0.257179369125361
chr6	150000001	151000000	A	0.445914540529325
chr6	151000001	152000000	A	0.3040682396967
chr6	152000001	153000000	B	0.155295888493397
chr6	153000001	154000000	B	0.112938094106492
chr6	154000001	155000000	A	0.16520582972025
chr6	155000001	156000000	A	0.282101884167804
chr6	156000001	157000000	A	0.248990680592454
chr6	157000001	158000000	A	0.420349260314648
chr6	158000001	159000000	A	0.446061518297835
chr6	159000001	160000000	A	0.339703215595289
chr6	160000001	161000000	B	0.278293175426361
chr6	161000001	162000000	B	0.185990028787749
chr6	162000001	163000000	A	0.198555099807146
chr6	163000001	164000000	A	0.187552648513167
chr6	164000001	165000000	B	0.0966611255513022
chr6	165000001	166000000	B	0.183108800261512
chr6	166000001	167000000	A	0.251637442479442
chr6	167000001	168000000	A	0.392325144206472
chr6	168000001	169000000	B	0.433566729355806
chr7	3000001	4000000	A	0.473944490565076
chr7	4000001	5000000	A	0.586891799788608
chr7	5000001	6000000	A	0.71841245331761
chr7	6000001	7000000	A	0.598086818490769
chr7	7000001	8000000	B	0.258913078145195
chr7	8000001	9000000	B	0.167882802754836
chr7	9000001	10000000	B	0.154890455512445
chr7	10000001	11000000	B	0.127026486734769
chr7	11000001	12000000	B	0.13908425690531
chr7	12000001	13000000	B	0.167944361474482
chr7	13000001	14000000	B	0.164482826350586
chr7	14000001	15000000	B	0.10236780386211
chr7	15000001	16000000	B	0.100399310634184
chr7	16000001	17000000	B	0.15558157316914
chr7	17000001	18000000	B	0.13046378749138
chr7	18000001	19000000	B	0.16816094270167
chr7	19000001	20000000	B	0.155130811807853
chr7	20000001	21000000	B	0.185576215112375
chr7	21000001	22000000	B	0.316537621738419
chr7	22000001	23000000	A	0.416696173290171
chr7	23000001	24000000	A	0.408623820084247
chr7	24000001	25000000	A	0.413356303602404
chr7	25000001	26000000	A	0.459635086593144
chr7	26000001	27000000	A	0.55169954271269
chr7	27000001	28000000	A	0.500724222108518
chr7	28000001	29000000	A	0.502041922090065
chr7	29000001	30000000	A	0.500633205669221
chr7	30000001	31000000	A	0.548946797457733
chr7	31000001	32000000	B	0.383712507081869
chr7	32000001	33000000	B	0.335954135314668
chr7	33000001	34000000	B	0.261022441062655
chr7	34000001	35000000	B	0.282574086794721
chr7	35000001	36000000	B	0.370370918905564
chr7	36000001	37000000	B	0.414114812161682
chr7	37000001	38000000	B	0.339944027911145
chr7	38000001	39000000	B	0.334022239916746
chr7	39000001	40000000	A	0.357234264774671
chr7	40000001	41000000	B	0.330539519645579
chr7	41000001	42000000	B	0.369347519259799
chr7	42000001	43000000	B	0.326214260524746
chr7	43000001	44000000	A	0.405374451107579
chr7	44000001	45000000	A	0.746732502698858
chr7	45000001	46000000	A	0.549174979958869
chr7	46000001	47000000	B	0.393715029133241
chr7	47000001	48000000	A	0.515839861690787
chr7	48000001	49000000	B	0.2621225287645
chr7	49000001	50000000	B	0.328374224561422
chr7	50000001	51000000	B	0.384409376337056
chr7	51000001	52000000	B	0.354991183216847
chr7	52000001	53000000	B	0.320668796279498
chr7	53000001	54000000	B	0.366018900147752
chr7	54000001	55000000	B	0.380763884614562
chr7	55000001	56000000	A	0.413217295467272
chr7	56000001	57000000	A	0.514361291443905
chr7	67000001	68000000	A	0.561200756758482
chr7	68000001	69000000	B	0.6213073439428
chr7	69000001	70000000	A	0.440633651972805
chr7	70000001	71000000	A	0.542650007086547
chr7	71000001	72000000	B	0.662774847259682
chr7	72000001	73000000	A	0.751976058728058
chr7	73000001	74000000	A	0.914398049517645
chr7	74000001	75000000	A	0.704994144830341
chr7	75000001	76000000	A	0.762713233582464
chr7	76000001	77000000	A	0.681217415477871
chr7	77000001	78000000	A	0.346588735546599
chr7	78000001	79000000	A	0.252782416375777
chr7	79000001	80000000	B	0.215683661025378
chr7	80000001	81000000	B	0.22372456942736
chr7	81000001	82000000	B	0.193533905024268
chr7	82000001	83000000	B	0.204630442333581
chr7	83000001	84000000	B	0.185775536265906
chr7	84000001	85000000	B	0.149793411938437
chr7	85000001	86000000	B	0.169443302932451
chr7	86000001	87000000	B	0.159742446793077
chr7	87000001	88000000	B	0.189299177973531
chr7	88000001	89000000	B	0.189061025175054
chr7	89000001	90000000	B	0.178501920120414
chr7	90000001	91000000	B	0.209057029621267
chr7	91000001	92000000	B	0.238106630683151
chr7	92000001	93000000	A	0.281501326356698
chr7	93000001	94000000	B	0.184184059332502
chr7	94000001	95000000	B	0.237301444798606
chr7	95000001	96000000	B	0.288456514571442
chr7	96000001	97000000	A	0.331775315469112
chr7	97000001	98000000	A	0.475778160411735
chr7	98000001	99000000	A	0.713130686057644
chr7	99000001	100000000	A	0.747986006591214
chr7	100000001	101000000	A	0.916757400163093
chr7	101000001	102000000	A	0.719405608175133
chr7	102000001	103000000	A	0.485639304286162
chr7	103000001	104000000	A	0.320652391858545
chr7	104000001	105000000	A	0.322550511445019
chr7	105000001	106000000	A	0.361408387929466
chr7	106000001	107000000	A	0.278716324152265
chr7	107000001	108000000	A	0.271408947637464
chr7	108000001	109000000	B	0.180757024154927
chr7	109000001	110000000	B	0.206074517149621
chr7	110000001	111000000	B	0.0735678473958182
chr7	111000001	112000000	B	0.151955302480782
chr7	112000001	113000000	B	0.100239159601713
chr7	113000001	114000000	B	0.144167031881634
chr7	114000001	115000000	B	0.101733318721117
chr7	115000001	116000000	B	0.106437585748592
chr7	116000001	117000000	B	0.115598755627418
chr7	117000001	118000000	B	0.0718207137421292
chr7	118000001	119000000	B	0.177284809141625
chr7	119000001	120000000	B	0.104435794280106
chr7	120000001	121000000	B	0.0746261046070436
chr7	121000001	122000000	B	0.0709407341555794
chr7	122000001	123000000	B	0.0765214533829717
chr7	123000001	124000000	B	0.0748044662811887
chr7	124000001	125000000	B	0.159360188186293
chr7	125000001	126000000	B	0.122981219568856
chr7	126000001	127000000	B	0.176510844284783
chr7	127000001	128000000	A	0.365734738851339
chr7	128000001	129000000	A	0.61827163843768
chr7	129000001	130000000	A	0.566082778464888
chr7	130000001	131000000	A	0.44688952434912
chr7	131000001	132000000	A	0.462048932249113
chr7	132000001	133000000	A	0.363612680791334
chr7	133000001	134000000	A	0.276775861924809
chr7	134000001	135000000	A	0.244812470339869
chr7	135000001	136000000	A	0.219247996061851
chr7	136000001	137000000	B	0.184718816273025
chr7	137000001	138000000	B	0.201297133914998
chr7	138000001	139000000	A	0.363272509592624
chr7	139000001	140000000	A	0.499190453949396
chr7	140000001	141000000	A	0.361760406345363
chr7	141000001	142000000	A	0.186630740601043
chr7	142000001	143000000	B	0.185151203382958
chr7	143000001	144000000	B	0.17599318150381
chr7	144000001	145000000	B	0.0998572920823753
chr7	145000001	146000000	B	0.198374970045528
chr7	146000001	147000000	B	0.170594382457138
