chrom	start	end	gpseq_score	comp
chr3	93000001	9.4e+07		B
chr3	94000001	9.5e+07		B
chr3	95000001	9.6e+07		B
chr3	96000001	9.7e+07	1.27036287596815	B
chr3	97000001	9.8e+07	1.12006028076745	B
chr3	98000001	9.9e+07	1.16697821405658	B
chr3	99000001	1e+08	1.1487757287391	B
chr3	100000001	1.01e+08	1.19402428810107	B
chr3	101000001	1.02e+08	1.18667743163122	B
chr3	102000001	1.03e+08	1.15838477252177	B
chr3	103000001	1.04e+08	1.21357369533232	B
chr3	104000001	1.05e+08	1.20949197419631	B
chr3	105000001	1.06e+08	1.17788745372028	B
chr3	106000001	1.07e+08	1.16079630314976	B
chr3	107000001	1.08e+08	1.24552455356046	B
chr3	108000001	1.09e+08	1.2079052699565	A
chr3	109000001	1.1e+08	1.19229007016731	B
chr3	110000001	1.11e+08	1.20848030498372	B
chr3	111000001	1.12e+08	1.17887545503276	B
chr3	112000001	1.13e+08	1.23374173096954	B
chr3	113000001	1.14e+08	1.27001945525486	A
chr3	114000001	1.15e+08	1.16514842445027	A
chr3	115000001	1.16e+08	1.18327355490697	B
chr3	116000001	1.17e+08	1.14031830748854	B
chr3	117000001	1.18e+08	1.18483244258721	B
chr3	118000001	1.19e+08	1.18085775932341	B
chr3	119000001	1.2e+08	1.24896412232402	A
chr3	120000001	1.21e+08	1.2223135972614	B
chr3	121000001	1.22e+08	1.25138508184008	B
chr3	122000001	1.23e+08	1.3664120970429	A
chr3	123000001	1.24e+08	1.50711824859242	A
chr3	124000001	1.25e+08	1.55431338418954	A
chr3	125000001	1.26e+08	1.60286342076926	A
chr3	126000001	1.27e+08	1.71497371557861	A
chr3	127000001	1.28e+08	1.76148405010784	A
chr3	128000001	1.29e+08	1.67740752713485	A
chr3	129000001	1.3e+08	1.45389783975617	A
chr3	130000001	1.31e+08	1.30059628998735	B
chr3	131000001	1.32e+08	1.22463373386065	B
chr3	132000001	1.33e+08	1.20455851655833	B
chr3	133000001	1.34e+08	1.33307805505336	A
chr3	134000001	1.35e+08	1.39337407278959	A
chr3	135000001	1.36e+08	1.33816519567715	B
chr3	136000001	1.37e+08	1.31311527759973	A
chr3	137000001	1.38e+08	1.31297934768315	B
chr3	138000001	1.39e+08	1.4434480746348	A
chr3	139000001	1.4e+08	1.34059427445076	A
chr3	140000001	1.41e+08	1.44969171390383	A
chr3	141000001	1.42e+08	1.36046765702756	A
chr3	142000001	1.43e+08	1.29152177139173	A
chr3	143000001	1.44e+08	1.19812435611659	A
chr3	144000001	1.45e+08	1.14195770927955	B
chr3	145000001	1.46e+08	1.09923533514984	B
chr3	146000001	1.47e+08	1.09769467535109	B
chr3	147000001	1.48e+08	1.11201524541233	B
chr3	148000001	1.49e+08	1.09809454729322	B
chr3	149000001	1.5e+08	1.18949523702253	A
chr3	150000001	1.51e+08	1.20126171516315	A
chr3	151000001	1.52e+08	1.18247726245827	B
chr3	152000001	1.53e+08	1.11048612791448	B
chr3	153000001	1.54e+08	1.1346403054476	B
chr3	154000001	1.55e+08	1.16070939314661	B
chr3	155000001	1.56e+08	1.20755772588478	A
chr3	156000001	1.57e+08	1.11597564560045	A
chr3	157000001	1.58e+08	1.1095820137046	B
chr3	158000001	1.59e+08	1.10288393413098	B
chr3	159000001	1.6e+08	1.10489732156324	B
chr3	160000001	1.61e+08	1.12853047200682	B
chr3	161000001	1.62e+08	1.0336084458941	B
chr3	162000001	1.63e+08	1.07168162150412	B
chr3	163000001	1.64e+08	1.09252767129822	B
chr3	164000001	1.65e+08	1.07541400953019	B
chr3	165000001	1.66e+08	1.08727420570561	B
chr3	166000001	1.67e+08	1.04039086206372	B
chr3	167000001	1.68e+08	1.076677373639	B
chr3	168000001	1.69e+08	1.12957343805674	A
chr3	169000001	1.7e+08	1.21783980289767	A
chr3	170000001	1.71e+08	1.24967839208482	A
chr3	171000001	1.72e+08	1.18605884248076	A
chr3	172000001	1.73e+08	1.15765582053248	A
chr3	173000001	1.74e+08	1.07271531145601	B
chr3	174000001	1.75e+08	1.02527180511124	B
chr3	175000001	1.76e+08	1.08878603077578	B
chr3	176000001	1.77e+08	1.06491792817872	B
chr3	177000001	1.78e+08	1.10416739673185	B
chr3	178000001	1.79e+08	1.06168116651673	B
chr3	179000001	1.8e+08	1.10542482764721	A
chr3	180000001	1.81e+08	1.11877875943307	B
chr3	181000001	1.82e+08	1.13127590731542	B
chr3	182000001	1.83e+08	1.219509798021	A
chr3	183000001	1.84e+08	1.43266078308677	A
chr3	184000001	1.85e+08	1.51688815215343	A
chr3	185000001	1.86e+08	1.32520646496278	A
chr3	186000001	1.87e+08	1.20680865775298	A
chr3	187000001	1.88e+08	1.12224212919728	B
chr3	188000001	1.89e+08	1.06018105693733	B
chr3	189000001	1.9e+08	1.05348726316378	B
chr3	190000001	1.91e+08	1.05021294478409	B
chr3	191000001	1.92e+08	1.02682202622092	B
chr3	192000001	1.93e+08	1.04229348180488	B
chr3	193000001	1.94e+08	1.2314086230092	A
chr3	194000001	1.95e+08	1.38488707221823	A
chr3	195000001	1.96e+08	1.42561817202558	A
chr4	1000001	2e+06	1.82792123974972	A
chr4	2000001	3e+06	1.73098049867583	A
chr4	3000001	4e+06	1.76793929445644	A
chr4	4000001	5e+06	1.48350452813626	A
chr4	5000001	6e+06	1.51069096956644	A
chr4	6000001	7e+06	1.59743303289028	A
chr4	7000001	8e+06	1.62905946425789	A
chr4	8000001	9e+06	1.65724357448034	A
chr4	9000001	1e+07	1.33816131180746	B
chr4	10000001	1.1e+07	1.32231905044401	B
chr4	11000001	1.2e+07	1.37314262507831	B
chr4	12000001	1.3e+07	1.23649529543614	B
chr4	13000001	1.4e+07	1.18278302072149	A
chr4	14000001	1.5e+07	1.2205464289294	B
chr4	15000001	1.6e+07	1.19512641741703	A
chr4	16000001	1.7e+07	1.20394939772525	A
chr4	17000001	1.8e+07	1.21799274142779	A
chr4	18000001	1.9e+07	1.14586412915404	B
chr4	19000001	2e+07	1.12555351094566	B
chr4	20000001	2.1e+07	1.0989801594221	B
chr4	21000001	2.2e+07	1.18106088626714	B
chr4	22000001	2.3e+07	1.17379868878386	B
chr4	23000001	2.4e+07	1.22499753349297	B
chr4	24000001	2.5e+07	1.2208939588772	A
chr4	25000001	2.6e+07	1.35475515999047	A
chr4	26000001	2.7e+07	1.21719694897646	A
chr4	27000001	2.8e+07	1.15633423595693	B
chr4	28000001	2.9e+07	1.13910797054101	B
chr4	29000001	3e+07	1.19040694371427	B
chr4	30000001	3.1e+07	1.15425723491385	B
chr4	31000001	3.2e+07	1.20617805056685	B
chr4	32000001	3.3e+07	1.18420801422992	B
chr4	33000001	3.4e+07	1.13213688789003	B
chr4	34000001	3.5e+07	1.11238460305704	B
chr4	35000001	3.6e+07	1.15274562059105	B
chr4	36000001	3.7e+07	1.17927610598823	B
chr4	37000001	3.8e+07	1.20829447764596	A
chr4	38000001	3.9e+07	1.30974219323102	A
chr4	39000001	4e+07	1.3939436115652	A
chr4	40000001	4.1e+07	1.4338883408269	A
chr4	41000001	4.2e+07	1.23614036107328	A
chr4	42000001	4.3e+07	1.17256923186888	A
chr4	43000001	4.4e+07	1.18113482420113	B
chr4	44000001	4.5e+07	1.17421444632244	B
chr4	45000001	4.6e+07	1.30383610806444	B
chr4	46000001	4.7e+07	1.20565189672834	B
chr4	47000001	4.8e+07	1.14182268863624	A
chr4	48000001	4.9e+07		A
chr4	49000001	5e+07		B
chr4	50000001	5.1e+07		B
chr4	51000001	5.2e+07		B
chr4	52000001	5.3e+07		A
chr4	53000001	5.4e+07		A
chr4	54000001	5.5e+07	1.25578024303922	A
chr4	55000001	5.6e+07	1.29517877173389	A
chr4	56000001	5.7e+07	1.26250338962588	A
chr4	57000001	5.8e+07	1.27537600138308	B
chr4	58000001	5.9e+07	1.18093268811921	B
chr4	59000001	6e+07	1.10695938635645	B
chr4	60000001	6.1e+07	1.16920388502787	B
chr4	61000001	6.2e+07	1.13604061750143	B
chr4	62000001	6.3e+07	1.11746006705018	B
chr4	63000001	6.4e+07	1.12915441895368	B
chr4	64000001	6.5e+07	1.1669742987354	B
chr4	65000001	6.6e+07	1.11599182490907	B
chr4	66000001	6.7e+07	1.11790208716475	B
chr4	67000001	6.8e+07	1.12242958296292	B
chr4	68000001	6.9e+07	1.08828799015017	B
chr4	69000001	7e+07	1.10283332551832	B
chr4	70000001	7.1e+07	1.1332218270143	A
chr4	71000001	7.2e+07	1.11389934988059	B
chr4	72000001	7.3e+07	1.11033590868729	B
chr4	73000001	7.4e+07	1.13078848260743	B
chr4	74000001	7.5e+07	1.12024893738072	B
chr4	75000001	7.6e+07	1.19958463992096	A
chr4	76000001	7.7e+07	1.18910612170521	A
chr4	77000001	7.8e+07	1.23807096459718	A
chr4	78000001	7.9e+07	1.22521408759491	A
chr4	79000001	8e+07	1.21345182967894	B
chr4	80000001	8.1e+07	1.11247588258476	B
chr4	81000001	8.2e+07	1.11220381339632	B
chr4	82000001	8.3e+07	1.15969121087431	A
chr4	83000001	8.4e+07	1.2656954109933	A
chr4	84000001	8.5e+07	1.27274434682235	A
chr4	85000001	8.6e+07	1.25176985543948	A
chr4	86000001	8.7e+07	1.18997532953831	A
chr4	87000001	8.8e+07	1.17622161832494	A
chr4	88000001	8.9e+07	1.24870040716538	A
chr4	89000001	9e+07	1.24199971390563	A
chr4	90000001	9.1e+07	1.16390923506016	B
chr4	91000001	9.2e+07	1.11321191401845	B
chr4	92000001	9.3e+07	1.14908196486789	B
chr4	93000001	9.4e+07	1.12931454022043	B
chr4	94000001	9.5e+07	1.05965380261563	A
chr4	95000001	9.6e+07	1.11331077556861	A
chr4	96000001	9.7e+07	1.10655806021711	B
chr4	97000001	9.8e+07	1.13738441571085	B
chr4	98000001	9.9e+07	1.1639772845119	A
chr4	99000001	1e+08	1.15964625767129	A
chr4	100000001	1.01e+08	1.18520099403462	A
chr4	101000001	1.02e+08	1.11035639533794	A
chr4	102000001	1.03e+08	1.10385784966326	A
chr4	103000001	1.04e+08	1.12622053224642	B
chr4	104000001	1.05e+08	1.11290140741072	B
chr4	105000001	1.06e+08	1.0839214684702	B
chr4	106000001	1.07e+08	1.11303201520938	B
chr4	107000001	1.08e+08	1.09252696279108	B
chr4	108000001	1.09e+08	1.15479302489205	A
chr4	109000001	1.1e+08	1.18234415539248	A
chr4	110000001	1.11e+08	1.16641610119633	A
chr4	111000001	1.12e+08	1.15362959324038	B
chr4	112000001	1.13e+08	1.1581165301923	A
chr4	113000001	1.14e+08	1.13942191364201	A
chr4	114000001	1.15e+08	1.05469269577801	B
chr4	115000001	1.16e+08	1.10542914583636	B
chr4	116000001	1.17e+08	1.1079108003416	B
chr4	117000001	1.18e+08	1.07839602213261	B
chr4	118000001	1.19e+08	1.06466358182644	A
chr4	119000001	1.2e+08	1.129584985809	A
chr4	120000001	1.21e+08	1.06723536391548	B
chr4	121000001	1.22e+08	1.10427836627931	B
chr4	122000001	1.23e+08	1.08735423385788	A
chr4	123000001	1.24e+08	1.16857650627743	A
chr4	124000001	1.25e+08	1.21832343561957	A
chr4	125000001	1.26e+08	1.22727180457606	A
chr4	126000001	1.27e+08	1.15924993017047	A
chr4	127000001	1.28e+08	1.17208774444065	A
chr4	128000001	1.29e+08	1.17972323986196	A
chr4	129000001	1.3e+08	1.16955584968755	B
chr4	130000001	1.31e+08	1.06854080445286	B
chr4	131000001	1.32e+08	1.07802891147312	B
chr4	132000001	1.33e+08	1.07827898471029	B
chr4	133000001	1.34e+08	1.06959530303665	B
chr4	134000001	1.35e+08	1.10352406071493	B
chr4	135000001	1.36e+08	1.03666974079505	B
chr4	136000001	1.37e+08	1.09112106745862	B
chr4	137000001	1.38e+08	1.06107973856677	A
chr4	138000001	1.39e+08	1.09795904952148	A
chr4	139000001	1.4e+08	1.11185902632399	A
chr4	140000001	1.41e+08	1.24141236442296	A
chr4	141000001	1.42e+08	1.1039284397649	B
chr4	142000001	1.43e+08	1.11291351863928	B
chr4	143000001	1.44e+08	1.07519166779522	B
chr4	144000001	1.45e+08	1.05514879692223	B
chr4	145000001	1.46e+08	1.04280565509768	B
chr4	146000001	1.47e+08	1.08128484737793	B
chr4	147000001	1.48e+08	1.06946493394456	B
chr4	148000001	1.49e+08	1.05475541433684	B
chr4	149000001	1.5e+08	1.08911102820794	B
chr4	150000001	1.51e+08	1.10052884044725	A
chr4	151000001	1.52e+08	1.1244946673614	A
chr4	152000001	1.53e+08	1.28380258766488	A
chr4	153000001	1.54e+08	1.28928938268871	A
chr4	154000001	1.55e+08	1.16225779385064	B
chr4	155000001	1.56e+08	1.1052272126167	B
chr4	156000001	1.57e+08	1.06272620133954	A
chr4	157000001	1.58e+08	1.07997757730957	B
chr4	158000001	1.59e+08	1.11623098171136	A
chr4	159000001	1.6e+08	1.11643398911804	B
chr4	160000001	1.61e+08	1.05513996157189	B
chr4	161000001	1.62e+08	1.1023973617789	B
chr4	162000001	1.63e+08	1.02698808045364	B
chr4	163000001	1.64e+08	1.0640226221578	B
chr4	164000001	1.65e+08	1.03514574652886	A
chr4	165000001	1.66e+08	1.07658018378103	A
chr4	166000001	1.67e+08	1.06001338789284	B
chr4	167000001	1.68e+08	1.07101182324896	B
chr4	168000001	1.69e+08	1.04218647762404	B
chr4	169000001	1.7e+08	1.06783424242422	A
chr4	170000001	1.71e+08	1.11797119181999	B
chr4	171000001	1.72e+08	1.05113610508115	B
chr4	172000001	1.73e+08	1.05832694592442	B
chr4	173000001	1.74e+08	1.02802506467228	B
chr4	174000001	1.75e+08	1.04981453291908	B
chr4	175000001	1.76e+08	1.03081157569081	B
chr4	176000001	1.77e+08	1.02283939929962	B
chr4	177000001	1.78e+08	1.01968601362871	B
chr4	178000001	1.79e+08	1.02290319011786	B
chr4	179000001	1.8e+08	1.0569592434655	B
chr4	180000001	1.81e+08	1.02620089760161	B
chr4	181000001	1.82e+08	1.05370610665171	A
chr4	182000001	1.83e+08	1.15676565312988	A
chr4	183000001	1.84e+08	1.18978040824332	A
chr4	184000001	1.85e+08	1.34452071443194	A
chr4	185000001	1.86e+08	1.35439438841875	A
chr4	186000001	1.87e+08	1.22927535819179	B
chr4	187000001	1.88e+08	1.13130405775848	B
chr4	188000001	1.89e+08	1.1112149910599	B
chr5	1000001	2e+06	1.61973179971668	A
chr5	2000001	3e+06	1.38472392013795	B
chr5	3000001	4e+06	1.31601689211527	B
chr5	4000001	5e+06	1.35286069560474	B
chr5	5000001	6e+06	1.28402411686031	B
chr5	6000001	7e+06	1.33765378161192	B
chr5	7000001	8e+06	1.34160632816695	B
chr5	8000001	9e+06	1.30185092041121	B
chr5	9000001	1e+07	1.32358416413508	B
chr5	10000001	1.1e+07	1.2805132020888	B
chr5	11000001	1.2e+07	1.31039481934256	B
chr5	12000001	1.3e+07	1.37271569063621	B
chr5	13000001	1.4e+07	1.26064967378146	B
chr5	14000001	1.5e+07	1.27642234736591	A
chr5	15000001	1.6e+07	1.20296207000906	B
chr5	16000001	1.7e+07	1.18753723566616	A
chr5	17000001	1.8e+07	1.22494625355179	B
chr5	18000001	1.9e+07	1.19393604466145	B
chr5	19000001	2e+07	1.32810562555561	B
chr5	20000001	2.1e+07	1.29437301712789	B
chr5	21000001	2.2e+07	1.23945584242466	B
chr5	22000001	2.3e+07	1.22872859178192	B
chr5	23000001	2.4e+07	1.183784584207	B
chr5	24000001	2.5e+07	1.1269507288588	B
chr5	25000001	2.6e+07	1.18678046722597	B
chr5	26000001	2.7e+07	1.15207388562059	B
chr5	27000001	2.8e+07	1.12679832876493	B
chr5	28000001	2.9e+07	1.15189175280567	B
chr5	29000001	3e+07	1.18908622604718	B
chr5	30000001	3.1e+07	1.16785594876693	B
chr5	31000001	3.2e+07	1.25877285095139	A
chr5	32000001	3.3e+07	1.28070385667128	A
chr5	33000001	3.4e+07	1.26647143268246	B
chr5	34000001	3.5e+07	1.35598589091308	A
chr5	35000001	3.6e+07	1.28205929062932	B
chr5	36000001	3.7e+07	1.23375276510344	A
chr5	37000001	3.8e+07	1.26941591093665	B
chr5	38000001	3.9e+07	1.2622265107315	B
chr5	39000001	4e+07	1.19176568508359	B
chr5	40000001	4.1e+07	1.1950505596597	B
chr5	41000001	4.2e+07	1.1772327062061	B
chr5	42000001	4.3e+07	1.21354461254327	B
chr5	43000001	4.4e+07	1.17171912011755	B
chr5	44000001	4.5e+07	1.21990674223738	B
chr5	45000001	4.6e+07	1.32283355602311	B
chr5	46000001	4.7e+07		B
chr5	47000001	4.8e+07		B
chr5	48000001	4.9e+07		A
chr5	49000001	5e+07		B
chr5	50000001	5.1e+07		B
chr5	51000001	5.2e+07		B
chr5	52000001	5.3e+07	1.2180995707327	B
chr5	53000001	5.4e+07	1.21602099450995	B
chr5	54000001	5.5e+07	1.27069884594039	A
chr5	55000001	5.6e+07	1.24910550783905	A
chr5	56000001	5.7e+07	1.25751911975802	A
chr5	57000001	5.8e+07	1.22731136333667	B
chr5	58000001	5.9e+07	1.20338714449409	B
chr5	59000001	6e+07	1.20683763903889	B
chr5	60000001	6.1e+07	1.22640248085524	B
chr5	61000001	6.2e+07	1.20543076518014	A
chr5	62000001	6.3e+07	1.21958864925805	A
chr5	63000001	6.4e+07	1.2234795194178	B
chr5	64000001	6.5e+07	1.18727718178496	B
chr5	65000001	6.6e+07	1.22340161588268	A
chr5	66000001	6.7e+07	1.21412515877855	A
chr5	67000001	6.8e+07	1.23367271815688	B
chr5	68000001	6.9e+07		A
chr5	69000001	7e+07		A
chr5	70000001	7.1e+07		B
chr5	71000001	7.2e+07		A
chr5	72000001	7.3e+07		A
chr5	73000001	7.4e+07		A
chr5	74000001	7.5e+07		A
chr5	75000001	7.6e+07	1.33256357584833	A
chr5	76000001	7.7e+07	1.38803930859389	A
chr5	77000001	7.8e+07	1.38809235284339	A
chr5	78000001	7.9e+07	1.4234708641398	A
chr5	79000001	8e+07	1.45563688363229	A
chr5	80000001	8.1e+07	1.27821759919582	A
chr5	81000001	8.2e+07	1.16427550606655	A
chr5	82000001	8.3e+07	1.10060552790688	B
chr5	83000001	8.4e+07	1.18274045207406	B
chr5	84000001	8.5e+07	1.20041339837011	B
chr5	85000001	8.6e+07	1.15865240096959	B
chr5	86000001	8.7e+07	1.15786920157224	B
chr5	87000001	8.8e+07	1.21122049878294	B
chr5	88000001	8.9e+07	1.18155078009579	A
chr5	89000001	9e+07	1.18751621213895	B
chr5	90000001	9.1e+07	1.21144803477131	A
chr5	91000001	9.2e+07	1.16656410282782	A
chr5	92000001	9.3e+07	1.14443036038478	B
chr5	93000001	9.4e+07	1.18482678036126	B
chr5	94000001	9.5e+07	1.18079449628412	B
chr5	95000001	9.6e+07	1.18816431618185	A
chr5	96000001	9.7e+07	1.14707893236382	A
chr5	97000001	9.8e+07	1.11355031336155	A
chr5	98000001	9.9e+07	1.13973482184861	B
chr5	99000001	1e+08	1.12539494878717	B
chr5	100000001	1.01e+08	1.10896088215461	B
chr5	101000001	1.02e+08	1.1226779880245	B
chr5	102000001	1.03e+08	1.09583693304776	B
chr5	103000001	1.04e+08	1.14136013834757	A
chr5	104000001	1.05e+08	1.12371391519728	B
chr5	105000001	1.06e+08	1.13272551767982	B
chr5	106000001	1.07e+08	1.16356664546854	B
chr5	107000001	1.08e+08	1.13066859383597	A
chr5	108000001	1.09e+08	1.13572322441745	A
chr5	109000001	1.1e+08	1.14600033075167	B
chr5	110000001	1.11e+08	1.1023735145071	B
chr5	111000001	1.12e+08	1.10635283146948	B
chr5	112000001	1.13e+08	1.14609183023644	A
chr5	113000001	1.14e+08	1.11323907785487	A
chr5	114000001	1.15e+08	1.14803324918899	B
chr5	115000001	1.16e+08	1.16005883616611	A
chr5	116000001	1.17e+08	1.15330957555853	A
chr5	117000001	1.18e+08	1.16766407125452	B
chr5	118000001	1.19e+08	1.13342674918029	B
chr5	119000001	1.2e+08	1.08280055210867	B
chr5	120000001	1.21e+08	1.19681485807744	B
chr5	121000001	1.22e+08	1.16705057103172	B
chr5	122000001	1.23e+08	1.19831577355391	A
chr5	123000001	1.24e+08	1.24435446877479	A
chr5	124000001	1.25e+08	1.19496056518907	A
chr5	125000001	1.26e+08	1.26663554771712	A
chr5	126000001	1.27e+08	1.21378780811466	A
chr5	127000001	1.28e+08	1.09413639417356	A
chr5	128000001	1.29e+08	1.11018184332724	B
chr5	129000001	1.3e+08	1.14129136712519	B
chr5	130000001	1.31e+08	1.14851577316122	B
chr5	131000001	1.32e+08	1.31883685213408	A
chr5	132000001	1.33e+08	1.45981277808548	A
chr5	133000001	1.34e+08	1.51936226517705	A
chr5	134000001	1.35e+08	1.45348346718116	A
chr5	135000001	1.36e+08	1.32845358448354	A
chr5	136000001	1.37e+08	1.3327748585753	A
chr5	137000001	1.38e+08	1.39504940946931	A
chr5	138000001	1.39e+08	1.49437469728847	A
chr5	139000001	1.4e+08	1.42874491488782	A
chr5	140000001	1.41e+08	1.26102585359922	A
chr5	141000001	1.42e+08	1.33627168414238	A
chr5	142000001	1.43e+08	1.16079566293027	A
chr5	143000001	1.44e+08	1.11764880700176	B
chr5	144000001	1.45e+08	1.13169964367297	B
chr5	145000001	1.46e+08	1.13876618729471	B
chr5	146000001	1.47e+08	1.10745914484826	A
chr5	147000001	1.48e+08	1.08293221944962	B
chr5	148000001	1.49e+08	1.20023911625465	B
chr5	149000001	1.5e+08	1.37776180876215	A
chr5	150000001	1.51e+08	1.22745116260421	A
chr5	151000001	1.52e+08	1.12435670367568	A
chr5	152000001	1.53e+08	1.11313609637006	B
chr5	153000001	1.54e+08	1.15646648851635	B
chr5	154000001	1.55e+08	1.13816105340989	A
chr5	155000001	1.56e+08	1.06423631704713	B
chr5	156000001	1.57e+08	1.12690064798753	B
chr5	157000001	1.58e+08	1.1266114974102	A
chr5	158000001	1.59e+08	1.09703772655506	A
chr5	159000001	1.6e+08	1.12467066533673	A
chr5	160000001	1.61e+08	1.08098321162649	A
chr5	161000001	1.62e+08	1.08192409294852	B
chr5	162000001	1.63e+08	1.0515510824099	B
chr5	163000001	1.64e+08	1.03431058617728	B
chr5	164000001	1.65e+08	1.06519925398197	B
chr5	165000001	1.66e+08	1.05167958796152	B
chr5	166000001	1.67e+08	1.04070887181414	A
chr5	167000001	1.68e+08	1.14460200059154	A
chr5	168000001	1.69e+08	1.19155938407144	A
chr5	169000001	1.7e+08	1.19930447175001	A
chr5	170000001	1.71e+08	1.20214460232424	A
chr5	171000001	1.72e+08	1.3315674555267	A
chr5	172000001	1.73e+08	1.35563580567361	A
chr5	173000001	1.74e+08	1.27058123895603	A
chr5	174000001	1.75e+08	1.24589573818939	A
chr5	175000001	1.76e+08	1.40047325798935	A
chr5	176000001	1.77e+08	1.58607497127173	A
chr5	177000001	1.78e+08	1.59436828783022	A
chr6	1000001	2e+06	1.31564058981297	A
chr6	2000001	3e+06	1.2905131953033	A
chr6	3000001	4e+06	1.369612541426	A
chr6	4000001	5e+06	1.25921839621415	A
chr6	5000001	6e+06	1.25195111738504	B
chr6	6000001	7e+06	1.27935790845535	B
chr6	7000001	8e+06	1.23348859545566	A
chr6	8000001	9e+06	1.08525247708891	B
chr6	9000001	1e+07	1.2140446398971	B
chr6	10000001	1.1e+07	1.15044342333308	A
chr6	11000001	1.2e+07	1.15859240834897	A
chr6	12000001	1.3e+07	1.186321309461	B
chr6	13000001	1.4e+07	1.26633379143627	A
chr6	14000001	1.5e+07	1.37128201535948	A
chr6	15000001	1.6e+07	1.41799053797222	A
chr6	16000001	1.7e+07	1.36587603665404	A
chr6	17000001	1.8e+07	1.31951624362916	A
chr6	18000001	1.9e+07	1.20257169193539	B
chr6	19000001	2e+07	1.23984737580922	B
chr6	20000001	2.1e+07	1.21942759875149	A
chr6	21000001	2.2e+07	1.25165069446827	A
chr6	22000001	2.3e+07	1.23219160542825	B
chr6	23000001	2.4e+07	1.21027986104027	B
chr6	24000001	2.5e+07	1.29424623754383	A
chr6	25000001	2.6e+07	1.25969638121127	A
chr6	26000001	2.7e+07	1.34837725386978	A
chr6	27000001	2.8e+07	1.36022081239615	A
chr6	28000001	2.9e+07	1.36970813230314	A
chr6	29000001	3e+07	1.53253662174405	A
chr6	30000001	3.1e+07	1.71164657790463	A
chr6	31000001	3.2e+07	1.79648193901464	A
chr6	32000001	3.3e+07	1.80049335238557	A
chr6	33000001	3.4e+07	1.93876827312309	A
chr6	34000001	3.5e+07	1.83014321589357	A
chr6	35000001	3.6e+07	1.68936102658567	A
chr6	36000001	3.7e+07	1.6938091820415	A
chr6	37000001	3.8e+07	1.61741020363232	A
chr6	38000001	3.9e+07	1.4431273250138	A
chr6	39000001	4e+07	1.48802985122685	A
chr6	40000001	4.1e+07	1.5485841704197	B
chr6	41000001	4.2e+07	1.62300791335854	A
chr6	42000001	4.3e+07	1.62535877852004	A
chr6	43000001	4.4e+07	1.77391199325553	A
chr6	44000001	4.5e+07	1.4603388603364	A
chr6	45000001	4.6e+07	1.27019766683777	B
chr6	46000001	4.7e+07	1.27576981632649	B
chr6	47000001	4.8e+07	1.18268897937585	B
chr6	48000001	4.9e+07	1.24590614755798	B
chr6	49000001	5e+07	1.17989205444319	B
chr6	50000001	5.1e+07	1.19100649060991	B
chr6	51000001	5.2e+07	1.21900667186733	B
chr6	52000001	5.3e+07	1.27169827114257	A
chr6	53000001	5.4e+07		A
chr6	54000001	5.5e+07		B
chr6	55000001	5.6e+07		B
chr6	56000001	5.7e+07		A
chr6	57000001	5.8e+07		A
chr6	58000001	5.9e+07		B
chr6	59000001	6e+07		B
chr6	60000001	6.1e+07		B
chr6	61000001	6.2e+07		B
chr6	62000001	6.3e+07		B
chr6	63000001	6.4e+07		B
chr6	64000001	6.5e+07	1.13371051983996	B
chr6	65000001	6.6e+07	1.17077905361603	B
chr6	66000001	6.7e+07	1.09386705333813	B
chr6	67000001	6.8e+07	1.13042298031185	B
chr6	68000001	6.9e+07	1.15981078349278	B
chr6	69000001	7e+07	1.11274103570685	B
chr6	70000001	7.1e+07	1.12685242124749	B
chr6	71000001	7.2e+07	1.14247620799918	B
chr6	72000001	7.3e+07	1.13881879281466	B
chr6	73000001	7.4e+07	1.17003263502115	B
chr6	74000001	7.5e+07	1.15285799813327	B
chr6	75000001	7.6e+07	1.21090480131092	A
chr6	76000001	7.7e+07	1.10752394734843	B
chr6	77000001	7.8e+07	1.20668811895846	B
chr6	78000001	7.9e+07	1.17156251058937	B
chr6	79000001	8e+07	1.11214808574106	B
chr6	80000001	8.1e+07	1.12626521681658	B
chr6	81000001	8.2e+07	1.16082899549267	B
chr6	82000001	8.3e+07	1.12781151723077	B
chr6	83000001	8.4e+07	1.13728571107474	B
chr6	84000001	8.5e+07	1.11553143908283	B
chr6	85000001	8.6e+07	1.16235650078667	B
chr6	86000001	8.7e+07	1.18469035189313	B
chr6	87000001	8.8e+07	1.18397386452814	A
chr6	88000001	8.9e+07	1.25980112760715	A
chr6	89000001	9e+07	1.31811480508748	A
chr6	90000001	9.1e+07	1.2656361446012	B
chr6	91000001	9.2e+07	1.16579481321192	B
chr6	92000001	9.3e+07	1.129092814482	B
chr6	93000001	9.4e+07	1.12074807574046	B
chr6	94000001	9.5e+07	1.11157624731375	B
chr6	95000001	9.6e+07	1.10936677879191	B
chr6	96000001	9.7e+07	1.12696204485499	B
chr6	97000001	9.8e+07	1.1027880410819	B
chr6	98000001	9.9e+07	1.10499356254828	B
chr6	99000001	1e+08	1.08565165791753	B
chr6	100000001	1.01e+08	1.13786118438841	B
chr6	101000001	1.02e+08	1.09326140137429	B
chr6	102000001	1.03e+08	1.13718772546457	B
chr6	103000001	1.04e+08	1.16454463507768	B
chr6	104000001	1.05e+08	1.12805316641656	B
chr6	105000001	1.06e+08	1.20326658128466	A
chr6	106000001	1.07e+08	1.31227361163439	A
