chrom	start	end	G1	S1	S2	S3	S4	G1	gpseq_score
chr1	79800001	80800000	5.853501	1.49	1.948004	2.071497	10.004497	5.853501	1.23254148132015
chr1	79900001	80900000	6.088511	1.554002	2.236507	2.124501	9.542994	6.088511	1.22436529321958
chr1	80000001	8.1e+07	5.972495	1.644	2.243497	2.030493	9.155004	5.972495	1.22577706254911
chr1	80100001	81100000	5.937503	1.623501	2.029996	1.898497	9.324497	5.937503	1.24393391564048
chr1	80200001	81200000	6.377992	1.633499	1.950002	2.085998	8.806	6.377992	1.2726797234667
chr1	80300001	81300000	5.822493	1.478499	1.836501	2.162002	8.567996	5.822493	1.25813816739939
chr1	80400001	81400000	5.810503	1.586	1.929	2.071501	7.736493	5.810503	1.25410231251484
chr1	80500001	81500000	5.901507	1.661501	2.113	2.086501	7.829992	5.901507	1.25014957092733
chr1	80600001	81600000	6.743507	1.669	2.121501	2.307505	7.747006	6.743507	1.22987903394593
chr1	80700001	81700000	6.793994	1.678	2.232	2.524503	7.583998	6.793994	1.19975581803723
chr1	80800001	81800000	7.124499	1.679002	2.416996	2.587499	7.459	7.124499	1.19409868597365
chr1	80900001	81900000	6.966	1.662499	1.962992	2.424497	7.798	6.966	1.18976753799491
chr1	81000001	8.2e+07	7.218503	1.770501	1.763002	2.385006	8.191505	7.218503	1.18673729810501
chr1	81100001	82100000	7.289499	1.784	1.927501	2.671503	8.718507	7.289499	1.17025100343861
chr1	81200001	82200000	7.480505	1.860002	1.782998	2.664503	9.263004	7.480505	1.14320125445237
chr1	81300001	82300000	8.112503	1.891501	1.794	2.703497	9.648002	8.112503	1.16247819813961
chr1	81400001	82400000	8.789505	1.796	1.902002	2.647499	10.170497	8.789505	1.1679325417859
chr1	81500001	82500000	9.231491	1.903499	1.966002	2.643499	10.144509	9.231491	1.18126521138638
chr1	81600001	82600000	8.781503	1.767	1.872495	2.511499	10.474	8.781503	1.18223519420338
chr1	81700001	82700000	9.040503	1.825	1.873501	2.609501	10.568002	9.040503	1.19838693385295
chr1	81800001	82800000	9.217994	1.855497	1.952503	2.614	10.410006	9.217994	1.2010101352659
chr1	81900001	82900000	8.557491	1.859501	2.211507	2.821505	10.471	8.557491	1.2045698468751
chr1	82000001	8.3e+07	8.219501	1.774	2.293998	2.977996	10.631499	8.219501	1.19678786291649
chr1	82100001	83100000	7.948499	1.939501	2.158002	2.686	10.239002	7.948499	1.19853339002295
chr1	82200001	83200000	8.213503	1.957499	2.298002	2.472497	10.076501	8.213503	1.21495591934338
chr1	82300001	83300000	7.582	1.947499	2.371501	2.381004	10.235	7.582	1.2083740828699
chr1	82400001	83400000	7.688	1.905501	2.277	2.597998	10.482008	7.688	1.20839008300198
chr1	82500001	83500000	7.239	1.751499	2.139996	2.711	10.815002	7.239	1.20892319372896
chr1	82600001	83600000	7.098002	1.814499	2.188004	2.606998	11.637008	7.098002	1.22468715508381
chr1	82700001	83700000	6.762992	1.888497	1.939499	2.594499	12.224515	6.762992	1.22551938096022
chr1	82800001	83800000	6.411	2.074006	1.629497	2.547004	13.557006	6.411	1.22870599900387
chr1	82900001	83900000	6.620002	2.190497	1.587493	2.808998	14.026521	6.620002	1.23670501717471
chr1	83000001	8.4e+07	6.522501	2.116499	1.771004	2.940505	16.211018	6.522501	1.2707485642784
chr1	83100001	84100000	6.695501	1.951499	2.045501	3.826509	18.41102	6.695501	1.27808777176097
chr1	83200001	84200000	6.136998	1.925501	2.181	5.229014	21.214535	6.136998	1.26408738559239
chr1	83300001	84300000	6.586998	2.107503	2.417505	7.275028	24.020523	6.586998	1.24032565860926
chr1	83400001	84400000	6.366495	2.590004	3.332507	10.05003	26.280026	6.366495	1.23707487598
chr1	83500001	84500000	6.262002	2.922004	4.15701	13.498044	28.228509	6.262002	1.24287036329416
chr1	83600001	84600000	6.191992	3.560012	5.607014	17.318535	28.571501	6.191992	1.24174497960111
chr1	83700001	84700000	6.475006	4.070509	7.526523	20.701036	29.256994	6.475006	1.23851363736723
chr1	83800001	84800000	6.914006	4.536006	10.368034	24.289028	28.267487	6.914006	1.23709079663595
chr1	83900001	84900000	6.956503	5.811024	14.095036	26.652513	27.250978	6.956503	1.23848144754585
chr1	84000001	8.5e+07	7.648503	8.295032	17.693539	27.530499	24.213469	7.648503	1.23139826018169
chr1	84100001	85100000	8.271521	12.127036	20.425519	27.148992	21.484469	8.271521	1.24200706586958
chr1	84200001	85200000	10.630012	15.558531	22.367525	26.095495	17.964457	10.630012	1.2429722896089
chr1	84300001	85300000	10.923499	18.657527	25.478535	24.72298	14.488469	10.923499	1.27497587112395
chr1	84400001	85400000	10.717497	20.75502	28.616527	23.322996	11.337964	10.717497	1.28619180509196
chr1	84500001	85500000	11.013503	22.246016	31.988535	21.558968	8.529481	11.013503	1.27322986686835
chr1	84600001	85600000	11.498505	24.273521	34.271014	18.647972	6.514487	11.498505	1.28689669060588
chr1	84700001	85700000	12.321515	27.084527	35.465004	15.487465	4.867487	12.321515	1.27750559537502
chr1	84800001	85800000	12.803004	29.940022	35.937501	12.385976	4.017998	12.803004	1.27585623172785
chr1	84900001	85900000	13.226996	31.060493	35.661509	11.43401	3.942996	13.226996	1.25399177773661
chr1	85000001	8.6e+07	12.565495	30.02499	35.06698	13.474026	4.333507	12.565495	1.25682430283051
chr1	85100001	86100000	11.769976	26.938966	34.111491	16.979048	5.692022	11.769976	1.26030124811839
chr1	85200001	86200000	9.604988	23.488467	32.75798	21.330541	8.273527	9.604988	1.27729089180563
chr1	85300001	86300000	9.348501	20.271471	30.144966	24.383014	11.270547	9.348501	1.26230203086017
chr1	85400001	86400000	9.367996	17.627473	26.286465	25.402	16.368563	9.367996	1.25975160089551
chr1	85500001	86500000	8.798501	15.73998	22.06096	25.785012	22.234048	8.798501	1.26173443026077
chr1	85600001	86600000	8.196493	13.063469	18.745974	27.247016	27.290048	8.196493	1.25236889029985
chr1	85700001	86700000	7.256982	9.690966	16.442988	29.724034	31.29003	7.256982	1.25348068336029
chr1	85800001	86800000	6.254996	6.201972	15.059986	33.351541	33.473503	6.254996	1.25631444738698
chr1	85900001	86900000	6.204998	4.470497	14.067493	35.521513	33.857501	6.204998	1.28281002001612
chr1	86000001	8.7e+07	6.179497	4.817	15.07203	34.568986	33.526994	6.179497	1.27710421769625
chr1	86100001	87100000	6.580012	7.027034	16.969523	31.69095	31.765978	6.580012	1.28098407230558
chr1	86200001	87200000	7.842026	11.492048	18.618004	27.031451	29.264972	7.842026	1.27139965680886
chr1	86300001	87300000	10.013022	16.071048	18.633503	23.38598	26.25595	10.013022	1.28076420035893
chr1	86400001	87400000	11.132517	21.368549	20.07402	21.110479	20.979934	11.132517	1.27131645323585
chr1	86500001	87500000	12.470002	24.977529	23.309539	19.338982	14.877948	12.470002	1.27051580522918
chr1	86600001	87600000	12.850004	27.602018	26.93803	18.162	9.805449	12.850004	1.27145181302152
chr1	86700001	87700000	13.086505	28.71901	30.082523	17.712487	5.732471	13.086505	1.29658946523642
chr1	86800001	87800000	13.521004	29.274	31.018497	17.229489	4.288509	13.521004	1.28823334525421
chr1	86900001	87900000	13.489002	28.637489	30.011978	17.412004	5.655024	13.489002	1.28421145165363
chr1	87000001	8.8e+07	13.947503	26.97398	26.781453	19.255525	8.089535	13.947503	1.29698754089876
chr1	87100001	88100000	14.047493	24.165968	23.573976	21.398529	11.777028	14.047493	1.29907965112972
chr1	87200001	88200000	13.179479	19.875954	22.650004	23.643519	14.924034	13.179479	1.29903046819064
chr1	87300001	88300000	10.915986	15.645954	22.761	25.099511	18.671038	10.915986	1.30469221949105
chr1	87400001	88400000	10.314994	10.640954	22.342489	27.07602	21.589038	10.314994	1.31602643278745
chr1	87500001	88500000	9.824998	7.21697	19.737962	29.40602	25.00904	9.824998	1.30867013777351
chr1	87600001	88600000	10.116004	4.651984	16.177972	30.750002	28.716038	10.116004	1.3063609923526
chr1	87700001	88700000	9.537996	3.619491	12.871467	31.313507	32.492537	9.537996	1.28282091514949
chr1	87800001	88800000	9.437998	3.024994	11.059491	30.970505	34.811511	9.437998	1.2807186488676
chr1	87900001	88900000	9.536006	2.969503	10.769507	30.94399	35.068493	9.536006	1.27660260810678
chr1	88000001	8.9e+07	9.515501	4.012521	12.39802	29.583485	33.835974	9.515501	1.27123812823825
chr1	88100001	89100000	9.191499	5.962519	14.347509	28.765497	31.289984	9.191499	1.271906347808
chr1	88200001	89200000	9.416	8.331024	15.453014	28.248994	28.578471	9.416	1.25874678369638
chr1	88300001	89300000	10.888018	10.115014	17.087519	27.885996	25.078962	10.888018	1.25223249918049
chr1	88400001	89400000	11.330499	12.78203	18.457519	27.221493	22.157465	11.330499	1.26302985286548
chr1	88500001	89500000	10.947497	15.105018	21.151529	26.725	18.985467	10.947497	1.25291774258926
chr1	88600001	89600000	10.469002	16.335507	24.533028	26.639507	15.725964	10.469002	1.26379564223065
chr1	88700001	89700000	11.142505	17.045012	27.691533	26.713992	11.923958	11.142505	1.27730642571186
chr1	88800001	89800000	10.934992	18.51002	30.719034	25.955477	8.805479	10.934992	1.29063281425639
chr1	88900001	89900000	11.063004	21.003531	33.723016	22.760473	6.623481	11.063004	1.30587335220384
chr1	89000001	9e+07	11.887517	24.225527	33.662992	20.101475	5.32299	11.887517	1.31293047668932
chr1	89100001	90100000	13.495521	26.869024	32.932493	17.653972	4.403988	13.495521	1.29233310975199
chr1	89200001	90200000	14.517008	29.53903	31.66198	15.902986	3.893998	14.517008	1.30988225836194
chr1	89300001	90300000	16.533517	31.383517	29.338473	14.652489	3.631503	16.533517	1.29343573672367
chr1	89400001	90400000	20.178048	31.552495	27.152475	13.161984	3.741499	20.178048	1.30256828528669
chr1	89500001	90500000	24.370026	32.216515	24.787487	10.918976	3.441495	24.370026	1.29286096764526
chr1	89600001	90600000	26.584499	35.42404	22.226986	8.507471	2.905	26.584499	1.28311113062043
chr1	89700001	90700000	26.710004	38.777016	21.233992	6.028986	2.990503	26.710004	1.28318594632261
chr1	89800001	90800000	27.232503	39.654998	20.665491	5.032006	3.068499	27.232503	1.28092786112205
chr1	89900001	90900000	26.820996	37.94397	19.789487	7.351539	3.599505	26.820996	1.2810263752806
chr1	90000001	9.1e+07	26.067986	33.812451	19.611006	11.98705	4.215008	26.067986	1.27791085018759
chr1	90100001	91100000	24.756978	29.44896	20.130511	16.160545	5.058507	24.756978	1.28548723455192
chr1	90200001	91200000	23.337497	25.177457	21.381018	19.996527	5.582501	23.337497	1.27902772802236
chr1	90300001	91300000	20.778968	22.266477	24.413533	22.163024	5.529	20.778968	1.30263641399178
chr1	90400001	91400000	16.503455	20.443483	27.029028	25.296028	5.936507	16.503455	1.27523665122472
chr1	90500001	91500000	12.333972	17.850473	29.060008	29.121547	6.664501	12.333972	1.29799700579047
chr1	90600001	91600000	10.244992	13.710455	30.846509	33.200539	6.952501	10.244992	1.29964638931428
chr1	90700001	91700000	9.382491	9.996976	31.468016	36.679521	7.218499	9.382491	1.30685459489049
chr1	90800001	91800000	8.877994	8.345996	32.996022	37.540992	7.147	8.877994	1.3113402718421
chr1	90900001	91900000	8.662495	9.126521	34.616024	35.985964	6.720493	8.662495	1.31499228221212
chr1	91000001	9.2e+07	8.868006	12.01103	36.167012	31.64495	5.960495	8.868006	1.31138335230106
chr1	91100001	92100000	9.325014	15.850535	36.640501	27.525455	5.077497	9.325014	1.31437007742055
chr1	91200001	92200000	10.821503	18.55602	36.423503	23.696976	4.609996	10.821503	1.34470438359124
chr1	91300001	92300000	10.995501	20.451014	36.681006	21.853479	4.452	10.995501	1.35488727236902
chr1	91400001	92400000	11.500501	22.866028	36.986505	19.032978	3.945491	11.500501	1.38166945146289
chr1	91500001	92500000	11.675998	25.931525	38.01302	15.619958	3.204497	11.675998	1.38204783567177
chr1	91600001	92600000	11.519499	27.577008	39.794527	12.367972	3.199	11.519499	1.36656380898732
chr1	91700001	92700000	11.809014	28.701008	41.763503	9.670481	2.858501	11.809014	1.37498888132916
chr1	91800001	92800000	12.244509	30.160016	42.244491	7.646986	2.711998	12.244509	1.35389078206391
chr1	91900001	92900000	12.730008	32.331513	40.820483	6.133996	2.757004	12.730008	1.35216361547146
chr1	92000001	9.3e+07	13.22	33.530517	39.43299	5.828497	2.693998	13.22	1.37202416388733
chr1	92100001	93100000	13.301992	34.236014	38.339491	6.047002	2.713998	13.301992	1.37512534419974
chr1	92200001	93200000	12.852006	36.049024	37.121978	6.068497	2.804499	12.852006	1.3579238233436
chr1	92300001	93300000	15.250038	36.944004	34.109962	5.849998	2.891	15.250038	1.3502517781995
chr1	92400001	93400000	18.135529	37.372008	30.970465	5.642994	2.818	18.135529	1.35233554869736
chr1	92500001	93500000	21.856535	37.775016	27.208455	5.342996	2.835501	21.856535	1.35673620888625
chr1	92600001	93600000	24.700517	40.34304	22.800459	4.516984	2.702998	24.700517	1.36431675687083
chr1	92700001	93700000	25.938507	43.67203	19.399976	3.143988	2.671996	25.938507	1.36577099346879
chr1	92800001	93800000	26.359499	45.270014	17.606489	2.881	2.587499	26.359499	1.366473703412
chr1	92900001	93900000	26.178996	45.281994	17.737008	3.279499	2.33	26.178996	1.38600997437897
chr1	93000001	9.4e+07	25.695992	44.297485	18.53501	3.85301	2.624503	25.695992	1.38702084516397
chr1	93100001	94100000	25.541493	42.171974	20.776028	4.024507	2.652497	25.541493	1.39764144890058
chr1	93200001	94200000	24.266479	39.006465	24.472046	5.06401	2.409	24.266479	1.4109086367704
chr1	93300001	94300000	20.501453	37.555	28.461026	6.066016	2.451998	20.501453	1.41336346377263
chr1	93400001	94400000	17.508469	35.900469	31.911543	7.265515	2.514505	17.508469	1.41468753046156
chr1	93500001	94500000	13.869475	33.274964	35.640032	9.280022	2.976507	13.869475	1.44307742377509
chr1	93600001	94600000	11.091992	29.547954	38.37	12.412543	3.643008	11.091992	1.46702281961283
chr1	93700001	94700000	10.164479	24.927958	37.457489	17.713054	4.740016	10.164479	1.46254164701143
chr1	93800001	94800000	9.079495	21.182958	35.136976	22.449054	7.109515	9.079495	1.46059336438283
chr1	93900001	94900000	9.419002	17.694469	32.494972	26.564543	8.585517	9.419002	1.43669821565737
chr1	94000001	9.5e+07	9.269499	14.54197	30.369487	30.839537	9.941511	9.269499	1.43201050619051
chr1	94100001	95100000	8.385497	11.884475	28.980485	34.845535	10.937507	8.385497	1.41757465847636
chr1	94200001	95200000	7.885998	10.456491	28.01899	37.088018	11.633004	7.885998	1.41652568267779
chr1	94300001	95300000	7.990998	10.104509	27.812006	37.68399	11.779505	7.990998	1.42996438386626
chr1	94400001	95400000	8.208505	11.767529	26.92898	36.810988	11.875996	8.208505	1.41915073740344
chr1	94500001	95500000	10.326034	14.23302	24.591976	34.826475	11.603497	10.326034	1.39396987823216
chr1	94600001	95600000	14.384525	16.229028	22.063994	31.864461	10.941495	14.384525	1.36973091686176
chr1	94700001	95700000	16.302018	20.096539	22.418505	26.72595	10.066487	16.302018	1.36053297149563
chr1	94800001	95800000	17.241507	24.603042	23.31002	22.331946	8.022487	17.241507	1.35188047280785
chr1	94900001	95900000	17.169495	27.450519	25.491527	18.64297	7.009487	17.169495	1.34478272996061
chr1	95000001	9.6e+07	16.992006	28.799505	27.990509	16.010984	5.806992	16.992006	1.33665874717001
chr1	95100001	96100000	16.938002	28.904996	27.489982	15.616998	6.474519	16.938002	1.34149817874193
chr1	95200001	96200000	17.552501	27.943986	24.799964	15.657507	9.036036	17.552501	1.32239720654116
chr1	95300001	96300000	17.394499	25.823463	20.869465	16.554018	13.499545	17.394499	1.29593142465936
chr1	95400001	96400000	16.900495	21.798457	18.095974	17.643507	18.589547	16.900495	1.28657544401747
chr1	95500001	96500000	14.440465	17.925471	16.40399	18.364004	22.988036	14.440465	1.27747873951606
chr1	95600001	96600000	10.440968	15.072966	15.692489	18.514002	27.111028	10.440968	1.27312135926958
chr1	95700001	96700000	8.70098	10.847958	14.396485	18.543499	30.701034	8.70098	1.26129947524686
chr1	95800001	96800000	7.732497	6.308459	12.343972	18.715503	34.344541	7.732497	1.25798203115826
chr1	95900001	96900000	7.348004	3.042978	9.10996	18.395491	37.929032	7.348004	1.23686935193644
chr1	96000001	9.7e+07	7.541996	1.581994	5.362972	16.919481	41.834537	7.541996	1.21900974304537
chr1	96100001	97100000	7.526501	1.513499	3.527992	14.828491	44.477517	7.526501	1.2058208183539
chr1	96200001	97200000	7.301	1.652004	3.141996	14.067501	44.92799	7.301	1.20116895902584
chr1	96300001	97300000	7.915006	1.808	3.102	13.993497	43.303485	7.915006	1.19127005752734
chr1	96400001	97400000	7.806495	1.884501	3.414505	14.068	42.417998	7.806495	1.18451307428861
chr1	96500001	97500000	7.649994	1.987499	3.662501	13.970503	41.968992	7.649994	1.18196041591953
chr1	96600001	97600000	7.764006	1.958	3.818501	13.955501	40.980505	7.764006	1.17336994593568
chr1	96700001	97700000	7.434004	1.964501	3.736996	13.791497	40.517487	7.434004	1.17700428470625
chr1	96800001	97800000	7.528493	2.031499	3.779002	13.379497	38.564479	7.528493	1.18649890842474
chr1	96900001	97900000	7.64	2.106501	3.884505	12.827493	36.854982	7.64	1.19884572748092
chr1	97000001	9.8e+07	7.694509	2.194499	4.166497	11.973489	34.646978	7.694509	1.20855099763544
chr1	97100001	98100000	7.959499	2.057501	3.812996	10.10097	32.295974	7.959499	1.20398178687898
chr1	97200001	98200000	8.082004	2.068501	3.021998	7.663465	30.126978	8.082004	1.19467075224612
chr1	97300001	98300000	7.578495	2.010998	2.825503	5.073978	28.467982	7.578495	1.2075767997071
chr1	97400001	98400000	7.280006	1.956501	2.635501	3.40999	25.64897	7.280006	1.21650153295828
chr1	97500001	98500000	7.614507	1.956002	2.685499	2.942998	23.692485	7.614507	1.22390339917992
chr1	97600001	98600000	7.508994	2.141501	2.655002	2.827497	22.618988	7.508994	1.23247750724308
chr1	97700001	98700000	7.282503	2.246501	2.803501	3.107501	21.435495	7.282503	1.23882828458944
chr1	97800001	98800000	7.466004	2.158499	2.571495	3.051499	21.692503	7.466004	1.2381068807644
chr1	97900001	98900000	7.229497	2.171501	2.411499	3.351507	22.191499	7.229497	1.25170138358627
chr1	98000001	9.9e+07	6.730986	2.179998	2.063499	3.828505	22.580012	6.730986	1.25086968306961
chr1	98100001	99100000	6.431499	2.196	2.153501	4.172501	22.850509	6.431499	1.26003259012875
chr1	98200001	99200000	6.097493	2.075497	2.33	4.584006	24.446529	6.097493	1.25179827093872
chr1	98300001	99300000	5.925501	2.131002	2.257499	5.035505	26.430012	5.925501	1.237208148155
chr1	98400001	99400000	6.382497	2.088497	2.202497	5.727507	28.542024	6.382497	1.22752829672896
chr1	98500001	99500000	6.123493	1.934998	1.917998	6.238507	31.471032	6.123493	1.2113611560398
chr1	98600001	99600000	5.934503	1.789499	1.956002	7.619016	33.994521	5.934503	1.20912755437072
chr1	98700001	99700000	6.078497	1.799002	2.245008	10.394036	35.861521	6.078497	1.21249401693141
chr1	98800001	99800000	6.089994	1.908004	3.596517	14.220547	36.668495	6.089994	1.21481786422203
chr1	98900001	99900000	6.289	2.260505	5.910026	17.602036	35.403984	6.289	1.21083644128003
chr1	99000001	1e+08	6.299006	3.401519	9.956044	19.897513	33.191966	6.299006	1.19035368321311
chr1	99100001	100100000	7.604008	5.817539	13.653535	20.314998	30.810976	7.604008	1.18565385885144
chr1	99200001	100200000	8.953018	10.133048	16.37402	19.756495	27.806463	8.953018	1.18800410708713
chr1	99300001	100300000	10.411012	15.635563	17.701507	19.510493	24.303469	10.411012	1.18421797560227
chr1	99400001	100400000	11.457012	21.309557	18.593511	18.797992	20.729461	11.457012	1.18813779404702
chr1	99500001	100500000	12.796008	27.573569	19.567006	17.963491	15.460449	12.796008	1.2116502213643
chr1	99600001	100600000	15.271032	32.989545	19.812	16.40398	10.845954	15.271032	1.21253945750657
chr1	99700001	100700000	19.598561	36.659519	19.425992	13.326966	6.676962	19.598561	1.21862703948217
chr1	99800001	100800000	25.828072	38.452014	18.216984	9.355449	3.70298	25.828072	1.21389890704813
chr1	99900001	100900000	30.909533	40.874537	16.189477	5.526958	2.089996	30.909533	1.21078463633814
chr1	100000001	1.01e+08	33.506008	44.480539	12.945966	2.869986	1.846501	33.506008	1.23134808710515
chr1	100100001	101100000	32.837497	47.267503	11.032996	2.345004	2.035	32.837497	1.24598786768179
chr1	100200001	101200000	32.00099	46.238974	12.406527	2.878509	2.016501	32.00099	1.24806681828345
chr1	100300001	101300000	30.321481	42.860457	16.084539	4.08502	2.111499	30.321481	1.27007044176283
chr1	100400001	101400000	28.964491	39.270467	19.693032	5.665509	1.906503	28.964491	1.26363719249457
chr1	100500001	101500000	28.093507	36.561467	22.559525	6.390004	2.104501	28.093507	1.25264130096841
chr1	100600001	101600000	27.028483	34.908489	24.87502	6.637006	2.019501	27.028483	1.25762468440717
chr1	100700001	101700000	23.304942	34.86302	27.946529	7.359012	2.195998	23.304942	1.24010259906289
chr1	100800001	101800000	17.577938	35.368499	31.583042	8.815022	2.337503	17.577938	1.229506896445
chr1	100900001	101900000	12.190966	33.576465	35.579523	11.859537	2.65601	12.190966	1.2415733040122
chr1	101000001	1.02e+08	9.824992	29.014944	36.648501	16.031046	4.304519	9.824992	1.24494720827505
chr1	101100001	102100000	9.299998	23.851457	35.588471	19.83802	7.267547	9.299998	1.24900486808696
chr1	101200001	102200000	9.019499	20.547477	31.493954	21.093503	12.371048	9.019499	1.25369115081454
chr1	101300001	102300000	9.561503	18.21998	26.616455	20.723986	16.903046	9.561503	1.24242568354024
chr1	101400001	102400000	8.920495	16.094976	22.444962	19.930996	21.243535	8.920495	1.23638177765076
chr1	101500001	102500000	8.559485	12.705465	18.722469	19.542495	24.755535	8.559485	1.22667440821104
chr1	101600001	102600000	7.121485	9.017467	16.018479	19.519996	27.895525	7.121485	1.22824940807416
chr1	101700001	102700000	6.311	5.270958	12.967974	18.831986	30.289519	6.311	1.2332033878112
chr1	101800001	102800000	5.57	2.960986	9.318459	17.395982	32.445523	5.57	1.25848175255865
chr1	101900001	102900000	6.167499	1.943491	5.126471	14.496465	34.590509	6.167499	1.24690558154904
chr1	102000001	1.03e+08	5.858996	1.622501	3.404493	10.353451	35.026008	5.858996	1.25624753450113
chr1	102100001	103100000	5.898503	1.671501	2.717497	6.49298	34.094463	5.898503	1.25488379636708
chr1	102200001	103200000	5.971002	1.666501	2.621998	4.910986	30.36697	5.971002	1.26861066981327
chr1	102300001	103300000	5.698497	1.721998	2.427996	3.988996	27.362473	5.698497	1.2609730206441
chr1	102400001	103400000	6.058992	1.733	1.885992	3.280998	24.573479	6.058992	1.27452109313606
chr1	102500001	103500000	5.841002	1.689501	1.97	3.106996	22.46398	5.841002	1.29289891867909
chr1	102600001	103600000	6.153004	1.778499	1.878996	2.829501	20.972481	6.153004	1.28831858857022
chr1	102700001	103700000	6.492996	1.8	1.891499	2.889002	19.695499	6.492996	1.29303945873422
chr1	102800001	103800000	6.774509	1.632996	2.178497	3.163507	18.831473	6.774509	1.27074812744576
chr1	102900001	103900000	5.921994	1.517004	1.953499	2.917996	16.504489	5.921994	1.26954131353866
chr1	103000001	1.04e+08	5.468994	1.597497	1.680499	2.961008	14.98699	5.468994	1.25484168509062
chr1	103100001	104100000	5.569008	1.521501	1.533499	2.999497	14.887008	5.569008	1.25756700710713
chr1	103200001	104200000	6.364489	1.681998	1.327998	2.774499	15.25898	6.364489	1.24283127008621
chr1	103300001	104300000	5.866004	1.601501	1.139	2.574	13.867499	5.866004	1.25177980273174
chr1	103400001	104400000	6.032004	1.52	1.322501	2.530996	13.650495	6.032004	1.24350253527627
chr1	103500001	104500000	5.985497	1.451499	1.070501	2.480006	13.220994	5.985497	1.26279756021376
chr1	103600001	104600000	5.693491	1.248499	1.273503	2.627503	12.538505	5.693491	1.25836096277748
chr1	103700001	104700000	5.399499	1.290501	1.232998	2.588	12.416998	5.399499	1.26211161943232
chr1	103800001	104800000	4.946487	1.420002	0.811501	2.17999	11.847008	4.946487	1.3090431675384
chr1	103900001	104900000	5.139505	1.492497	0.993006	2.275004	12.898006	5.139505	1.30607977812044
chr1	104000001	1.05e+08	5.594505	1.427501	1.259499	2.333996	13.571499	5.594505	1.33803151305754
chr1	104100001	105100000	6.024491	1.366499	1.539002	2.166998	12.51099	6.024491	1.34096938417268
chr1	104200001	105200000	5.104004	1.222501	1.683	2.210002	11.686012	5.104004	1.38399556072261
chr1	104300001	105300000	5.579008	1.404002	1.728501	2.31	12.698004	5.579008	1.37334131053377
chr1	104400001	105400000	5.425004	1.515499	1.831503	2.456006	12.697002	5.425004	1.38294754057032
chr1	104500001	105500000	5.286998	1.502499	1.907499	2.714501	13.403008	5.286998	1.38992316549326
chr1	104600001	105600000	5.168004	1.566501	1.664497	3.199002	14.054499	5.168004	1.38467930530786
chr1	104700001	105700000	5.111998	1.530499	1.593503	3.44	14.243994	5.111998	1.39511001067369
chr1	104800001	105800000	5.730998	1.399499	1.922499	3.911004	14.610513	5.730998	1.38573124950603
chr1	104900001	105900000	5.676499	1.426	1.760495	4.081996	15.200501	5.676499	1.38673843130699
chr1	105000001	1.06e+08	5.679499	1.358501	1.707	3.806495	15.596004	5.679499	1.395684608935
chr1	105100001	106100000	5.081002	1.529	1.494	3.831	15.846503	5.081002	1.41072367126979
chr1	105200001	106200000	5.452507	1.602501	1.506501	3.732499	16.006501	5.452507	1.37508827278087
chr1	105300001	106300000	5.510996	1.635	1.529499	4.001002	15.840487	5.510996	1.37665054811255
chr1	105400001	106400000	5.348996	1.617503	1.292996	3.918497	15.465	5.348996	1.38607293123853
chr1	105500001	106500000	5.823006	1.682	1.224503	3.713996	14.606493	5.823006	1.35972799619359
chr1	105600001	106600000	5.897998	1.616499	1.607501	3.151994	14.023002	5.897998	1.37165867179332
chr1	105700001	106700000	6.289501	1.633501	1.89	2.847998	13.390495	6.289501	1.37693713044557
chr1	105800001	106800000	6.160507	1.710501	1.605002	2.589501	12.708489	6.160507	1.37108877489127
chr1	105900001	106900000	6.281503	1.800501	2.026004	2.722503	12.204499	6.281503	1.37066220018483
chr1	106000001	1.07e+08	6.740004	1.866501	2.065499	2.900503	11.806994	6.740004	1.3493268343531
chr1	106100001	107100000	6.972002	1.729	2.377002	2.8	11.542493	6.972002	1.33901898709429
chr1	106200001	107200000	6.839998	1.703499	2.360499	2.756499	11.231497	6.839998	1.34731977539416
chr1	106300001	107300000	7.237497	1.501998	2.402501	2.577499	11.198004	7.237497	1.34621820008985
chr1	106400001	107400000	7.661002	1.465499	2.571503	2.587499	11.893505	7.661002	1.35056502116285
chr1	106500001	107500000	7.172996	1.523002	2.679497	2.904002	13.033511	7.172996	1.35203011013231
chr1	106600001	107600000	7.133499	1.675499	2.499002	3.322002	14.279505	7.133499	1.3429972594881
chr1	106700001	107700000	7.066505	1.616	2.437998	3.451501	15.760018	7.066505	1.32296592042605
chr1	106800001	107800000	6.724996	1.627501	2.573	3.459996	17.806521	6.724996	1.31098774465237
chr1	106900001	107900000	6.952497	1.630499	2.267996	3.433503	19.733028	6.952497	1.30163036185705
chr1	107000001	1.08e+08	6.513501	1.655499	2.243501	3.886002	22.508028	6.513501	1.28902291394203
chr1	107100001	108100000	6.458994	1.672	1.947499	4.823515	26.295537	6.458994	1.26844453295761
chr1	107200001	108200000	6.100493	1.754501	2.154004	7.035032	29.924036	6.100493	1.26336391565172
chr1	107300001	108300000	5.559501	1.87	2.966509	10.674545	32.502513	5.559501	1.25002732500256
chr1	107400001	108400000	5.679501	1.990002	3.820513	15.07805	33.260497	5.679501	1.25528259433671
chr1	107500001	108500000	6.115002	2.268004	6.043535	19.098533	32.296485	6.115002	1.24084479451163
chr1	107600001	108600000	6.056	3.088517	9.694545	21.706515	30.592485	6.056	1.23877796395263
