phase	subcomp	chrom	start	end	gpseq_score
G2	A2	chr18	62300001	62400000	1.31949864806634
G2	A2	chr18	62400001	62500000	1.29476840239372
G2	A2	chr18	63200001	63300000	1.15653648344885
G2	A2	chr18	63500001	63600000	1.34792284518236
G2	A2	chr18	64100001	64200000	1.45687721542391
G2	A2	chr18	64700001	64800000	1.31774631365918
G2	A2	chr2	5700001	5800000	1.37679473545887
G2	A2	chr2	49600001	49700000	1.3746112888326
G2	A2	chr2	50000001	50100000	1.29850651738507
G2	A2	chr2	50100001	50200000	1.28851523455785
G2	A2	chr2	50200001	50300000	1.25131619311731
G2	A2	chr2	50300001	50400000	1.17605434983747
G2	A2	chr2	50400001	50500000	1.2972260919296
G2	A2	chr2	50500001	50600000	1.34080116852467
G2	A2	chr2	50600001	50700000	1.19158773765307
G2	A2	chr2	50700001	50800000	1.24776948061727
G2	A2	chr2	50800001	50900000	1.19355795440118
G2	A2	chr2	50900001	51000000	1.21964066999266
G2	A2	chr2	51000001	51100000	1.27333169440607
G2	A2	chr2	51100001	51200000	1.21523588152927
G2	A2	chr2	51200001	51300000	1.28180468404751
G2	A2	chr2	52800001	52900000	1.32611812513195
G2	A2	chr2	82100001	82200000	1.33565581608336
G2	A2	chr2	82300001	82400000	1.18469992326812
G2	A2	chr2	83200001	83300000	1.38341853618524
G2	A2	chr2	115700001	115800000	1.31402529425634
G2	A2	chr2	115800001	115900000	1.26408577422584
G2	A2	chr2	115900001	116000000	1.24620665455367
G2	A2	chr2	116000001	116100000	1.37338225339592
G2	A2	chr2	116200001	116300000	1.33061266728797
G2	A2	chr2	116300001	116400000	1.52382117125464
G2	A2	chr2	116400001	116500000	1.28367428506083
G2	A2	chr2	116500001	116600000	1.36902366646322
G2	A2	chr2	137900001	138000000	1.34092141356774
G2	A2	chr2	140800001	140900000	1.31418471445804
G2	A2	chr2	141100001	141200000	1.20331352662147
G2	A2	chr2	141300001	141400000	1.23403913703035
G2	A2	chr2	141400001	141500000	1.24245141959706
G2	A2	chr2	141500001	141600000	1.23323699295739
G2	A2	chr2	141600001	141700000	1.24190286680213
G2	A2	chr2	142600001	142700000	1.35555927879557
G2	A2	chr2	147700001	147800000	1.31351103114454
G2	A2	chr2	148000001	148100000	1.2912070624238
G2	A2	chr2	150600001	150700000	1.33697808608726
G2	A2	chr2	150700001	150800000	1.28559947115836
G2	A2	chr2	150900001	151000000	1.2878284974503
G2	A2	chr2	151000001	151100000	1.41224423905578
G2	A2	chr2	151100001	151200000	1.21069947284098
G2	A2	chr2	151200001	151300000	1.31850256547725
G2	A2	chr2	151300001	151400000	1.27929666306824
G2	A2	chr2	164500001	164600000	1.12092877720313
G2	A2	chr2	181200001	181300000	1.33904373820436
G2	A2	chr2	181400001	181500000	1.3283851669995
G2	A2	chr2	182200001	182300000	1.33448028010243
G2	A2	chr2	205500001	205600000	1.24609103544866
G2	A2	chr2	212500001	212600000	1.14239534782913
G2	A2	chr2	222300001	222400000	1.17464491598452
G2	A2	chr21	27500001	27600000	1.38975258847287
G2	A2	chr3	300001	400000	1.15957755886288
G2	A2	chr3	30100001	30200000	1.24442466212624
G2	A2	chr3	30300001	30400000	1.29184076649733
G2	A2	chr3	30400001	30500000	1.18234853017052
G2	A2	chr3	60300001	60400000	1.35518161139671
G2	A2	chr3	60400001	60500000	1.43939889870094
G2	A2	chr3	60500001	60600000	1.43968557100855
G2	A2	chr3	60600001	60700000	1.38046639321945
G2	A2	chr3	60800001	60900000	1.52713742141465
G2	A2	chr3	74200001	74300000	1.27720972536941
G2	A2	chr3	74400001	74500000	1.31971890574231
G2	A2	chr3	78700001	78800000	1.30229712326224
G2	A2	chr3	78800001	78900000	1.28381043387883
G2	A2	chr3	78900001	79000000	1.22449217284219
G2	A2	chr3	79000001	79100000	1.1906393028636
G2	A2	chr3	79100001	79200000	1.21379147123243
G2	A2	chr3	79200001	79300000	1.28765037597524
G2	A2	chr3	79300001	79400000	1.2594317036513
G2	A2	chr3	79900001	80000000	1.22952622782604
G2	A2	chr3	85700001	85800000	1.29955143500594
G2	A2	chr3	85900001	86000000	1.25253345389234
G2	A2	chr3	116700001	116800000	1.26687893198123
G2	A2	chr3	116800001	116900000	1.27013877993278
G2	A2	chr3	116900001	117000000	1.18974234327997
G2	A2	chr3	173400001	173500000	1.2558669177638
G2	A2	chr3	173600001	173700000	1.19460561367021
G2	A2	chr3	173800001	173900000	1.3510454627666
G2	A2	chr3	173900001	174000000	1.15052937803631
G2	A2	chr3	174200001	174300000	1.23902703915242
G2	A2	chr3	174400001	174500000	1.16674977921279
G2	A2	chr4	28900001	29000000	1.12210075982237
G2	A2	chr4	30900001	31000000	1.16079616503019
G2	A2	chr4	31000001	31100000	1.23203393912186
G2	A2	chr4	31100001	31200000	1.25572058655544
G2	A2	chr4	34300001	34400000	1.25119847155885
G2	A2	chr4	62000001	62100000	1.29806270324082
G2	A2	chr4	62300001	62400000	1.1884662022314
G2	A2	chr4	62400001	62500000	1.21907240956896
G2	A2	chr4	62500001	62600000	1.28122217989378
G2	A2	chr4	62600001	62700000	1.25443564359608
G2	A2	chr4	62700001	62800000	1.17870845292599
G2	A2	chr4	62800001	62900000	1.21739324954331
G2	A2	chr4	62900001	63000000	1.32977352097482
G2	A2	chr4	91100001	91200000	1.22380743778182
G2	A2	chr4	98400001	98500000	1.24194457102636
G2	A2	chr4	125900001	126000000	1.26829054734903
G2	A2	chr4	126000001	126100000	1.27730530085326
G2	A2	chr4	126100001	126200000	1.23109327852722
G2	A2	chr4	126400001	126500000	1.22542837246702
G2	A2	chr4	131300001	131400000	1.26994065772121
G2	A2	chr4	134200001	134300000	1.25025453626102
G2	A2	chr4	138200001	138300000	1.20580658567067
G2	A2	chr4	138300001	138400000	1.26678553780706
G2	A2	chr4	138400001	138500000	1.2505167777952
G2	A2	chr4	138500001	138600000	1.22158764594325
G2	A2	chr4	156700001	156800000	1.16877892341149
G2	A2	chr4	156900001	157000000	1.16707496678237
G2	A2	chr4	157100001	157200000	1.20751145853257
G2	A2	chr4	157300001	157400000	1.2181703077887
G2	A2	chr4	157600001	157700000	1.21673597026466
G2	A2	chr4	157700001	157800000	1.21160266868129
G2	A2	chr4	157800001	157900000	1.14209585919956
G2	A2	chr4	157900001	158000000	1.22386100710357
G2	A2	chr4	158200001	158300000	1.28614138260132
G2	A2	chr4	162400001	162500000	1.1684193371421
G2	A2	chr4	165100001	165200000	1.45569412017736
G2	A2	chr4	165200001	165300000	1.22681610603309
G2	A2	chr4	176900001	177000000	1.08874275061945
G2	A2	chr4	181400001	181500000	1.14725832861687
G2	A2	chr4	181800001	181900000	1.31297043169118
G2	A2	chr4	181900001	182000000	1.18035702166387
G2	A2	chr4	182000001	182100000	1.23117967040771
G2	A2	chr4	182100001	182200000	1.20159223688448
G2	A2	chr4	182200001	182300000	1.31790623956364
G2	A2	chr4	182300001	182400000	1.23942705358461
G2	A2	chr4	182400001	182500000	1.2791348749945
G2	A2	chr4	182500001	182600000	1.35153242677904
G2	A2	chr4	182600001	182700000	1.29388309027106
G2	A2	chr4	182700001	182800000	1.3286188686954
G2	A2	chr4	188900001	189000000	1.20071793974278
G2	A2	chr4	189000001	189100000	1.23204698979034
G2	A2	chr5	17300001	17400000	1.37062367590139
G2	A2	chr5	20500001	20600000	1.37927700875266
G2	A2	chr5	21400001	21500000	1.40858074852816
G2	A2	chr5	23300001	23400000	1.29708666684828
G2	A2	chr5	24400001	24500000	1.24226594879995
G2	A2	chr5	24500001	24600000	1.1666492420086
G2	A2	chr5	27100001	27200000	1.28797386526283
G2	A2	chr5	27400001	27500000	1.28265738735683
G2	A2	chr5	27700001	27800000	1.28408572573452
G2	A2	chr5	92000001	92100000	1.40142644672283
G2	A2	chr5	92300001	92400000	1.17613225873864
G2	A2	chr5	106300001	106400000	1.31725397581972
G2	A2	chr5	106400001	106500000	1.20240678951168
G2	A2	chr5	116500001	116600000	1.32600092726185
G2	A2	chr5	120000001	120100000	1.24572546665961
G2	A2	chr5	164900001	165000000	1.17363078411424
G2	A2	chr5	165000001	165100000	1.15862048253278
G2	A2	chr5	165100001	165200000	1.25164826869763
G2	A2	chr5	165200001	165300000	1.0798035645814
G2	A2	chr5	165300001	165400000	1.25238427642291
G2	A2	chr5	165400001	165500000	1.25468622991097
G2	A2	chr5	165500001	165600000	1.14702703956286
G2	A2	chr5	165600001	165700000	1.20896547240469
G2	A2	chr5	165700001	165800000	1.19490889059411
G2	A2	chr5	165800001	165900000	1.16324281578412
G2	A2	chr5	165900001	166000000	1.30661526689348
G2	A2	chr5	166000001	166100000	1.22291171062673
G2	A2	chr5	166100001	166200000	1.24466533283706
G2	A2	chr5	166200001	166300000	1.17272534149685
G2	A2	chr5	166300001	166400000	1.48137149121432
G2	A2	chr5	166400001	166500000	1.09121695635576
G2	A2	chr5	166500001	166600000	1.2293624915033
G2	A2	chr5	166600001	166700000	1.19932572332626
G2	A2	chr5	166700001	166800000	1.13815007182593
G2	A2	chr5	166800001	166900000	1.21340334714782
G2	A2	chr5	166900001	167000000	1.15427370776041
G2	A2	chr6	66400001	66500000	1.1831283636264
G2	A2	chr6	66500001	66600000	1.14828185641072
G2	A2	chr6	67000001	67100000	1.16521868598498
G2	A2	chr6	77100001	77200000	1.33520686647181
G2	A2	chr6	101900001	102000000	1.16531087733399
G2	A2	chr6	128700001	128800000	1.19484333618827
G2	A2	chr7	52200001	52300000	1.38108482553491
G2	A2	chr7	56800001	56900000	1.75468394007311
G2	A2	chr7	56900001	57000000	2.24156064773845
G2	A2	chr7	78600001	78700000	1.31156631185129
G2	A2	chr7	78900001	79000000	1.44964805000609
G2	A2	chr7	79000001	79100000	1.31207913418899
G2	A2	chr7	79100001	79200000	1.34268811495914
G2	A2	chr7	79200001	79300000	1.3953550926994
G2	A2	chr7	79400001	79500000	1.41705337393126
G2	A2	chr7	79700001	79800000	1.20819284839419
G2	A2	chr7	79800001	79900000	1.2746685073576
G2	A2	chr7	79900001	80000000	1.37967008862396
G2	A2	chr7	80000001	80100000	1.31721887688179
G2	A2	chr7	81200001	81300000	1.2320898660691
G2	A2	chr7	81700001	81800000	1.36441960016404
G2	A2	chr7	81800001	81900000	1.30468422312582
G2	A2	chr7	81900001	82000000	1.29966076731053
G2	A2	chr7	82000001	82100000	1.26122308390392
G2	A2	chr7	82100001	82200000	1.20443071503803
G2	A2	chr7	82200001	82300000	1.3159223325953
G2	A2	chr7	82400001	82500000	1.32520746735875
G2	A2	chr7	82500001	82600000	1.25044607735522
G2	A2	chr7	82600001	82700000	1.2463761269417
G2	A2	chr7	82700001	82800000	1.19954725068143
G2	A2	chr7	82800001	82900000	1.24015791272805
G2	A2	chr7	83000001	83100000	1.2691293271686
G2	A2	chr7	83100001	83200000	1.26900593251679
G2	A2	chr7	83200001	83300000	1.32318728139124
G2	A2	chr7	89000001	89100000	1.21001853024528
G2	A2	chr7	89400001	89500000	1.30183737890445
G2	A2	chr7	94100001	94200000	1.37025623778295
G2	A2	chr7	94200001	94300000	1.22336984907723
G2	A2	chr7	94300001	94400000	1.31320945927492
G2	A2	chr7	94400001	94500000	1.23143983127943
G2	A2	chr7	94500001	94600000	1.265922190446
G2	A2	chr7	94600001	94700000	1.39216450406412
G2	A2	chr7	94700001	94800000	1.26989899638512
G2	A2	chr7	114100001	114200000	1.10301001084781
G2	A2	chr7	114200001	114300000	1.17393410119354
G2	A2	chr7	124800001	124900000	1.25754312603005
G2	A2	chr7	125300001	125400000	1.13118837505997
G2	A2	chr7	126000001	126100000	1.19286951226374
G2	A2	chr8	63200001	63300000	1.32942537657534
G2	A2	chr8	63300001	63400000	1.38352003011911
G2	A2	chr8	63400001	63500000	1.35487019705105
G2	A2	chr8	63500001	63600000	1.38811513969354
G2	A2	chr8	63600001	63700000	1.34183338613294
G2	A2	chr8	64800001	64900000	1.23572324616722
G2	A2	chr8	64900001	65000000	1.22103074451293
G2	A2	chr8	65000001	65100000	1.22090940565274
G2	A2	chr8	65100001	65200000	1.27797138175371
G2	A2	chr8	69600001	69700000	1.35835481005811
G2	A2	chr8	69700001	69800000	1.35323523979861
G2	A2	chr8	69800001	69900000	1.37860500220535
G2	A2	chr8	69900001	70000000	1.31161770739836
G2	A2	chr8	70000001	70100000	1.38533838215079
G2	A2	chr8	70200001	70300000	1.39563200499207
G2	A2	chr8	70300001	70400000	1.37203693053323
G2	A2	chr8	75900001	76000000	1.4057560890278
G2	A2	chr8	76300001	76400000	1.25036741014011
G2	A2	chr8	77400001	77500000	1.21127697749468
G2	A2	chr8	78900001	79000000	1.13588360597736
G2	A2	chr8	79000001	79100000	1.19405791492159
G2	A2	chr8	83500001	83600000	1.20044603513179
G2	A2	chr8	85100001	85200000	1.2545014210582
G2	A2	chr8	88800001	88900000	1.18351268569651
G2	A2	chr8	88900001	89000000	1.2115899201267
G2	A2	chr8	89000001	89100000	1.25422971620858
G2	A2	chr8	89200001	89300000	1.21518521585384
G2	A2	chr8	112500001	112600000	1.24790157213345
G2	A2	chr8	113600001	113700000	1.2094243920753
G2	A2	chr8	122500001	122600000	1.28068262125017
G2	A2	chr8	122600001	122700000	1.23669332597673
G2	B3	chr1	73900001	74000000	1.22088095917413
G2	B3	chr1	74000001	74100000	1.33474795375927
G2	B3	chr1	80000001	80100000	1.30168998352559
G2	B3	chr1	80100001	80200000	1.27873647052897
G2	B3	chr1	80300001	80400000	1.34518514548452
G2	B3	chr1	80400001	80500000	1.31694371421344
G2	B3	chr1	80500001	80600000	1.37362658365259
G2	B3	chr1	80600001	80700000	1.56481311337896
G2	B3	chr1	80700001	80800000	1.34388117363649
G2	B3	chr1	80900001	81000000	1.31841636845361
G2	B3	chr1	81000001	81100000	1.50993958442985
G2	B3	chr1	81100001	81200000	1.52016492580415
G2	B3	chr1	81200001	81300000	1.24985596827893
G2	B3	chr1	81300001	81400000	1.3193313205417
G2	B3	chr1	81400001	81500000	1.27970654648135
G2	B3	chr1	81800001	81900000	1.30806903757374
G2	B3	chr1	82800001	82900000	1.31739132469212
G2	B3	chr1	83000001	83100000	1.25988193347289
G2	B3	chr1	83200001	83300000	1.3450337900077
G2	B3	chr1	105100001	105200000	1.59370558161662
G2	B3	chr1	105200001	105300000	1.37915250554761
G2	B3	chr1	106400001	106500000	1.39945890130395
G2	B3	chr1	106700001	106800000	1.44108909286865
G2	B3	chr1	238600001	238700000	1.20408181079796
G2	B3	chr1	238700001	238800000	1.28544989808465
G2	B3	chr1	238800001	238900000	1.2321447307987
G2	B3	chr1	239000001	239100000	1.22318530651877
G2	B3	chr1	239100001	239200000	1.21216155087635
G2	B3	chr1	239200001	239300000	1.20264083166622
G2	B3	chr1	239400001	239500000	1.18849520017018
G2	B3	chr1	239600001	239700000	1.16743724180625
G2	B3	chr1	239700001	239800000	1.13731033533895
G2	B3	chr1	239800001	239900000	1.11117578515952
G2	B3	chr10	54800001	54900000	1.39345149129821
G2	B3	chr10	55000001	55100000	1.30177915916938
G2	B3	chr10	55100001	55200000	1.20609800208341
G2	B3	chr10	55200001	55300000	1.32251085677549
G2	B3	chr10	55500001	55600000	1.34080848361762
G2	B3	chr10	55600001	55700000	1.34345573679492
G2	B3	chr10	55700001	55800000	1.42286384858775
G2	B3	chr10	55900001	56000000	1.30369159696601
G2	B3	chr10	56000001	56100000	1.30835920262437
G2	B3	chr10	56300001	56400000	1.36707341020338
G2	B3	chr10	56400001	56500000	1.34106646128235
G2	B3	chr10	56600001	56700000	1.36252474352703
G2	B3	chr10	56700001	56800000	1.19735425383662
G2	B3	chr10	56800001	56900000	1.22228350312955
G2	B3	chr10	57000001	57100000	1.18307016813167
G2	B3	chr10	57100001	57200000	1.19746107553862
G2	B3	chr10	57200001	57300000	1.38203259061607
G2	B3	chr10	57300001	57400000	1.37893482260031
G2	B3	chr10	57400001	57500000	1.34762194025075
G2	B3	chr10	57700001	57800000	1.23813204020497
G2	B3	chr10	57900001	58000000	1.31677441686113
G2	B3	chr10	58000001	58100000	1.29553129616699
G2	B3	chr10	58200001	58300000	1.37127534260998
G2	B3	chr10	58400001	58500000	1.18976462995335
G2	B3	chr10	58500001	58600000	1.24980356439306
G2	B3	chr10	58700001	58800000	1.27297217667328
G2	B3	chr11	23900001	24000000	1.24478647484396
G2	B3	chr11	24000001	24100000	1.3230107174158
G2	B3	chr11	24100001	24200000	1.28610660904907
G2	B3	chr11	24200001	24300000	1.24212242318923
G2	B3	chr11	24300001	24400000	1.29485679930798
G2	B3	chr11	24600001	24700000	1.26282645158868
G2	B3	chr11	24800001	24900000	1.28308903403708
G2	B3	chr11	24900001	25000000	1.22476759615324
G2	B3	chr11	25000001	25100000	1.25253777978332
G2	B3	chr11	25200001	25300000	1.24036207302706
G2	B3	chr11	25300001	25400000	1.40931099195641
G2	B3	chr11	25500001	25600000	1.52812951497043
G2	B3	chr11	25800001	25900000	1.33434323703101
G2	B3	chr11	26000001	26100000	1.25255450002962
G2	B3	chr11	39700001	39800000	1.40666966879014
G2	B3	chr11	39800001	39900000	1.49759864139799
G2	B3	chr11	40400001	40500000	1.32186413985633
G2	B3	chr11	40600001	40700000	1.34577015181123
G2	B3	chr11	40800001	40900000	1.3662397198557
G2	B3	chr11	40900001	41000000	1.2203600066412
G2	B3	chr11	41000001	41100000	1.25270117222413
G2	B3	chr11	42100001	42200000	1.36278762717034
G2	B3	chr11	80500001	80600000	1.29642012299607
G2	B3	chr11	80700001	80800000	1.26076742754743
G2	B3	chr12	84400001	84500000	1.38221136614908
G2	B3	chr12	84500001	84600000	1.23877593962257
G2	B3	chr12	84600001	84700000	1.31583230380639
G2	B3	chr12	84700001	84800000	1.2589685016332
G2	B3	chr12	84800001	84900000	1.31865207127625
G2	B3	chr12	86700001	86800000	1.22874160318449
G2	B3	chr12	87000001	87100000	1.23361611989223
G2	B3	chr12	87100001	87200000	1.28206144781916
G2	B3	chr12	87400001	87500000	1.31240044162905
G2	B3	chr12	87500001	87600000	1.10474083003764
G2	B3	chr13	54500001	54600000	1.30849414569271
G2	B3	chr13	55000001	55100000	1.28653128946476
G2	B3	chr13	55100001	55200000	1.21863057292963
G2	B3	chr13	55200001	55300000	1.477996954245
G2	B3	chr13	55300001	55400000	1.27217214800131
G2	B3	chr13	55400001	55500000	1.36604551453654
G2	B3	chr13	55500001	55600000	1.28262944945183
G2	B3	chr13	55600001	55700000	1.30824475126901
G2	B3	chr13	55900001	56000000	1.19159715511513
G2	B3	chr13	56000001	56100000	1.30767056429456
G2	B3	chr13	56100001	56200000	1.49227425657425
G2	B3	chr13	56200001	56300000	1.37842079102447
G2	B3	chr13	56300001	56400000	1.39126679350122
G2	B3	chr13	56400001	56500000	1.29589149283589
G2	B3	chr13	56600001	56700000	1.36440033784935
G2	B3	chr13	56900001	57000000	1.49056609627727
G2	B3	chr13	57200001	57300000	1.31705572249758
G2	B3	chr13	57600001	57700000	1.25978470037005
G2	B3	chr13	58000001	58100000	1.26495236059835
G2	B3	chr13	63200001	63300000	1.28635342324857
G2	B3	chr13	88700001	88800000	1.25192802817075
G2	B3	chr13	88900001	89000000	1.32784515973516
G2	B3	chr13	89100001	89200000	1.34627376612319
G2	B3	chr13	89200001	89300000	1.310242235754
G2	B3	chr13	89300001	89400000	1.29564130176567
G2	B3	chr13	89400001	89500000	1.30611438955975
G2	B3	chr13	89900001	90000000	1.35782756002667
G2	B3	chr13	90000001	90100000	1.33352777174034
G2	B3	chr13	90200001	90300000	1.27115125583824
G2	B3	chr13	90300001	90400000	1.19041962034822
G2	B3	chr13	93400001	93500000	1.37725881605128
G2	B3	chr13	105500001	105600000	1.2168800682325
G2	B3	chr13	105600001	105700000	1.30976792098319
G2	B3	chr13	105700001	105800000	1.29597837318293
G2	B3	chr13	105800001	105900000	1.29297043289275
G2	B3	chr13	106400001	106500000	1.26331818375512
G2	B3	chr14	83400001	83500000	1.16624416004177
G2	B3	chr14	84000001	84100000	1.2448400737526
G2	B3	chr14	84800001	84900000	1.18334907168632
G2	B3	chr14	84900001	85000000	1.32809451070207
G2	B3	chr14	85400001	85500000	1.25124514724695
G2	B3	chr14	85500001	85600000	1.24740986302016
G2	B3	chr14	85900001	86000000	1.16651531944998
G2	B3	chr14	86100001	86200000	1.32460382250773
G2	B3	chr14	86200001	86300000	1.17318295368908
G2	B3	chr14	86300001	86400000	1.21543188984822
G2	B3	chr14	86400001	86500000	1.33562746354135
G2	B3	chr14	86700001	86800000	1.31785832002206
G2	B3	chr14	86800001	86900000	1.28284891452133
G2	B3	chr14	86900001	87000000	1.39630626418883
G2	B3	chr18	27000001	27100000	1.35306078699182
G2	B3	chr18	37900001	38000000	1.2790256059064
G2	B3	chr18	38600001	38700000	1.37744595952186
G2	B3	chr18	62500001	62600000	1.26336244946375
G2	B3	chr18	62600001	62700000	1.20253087929949
G2	B3	chr18	62700001	62800000	1.2746364681319
G2	B3	chr18	62800001	62900000	1.18743538112257
G2	B3	chr18	63000001	63100000	1.20609385180295
G2	B3	chr18	63100001	63200000	1.31706083429999
G2	B3	chr18	63300001	63400000	1.16490233338297
G2	B3	chr18	63600001	63700000	1.28936931165697
G2	B3	chr18	63800001	63900000	1.21479568511753
G2	B3	chr18	63900001	64000000	1.3721589663811
G2	B3	chr18	65200001	65300000	1.26491968003759
G2	B3	chr18	65300001	65400000	1.36770207220858
G2	B3	chr18	65500001	65600000	1.34854219703194
G2	B3	chr18	70000001	70100000	1.25207245550142
G2	B3	chr2	49900001	50000000	1.31786874161847
G2	B3	chr2	52100001	52200000	1.48837362280049
G2	B3	chr2	116600001	116700000	1.23866178212843
G2	B3	chr2	116800001	116900000	1.42091108007902
G2	B3	chr2	117100001	117200000	1.36388271079937
G2	B3	chr2	117700001	117800000	1.37715561197175
G2	B3	chr2	140200001	140300000	1.2322789805375
G2	B3	chr2	140500001	140600000	1.2457084069387
G2	B3	chr2	140900001	141000000	1.24172899860659
G2	B3	chr2	141000001	141100000	1.2175048382383
G2	B3	chr2	141200001	141300000	1.18014273290056
G2	B3	chr2	141800001	141900000	1.25471552979056
G2	B3	chr2	141900001	142000000	1.24190187167408
G2	B3	chr2	142100001	142200000	1.25932259977054
G2	B3	chr2	142200001	142300000	1.24449960698696
G2	B3	chr2	142300001	142400000	1.25125690263745
G2	B3	chr2	142400001	142500000	1.32087880008756
G2	B3	chr2	142700001	142800000	1.28836123311808
G2	B3	chr2	163500001	163600000	1.28386750497087
G2	B3	chr3	1800001	1900000	1.19882954241225
G2	B3	chr3	1900001	2000000	1.19645902367374
G2	B3	chr3	2000001	2100000	1.22013995157379
G2	B3	chr3	29100001	29200000	1.19591044736596
G2	B3	chr3	29400001	29500000	1.20170968595525
G2	B3	chr3	96100001	96200000	1.34497581537514
G2	B3	chr3	103600001	103700000	1.38599052749683
G2	B3	chr3	104000001	104100000	1.34510238042349
G2	B3	chr3	162400001	162500000	1.35016993210824
G2	B3	chr3	164600001	164700000	1.20492866262562
G2	B3	chr3	174700001	174800000	1.19175879017697
G2	B3	chr3	175100001	175200000	1.22220865302009
G2	B3	chr3	189300001	189400000	1.22894657494118
G2	B3	chr3	189400001	189500000	1.19532598619012
G2	B3	chr4	28500001	28600000	1.24622068337856
G2	B3	chr4	28600001	28700000	1.34643187299198
G2	B3	chr4	28700001	28800000	1.29763433041835
G2	B3	chr4	29100001	29200000	1.30296328619357
G2	B3	chr4	29200001	29300000	1.2727238909305
G2	B3	chr4	29300001	29400000	1.25673320601841
G2	B3	chr4	29400001	29500000	1.20836940852341
G2	B3	chr4	29500001	29600000	1.317478404226
G2	B3	chr4	29600001	29700000	1.39101158218043
G2	B3	chr4	29700001	29800000	1.42759591433568
G2	B3	chr4	29800001	29900000	1.45815621854338
G2	B3	chr4	29900001	30000000	1.32608347914436
G2	B3	chr4	30000001	30100000	1.33077105068415
G2	B3	chr4	30100001	30200000	1.3700000401562
G2	B3	chr4	30200001	30300000	1.32353009238501
G2	B3	chr4	30300001	30400000	1.30946725378424
G2	B3	chr4	30600001	30700000	1.31579215814054
G2	B3	chr4	33100001	33200000	1.25639400445825
G2	B3	chr4	33200001	33300000	1.18560213899351
G2	B3	chr4	33300001	33400000	1.28460233446401
G2	B3	chr4	33500001	33600000	1.2549496908551
G2	B3	chr4	33600001	33700000	1.33225798564522
G2	B3	chr4	33700001	33800000	1.25616410396567
G2	B3	chr4	33900001	34000000	1.28397020058179
G2	B3	chr4	34000001	34100000	1.30548613881662
G2	B3	chr4	34100001	34200000	1.23651049016514
G2	B3	chr4	34400001	34500000	1.25872790804078
G2	B3	chr4	34500001	34600000	1.21054976981877
G2	B3	chr4	34600001	34700000	1.18807177075272
G2	B3	chr4	34800001	34900000	1.22100327850524
G2	B3	chr4	34900001	35000000	1.38400034194176
G2	B3	chr4	35000001	35100000	1.29406483324307
G2	B3	chr4	35100001	35200000	1.16516371080366
G2	B3	chr4	35300001	35400000	1.31770192706669
G2	B3	chr4	35400001	35500000	1.21601959118827
G2	B3	chr4	35500001	35600000	1.39434740873552
G2	B3	chr4	35600001	35700000	1.39081109909202
G2	B3	chr4	35800001	35900000	1.3725055659509
G2	B3	chr4	59000001	59100000	1.25647688613768
G2	B3	chr4	59200001	59300000	1.25608677415805
G2	B3	chr4	59400001	59500000	1.17251465409219
G2	B3	chr4	59500001	59600000	1.27098004804636
G2	B3	chr4	59600001	59700000	1.27172467294279
G2	B3	chr4	59800001	59900000	1.23426193084424
G2	B3	chr4	60000001	60100000	1.29523126437347
G2	B3	chr4	60100001	60200000	1.3186395702232
G2	B3	chr4	60200001	60300000	1.29807815068356
G2	B3	chr4	60300001	60400000	1.29975656024409
G2	B3	chr4	60400001	60500000	1.31724751158978
G2	B3	chr4	60500001	60600000	1.25220701784703
G2	B3	chr4	60600001	60700000	1.48482013586667
G2	B3	chr4	60700001	60800000	1.2465471686779
G2	B3	chr4	60900001	61000000	1.25368633323642
G2	B3	chr4	61000001	61100000	1.30306855959617
G2	B3	chr4	61100001	61200000	1.26167448739932
G2	B3	chr4	61200001	61300000	1.22570346836391
G2	B3	chr4	61300001	61400000	1.24532574540799
G2	B3	chr4	61400001	61500000	1.29702021361094
G2	B3	chr4	63000001	63100000	1.24420953130005
G2	B3	chr4	63100001	63200000	1.24195248813348
G2	B3	chr4	63200001	63300000	1.28514184449153
G2	B3	chr4	63300001	63400000	1.2302562129637
G2	B3	chr4	63400001	63500000	1.38666969355189
G2	B3	chr4	63500001	63600000	1.18958852612746
G2	B3	chr4	63600001	63700000	1.18568411173073
G2	B3	chr4	63700001	63800000	1.25666425070042
G2	B3	chr4	63800001	63900000	1.26075532071116
G2	B3	chr4	63900001	64000000	1.39333286505304
G2	B3	chr4	64000001	64100000	1.33551378699814
G2	B3	chr4	64100001	64200000	1.2139964867557
G2	B3	chr4	64200001	64300000	1.38634787292881
G2	B3	chr4	64300001	64400000	1.29347695730728
G2	B3	chr4	64400001	64500000	1.23924594425694
G2	B3	chr4	64500001	64600000	1.28323607980785
G2	B3	chr4	64600001	64700000	1.30022142890804
G2	B3	chr4	64700001	64800000	1.32686933026456
G2	B3	chr4	64800001	64900000	1.64068738021161
G2	B3	chr4	64900001	65000000	1.27295635392157
G2	B3	chr4	65000001	65100000	1.29912197649184
G2	B3	chr4	65300001	65400000	1.39836390814497
G2	B3	chr4	91500001	91600000	1.22299348720841
G2	B3	chr4	91600001	91700000	1.22819145635535
G2	B3	chr4	91700001	91800000	1.21187339588066
G2	B3	chr4	91800001	91900000	1.24025133866666
G2	B3	chr4	91900001	92000000	1.23521590659967
G2	B3	chr4	92100001	92200000	1.26991415309084
G2	B3	chr4	92200001	92300000	1.16633314200051
G2	B3	chr4	92300001	92400000	1.32948826058915
G2	B3	chr4	92400001	92500000	1.33546973529386
G2	B3	chr4	92500001	92600000	1.46346418991339
