chrom	start	end	HindIII
chr10	125500000	126500000	242
chr10	125600000	126600000	239
chr10	125700000	126700000	231
chr10	125800000	126800000	232
chr10	125900000	126900000	240
chr10	126000000	127000000	248
chr10	126100000	127100000	244
chr10	126200000	127200000	252
chr10	126300000	127300000	265
chr10	126400000	127400000	273
chr10	126500000	127500000	274
chr10	126600000	127600000	280
chr10	126700000	127700000	286
chr10	126800000	127800000	282
chr10	126900000	127900000	290
chr10	127000000	128000000	287
chr10	127100000	128100000	298
chr10	127200000	128200000	299
chr10	127300000	128300000	295
chr10	127400000	128400000	286
chr10	127500000	128500000	294
chr10	127600000	128600000	289
chr10	127700000	128700000	265
chr10	127800000	128800000	251
chr10	127900000	128900000	245
chr10	128000000	129000000	250
chr10	128100000	129100000	234
chr10	128200000	129200000	241
chr10	128300000	129300000	245
chr10	128400000	129400000	258
chr10	128500000	129500000	248
chr10	128600000	129600000	257
chr10	128700000	129700000	283
chr10	128800000	129800000	301
chr10	128900000	129900000	301
chr10	129000000	130000000	300
chr10	129100000	130100000	304
chr10	129200000	130200000	293
chr10	129300000	130300000	287
chr10	129400000	130400000	278
chr10	129500000	130500000	283
chr10	129600000	130600000	278
chr10	129700000	130700000	282
chr10	129800000	130800000	287
chr10	129900000	130900000	293
chr10	130000000	131000000	292
chr10	130100000	131100000	293
chr10	130200000	131200000	294
chr10	130300000	131300000	302
chr10	130400000	131400000	294
chr10	130500000	131500000	286
chr10	130600000	131600000	284
chr10	130700000	131700000	273
chr10	130800000	131800000	265
chr10	130900000	131900000	259
chr10	131000000	132000000	263
chr10	131100000	132100000	257
chr10	131200000	132200000	265
chr10	131300000	132300000	261
chr10	131400000	132400000	275
chr10	131500000	132500000	271
chr10	131600000	132600000	271
chr10	131700000	132700000	275
chr10	131800000	132800000	277
chr10	131900000	132900000	281
chr10	132000000	133000000	266
chr10	132100000	133100000	272
chr10	132200000	133200000	270
chr10	132300000	133300000	267
chr10	132400000	133400000	263
chr10	132500000	133500000	267
chr10	132600000	133600000	263
chr10	132700000	133700000	250
chr10	132800000	133800000	237
chr10	132900000	133900000	224
chr10	133000000	134000000	224
chr10	133100000	134100000	211
chr10	133200000	134200000	186
chr10	133300000	134300000	176
chr10	133400000	134400000	166
chr10	133500000	134500000	165
chr11	100000	1100000	143
chr11	200000	1200000	116
chr11	300000	1300000	112
chr11	400000	1400000	105
chr11	500000	1500000	114
chr11	600000	1600000	125
chr11	700000	1700000	128
chr11	800000	1800000	138
chr11	900000	1900000	137
chr11	1000000	2000000	129
chr11	1100000	2100000	130
chr11	1200000	2200000	146
chr11	1300000	2300000	151
chr11	1400000	2400000	156
chr11	1500000	2500000	143
chr11	1600000	2600000	155
chr11	1700000	2700000	162
chr11	1800000	2800000	166
chr11	1900000	2900000	167
chr11	2000000	3000000	177
chr11	2100000	3100000	182
chr11	2200000	3200000	174
chr11	2300000	3300000	178
chr11	2400000	3400000	191
chr11	2500000	3500000	207
chr11	2600000	3600000	201
chr11	2700000	3700000	200
chr11	2800000	3800000	203
chr11	2900000	3900000	219
chr11	3000000	4000000	219
chr11	3100000	4100000	239
chr11	3200000	4200000	253
chr11	3300000	4300000	258
chr11	3400000	4400000	262
chr11	3500000	4500000	275
chr11	3600000	4600000	283
chr11	3700000	4700000	293
chr11	3800000	4800000	303
chr11	3900000	4900000	296
chr11	4000000	5000000	313
chr11	4100000	5100000	311
chr11	4200000	5200000	313
chr11	4300000	5300000	307
chr11	4400000	5400000	320
chr11	4500000	5500000	315
chr11	4600000	5600000	310
chr11	4700000	5700000	308
chr11	4800000	5800000	301
chr11	4900000	5900000	310
chr11	5000000	6000000	294
chr11	5100000	6100000	294
chr11	5200000	6200000	291
chr11	5300000	6300000	297
chr11	5400000	6400000	277
chr11	5500000	6500000	275
chr11	5600000	6600000	279
chr11	5700000	6700000	276
chr11	5800000	6800000	279
chr11	5900000	6900000	276
chr11	6000000	7000000	284
chr11	6100000	7100000	292
chr11	6200000	7200000	292
chr11	6300000	7300000	287
chr11	6400000	7400000	291
chr11	6500000	7500000	290
chr11	6600000	7600000	297
chr11	6700000	7700000	299
chr11	6800000	7800000	301
chr11	6900000	7900000	296
chr11	7000000	8000000	304
chr11	7100000	8100000	291
chr11	7200000	8200000	297
chr11	7300000	8300000	302
chr11	7400000	8400000	287
chr11	7500000	8500000	292
chr11	7600000	8600000	295
chr11	7700000	8700000	299
chr11	7800000	8800000	295
chr11	7900000	8900000	304
chr11	8000000	9000000	300
chr11	8100000	9100000	307
chr11	8200000	9200000	312
chr11	8300000	9300000	304
chr11	8400000	9400000	311
chr11	8500000	9500000	300
chr11	8600000	9600000	292
chr11	8700000	9700000	292
chr11	8800000	9800000	288
chr11	8900000	9900000	284
chr11	9000000	10000000	287
chr11	9100000	10100000	280
chr11	9200000	10200000	264
chr11	9300000	10300000	270
chr11	9400000	10400000	286
chr11	9500000	10500000	299
chr11	9600000	10600000	295
chr11	9700000	10700000	289
chr11	9800000	10800000	295
chr11	9900000	10900000	296
chr11	10000000	11000000	295
chr11	10100000	11100000	290
chr11	10200000	11200000	293
chr11	10300000	11300000	297
chr11	10400000	11400000	286
chr11	10500000	11500000	291
chr11	10600000	11600000	289
chr11	10700000	11700000	299
chr11	10800000	11800000	302
chr11	10900000	11900000	296
chr11	11000000	12000000	303
chr11	11100000	12100000	300
chr11	11200000	12200000	305
chr11	11300000	12300000	300
chr11	11400000	12400000	302
chr11	11500000	12500000	301
chr11	11600000	12600000	299
chr11	11700000	12700000	286
chr11	11800000	12800000	287
chr11	11900000	12900000	300
chr11	12000000	13000000	291
chr11	12100000	13100000	299
chr11	12200000	13200000	305
chr11	12300000	13300000	304
chr11	12400000	13400000	302
chr11	12500000	13500000	310
chr11	12600000	13600000	327
chr11	12700000	13700000	338
chr11	12800000	13800000	327
chr11	12900000	13900000	314
chr11	13000000	14000000	315
chr11	13100000	14100000	324
chr11	13200000	14200000	320
chr11	13300000	14300000	327
chr11	13400000	14400000	332
chr11	13500000	14500000	315
chr11	13600000	14600000	302
chr11	13700000	14700000	298
chr11	13800000	14800000	314
chr11	13900000	14900000	323
chr11	14000000	15000000	325
chr11	14100000	15100000	319
chr11	14200000	15200000	328
chr11	14300000	15300000	322
chr11	14400000	15400000	329
chr11	14500000	15500000	335
chr11	14600000	15600000	345
chr11	14700000	15700000	359
chr11	14800000	15800000	355
chr11	14900000	15900000	342
chr11	15000000	16000000	330
chr11	15100000	16100000	342
chr11	15200000	16200000	345
chr11	15300000	16300000	350
chr11	15400000	16400000	346
chr11	15500000	16500000	347
chr11	15600000	16600000	344
chr11	15700000	16700000	332
chr11	15800000	16800000	334
chr11	15900000	16900000	339
chr11	16000000	17000000	349
chr11	16100000	17100000	327
chr11	16200000	17200000	314
chr11	16300000	17300000	306
chr11	16400000	17400000	305
chr11	16500000	17500000	296
chr11	16600000	17600000	284
chr11	16700000	17700000	285
chr11	16800000	17800000	273
chr11	16900000	17900000	276
chr11	17000000	18000000	278
chr11	17100000	18100000	283
chr11	17200000	18200000	287
chr11	17300000	18300000	287
chr11	17400000	18400000	282
chr11	17500000	18500000	275
chr11	17600000	18600000	281
chr11	17700000	18700000	278
chr11	17800000	18800000	280
chr11	17900000	18900000	280
chr11	18000000	19000000	266
chr11	18100000	19100000	274
chr11	18200000	19200000	273
chr11	18300000	19300000	285
chr11	18400000	19400000	285
chr11	18500000	19500000	296
chr11	18600000	19600000	308
chr11	18700000	19700000	317
chr11	18800000	19800000	316
chr11	18900000	19900000	319
chr11	19000000	20000000	322
chr11	19100000	20100000	324
chr11	19200000	20200000	330
chr11	19300000	20300000	324
chr11	19400000	20400000	333
chr11	19500000	20500000	336
chr11	19600000	20600000	324
chr11	19700000	20700000	317
chr11	19800000	20800000	317
chr11	19900000	20900000	314
chr11	20000000	21000000	323
chr11	20100000	21100000	333
chr11	20200000	21200000	342
chr11	20300000	21300000	341
chr11	20400000	21400000	335
chr11	20500000	21500000	336
chr11	20600000	21600000	343
chr11	20700000	21700000	351
chr11	20800000	21800000	364
chr11	20900000	21900000	364
chr11	21000000	22000000	366
chr11	21100000	22100000	346
chr11	21200000	22200000	330
chr11	21300000	22300000	333
chr11	21400000	22400000	333
chr11	21500000	22500000	338
chr11	21600000	22600000	330
chr11	21700000	22700000	315
chr11	21800000	22800000	303
chr11	21900000	22900000	305
chr11	22000000	23000000	299
chr11	22100000	23100000	300
chr11	22200000	23200000	298
chr11	22300000	23300000	305
chr11	22400000	23400000	307
chr11	22500000	23500000	297
chr11	22600000	23600000	304
chr11	22700000	23700000	303
chr11	22800000	23800000	312
chr11	22900000	23900000	309
chr11	23000000	24000000	317
chr11	23100000	24100000	328
chr11	23200000	24200000	328
chr11	23300000	24300000	312
chr11	23400000	24400000	321
chr11	23500000	24500000	323
chr11	23600000	24600000	318
chr11	23700000	24700000	323
chr11	23800000	24800000	321
chr11	23900000	24900000	331
chr11	24000000	25000000	321
chr11	24100000	25100000	311
chr11	24200000	25200000	311
chr11	24300000	25300000	312
chr11	24400000	25400000	302
chr11	24500000	25500000	302
chr11	24600000	25600000	312
chr11	24700000	25700000	312
chr11	24800000	25800000	309
chr11	24900000	25900000	307
chr11	25000000	26000000	321
chr11	25100000	26100000	332
chr11	25200000	26200000	322
chr11	25300000	26300000	332
chr11	25400000	26400000	333
chr11	25500000	26500000	337
chr11	25600000	26600000	328
chr11	25700000	26700000	318
chr11	25800000	26800000	319
chr11	25900000	26900000	319
chr11	26000000	27000000	310
chr11	26100000	27100000	300
chr11	26200000	27200000	309
chr11	26300000	27300000	314
chr11	26400000	27400000	318
chr11	26500000	27500000	318
chr11	26600000	27600000	317
chr11	26700000	27700000	335
chr11	26800000	27800000	338
chr11	26900000	27900000	333
chr11	27000000	28000000	343
chr11	27100000	28100000	348
chr11	27200000	28200000	347
chr11	27300000	28300000	337
chr11	27400000	28400000	341
chr11	27500000	28500000	340
chr11	27600000	28600000	338
chr11	27700000	28700000	335
chr11	27800000	28800000	328
chr11	27900000	28900000	327
chr11	28000000	29000000	322
chr11	28100000	29100000	325
chr11	28200000	29200000	326
chr11	28300000	29300000	335
chr11	28400000	29400000	316
chr11	28500000	29500000	310
chr11	28600000	29600000	332
chr11	28700000	29700000	329
chr11	28800000	29800000	326
chr11	28900000	29900000	336
chr11	29000000	30000000	337
chr11	29100000	30100000	346
chr11	29200000	30200000	339
chr11	29300000	30300000	326
chr11	29400000	30400000	334
chr11	29500000	30500000	354
chr11	29600000	30600000	342
chr11	29700000	30700000	346
chr11	29800000	30800000	348
chr11	29900000	30900000	344
chr11	30000000	31000000	332
chr11	30100000	31100000	316
chr11	30200000	31200000	331
chr11	30300000	31300000	338
chr11	30400000	31400000	346
chr11	30500000	31500000	328
chr11	30600000	31600000	334
chr11	30700000	31700000	341
chr11	30800000	31800000	360
chr11	30900000	31900000	359
chr11	31000000	32000000	362
chr11	31100000	32100000	360
chr11	31200000	32200000	349
chr11	31300000	32300000	336
chr11	31400000	32400000	326
chr11	31500000	32500000	321
chr11	31600000	32600000	302
chr11	31700000	32700000	294
chr11	31800000	32800000	280
chr11	31900000	32900000	271
chr11	32000000	33000000	273
chr11	32100000	33100000	274
chr11	32200000	33200000	280
chr11	32300000	33300000	281
chr11	32400000	33400000	281
chr11	32500000	33500000	292
chr11	32600000	33600000	300
chr11	32700000	33700000	299
chr11	32800000	33800000	304
chr11	32900000	33900000	311
chr11	33000000	34000000	306
chr11	33100000	34100000	308
chr11	33200000	34200000	306
chr11	33300000	34300000	310
chr11	33400000	34400000	314
chr11	33500000	34500000	308
chr11	33600000	34600000	305
chr11	33700000	34700000	305
chr11	33800000	34800000	292
chr11	33900000	34900000	294
chr11	34000000	35000000	295
chr11	34100000	35100000	307
chr11	34200000	35200000	318
chr11	34300000	35300000	322
chr11	34400000	35400000	314
chr11	34500000	35500000	313
chr11	34600000	35600000	318
chr11	34700000	35700000	317
chr11	34800000	35800000	315
chr11	34900000	35900000	305
chr11	35000000	36000000	311
chr11	35100000	36100000	290
chr11	35200000	36200000	269
chr11	35300000	36300000	262
chr11	35400000	36400000	264
chr11	35500000	36500000	258
chr11	35600000	36600000	254
chr11	35700000	36700000	251
chr11	35800000	36800000	262
chr11	35900000	36900000	278
chr11	36000000	37000000	271
chr11	36100000	37100000	270
chr11	36200000	37200000	291
chr11	36300000	37300000	317
chr11	36400000	37400000	326
chr11	36500000	37500000	328
chr11	36600000	37600000	326
chr11	36700000	37700000	331
chr11	36800000	37800000	333
chr11	36900000	37900000	323
chr11	37000000	38000000	329
chr11	37100000	38100000	338
chr11	37200000	38200000	321
chr11	37300000	38300000	299
chr11	37400000	38400000	295
chr11	37500000	38500000	302
chr11	37600000	38600000	303
chr11	37700000	38700000	304
chr11	37800000	38800000	299
chr11	37900000	38900000	303
chr11	38000000	39000000	306
chr11	38100000	39100000	298
chr11	38200000	39200000	310
chr11	38300000	39300000	317
chr11	38400000	39400000	311
chr11	38500000	39500000	309
chr11	38600000	39600000	302
chr11	38700000	39700000	301
chr11	38800000	39800000	309
chr11	38900000	39900000	302
chr11	39000000	40000000	291
chr11	39100000	40100000	313
chr11	39200000	40200000	314
chr11	39300000	40300000	325
chr11	39400000	40400000	340
chr11	39500000	40500000	345
chr11	39600000	40600000	350
chr11	39700000	40700000	350
chr11	39800000	40800000	345
chr11	39900000	40900000	352
chr11	40000000	41000000	364
chr11	40100000	41100000	346
chr11	40200000	41200000	341
chr11	40300000	41300000	332
chr11	40400000	41400000	325
chr11	40500000	41500000	323
chr11	40600000	41600000	333
chr11	40700000	41700000	339
chr11	40800000	41800000	338
chr11	40900000	41900000	338
chr11	41000000	42000000	331
chr11	41100000	42100000	338
chr11	41200000	42200000	341
chr11	41300000	42300000	341
chr11	41400000	42400000	347
chr11	41500000	42500000	344
chr11	41600000	42600000	343
chr11	41700000	42700000	343
chr11	41800000	42800000	343
chr11	41900000	42900000	342
chr11	42000000	43000000	342
chr11	42100000	43100000	344
chr11	42200000	43200000	332
chr11	42300000	43300000	326
chr11	42400000	43400000	320
chr11	42500000	43500000	335
chr11	42600000	43600000	326
chr11	42700000	43700000	311
chr11	42800000	43800000	313
chr11	42900000	43900000	306
chr11	43000000	44000000	306
chr11	43100000	44100000	294
chr11	43200000	44200000	307
chr11	43300000	44300000	307
chr11	43400000	44400000	296
chr11	43500000	44500000	279
chr11	43600000	44600000	274
chr11	43700000	44700000	265
chr11	43800000	44800000	260
chr11	43900000	44900000	258
chr11	44000000	45000000	249
chr11	44100000	45100000	251
chr11	44200000	45200000	237
chr11	44300000	45300000	237
chr11	44400000	45400000	244
chr11	44500000	45500000	243
chr11	44600000	45600000	247
chr11	44700000	45700000	265
chr11	44800000	45800000	253
chr11	44900000	45900000	250
chr11	45000000	46000000	249
chr11	45100000	46100000	255
chr11	45200000	46200000	264
chr11	45300000	46300000	263
chr11	45400000	46400000	255
chr11	45500000	46500000	254
chr11	45600000	46600000	265
chr11	56700000	57700000	269
chr11	56800000	57800000	254
chr11	56900000	57900000	254
chr11	57000000	58000000	250
chr11	57100000	58100000	264
chr11	57200000	58200000	269
chr11	57300000	58300000	266
chr11	57400000	58400000	272
chr11	57500000	58500000	273
chr11	57600000	58600000	278
chr11	57700000	58700000	284
chr11	57800000	58800000	293
chr11	57900000	58900000	301
chr11	58000000	59000000	302
chr11	58100000	59100000	300
chr11	58200000	59200000	301
chr11	58300000	59300000	304
chr11	58400000	59400000	299
chr11	58500000	59500000	299
chr11	58600000	59600000	294
chr11	58700000	59700000	302
chr11	58800000	59800000	302
chr11	58900000	59900000	305
chr11	59000000	60000000	312
chr11	59100000	60100000	309
chr11	59200000	60200000	308
chr11	59300000	60300000	315
chr11	59400000	60400000	319
chr11	59500000	60500000	317
chr11	59600000	60600000	318
chr11	59700000	60700000	309
chr11	59800000	60800000	287
chr11	59900000	60900000	277
chr11	60000000	61000000	260
chr11	60100000	61100000	250
chr11	60200000	61200000	242
chr11	60300000	61300000	229
chr11	60400000	61400000	224
chr11	60500000	61500000	214
chr11	60600000	61600000	201
chr11	60700000	61700000	190
chr11	60800000	61800000	200
chr11	60900000	61900000	197
chr11	61000000	62000000	213
chr11	61100000	62100000	224
chr11	61200000	62200000	214
chr11	61300000	62300000	221
chr11	61400000	62400000	215
chr11	61500000	62500000	217
chr11	61600000	62600000	218
chr11	61700000	62700000	224
chr11	61800000	62800000	220
chr11	61900000	62900000	231
chr11	62000000	63000000	223
chr11	62100000	63100000	219
chr11	62200000	63200000	238
chr11	62300000	63300000	248
chr11	62400000	63400000	260
chr11	62500000	63500000	264
chr11	62600000	63600000	263
chr11	62700000	63700000	262
chr11	62800000	63800000	262
chr11	62900000	63900000	247
chr11	63000000	64000000	241
chr11	63100000	64100000	224
chr11	63200000	64200000	211
chr11	63300000	64300000	199
chr11	63400000	64400000	182
chr11	63500000	64500000	172
chr11	63600000	64600000	168
chr11	63700000	64700000	161
chr11	63800000	64800000	162
chr11	63900000	64900000	159
chr11	64000000	65000000	152
chr11	64100000	65100000	159
chr11	64200000	65200000	154
chr11	64300000	65300000	152
chr11	64400000	65400000	157
chr11	64500000	65500000	154
chr11	64600000	65600000	158
chr11	64700000	65700000	155
chr11	64800000	65800000	151
chr11	64900000	65900000	158
chr11	65000000	66000000	162
chr11	65100000	66100000	161
chr11	65200000	66200000	168
chr11	65300000	66300000	165
chr11	65400000	66400000	170
chr11	65500000	66500000	179
chr11	65600000	66600000	178
chr11	65700000	66700000	184
chr11	65800000	66800000	198
chr11	65900000	66900000	201
chr11	66000000	67000000	206
chr11	66100000	67100000	201
chr11	66200000	67200000	190
chr11	66300000	67300000	180
chr11	66400000	67400000	193
chr11	66500000	67500000	188
chr11	66600000	67600000	190
chr11	66700000	67700000	197
chr11	66800000	67800000	188
chr11	66900000	67900000	185
chr11	67000000	68000000	191
chr11	67100000	68100000	197
chr11	67200000	68200000	196
chr11	67300000	68300000	218
chr11	67400000	68400000	219
chr11	67500000	68500000	235
chr11	67600000	68600000	241
chr11	67700000	68700000	231
chr11	67800000	68800000	233
chr11	67900000	68900000	225
chr11	68000000	69000000	216
chr11	68100000	69100000	219
chr11	68200000	69200000	219
chr11	68300000	69300000	212
chr11	68400000	69400000	208
chr11	68500000	69500000	195
chr11	68600000	69600000	185
chr11	68700000	69700000	184
chr11	68800000	69800000	170
chr11	68900000	69900000	196
chr11	69000000	70000000	186
chr11	69100000	70100000	181
chr11	69200000	70200000	194
chr11	69300000	70300000	194
chr11	69400000	70400000	187
chr11	69500000	70500000	187
chr11	69600000	70600000	200
chr11	69700000	70700000	201
chr11	69800000	70800000	213
chr11	69900000	70900000	194
chr11	70000000	71000000	206
chr11	70100000	71100000	209
chr11	70200000	71200000	207
chr11	70300000	71300000	209
chr11	70400000	71400000	211
chr11	70500000	71500000	214
chr11	70600000	71600000	214
chr11	70700000	71700000	215
chr11	70800000	71800000	233
chr11	70900000	71900000	233
chr11	71000000	72000000	227
chr11	71100000	72100000	235
chr11	71200000	72200000	241
chr11	71300000	72300000	244
chr11	71400000	72400000	237
chr11	71500000	72500000	225
chr11	71600000	72600000	220
chr11	71700000	72700000	235
chr11	71800000	72800000	222
chr11	71900000	72900000	226
chr11	72000000	73000000	237
chr11	72100000	73100000	229
chr11	72200000	73200000	230
chr11	72300000	73300000	230
chr11	72400000	73400000	231
chr11	72500000	73500000	245
chr11	72600000	73600000	244
chr11	72700000	73700000	233
chr11	72800000	73800000	241
chr11	72900000	73900000	250
chr11	73000000	74000000	243
chr11	73100000	74100000	258
chr11	73200000	74200000	258
chr11	73300000	74300000	256
chr11	73400000	74400000	262
chr11	73500000	74500000	266
chr11	73600000	74600000	282
chr11	73700000	74700000	282
chr11	73800000	74800000	280
chr11	73900000	74900000	263
chr11	74000000	75000000	269
chr11	74100000	75100000	255
chr11	74200000	75200000	247
chr11	74300000	75300000	242
chr11	74400000	75400000	257
chr11	74500000	75500000	257
chr11	74600000	75600000	244
chr11	74700000	75700000	254
chr11	74800000	75800000	252
chr11	74900000	75900000	260
chr11	75000000	76000000	250
chr11	75100000	76100000	256
chr11	75200000	76200000	259
chr11	75300000	76300000	262
chr11	75400000	76400000	249
chr11	75500000	76500000	236
chr11	75600000	76600000	244
chr11	75700000	76700000	242
chr11	75800000	76800000	235
chr11	75900000	76900000	222
chr11	76000000	77000000	234
chr11	76100000	77100000	231
chr11	76200000	77200000	244
chr11	76300000	77300000	240
chr11	76400000	77400000	247
chr11	76500000	77500000	253
chr11	76600000	77600000	239
chr11	76700000	77700000	225
chr11	76800000	77800000	231
chr11	76900000	77900000	244
chr11	77000000	78000000	242
chr11	77100000	78100000	255
chr11	77200000	78200000	244
chr11	77300000	78300000	248
chr11	77400000	78400000	249
chr11	77500000	78500000	258
chr11	77600000	78600000	281
chr11	77700000	78700000	301
chr11	77800000	78800000	313
chr11	77900000	78900000	311
chr11	78000000	79000000	315
chr11	78100000	79100000	313
chr11	78200000	79200000	324
chr11	78300000	79300000	340
chr11	78400000	79400000	340
chr11	78500000	79500000	336
chr11	78600000	79600000	322
chr11	78700000	79700000	317
chr11	78800000	79800000	305
chr11	78900000	79900000	320
chr11	79000000	80000000	321
chr11	79100000	80100000	323
chr11	79200000	80200000	311
chr11	79300000	80300000	310
chr11	79400000	80400000	306
chr11	79500000	80500000	312
chr11	79600000	80600000	326
chr11	79700000	80700000	333
chr11	79800000	80800000	346
chr11	79900000	80900000	338
chr11	80000000	81000000	331
chr11	80100000	81100000	331
chr11	80200000	81200000	339
chr11	80300000	81300000	334
chr11	80400000	81400000	326
chr11	80500000	81500000	322
chr11	80600000	81600000	313
chr11	80700000	81700000	312
chr11	80800000	81800000	304
chr11	80900000	81900000	298
chr11	81000000	82000000	308
chr11	81100000	82100000	297
chr11	81200000	82200000	297
chr11	81300000	82300000	305
chr11	81400000	82400000	317
chr11	81500000	82500000	311
chr11	81600000	82600000	310
chr11	81700000	82700000	299
chr11	81800000	82800000	298
chr11	81900000	82900000	304
chr11	82000000	83000000	297
chr11	82100000	83100000	302
chr11	82200000	83200000	298
chr11	82300000	83300000	288
chr11	82400000	83400000	282
chr11	82500000	83500000	299
chr11	82600000	83600000	307
chr11	82700000	83700000	314
chr11	82800000	83800000	314
chr11	82900000	83900000	319
chr11	83000000	84000000	340
chr11	83100000	84100000	356
chr11	83200000	84200000	357
chr11	83300000	84300000	362
chr11	83400000	84400000	370
chr11	83500000	84500000	364
chr11	83600000	84600000	358
chr11	83700000	84700000	367
chr11	83800000	84800000	374
chr11	83900000	84900000	376
chr11	84000000	85000000	358
chr11	84100000	85100000	345
chr11	84200000	85200000	350
chr11	84300000	85300000	344
chr11	84400000	85400000	346
chr11	84500000	85500000	341
chr11	84600000	85600000	338
chr11	84700000	85700000	322
chr11	84800000	85800000	311
chr11	84900000	85900000	298
chr11	85000000	86000000	291
chr11	85100000	86100000	291
chr11	85200000	86200000	295
chr11	85300000	86300000	298
chr11	85400000	86400000	308
chr11	85500000	86500000	303
chr11	85600000	86600000	303
chr11	85700000	86700000	307
chr11	85800000	86800000	312
chr11	85900000	86900000	317
chr11	86000000	87000000	329
chr11	86100000	87100000	331
chr11	86200000	87200000	331
chr11	86300000	87300000	335
chr11	86400000	87400000	326
chr11	86500000	87500000	328
chr11	86600000	87600000	334
chr11	86700000	87700000	337
chr11	86800000	87800000	328
chr11	86900000	87900000	340
chr11	87000000	88000000	337
chr11	87100000	88100000	339
chr11	87200000	88200000	345
chr11	87300000	88300000	353
chr11	87400000	88400000	349
chr11	87500000	88500000	352
chr11	87600000	88600000	349
chr11	87700000	88700000	354
chr11	87800000	88800000	366
chr11	87900000	88900000	354
chr11	88000000	89000000	363
chr11	88100000	89100000	360
chr11	88200000	89200000	353
chr11	88300000	89300000	342
chr11	88400000	89400000	341
chr11	88500000	89500000	335
chr11	88600000	89600000	336
chr11	88700000	89700000	319
chr11	88800000	89800000	320
chr11	88900000	89900000	314
chr11	89000000	90000000	306
chr11	89100000	90100000	305
chr11	89200000	90200000	295
chr11	89300000	90300000	301
chr11	89400000	90400000	306
chr11	89500000	90500000	316
chr11	89600000	90600000	314
chr11	89700000	90700000	324
chr11	89800000	90800000	317
chr11	89900000	90900000	327
chr11	90000000	91000000	325
chr11	90100000	91100000	319
chr11	90200000	91200000	312
chr11	90300000	91300000	300
chr11	90400000	91400000	302
chr11	90500000	91500000	304
chr11	90600000	91600000	310
chr11	90700000	91700000	304
chr11	90800000	91800000	315
chr11	90900000	91900000	324
chr11	91000000	92000000	328
chr11	91100000	92100000	336
chr11	91200000	92200000	349
chr11	91300000	92300000	357
chr11	91400000	92400000	358
chr11	91500000	92500000	363
chr11	91600000	92600000	366
chr11	91700000	92700000	368
chr11	91800000	92800000	350
chr11	91900000	92900000	338
chr11	92000000	93000000	333
chr11	92100000	93100000	327
chr11	92200000	93200000	329
chr11	92300000	93300000	321
chr11	92400000	93400000	298
chr11	92500000	93500000	294
chr11	92600000	93600000	280
chr11	92700000	93700000	278
chr11	92800000	93800000	292
chr11	92900000	93900000	286
chr11	93000000	94000000	292
chr11	93100000	94100000	295
chr11	93200000	94200000	292
chr11	93300000	94300000	291
chr11	93400000	94400000	301
chr11	93500000	94500000	295
chr11	93600000	94600000	300
chr11	93700000	94700000	302
chr11	93800000	94800000	304
chr11	93900000	94900000	310
chr11	94000000	95000000	312
chr11	94100000	95100000	314
chr11	94200000	95200000	314
chr11	94300000	95300000	316
chr11	94400000	95400000	327
chr11	94500000	95500000	338
chr11	94600000	95600000	338
chr11	94700000	95700000	337
chr11	94800000	95800000	328
chr11	94900000	95900000	330
chr11	95000000	96000000	321
chr11	95100000	96100000	316
chr11	95200000	96200000	322
chr11	95300000	96300000	329
chr11	95400000	96400000	290
chr11	95500000	96500000	264
chr11	95600000	96600000	275
chr11	95700000	96700000	281
chr11	95800000	96800000	286
chr11	95900000	96900000	288
chr11	96000000	97000000	295
chr11	96100000	97100000	303
chr11	96200000	97200000	292
chr11	96300000	97300000	283
chr11	96400000	97400000	317
chr11	96500000	97500000	330
chr11	96600000	97600000	317
chr11	96700000	97700000	320
chr11	96800000	97800000	314
chr11	96900000	97900000	307
chr11	97000000	98000000	301
chr11	97100000	98100000	297
chr11	97200000	98200000	301
chr11	97300000	98300000	317
chr11	97400000	98400000	310
chr11	97500000	98500000	313
chr11	97600000	98600000	319
chr11	97700000	98700000	324
chr11	97800000	98800000	324
chr11	97900000	98900000	332
chr11	98000000	99000000	329
chr11	98100000	99100000	327
chr11	98200000	99200000	326
chr11	98300000	99300000	326
chr11	98400000	99400000	329
chr11	98500000	99500000	339
chr11	98600000	99600000	331
chr11	98700000	99700000	315
chr11	98800000	99800000	328
chr11	98900000	99900000	327
chr11	99000000	100000000	326
chr11	99100000	100100000	330
chr11	99200000	100200000	333
chr11	99300000	100300000	328
chr11	99400000	100400000	330
chr11	99500000	100500000	319
chr11	99600000	100600000	328
chr11	99700000	100700000	328
chr11	99800000	100800000	328
chr11	99900000	100900000	333
chr11	100000000	101000000	344
chr11	100100000	101100000	347
chr11	100200000	101200000	343
chr11	100300000	101300000	340
chr11	100400000	101400000	353
chr11	100500000	101500000	359
chr11	100600000	101600000	348
chr11	100700000	101700000	358
chr11	100800000	101800000	352
chr11	100900000	101900000	344
chr11	101000000	102000000	325
chr11	101100000	102100000	324
chr11	101200000	102200000	323
chr11	101300000	102300000	313
chr11	101400000	102400000	296
chr11	101500000	102500000	298
chr11	101600000	102600000	300
chr11	101700000	102700000	295
chr11	101800000	102800000	298
chr11	101900000	102900000	301
chr11	102000000	103000000	309
chr11	102100000	103100000	308
chr11	102200000	103200000	326
chr11	102300000	103300000	325
chr11	102400000	103400000	332
chr11	102500000	103500000	328
chr11	102600000	103600000	326
chr11	102700000	103700000	333
chr11	102800000	103800000	339
